encoder,design,score,coverage_bench_layout,coverage_hest_layout,coverage_diff_hest_minus_bench,coverage_sd_across_folds_bench,coverage_sd_across_folds_hest,coverage_move_within_fold_dispersion,coverage_a1_committed,pearson_pooled_bench_layout,pearson_pooled_hest_layout,pearson_pooled_diff,pearson_within_slide_bench_layout,pearson_within_slide_hest_layout,pearson_within_slide_diff,pearson_move_under_0p01,benchmark_pearson_committed,benchmark_pearson_sd,benchmark_pearson_source,width_bench_layout,width_hest_layout,n_train_matched_bench,n_train_matched_hest,n_folds
resnet50,donor,abs,0.8660822785144952,0.8652595316835371,-0.0008227468309580654,0.14246005944508483,0.14388288886045647,True,0.8660822785144952,0.1523286168883553,0.14906667558915263,-0.003261941299202681,0.1523286168883553,0.14906667558915263,-0.003261941299202681,True,,,"results/summary/results_task.csv, head pca_ridge, 6 splits, the `patient` design",2.170052801784284,2.170648070585193,35996,35666,24
resnet50,patient,abs,0.851652491260023,0.8497161569500893,-0.0019363343099336738,0.0958662326602859,0.09836556174341574,True,0.851652491260023,0.2069426428799955,0.20845938318317456,0.0015167403031790538,0.15262973677402772,0.1478715810121933,-0.004758155761834415,True,,,"results/summary/results_task.csv, head pca_ridge, 6 splits, the `patient` design",2.2695794531589204,2.2691199313923125,35996,35666,6
resnet50,random,abs,0.876716603355039,0.8760131616220219,-0.0007034417330170628,0.0009154449396306454,0.00031513057602718336,True,0.876716603355039,0.5726617144977761,0.5737495211590764,0.0010878066613002613,0.19950155082211962,0.19668081878777513,-0.002820732034344492,True,,,"results/summary/results_task.csv, head pca_ridge, 6 splits, the `patient` design",1.721718669810733,1.7232107780382184,35996,35666,6
