encoder,protocol,adjustment,held_out_slide,population,accuracy_on_held_out_slide,n_train,n_test
uni_v2,slide_out,none,INT2,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT20,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT21,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT22,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT23,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT24,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT3,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT4,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT5,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT6,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT7,cordeliers_ccRCC,0.99875,38029,800
uni_v2,slide_out,none,INT8,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,INT9,cordeliers_ccRCC,1.0,38029,800
uni_v2,slide_out,none,NCBI562,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI563,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI564,indiana_nontumour,1.0,38631,198
uni_v2,slide_out,none,NCBI565,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI566,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI567,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI568,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI692,indiana_nontumour,1.0,38472,357
uni_v2,slide_out,none,NCBI693,indiana_nontumour,1.0,38327,502
uni_v2,slide_out,none,NCBI694,indiana_nontumour,1.0,38189,640
uni_v2,slide_out,none,NCBI695,indiana_nontumour,1.0,38158,671
uni_v2,slide_out,none,NCBI696,indiana_nontumour,1.0,38184,645
uni_v2,slide_out,none,NCBI697,indiana_nontumour,1.0,38526,303
uni_v2,slide_out,none,NCBI698,indiana_nontumour,1.0,38424,405
uni_v2,slide_out,none,NCBI699,indiana_nontumour,1.0,38042,787
uni_v2,slide_out,none,NCBI700,indiana_nontumour,1.0,38228,601
uni_v2,slide_out,none,NCBI701,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI702,indiana_nontumour,1.0,38371,458
uni_v2,slide_out,none,NCBI703,indiana_nontumour,1.0,38379,450
uni_v2,slide_out,none,NCBI704,indiana_nontumour,1.0,38305,524
uni_v2,slide_out,none,NCBI705,indiana_nontumour,1.0,38278,551
uni_v2,slide_out,none,NCBI706,indiana_nontumour,1.0,38165,664
uni_v2,slide_out,none,NCBI707,indiana_nontumour,1.0,38156,673
uni_v2,slide_out,none,NCBI708,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI709,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI710,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI711,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI712,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI713,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,none,NCBI714,indiana_nontumour,1.0,38029,800
uni_v2,slide_out,morphology_v2_ext,INT1,cordeliers_ccRCC,0.95,38029,800
uni_v2,slide_out,morphology_v2_ext,INT10,cordeliers_ccRCC,0.9575,38029,800
uni_v2,slide_out,morphology_v2_ext,INT11,cordeliers_ccRCC,0.86,38029,800
uni_v2,slide_out,morphology_v2_ext,INT12,cordeliers_ccRCC,0.8625,38029,800
uni_v2,slide_out,morphology_v2_ext,INT13,cordeliers_ccRCC,0.94125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT14,cordeliers_ccRCC,0.96625,38029,800
uni_v2,slide_out,morphology_v2_ext,INT15,cordeliers_ccRCC,0.20125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT16,cordeliers_ccRCC,0.88375,38029,800
uni_v2,slide_out,morphology_v2_ext,INT17,cordeliers_ccRCC,0.68125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT18,cordeliers_ccRCC,0.22125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT19,cordeliers_ccRCC,0.89125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT2,cordeliers_ccRCC,0.98875,38029,800
uni_v2,slide_out,morphology_v2_ext,INT20,cordeliers_ccRCC,0.9875,38029,800
uni_v2,slide_out,morphology_v2_ext,INT21,cordeliers_ccRCC,0.15875,38029,800
uni_v2,slide_out,morphology_v2_ext,INT22,cordeliers_ccRCC,0.99375,38029,800
uni_v2,slide_out,morphology_v2_ext,INT23,cordeliers_ccRCC,0.9675,38029,800
uni_v2,slide_out,morphology_v2_ext,INT24,cordeliers_ccRCC,0.96875,38029,800
uni_v2,slide_out,morphology_v2_ext,INT3,cordeliers_ccRCC,0.90875,38029,800
uni_v2,slide_out,morphology_v2_ext,INT4,cordeliers_ccRCC,0.75625,38029,800
uni_v2,slide_out,morphology_v2_ext,INT5,cordeliers_ccRCC,0.5125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT6,cordeliers_ccRCC,0.985,38029,800
uni_v2,slide_out,morphology_v2_ext,INT7,cordeliers_ccRCC,0.91,38029,800
uni_v2,slide_out,morphology_v2_ext,INT8,cordeliers_ccRCC,0.59125,38029,800
uni_v2,slide_out,morphology_v2_ext,INT9,cordeliers_ccRCC,0.26625,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI562,indiana_nontumour,0.95375,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI563,indiana_nontumour,0.98625,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI564,indiana_nontumour,1.0,38631,198
uni_v2,slide_out,morphology_v2_ext,NCBI565,indiana_nontumour,0.90875,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI566,indiana_nontumour,0.93625,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI567,indiana_nontumour,0.975,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI568,indiana_nontumour,0.995,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI692,indiana_nontumour,0.8851540616246498,38472,357
uni_v2,slide_out,morphology_v2_ext,NCBI693,indiana_nontumour,0.9362549800796812,38327,502
uni_v2,slide_out,morphology_v2_ext,NCBI694,indiana_nontumour,0.8890625,38189,640
uni_v2,slide_out,morphology_v2_ext,NCBI695,indiana_nontumour,0.8450074515648286,38158,671
uni_v2,slide_out,morphology_v2_ext,NCBI696,indiana_nontumour,0.8821705426356589,38184,645
uni_v2,slide_out,morphology_v2_ext,NCBI697,indiana_nontumour,0.9603960396039604,38526,303
uni_v2,slide_out,morphology_v2_ext,NCBI698,indiana_nontumour,0.528395061728395,38424,405
uni_v2,slide_out,morphology_v2_ext,NCBI699,indiana_nontumour,0.9618805590851334,38042,787
uni_v2,slide_out,morphology_v2_ext,NCBI700,indiana_nontumour,0.9900166389351082,38228,601
uni_v2,slide_out,morphology_v2_ext,NCBI701,indiana_nontumour,0.88125,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI702,indiana_nontumour,0.960698689956332,38371,458
uni_v2,slide_out,morphology_v2_ext,NCBI703,indiana_nontumour,0.8288888888888889,38379,450
uni_v2,slide_out,morphology_v2_ext,NCBI704,indiana_nontumour,0.9293893129770991,38305,524
uni_v2,slide_out,morphology_v2_ext,NCBI705,indiana_nontumour,0.5843920145190563,38278,551
uni_v2,slide_out,morphology_v2_ext,NCBI706,indiana_nontumour,0.947289156626506,38165,664
uni_v2,slide_out,morphology_v2_ext,NCBI707,indiana_nontumour,0.7964338781575037,38156,673
uni_v2,slide_out,morphology_v2_ext,NCBI708,indiana_nontumour,0.755,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI709,indiana_nontumour,0.96625,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI710,indiana_nontumour,0.91375,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI711,indiana_nontumour,0.99625,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI712,indiana_nontumour,0.96625,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI713,indiana_nontumour,0.98875,38029,800
uni_v2,slide_out,morphology_v2_ext,NCBI714,indiana_nontumour,0.74875,38029,800
