,dataset,conch_v15_mean,conch_v15_std
0,IDC,0.518975,0.08270723592890769
1,PRAD,0.37485,0.008849999999999997
2,PAAD,0.43170000000000003,0.06332492926696932
3,SKCM,0.5864,0.0247
4,COAD,0.31255,0.01824999999999999
5,READ,0.13185,0.06245
6,CCRCC,0.17508333333333334,0.039141428038446544
7,LUNG,0.56365,0.017850000000000033
8,LYMPH_IDC,0.257475,0.06107406876080878
9,HCC,0.048,0.0011000000000000003
