task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit
CCRCC,shipped,hoptimus0,random,abs,0,0.8831514676907078,1.6035348740506759,2.1757077207397844,0.07494574642707277,0.04190278588221945,spot
CCRCC,shipped,hoptimus0,random,abs,1,0.8839723081729947,1.606444185595074,2.175109962791188,0.0739582129512196,0.04206947887578569,spot
CCRCC,shipped,hoptimus0,random,abs,2,0.8821570330731443,1.6012141197208014,2.18087891890556,0.07616610979424747,0.041676857132608235,spot
CCRCC,shipped,hoptimus0,random,abs,3,0.8828900109510192,1.6048702984570238,2.1922664388528377,0.0751824062334159,0.04192758281556484,spot
CCRCC,shipped,hoptimus0,random,abs,4,0.8822412770386187,1.6024386280494238,2.1812492746819347,0.07633635397563814,0.041422368985743196,spot
CCRCC,shipped,hoptimus0,random,abs,5,0.8822336965051546,1.604107375985238,2.1847845288600416,0.07566510826147928,0.04210119523336604,spot
COAD,shipped,hoptimus0,random,abs,0,0.8951431886144855,2.113079169919412,2.9573805746186212,0.056450172343575446,0.048406639041939106,spot
COAD,shipped,hoptimus0,random,abs,1,0.8967004662814585,2.12004029382314,2.95291950954314,0.05614220949312575,0.047157324225415784,spot
HCC,shipped,hoptimus0,random,abs,0,0.9016387176487267,1.5489169745279352,2.093712138893395,0.07331065413620827,0.02505062821506491,spot
HCC,shipped,hoptimus0,random,abs,1,0.9029777271734087,1.5547391228665464,2.0872738875340118,0.07264588642939185,0.024376386397199364,spot
IDC,shipped,hoptimus0,random,abs,0,0.8819246172329578,2.0753395081969868,2.9719459155829595,0.061270882667912877,0.056804500099129365,spot
IDC,shipped,hoptimus0,random,abs,1,0.8803486758213233,2.0680194824763793,2.9751940554687595,0.06282560725688233,0.056825716921794535,spot
IDC,shipped,hoptimus0,random,abs,2,0.8809458950398561,2.068284909778209,2.9689492151894044,0.0616909549588895,0.0573631500012544,spot
IDC,shipped,hoptimus0,random,abs,3,0.8820356423276638,2.071710233767742,2.961935902993022,0.06258096253408989,0.05538339513824608,spot
LUNG,shipped,hoptimus0,random,abs,0,0.9004095042206002,1.9740531005252826,2.583761092295833,0.048551469496196945,0.051039026283202935,spot
LUNG,shipped,hoptimus0,random,abs,1,0.8989984501478568,1.9653498544418873,2.573878478530105,0.04854007571993142,0.052461474132211694,spot
LYMPH_IDC,shipped,hoptimus0,random,abs,0,0.9011127522814523,1.4883890095386767,1.9766924901148528,0.06786642434260703,0.03102082337594065,spot
LYMPH_IDC,shipped,hoptimus0,random,abs,1,0.9004143742595879,1.4839903206134086,1.980211019939949,0.06849930249477616,0.031086323245635938,spot
LYMPH_IDC,shipped,hoptimus0,random,abs,2,0.89964224321443,1.4811175199749471,1.9770221179388323,0.06913326283410275,0.031224493951467334,spot
LYMPH_IDC,shipped,hoptimus0,random,abs,3,0.8995782304639899,1.481440124047621,1.9811804512210685,0.06886368791989908,0.031558081616111025,spot
PAAD,shipped,hoptimus0,random,abs,0,0.8907069456390013,1.9361734729279227,2.738113174279762,0.05808528614855295,0.051207768212445604,spot
PAAD,shipped,hoptimus0,random,abs,1,0.8939584158075462,1.9552525720860294,2.7557332390737836,0.05610214351773157,0.04993944067472215,spot
PAAD,shipped,hoptimus0,random,abs,2,0.8917342029567052,1.945582838220292,2.7652972118173142,0.0577134147965763,0.0505523822467185,spot
PRAD,shipped,hoptimus0,random,abs,0,0.9041838567473187,1.808414073600088,2.371099412859921,0.06309295553561088,0.03272318771707035,spot
PRAD,shipped,hoptimus0,random,abs,1,0.9037557339034009,1.810682398999369,2.376285907965065,0.06313540046165592,0.03310886563494317,spot
READ,shipped,hoptimus0,random,abs,0,0.8967083024452753,1.396752693044384,1.9535484216836045,0.07862858844705971,0.024663109107665008,spot
READ,shipped,hoptimus0,random,abs,1,0.8980960620379508,1.4029890288630544,1.9500093513846983,0.0774629076004679,0.02444103036158134,spot
SKCM,shipped,hoptimus0,random,abs,0,0.902213940844509,2.098689708370649,2.8563367600337126,0.05045870519343154,0.047327353962059365,spot
SKCM,shipped,hoptimus0,random,abs,1,0.8996309002004047,2.078150216217167,2.8354938590214567,0.052272433782374984,0.048096666017220374,spot
