encoder,task,fold,gene,pearson,n_train,n_test
hoptimus0,CCRCC,0,AKAP8,0.16983807117158764,55849,18371
hoptimus0,CCRCC,0,BLVRB,0.18008519813754242,55849,18371
hoptimus0,CCRCC,0,BTF3,0.038233257415360156,55849,18371
hoptimus0,CCRCC,0,CD109,0.31596808890547545,55849,18371
hoptimus0,CCRCC,0,CD14,0.04566646249654634,55849,18371
hoptimus0,CCRCC,0,CHST15,0.14722551362145542,55849,18371
hoptimus0,CCRCC,0,CIB1,0.16719907031426115,55849,18371
hoptimus0,CCRCC,0,CKB,0.21994803753652026,55849,18371
hoptimus0,CCRCC,0,CPD,0.19208342962229719,55849,18371
hoptimus0,CCRCC,0,CPE,0.4234981872106272,55849,18371
hoptimus0,CCRCC,0,DERL1,0.3946763151197365,55849,18371
hoptimus0,CCRCC,0,DNAJB12,0.10091291013545241,55849,18371
hoptimus0,CCRCC,0,EGFL7,0.13424105634746394,55849,18371
hoptimus0,CCRCC,0,FLNB,0.23268922665600003,55849,18371
hoptimus0,CCRCC,0,GADD45B,0.2758542775538556,55849,18371
hoptimus0,CCRCC,0,GPNMB,0.2129050581104674,55849,18371
hoptimus0,CCRCC,0,H3F3A,0.1120167917709608,55849,18371
hoptimus0,CCRCC,0,HMOX1,0.3463332073869375,55849,18371
hoptimus0,CCRCC,0,HNRNPK,0.11149238590872225,55849,18371
hoptimus0,CCRCC,0,HSPA1A,-0.038630455634381625,55849,18371
hoptimus0,CCRCC,0,HTRA1,0.286393025092816,55849,18371
hoptimus0,CCRCC,0,IFI27,0.22902595452171,55849,18371
hoptimus0,CCRCC,0,IFI6,0.09427545837625521,55849,18371
hoptimus0,CCRCC,0,IRF7,-0.0045282821145515,55849,18371
hoptimus0,CCRCC,0,ISG15,0.18501071558455093,55849,18371
hoptimus0,CCRCC,0,KRTCAP2,0.15025702720253206,55849,18371
hoptimus0,CCRCC,0,LAPTM4B,0.413126658888256,55849,18371
hoptimus0,CCRCC,0,LRRC41,0.38079679903605557,55849,18371
hoptimus0,CCRCC,0,LY6E,-0.010728556231187162,55849,18371
hoptimus0,CCRCC,0,NAMPT,0.15399299935172372,55849,18371
hoptimus0,CCRCC,0,NOL3,0.1414441694523689,55849,18371
hoptimus0,CCRCC,0,NOTCH3,0.22947733023926786,55849,18371
hoptimus0,CCRCC,0,NT5DC2,0.15120307570850333,55849,18371
hoptimus0,CCRCC,0,PARP10,0.14108527360101325,55849,18371
hoptimus0,CCRCC,0,PTGS1,0.2412513646030794,55849,18371
hoptimus0,CCRCC,0,PXN,0.08743133342542796,55849,18371
hoptimus0,CCRCC,0,RXRA,0.18644319253782768,55849,18371
hoptimus0,CCRCC,0,S100A9,0.3872625167512551,55849,18371
hoptimus0,CCRCC,0,SCARB1,0.43984211115673305,55849,18371
hoptimus0,CCRCC,0,SEMA4B,0.2140205379111941,55849,18371
hoptimus0,CCRCC,0,SLC15A4,0.29842551831364567,55849,18371
hoptimus0,CCRCC,0,SLC39A14,0.4178002044284241,55849,18371
hoptimus0,CCRCC,0,STK39,0.46366526060087654,55849,18371
hoptimus0,CCRCC,0,TFRC,0.20122645220237442,55849,18371
hoptimus0,CCRCC,0,TM2D3,0.14032310209726087,55849,18371
hoptimus0,CCRCC,0,TMEM91,0.43433512174159794,55849,18371
hoptimus0,CCRCC,0,TP53INP1,0.12879433610710114,55849,18371
hoptimus0,CCRCC,0,TRBC1,0.2566864259085021,55849,18371
hoptimus0,CCRCC,0,VMP1,0.13123741384890722,55849,18371
hoptimus0,CCRCC,0,YWHAE,0.04690113569370284,55849,18371
hoptimus0,CCRCC,1,AKAP8,0.2708379952916801,67651,6569
hoptimus0,CCRCC,1,BLVRB,0.3451759935875786,67651,6569
hoptimus0,CCRCC,1,BTF3,0.5432875935487451,67651,6569
hoptimus0,CCRCC,1,CD109,0.21524265380123142,67651,6569
hoptimus0,CCRCC,1,CD14,0.25182398810422413,67651,6569
hoptimus0,CCRCC,1,CHST15,0.1016881446253498,67651,6569
hoptimus0,CCRCC,1,CIB1,0.3257484494247928,67651,6569
hoptimus0,CCRCC,1,CKB,0.27930726077723433,67651,6569
hoptimus0,CCRCC,1,CPD,0.21370236391636047,67651,6569
hoptimus0,CCRCC,1,CPE,0.4386251997923389,67651,6569
hoptimus0,CCRCC,1,DERL1,0.2129372758745386,67651,6569
hoptimus0,CCRCC,1,DNAJB12,0.18798168577601676,67651,6569
hoptimus0,CCRCC,1,EGFL7,0.3051457266179846,67651,6569
hoptimus0,CCRCC,1,FLNB,0.418253099643431,67651,6569
hoptimus0,CCRCC,1,GADD45B,0.23890356166575966,67651,6569
hoptimus0,CCRCC,1,GPNMB,0.15772519172364963,67651,6569
hoptimus0,CCRCC,1,H3F3A,0.5377968572806736,67651,6569
hoptimus0,CCRCC,1,HMOX1,0.44209756566111985,67651,6569
hoptimus0,CCRCC,1,HNRNPK,0.5065821598610586,67651,6569
hoptimus0,CCRCC,1,HSPA1A,0.05239238367659788,67651,6569
hoptimus0,CCRCC,1,HTRA1,0.2655355705889159,67651,6569
hoptimus0,CCRCC,1,IFI27,0.30398592740614927,67651,6569
hoptimus0,CCRCC,1,IFI6,0.27114700562790334,67651,6569
hoptimus0,CCRCC,1,IRF7,0.10167402037592717,67651,6569
hoptimus0,CCRCC,1,ISG15,0.22398867395040087,67651,6569
hoptimus0,CCRCC,1,KRTCAP2,0.4133511221660957,67651,6569
hoptimus0,CCRCC,1,LAPTM4B,0.24690942692330317,67651,6569
hoptimus0,CCRCC,1,LRRC41,0.1823008667519029,67651,6569
hoptimus0,CCRCC,1,LY6E,0.4777749178152259,67651,6569
hoptimus0,CCRCC,1,NAMPT,0.23047569684295685,67651,6569
hoptimus0,CCRCC,1,NOL3,0.3474388790051343,67651,6569
hoptimus0,CCRCC,1,NOTCH3,0.3315531898525061,67651,6569
hoptimus0,CCRCC,1,NT5DC2,0.16226973200489428,67651,6569
hoptimus0,CCRCC,1,PARP10,0.3123980532149815,67651,6569
hoptimus0,CCRCC,1,PTGS1,0.09693375328956937,67651,6569
hoptimus0,CCRCC,1,PXN,0.2640281590688936,67651,6569
hoptimus0,CCRCC,1,RXRA,0.1939007690774259,67651,6569
hoptimus0,CCRCC,1,S100A9,0.1848719499666971,67651,6569
hoptimus0,CCRCC,1,SCARB1,0.3631026956870577,67651,6569
hoptimus0,CCRCC,1,SEMA4B,0.25163344571673985,67651,6569
hoptimus0,CCRCC,1,SLC15A4,0.262988513884218,67651,6569
hoptimus0,CCRCC,1,SLC39A14,0.4283213568507303,67651,6569
hoptimus0,CCRCC,1,STK39,0.15281780445706677,67651,6569
hoptimus0,CCRCC,1,TFRC,0.13211464854932212,67651,6569
hoptimus0,CCRCC,1,TM2D3,0.19376096547929758,67651,6569
hoptimus0,CCRCC,1,TMEM91,0.47943311099784147,67651,6569
hoptimus0,CCRCC,1,TP53INP1,0.22079014421309087,67651,6569
hoptimus0,CCRCC,1,TRBC1,0.14510034297965704,67651,6569
hoptimus0,CCRCC,1,VMP1,0.39505920179470116,67651,6569
hoptimus0,CCRCC,1,YWHAE,0.557620397541804,67651,6569
hoptimus0,CCRCC,2,AKAP8,0.1273951499204031,63464,10756
hoptimus0,CCRCC,2,BLVRB,0.47297826640922636,63464,10756
hoptimus0,CCRCC,2,BTF3,0.643656733150227,63464,10756
hoptimus0,CCRCC,2,CD109,0.4026225490245076,63464,10756
hoptimus0,CCRCC,2,CD14,-0.16874698962932147,63464,10756
hoptimus0,CCRCC,2,CHST15,0.2324734293725912,63464,10756
hoptimus0,CCRCC,2,CIB1,0.21871848954979256,63464,10756
hoptimus0,CCRCC,2,CKB,0.21013330713607029,63464,10756
hoptimus0,CCRCC,2,CPD,0.06673419714111213,63464,10756
hoptimus0,CCRCC,2,CPE,0.46515236235594354,63464,10756
