encoder,task,fold,gene,pearson,n_train,n_test
hoptimus0,CCRCC,2,DERL1,0.09024689867521261,63464,10756
hoptimus0,CCRCC,2,DNAJB12,0.015388103960764798,63464,10756
hoptimus0,CCRCC,2,EGFL7,0.48409283370183565,63464,10756
hoptimus0,CCRCC,2,FLNB,0.020989841854295477,63464,10756
hoptimus0,CCRCC,2,GADD45B,0.29674906343953344,63464,10756
hoptimus0,CCRCC,2,GPNMB,0.44136688236141414,63464,10756
hoptimus0,CCRCC,2,H3F3A,0.7413700321461499,63464,10756
hoptimus0,CCRCC,2,HMOX1,0.3890279224182498,63464,10756
hoptimus0,CCRCC,2,HNRNPK,0.5868167087930477,63464,10756
hoptimus0,CCRCC,2,HSPA1A,0.0409117224128258,63464,10756
hoptimus0,CCRCC,2,HTRA1,0.023657634646626406,63464,10756
hoptimus0,CCRCC,2,IFI27,0.003843338206471496,63464,10756
hoptimus0,CCRCC,2,IFI6,0.20558641020193086,63464,10756
hoptimus0,CCRCC,2,IRF7,-0.0721046326252372,63464,10756
hoptimus0,CCRCC,2,ISG15,0.11169113994683587,63464,10756
hoptimus0,CCRCC,2,KRTCAP2,0.5878489111580825,63464,10756
hoptimus0,CCRCC,2,LAPTM4B,0.17250186520927058,63464,10756
hoptimus0,CCRCC,2,LRRC41,0.29009187732090985,63464,10756
hoptimus0,CCRCC,2,LY6E,0.0928795860550624,63464,10756
hoptimus0,CCRCC,2,NAMPT,0.0650570492930679,63464,10756
hoptimus0,CCRCC,2,NOL3,0.4292968144664682,63464,10756
hoptimus0,CCRCC,2,NOTCH3,0.32571104151649266,63464,10756
hoptimus0,CCRCC,2,NT5DC2,0.5232721210410399,63464,10756
hoptimus0,CCRCC,2,PARP10,0.11049451004109304,63464,10756
hoptimus0,CCRCC,2,PTGS1,0.07744170464122754,63464,10756
hoptimus0,CCRCC,2,PXN,0.3090952051136612,63464,10756
hoptimus0,CCRCC,2,RXRA,0.18239960644763015,63464,10756
hoptimus0,CCRCC,2,S100A9,0.22390949739185212,63464,10756
hoptimus0,CCRCC,2,SCARB1,0.5370825182477245,63464,10756
hoptimus0,CCRCC,2,SEMA4B,0.10877520286628047,63464,10756
hoptimus0,CCRCC,2,SLC15A4,0.3260714402061559,63464,10756
hoptimus0,CCRCC,2,SLC39A14,0.251133237631842,63464,10756
hoptimus0,CCRCC,2,STK39,0.3244670412425036,63464,10756
hoptimus0,CCRCC,2,TFRC,0.16768647534368536,63464,10756
hoptimus0,CCRCC,2,TM2D3,0.16814382533302052,63464,10756
hoptimus0,CCRCC,2,TMEM91,0.4087235588599367,63464,10756
hoptimus0,CCRCC,2,TP53INP1,0.243633951073502,63464,10756
hoptimus0,CCRCC,2,TRBC1,0.35944720935820307,63464,10756
hoptimus0,CCRCC,2,VMP1,0.45994834445788696,63464,10756
hoptimus0,CCRCC,2,YWHAE,0.6540401596261896,63464,10756
hoptimus0,CCRCC,3,AKAP8,0.4385392988577245,67098,7122
hoptimus0,CCRCC,3,BLVRB,0.2795516551698323,67098,7122
hoptimus0,CCRCC,3,BTF3,0.3825253342884685,67098,7122
hoptimus0,CCRCC,3,CD109,0.36338523076972823,67098,7122
hoptimus0,CCRCC,3,CD14,0.04940412464561204,67098,7122
hoptimus0,CCRCC,3,CHST15,0.37851745028762,67098,7122
hoptimus0,CCRCC,3,CIB1,0.3331492465283373,67098,7122
hoptimus0,CCRCC,3,CKB,0.41435295117404236,67098,7122
hoptimus0,CCRCC,3,CPD,0.300445937957917,67098,7122
hoptimus0,CCRCC,3,CPE,0.21345650877381808,67098,7122
hoptimus0,CCRCC,3,DERL1,0.27782155954826443,67098,7122
hoptimus0,CCRCC,3,DNAJB12,0.28245734838871756,67098,7122
hoptimus0,CCRCC,3,EGFL7,0.22042739257023014,67098,7122
hoptimus0,CCRCC,3,FLNB,0.3105183654538758,67098,7122
hoptimus0,CCRCC,3,GADD45B,0.2725257520679059,67098,7122
hoptimus0,CCRCC,3,GPNMB,0.03294210755915426,67098,7122
hoptimus0,CCRCC,3,H3F3A,0.19404401968961887,67098,7122
hoptimus0,CCRCC,3,HMOX1,0.21844206376825562,67098,7122
hoptimus0,CCRCC,3,HNRNPK,0.2739382265575998,67098,7122
hoptimus0,CCRCC,3,HSPA1A,0.08316282369951078,67098,7122
hoptimus0,CCRCC,3,HTRA1,0.4485813242685143,67098,7122
hoptimus0,CCRCC,3,IFI27,-0.036755803650379504,67098,7122
hoptimus0,CCRCC,3,IFI6,0.10703560768126635,67098,7122
hoptimus0,CCRCC,3,IRF7,0.40120883096941906,67098,7122
hoptimus0,CCRCC,3,ISG15,0.1395071049798788,67098,7122
hoptimus0,CCRCC,3,KRTCAP2,0.27676861556941235,67098,7122
hoptimus0,CCRCC,3,LAPTM4B,0.17301597350156547,67098,7122
hoptimus0,CCRCC,3,LRRC41,0.15510050667796063,67098,7122
hoptimus0,CCRCC,3,LY6E,0.3994750617515425,67098,7122
hoptimus0,CCRCC,3,NAMPT,0.40898081731434555,67098,7122
hoptimus0,CCRCC,3,NOL3,0.48716674991292136,67098,7122
hoptimus0,CCRCC,3,NOTCH3,0.21477375284244418,67098,7122
hoptimus0,CCRCC,3,NT5DC2,0.2566080072191074,67098,7122
hoptimus0,CCRCC,3,PARP10,0.3360104076989216,67098,7122
hoptimus0,CCRCC,3,PTGS1,0.4254302766257688,67098,7122
hoptimus0,CCRCC,3,PXN,0.33743418210519166,67098,7122
hoptimus0,CCRCC,3,RXRA,0.30684902747685044,67098,7122
hoptimus0,CCRCC,3,S100A9,-0.004580313295078167,67098,7122
hoptimus0,CCRCC,3,SCARB1,0.2844109301531479,67098,7122
hoptimus0,CCRCC,3,SEMA4B,0.4348860336561427,67098,7122
hoptimus0,CCRCC,3,SLC15A4,0.2833699268685237,67098,7122
hoptimus0,CCRCC,3,SLC39A14,0.43488814648163304,67098,7122
hoptimus0,CCRCC,3,STK39,0.3046753709985891,67098,7122
hoptimus0,CCRCC,3,TFRC,0.3103220995691293,67098,7122
hoptimus0,CCRCC,3,TM2D3,0.3817558518743925,67098,7122
hoptimus0,CCRCC,3,TMEM91,0.5069101914218224,67098,7122
hoptimus0,CCRCC,3,TP53INP1,0.2017748363014818,67098,7122
hoptimus0,CCRCC,3,TRBC1,0.13610741365964757,67098,7122
hoptimus0,CCRCC,3,VMP1,0.423486240770388,67098,7122
hoptimus0,CCRCC,3,YWHAE,0.2746752286677456,67098,7122
hoptimus0,CCRCC,4,AKAP8,0.15802761683926533,59472,14748
hoptimus0,CCRCC,4,BLVRB,0.2518502352180634,59472,14748
hoptimus0,CCRCC,4,BTF3,0.31247728081904536,59472,14748
hoptimus0,CCRCC,4,CD109,0.4728804667477496,59472,14748
hoptimus0,CCRCC,4,CD14,0.11492803303665622,59472,14748
hoptimus0,CCRCC,4,CHST15,0.1468124336981472,59472,14748
hoptimus0,CCRCC,4,CIB1,0.3983143530379081,59472,14748
hoptimus0,CCRCC,4,CKB,0.23345958238378284,59472,14748
hoptimus0,CCRCC,4,CPD,0.2863105526393057,59472,14748
hoptimus0,CCRCC,4,CPE,0.4652409201575163,59472,14748
hoptimus0,CCRCC,4,DERL1,0.4130219061923168,59472,14748
hoptimus0,CCRCC,4,DNAJB12,0.11168019471867235,59472,14748
hoptimus0,CCRCC,4,EGFL7,0.14119311258787967,59472,14748
hoptimus0,CCRCC,4,FLNB,0.16151476900995662,59472,14748
hoptimus0,CCRCC,4,GADD45B,0.16878027703177703,59472,14748
hoptimus0,CCRCC,4,GPNMB,0.06629498586864002,59472,14748
hoptimus0,CCRCC,4,H3F3A,0.3804401321932061,59472,14748
hoptimus0,CCRCC,4,HMOX1,0.2897923541272455,59472,14748
hoptimus0,CCRCC,4,HNRNPK,0.28567013272502706,59472,14748
hoptimus0,CCRCC,4,HSPA1A,0.09553512860624896,59472,14748
hoptimus0,CCRCC,4,HTRA1,-0.12079062230381428,59472,14748
hoptimus0,CCRCC,4,IFI27,0.3119225358564277,59472,14748
hoptimus0,CCRCC,4,IFI6,0.1233371305146915,59472,14748
hoptimus0,CCRCC,4,IRF7,0.2657942924334677,59472,14748
hoptimus0,CCRCC,4,ISG15,0.09263010054993574,59472,14748
hoptimus0,CCRCC,4,KRTCAP2,0.38828866006416474,59472,14748
hoptimus0,CCRCC,4,LAPTM4B,0.11644267471852267,59472,14748
hoptimus0,CCRCC,4,LRRC41,0.405921791940049,59472,14748
hoptimus0,CCRCC,4,LY6E,0.38111312462082975,59472,14748
hoptimus0,CCRCC,4,NAMPT,0.31921064072662436,59472,14748
hoptimus0,CCRCC,4,NOL3,0.2774145761566546,59472,14748
hoptimus0,CCRCC,4,NOTCH3,0.14511333562971052,59472,14748
hoptimus0,CCRCC,4,NT5DC2,0.04253765302053179,59472,14748
hoptimus0,CCRCC,4,PARP10,0.20249468357003228,59472,14748
hoptimus0,CCRCC,4,PTGS1,0.09972711086268796,59472,14748
hoptimus0,CCRCC,4,PXN,0.32281542598684965,59472,14748
hoptimus0,CCRCC,4,RXRA,0.13095887687252067,59472,14748
hoptimus0,CCRCC,4,S100A9,0.0881536291570529,59472,14748
hoptimus0,CCRCC,4,SCARB1,0.4440899105854192,59472,14748
hoptimus0,CCRCC,4,SEMA4B,0.40234801395887243,59472,14748
hoptimus0,CCRCC,4,SLC15A4,0.41544687671290376,59472,14748
hoptimus0,CCRCC,4,SLC39A14,0.44169509055143624,59472,14748
hoptimus0,CCRCC,4,STK39,0.48905489524906837,59472,14748
hoptimus0,CCRCC,4,TFRC,0.08220146292892591,59472,14748
hoptimus0,CCRCC,4,TM2D3,0.11434614963814557,59472,14748
hoptimus0,CCRCC,4,TMEM91,0.4956397250334087,59472,14748
hoptimus0,CCRCC,4,TP53INP1,0.10163040462612079,59472,14748
hoptimus0,CCRCC,4,TRBC1,0.2954358953998198,59472,14748
hoptimus0,CCRCC,4,VMP1,0.40190183301217025,59472,14748
hoptimus0,CCRCC,4,YWHAE,0.3942926003945419,59472,14748
hoptimus0,CCRCC,5,AKAP8,0.23224600906519108,57566,16654
hoptimus0,CCRCC,5,BLVRB,0.16379149672922666,57566,16654
hoptimus0,CCRCC,5,BTF3,0.1668917242156322,57566,16654
hoptimus0,CCRCC,5,CD109,0.7336823138117217,57566,16654
hoptimus0,CCRCC,5,CD14,0.2468059594485651,57566,16654
hoptimus0,CCRCC,5,CHST15,0.43683472102105997,57566,16654
hoptimus0,CCRCC,5,CIB1,0.46809887931452343,57566,16654
hoptimus0,CCRCC,5,CKB,0.6469830270894789,57566,16654
hoptimus0,CCRCC,5,CPD,0.21384594302382087,57566,16654
hoptimus0,CCRCC,5,CPE,0.6619656799963044,57566,16654
hoptimus0,CCRCC,5,DERL1,0.46183720813861684,57566,16654
hoptimus0,CCRCC,5,DNAJB12,0.2355277857822735,57566,16654
hoptimus0,CCRCC,5,EGFL7,0.14511516247227038,57566,16654
hoptimus0,CCRCC,5,FLNB,0.550449043232967,57566,16654
hoptimus0,CCRCC,5,GADD45B,0.18301713503972888,57566,16654
hoptimus0,CCRCC,5,GPNMB,0.2744601236838713,57566,16654
hoptimus0,CCRCC,5,H3F3A,0.05211892660602722,57566,16654
hoptimus0,CCRCC,5,HMOX1,0.20212732604488706,57566,16654
hoptimus0,CCRCC,5,HNRNPK,0.24355479846032332,57566,16654
hoptimus0,CCRCC,5,HSPA1A,0.3638134574235599,57566,16654
hoptimus0,CCRCC,5,HTRA1,0.02296642231201464,57566,16654
hoptimus0,CCRCC,5,IFI27,0.2259526468304503,57566,16654
hoptimus0,CCRCC,5,IFI6,0.27877716360488036,57566,16654
hoptimus0,CCRCC,5,IRF7,0.21326271946681832,57566,16654
hoptimus0,CCRCC,5,ISG15,0.34994139581142175,57566,16654
hoptimus0,CCRCC,5,KRTCAP2,0.19885462664217562,57566,16654
hoptimus0,CCRCC,5,LAPTM4B,0.2644945572206626,57566,16654
hoptimus0,CCRCC,5,LRRC41,0.4246953557686412,57566,16654
hoptimus0,CCRCC,5,LY6E,0.4846410863351086,57566,16654
hoptimus0,CCRCC,5,NAMPT,0.35692119895884034,57566,16654
hoptimus0,CCRCC,5,NOL3,0.2812480264316123,57566,16654
hoptimus0,CCRCC,5,NOTCH3,0.24603462642006768,57566,16654
hoptimus0,CCRCC,5,NT5DC2,0.27972618797468174,57566,16654
hoptimus0,CCRCC,5,PARP10,0.2899477689227713,57566,16654
hoptimus0,CCRCC,5,PTGS1,0.17435485227778,57566,16654
hoptimus0,CCRCC,5,PXN,0.39917221097066197,57566,16654
hoptimus0,CCRCC,5,RXRA,0.29714545728229824,57566,16654
hoptimus0,CCRCC,5,S100A9,0.18225869412157258,57566,16654
hoptimus0,CCRCC,5,SCARB1,0.2499324571003403,57566,16654
hoptimus0,CCRCC,5,SEMA4B,0.5871185301836072,57566,16654
hoptimus0,CCRCC,5,SLC15A4,0.42063664624204267,57566,16654
hoptimus0,CCRCC,5,SLC39A14,0.26390505835060196,57566,16654
hoptimus0,CCRCC,5,STK39,0.2682529384147312,57566,16654
hoptimus0,CCRCC,5,TFRC,0.4433943256470176,57566,16654
hoptimus0,CCRCC,5,TM2D3,0.23125434162285893,57566,16654
hoptimus0,CCRCC,5,TMEM91,0.4144561102651237,57566,16654
hoptimus0,CCRCC,5,TP53INP1,0.13580735712909855,57566,16654
hoptimus0,CCRCC,5,TRBC1,0.17615472937791574,57566,16654
hoptimus0,CCRCC,5,VMP1,0.3687634857549786,57566,16654
hoptimus0,CCRCC,5,YWHAE,0.248619799235118,57566,16654
hoptimus0,COAD,0,AQP8,0.207594729206298,5079,10572
hoptimus0,COAD,0,AREG,0.48098001671409724,5079,10572
hoptimus0,COAD,0,BANK1,0.542290515964646,5079,10572
hoptimus0,COAD,0,CA1,-0.025315419859411544,5079,10572
hoptimus0,COAD,0,CA4,0.08404648622912728,5079,10572
hoptimus0,COAD,0,CALB2,0.2848815934949149,5079,10572
hoptimus0,COAD,0,CCL20,0.5842904755686146,5079,10572
hoptimus0,COAD,0,CCR7,0.5359499602307211,5079,10572
hoptimus0,COAD,0,CD177,0.2995609676802772,5079,10572
hoptimus0,COAD,0,CEACAM6,0.5051803477911916,5079,10572
hoptimus0,COAD,0,CEACAM7,0.44346641840615936,5079,10572
hoptimus0,COAD,0,CHGA,0.2391442453750349,5079,10572
hoptimus0,COAD,0,CHGB,0.42316999426494745,5079,10572
hoptimus0,COAD,0,CHI3L2,0.37906965237548124,5079,10572
hoptimus0,COAD,0,CLCA1,-0.0012706457601466196,5079,10572
hoptimus0,COAD,0,CLCA4,0.14689313257996062,5079,10572
hoptimus0,COAD,0,COL11A1,0.4962850292696816,5079,10572
hoptimus0,COAD,0,CTSE,0.018513117200442363,5079,10572
hoptimus0,COAD,0,CXCL10,0.4984040792718527,5079,10572
hoptimus0,COAD,0,CXCL13,0.5028856228031771,5079,10572
hoptimus0,COAD,0,DMBT1,0.3702239494074874,5079,10572
hoptimus0,COAD,0,DUOX2,0.32684146465817393,5079,10572
hoptimus0,COAD,0,FCRL1,0.5200956853055793,5079,10572
hoptimus0,COAD,0,GATA2,0.2590726628914671,5079,10572
hoptimus0,COAD,0,GCG,0.24534531801850712,5079,10572
hoptimus0,COAD,0,GUCA2A,-0.08609445516757507,5079,10572
hoptimus0,COAD,0,GUCA2B,0.3954495425726314,5079,10572
hoptimus0,COAD,0,HEPACAM2,0.46714903529673507,5079,10572
hoptimus0,COAD,0,IL1B,0.22508653567603668,5079,10572
hoptimus0,COAD,0,INSL5,0.3296725818557646,5079,10572
hoptimus0,COAD,0,ITLN1,0.28185637004709596,5079,10572
hoptimus0,COAD,0,LCN2,0.36310573742091423,5079,10572
hoptimus0,COAD,0,MMP1,-0.04760742366674701,5079,10572
hoptimus0,COAD,0,MMP3,-0.05473183434841894,5079,10572
hoptimus0,COAD,0,MS4A1,0.5798052901944342,5079,10572
hoptimus0,COAD,0,MS4A12,0.2562532477528778,5079,10572
hoptimus0,COAD,0,NXPE4,0.4204883281522832,5079,10572
hoptimus0,COAD,0,OLFM4,0.006825272462524616,5079,10572
hoptimus0,COAD,0,OTOP2,0.15733205949024323,5079,10572
hoptimus0,COAD,0,PI3,0.3811315692626215,5079,10572
hoptimus0,COAD,0,PRPH,0.16995495256588758,5079,10572
hoptimus0,COAD,0,RETNLB,0.3495371154543491,5079,10572
hoptimus0,COAD,0,SCG2,0.09883245645509399,5079,10572
hoptimus0,COAD,0,SCGN,0.1867692568670177,5079,10572
hoptimus0,COAD,0,SLC26A3,0.3226363282714772,5079,10572
hoptimus0,COAD,0,SPIB,0.5563230950116196,5079,10572
hoptimus0,COAD,0,TCL1A,0.40016336051760376,5079,10572
hoptimus0,COAD,0,TMIGD1,0.31500432595573347,5079,10572
hoptimus0,COAD,0,TYMS,0.7472632382705108,5079,10572
hoptimus0,COAD,0,UGT2B17,0.2481797628377115,5079,10572
hoptimus0,COAD,1,AQP8,0.29977203554196447,10572,5079
hoptimus0,COAD,1,AREG,0.28795239299722697,10572,5079
hoptimus0,COAD,1,BANK1,0.5175286493533414,10572,5079
hoptimus0,COAD,1,CA1,0.3215562713436407,10572,5079
hoptimus0,COAD,1,CA4,-0.032555399118927436,10572,5079
hoptimus0,COAD,1,CALB2,0.21089626031468872,10572,5079
hoptimus0,COAD,1,CCL20,0.4147472412134324,10572,5079
hoptimus0,COAD,1,CCR7,0.5516863357480186,10572,5079
hoptimus0,COAD,1,CD177,0.36129930460446186,10572,5079
hoptimus0,COAD,1,CEACAM6,0.6794361645621104,10572,5079
hoptimus0,COAD,1,CEACAM7,0.2825373903208328,10572,5079
hoptimus0,COAD,1,CHGA,0.17493783442617333,10572,5079
hoptimus0,COAD,1,CHGB,0.38329432538068176,10572,5079
hoptimus0,COAD,1,CHI3L2,0.33948967629021043,10572,5079
hoptimus0,COAD,1,CLCA1,0.08860278135985994,10572,5079
hoptimus0,COAD,1,CLCA4,0.13861952377457942,10572,5079
hoptimus0,COAD,1,COL11A1,0.7142736524070424,10572,5079
hoptimus0,COAD,1,CTSE,0.14846334932146377,10572,5079
hoptimus0,COAD,1,CXCL10,0.40816621847205287,10572,5079
hoptimus0,COAD,1,CXCL13,0.5209522083270792,10572,5079
hoptimus0,COAD,1,DMBT1,0.44097569536009656,10572,5079
hoptimus0,COAD,1,DUOX2,0.21021612718730096,10572,5079
hoptimus0,COAD,1,FCRL1,0.42684257943496534,10572,5079
hoptimus0,COAD,1,GATA2,0.43340296891548274,10572,5079
hoptimus0,COAD,1,GCG,0.226366027647967,10572,5079
hoptimus0,COAD,1,GUCA2A,0.06775867910360804,10572,5079
hoptimus0,COAD,1,GUCA2B,0.30740981476904894,10572,5079
hoptimus0,COAD,1,HEPACAM2,0.3986878009642593,10572,5079
hoptimus0,COAD,1,IL1B,0.2617169510599744,10572,5079
hoptimus0,COAD,1,INSL5,0.28420030610176233,10572,5079
hoptimus0,COAD,1,ITLN1,0.3112738292264283,10572,5079
hoptimus0,COAD,1,LCN2,0.31499434937469223,10572,5079
hoptimus0,COAD,1,MMP1,0.1364603919570465,10572,5079
hoptimus0,COAD,1,MMP3,-0.436506845733109,10572,5079
hoptimus0,COAD,1,MS4A1,0.48222417652184574,10572,5079
hoptimus0,COAD,1,MS4A12,0.28371345041034485,10572,5079
hoptimus0,COAD,1,NXPE4,0.22041275953508424,10572,5079
hoptimus0,COAD,1,OLFM4,0.303086285905686,10572,5079
hoptimus0,COAD,1,OTOP2,0.20315667573453713,10572,5079
hoptimus0,COAD,1,PI3,0.22829102126710282,10572,5079
hoptimus0,COAD,1,PRPH,0.17367693349946617,10572,5079
hoptimus0,COAD,1,RETNLB,0.44136103847253016,10572,5079
hoptimus0,COAD,1,SCG2,0.04017159134767153,10572,5079
hoptimus0,COAD,1,SCGN,0.262766861375682,10572,5079
hoptimus0,COAD,1,SLC26A3,0.26416071938398306,10572,5079
hoptimus0,COAD,1,SPIB,0.491973414735141,10572,5079
hoptimus0,COAD,1,TCL1A,0.3726401383117984,10572,5079
