encoder,task,fold,gene,pearson,n_train,n_test
uni_v2,CCRCC,0,AKAP8,0.20375640968121922,55849,18371
uni_v2,CCRCC,0,BLVRB,0.1995818774894555,55849,18371
uni_v2,CCRCC,0,BTF3,0.07635985670009947,55849,18371
uni_v2,CCRCC,0,CD109,0.31125700835668085,55849,18371
uni_v2,CCRCC,0,CD14,0.1371532633507291,55849,18371
uni_v2,CCRCC,0,CHST15,0.16716331491616607,55849,18371
uni_v2,CCRCC,0,CIB1,0.1366307266363646,55849,18371
uni_v2,CCRCC,0,CKB,0.17247182451079565,55849,18371
uni_v2,CCRCC,0,CPD,0.17811415758508992,55849,18371
uni_v2,CCRCC,0,CPE,0.42023078471977926,55849,18371
uni_v2,CCRCC,0,DERL1,0.38939663505166816,55849,18371
uni_v2,CCRCC,0,DNAJB12,0.11482775653584368,55849,18371
uni_v2,CCRCC,0,EGFL7,0.14394454212850125,55849,18371
uni_v2,CCRCC,0,FLNB,0.23121852152378947,55849,18371
uni_v2,CCRCC,0,GADD45B,0.2720869025715175,55849,18371
uni_v2,CCRCC,0,GPNMB,0.31045950205353423,55849,18371
uni_v2,CCRCC,0,H3F3A,0.07346895943035844,55849,18371
uni_v2,CCRCC,0,HMOX1,0.3376911649491749,55849,18371
uni_v2,CCRCC,0,HNRNPK,0.1253509873402648,55849,18371
uni_v2,CCRCC,0,HSPA1A,0.008267116401110733,55849,18371
uni_v2,CCRCC,0,HTRA1,0.19882438463344837,55849,18371
uni_v2,CCRCC,0,IFI27,0.13691613815182166,55849,18371
uni_v2,CCRCC,0,IFI6,0.07584723073749093,55849,18371
uni_v2,CCRCC,0,IRF7,0.086793814242945,55849,18371
uni_v2,CCRCC,0,ISG15,0.1584880893775729,55849,18371
uni_v2,CCRCC,0,KRTCAP2,0.17403889421636684,55849,18371
uni_v2,CCRCC,0,LAPTM4B,0.454261099207252,55849,18371
uni_v2,CCRCC,0,LRRC41,0.3245657109231184,55849,18371
uni_v2,CCRCC,0,LY6E,-0.0259924532528667,55849,18371
uni_v2,CCRCC,0,NAMPT,0.1556097855382178,55849,18371
uni_v2,CCRCC,0,NOL3,0.18285810990077345,55849,18371
uni_v2,CCRCC,0,NOTCH3,0.2417486074523067,55849,18371
uni_v2,CCRCC,0,NT5DC2,0.1518044182337839,55849,18371
uni_v2,CCRCC,0,PARP10,0.19355659165924083,55849,18371
uni_v2,CCRCC,0,PTGS1,0.36762108013291456,55849,18371
uni_v2,CCRCC,0,PXN,0.12185180135742699,55849,18371
uni_v2,CCRCC,0,RXRA,0.2566849527297591,55849,18371
uni_v2,CCRCC,0,S100A9,0.30392387778656166,55849,18371
uni_v2,CCRCC,0,SCARB1,0.4970188381423708,55849,18371
uni_v2,CCRCC,0,SEMA4B,0.18976561779773757,55849,18371
uni_v2,CCRCC,0,SLC15A4,0.280468765373264,55849,18371
uni_v2,CCRCC,0,SLC39A14,0.41369136443355475,55849,18371
uni_v2,CCRCC,0,STK39,0.5075939234939675,55849,18371
uni_v2,CCRCC,0,TFRC,0.2211839107501896,55849,18371
uni_v2,CCRCC,0,TM2D3,0.16104279377458017,55849,18371
uni_v2,CCRCC,0,TMEM91,0.4376900617258847,55849,18371
uni_v2,CCRCC,0,TP53INP1,0.1768882946542721,55849,18371
uni_v2,CCRCC,0,TRBC1,0.2643864511097387,55849,18371
uni_v2,CCRCC,0,VMP1,0.1590726011304952,55849,18371
uni_v2,CCRCC,0,YWHAE,0.14126629334633328,55849,18371
uni_v2,CCRCC,1,AKAP8,0.229673940419794,67651,6569
uni_v2,CCRCC,1,BLVRB,0.34139055046580746,67651,6569
uni_v2,CCRCC,1,BTF3,0.5164132297387122,67651,6569
uni_v2,CCRCC,1,CD109,0.18922704992436468,67651,6569
uni_v2,CCRCC,1,CD14,0.25806547013033565,67651,6569
uni_v2,CCRCC,1,CHST15,0.13358279641339804,67651,6569
uni_v2,CCRCC,1,CIB1,0.2667854764107379,67651,6569
uni_v2,CCRCC,1,CKB,0.2621067577152508,67651,6569
uni_v2,CCRCC,1,CPD,0.15365455269559128,67651,6569
uni_v2,CCRCC,1,CPE,0.4534475891838633,67651,6569
uni_v2,CCRCC,1,DERL1,0.1608293636419007,67651,6569
uni_v2,CCRCC,1,DNAJB12,0.15898005083049233,67651,6569
uni_v2,CCRCC,1,EGFL7,0.2787170921784664,67651,6569
uni_v2,CCRCC,1,FLNB,0.35666242078841165,67651,6569
uni_v2,CCRCC,1,GADD45B,0.22029498612052514,67651,6569
uni_v2,CCRCC,1,GPNMB,0.15456360489981658,67651,6569
uni_v2,CCRCC,1,H3F3A,0.5185867917117062,67651,6569
uni_v2,CCRCC,1,HMOX1,0.43028040256390926,67651,6569
uni_v2,CCRCC,1,HNRNPK,0.4567441432161206,67651,6569
uni_v2,CCRCC,1,HSPA1A,0.021170914689120832,67651,6569
uni_v2,CCRCC,1,HTRA1,0.2899186575247475,67651,6569
uni_v2,CCRCC,1,IFI27,0.2760156208636618,67651,6569
uni_v2,CCRCC,1,IFI6,0.2334900390236367,67651,6569
uni_v2,CCRCC,1,IRF7,0.0693294795024666,67651,6569
uni_v2,CCRCC,1,ISG15,0.18589094603985853,67651,6569
uni_v2,CCRCC,1,KRTCAP2,0.36897275514608424,67651,6569
uni_v2,CCRCC,1,LAPTM4B,0.2118468945547204,67651,6569
uni_v2,CCRCC,1,LRRC41,0.10347919117865277,67651,6569
uni_v2,CCRCC,1,LY6E,0.427732466777888,67651,6569
uni_v2,CCRCC,1,NAMPT,0.20764232808013317,67651,6569
uni_v2,CCRCC,1,NOL3,0.30132540141407976,67651,6569
uni_v2,CCRCC,1,NOTCH3,0.2909813535111398,67651,6569
uni_v2,CCRCC,1,NT5DC2,0.10823874996934736,67651,6569
uni_v2,CCRCC,1,PARP10,0.23957012955265983,67651,6569
uni_v2,CCRCC,1,PTGS1,0.1444804095410912,67651,6569
uni_v2,CCRCC,1,PXN,0.2260532906195746,67651,6569
uni_v2,CCRCC,1,RXRA,0.1614861017537123,67651,6569
uni_v2,CCRCC,1,S100A9,0.30694325950710283,67651,6569
uni_v2,CCRCC,1,SCARB1,0.3084001961443865,67651,6569
uni_v2,CCRCC,1,SEMA4B,0.22961081758501742,67651,6569
uni_v2,CCRCC,1,SLC15A4,0.17758004194460272,67651,6569
uni_v2,CCRCC,1,SLC39A14,0.47657082386826943,67651,6569
uni_v2,CCRCC,1,STK39,0.13813958589597286,67651,6569
uni_v2,CCRCC,1,TFRC,0.08512677301253292,67651,6569
uni_v2,CCRCC,1,TM2D3,0.15093592812365197,67651,6569
uni_v2,CCRCC,1,TMEM91,0.454631115430641,67651,6569
uni_v2,CCRCC,1,TP53INP1,0.20366514817744855,67651,6569
uni_v2,CCRCC,1,TRBC1,0.13495961120624517,67651,6569
uni_v2,CCRCC,1,VMP1,0.355461376871897,67651,6569
uni_v2,CCRCC,1,YWHAE,0.5453295998905285,67651,6569
uni_v2,CCRCC,2,AKAP8,0.07724769114088477,63464,10756
uni_v2,CCRCC,2,BLVRB,0.42233271017073115,63464,10756
