task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
CCRCC,shipped,uni_v2,random,abs,6,0.8829959112565429,0.0008081688003559616,1.5998873904012223,0.000602150566166166,2.1858199304579116,0.07608947377336686,0.04091461497009027,spot,44679
COAD,shipped,uni_v2,random,abs,2,0.8964595558058687,0.0009691178128509717,2.148273053167954,0.004158388061714195,2.9895640662800034,0.056129375599014625,0.047411068595116734,spot,4063
HCC,shipped,uni_v2,random,abs,2,0.9032478246376103,0.0005346080183804981,1.5581472489419905,0.0023998054270715527,2.093480368675113,0.07255367140092617,0.024198503961463537,spot,1552
IDC,shipped,uni_v2,random,abs,4,0.8806004484844139,0.0007117555620701899,2.1013571948541223,0.0015055286695811803,3.019386579952129,0.061833230629761565,0.057566320885824473,spot,11820
LUNG,shipped,uni_v2,random,abs,2,0.8989536490355454,0.00020479831827671072,2.0011580252322307,0.0024087827264448873,2.6210175815687933,0.049248514637553524,0.05179783632690095,spot,1555
LYMPH_IDC,shipped,uni_v2,random,abs,4,0.9003174935818756,0.00045965115807145354,1.489374281573237,0.002417270494914212,1.9912874702579262,0.06901072562828775,0.030671780789836577,spot,11977
PAAD,shipped,uni_v2,random,abs,3,0.8926954575797343,0.0007252647824829449,1.9636345944803637,0.008521817248065642,2.7722656818685465,0.057157154244480736,0.05014738817578491,spot,3168
PRAD,shipped,uni_v2,random,abs,2,0.9039582122788181,0.0004281239796073763,1.8231392087436302,0.0010208510982544852,2.397420321290544,0.06375414488024118,0.03228764284094075,spot,20712
READ,shipped,uni_v2,random,abs,2,0.8977412356158316,0.0007195396571866493,1.4140944774326862,0.004268813632735052,1.9783269375445647,0.07801772672861601,0.024241037655552418,spot,3055
SKCM,shipped,uni_v2,random,abs,2,0.9000560399422846,0.0036778360099792335,2.1017450430286075,0.02785630871069355,2.859808796361616,0.05205100388244918,0.047892956175266274,spot,1034
