task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws
CCRCC,shipped,uni_v2,random,abs,0,spot,1,0.8837621923468759,0.0011690646633342415,0.002709366225099935
CCRCC,shipped,uni_v2,random,abs,1,spot,1,0.8838025433436897,0.002437657385289315,0.0030094491427048848
CCRCC,shipped,uni_v2,random,abs,2,spot,1,0.8825516828553759,0.0008526063062599868,0.00239216549978401
CCRCC,shipped,uni_v2,random,abs,3,spot,1,0.8816661059698937,0.0029039641569267617,0.004566613943314141
CCRCC,shipped,uni_v2,random,abs,4,spot,1,0.8832412062920593,0.0007189370543059846,0.0037574540570179445
CCRCC,shipped,uni_v2,random,abs,5,spot,1,0.8829517367313626,0.0007911397298155305,0.004032773511406758
COAD,shipped,uni_v2,random,abs,0,spot,1,0.8957742860286331,0.003777442543538343,0.021166600061158485
COAD,shipped,uni_v2,random,abs,1,spot,1,0.8971448255831043,0.002495664836776083,0.015388932547182021
HCC,shipped,uni_v2,random,abs,0,spot,1,0.9028697996825368,0.0016131573370335723,0.010084035523500916
HCC,shipped,uni_v2,random,abs,1,spot,1,0.9036258495926839,0.0031228844078361726,0.013860389539163305
IDC,shipped,uni_v2,random,abs,0,spot,1,0.8806103410687735,0.0018666907813563631,0.009591159593345517
IDC,shipped,uni_v2,random,abs,1,spot,1,0.8799161534804352,0.002070869387281248,0.01018206136175037
IDC,shipped,uni_v2,random,abs,2,spot,1,0.8802957692096612,0.0024306083857066683,0.003842330576566108
IDC,shipped,uni_v2,random,abs,3,spot,1,0.8815795301787859,0.0026573836220887418,0.008245520517576127
LUNG,shipped,uni_v2,random,abs,0,spot,1,0.8988088347559164,0.0037147181090504532,0.024230914911538268
LUNG,shipped,uni_v2,random,abs,1,spot,1,0.8990984633151745,0.0019109295830742098,0.010094359238398517
LYMPH_IDC,shipped,uni_v2,random,abs,0,spot,1,0.9009487227650276,0.001801386892410009,0.009016816240641762
LYMPH_IDC,shipped,uni_v2,random,abs,1,spot,1,0.9002191579227761,0.001965267865735111,0.006171232506576288
LYMPH_IDC,shipped,uni_v2,random,abs,2,spot,1,0.899846437895499,0.0032317220744296853,0.012855566838137707
LYMPH_IDC,shipped,uni_v2,random,abs,3,spot,1,0.9002556557442001,0.0015794712267237225,0.005669915905022667
PAAD,shipped,uni_v2,random,abs,0,spot,1,0.8919850260884663,0.0025520006813754812,0.014672417893922683
PAAD,shipped,uni_v2,random,abs,1,spot,1,0.8934346971877403,0.0037327031014921914,0.018651531633846287
PAAD,shipped,uni_v2,random,abs,2,spot,1,0.8926666494629965,0.00191877288633524,0.007564711807990333
PRAD,shipped,uni_v2,random,abs,0,spot,1,0.904260941647987,0.0012121576185677005,0.006892078313296551
PRAD,shipped,uni_v2,random,abs,1,spot,1,0.9036554829096491,0.001977148778379026,0.009125056685515198
READ,shipped,uni_v2,random,abs,0,spot,1,0.8972324442449022,0.001310590564015396,0.007179680733181555
READ,shipped,uni_v2,random,abs,1,spot,1,0.8982500269867609,0.002868074904035659,0.013225568735924037
SKCM,shipped,uni_v2,random,abs,0,spot,1,0.9026566627250329,0.004169722941856281,0.04159629777903021
SKCM,shipped,uni_v2,random,abs,1,spot,1,0.8974554171595361,0.0033547741246217227,0.02453206444409833
