encoder,task,label_set,design,fold,repeat,cal_draw,n_T,n_C,n_E,overlap_T_C,overlap_T_E,overlap_C_E,disjoint,scaler_pca_fit_rows_equal_T,n_samples_seen,pca_n_samples,max_abs_scaler_mean_minus_T,max_abs_scaler_var_minus_T,max_abs_pca_mean_minus_T
resnet50,COAD,shipped,random,1,0,0,4063,2115,5079,0,0,0,True,True,4063,4063,0.0,0.0,0.0
resnet50,COAD,shipped,random,1,1,0,4063,2115,5079,0,0,0,True,True,4063,4063,0.0,0.0,0.0
resnet50,COAD,shipped,random,1,2,0,4063,2115,5079,0,0,0,True,True,4063,4063,0.0,0.0,0.0
resnet50,COAD,shipped,random,1,3,0,4063,2115,5079,0,0,0,True,True,4063,4063,0.0,0.0,0.0
resnet50,COAD,shipped,random,1,4,0,4063,2115,5079,0,0,0,True,True,4063,4063,0.0,0.0,0.0
resnet50,HCC,shipped,random,0,0,0,1552,389,2255,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,0,1,0,1552,389,2255,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,0,2,0,1552,389,2255,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,0,3,0,1552,389,2255,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,0,4,0,1552,389,2255,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,1,0,0,1552,451,1941,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,1,1,0,1552,451,1941,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,1,2,0,1552,451,1941,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,1,3,0,1552,451,1941,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,HCC,shipped,random,1,4,0,1552,451,1941,0,0,0,True,True,1552,1552,0.0,0.0,0.0
resnet50,IDC,shipped,random,0,0,0,11820,2955,20761,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,0,1,0,11820,2955,20761,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,0,2,0,11820,2955,20761,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,0,3,0,11820,2955,20761,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,0,4,0,11820,2955,20761,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,1,0,0,11820,5556,7760,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,1,1,0,11820,5556,7760,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,1,2,0,11820,5556,7760,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,1,3,0,11820,5556,7760,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,1,4,0,11820,5556,7760,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,2,0,0,11820,6306,4010,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,2,1,0,11820,6306,4010,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,2,2,0,11820,6306,4010,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,2,3,0,11820,6306,4010,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,2,4,0,11820,6306,4010,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,3,0,0,11820,6507,3005,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,3,1,0,11820,6507,3005,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,3,2,0,11820,6507,3005,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,3,3,0,11820,6507,3005,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,IDC,shipped,random,3,4,0,11820,6507,3005,0,0,0,True,True,11820,11820,0.0,0.0,0.0
resnet50,LUNG,shipped,random,0,0,0,1555,389,3262,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,0,1,0,1555,389,3262,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,0,2,0,1555,389,3262,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,0,3,0,1555,389,3262,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,0,4,0,1555,389,3262,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,1,0,0,1555,653,1944,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,1,1,0,1555,653,1944,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,1,2,0,1555,653,1944,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,1,3,0,1555,653,1944,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LUNG,shipped,random,1,4,0,1555,653,1944,0,0,0,True,True,1555,1555,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,0,0,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,0,1,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,0,2,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,0,3,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,0,4,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,1,0,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,1,1,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,1,2,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,1,3,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,1,4,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,2,0,0,11977,2996,4988,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,2,1,0,11977,2996,4988,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,2,2,0,11977,2996,4988,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,2,3,0,11977,2996,4988,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,2,4,0,11977,2996,4988,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,3,0,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,3,1,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,3,2,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,3,3,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,LYMPH_IDC,shipped,random,3,4,0,11977,2995,4992,0,0,0,True,True,11977,11977,0.0,0.0,0.0
resnet50,PAAD,shipped,random,0,0,0,3168,1113,2010,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,0,1,0,3168,1113,2010,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,0,2,0,3168,1113,2010,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,0,3,0,3168,1113,2010,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,0,4,0,3168,1113,2010,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,1,0,0,3168,793,3610,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,1,1,0,3168,793,3610,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,1,2,0,3168,793,3610,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,1,3,0,3168,793,3610,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,1,4,0,3168,793,3610,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,2,0,0,3168,1124,1951,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,2,1,0,3168,1124,1951,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,2,2,0,3168,1124,1951,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,2,3,0,3168,1124,1951,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PAAD,shipped,random,2,4,0,3168,1124,1951,0,0,0,True,True,3168,3168,0.0,0.0,0.0
resnet50,PRAD,shipped,random,0,0,0,20712,7364,25891,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,0,1,0,20712,7364,25891,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,0,2,0,20712,7364,25891,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,0,3,0,20712,7364,25891,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,0,4,0,20712,7364,25891,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,1,0,0,20712,5179,36819,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,1,1,0,20712,5179,36819,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,1,2,0,20712,5179,36819,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,1,3,0,20712,5179,36819,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,PRAD,shipped,random,1,4,0,20712,5179,36819,0,0,0,True,True,20712,20712,0.0,0.0,0.0
resnet50,READ,shipped,random,0,0,0,3055,764,4588,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,0,1,0,3055,764,4588,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,0,2,0,3055,764,4588,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,0,3,0,3055,764,4588,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,0,4,0,3055,764,4588,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,1,0,0,3055,918,3819,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,1,1,0,3055,918,3819,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,1,2,0,3055,918,3819,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,1,3,0,3055,918,3819,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,READ,shipped,random,1,4,0,3055,918,3819,0,0,0,True,True,3055,3055,0.0,0.0,0.0
resnet50,SKCM,shipped,random,0,0,0,1034,349,1293,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,0,1,0,1034,349,1293,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,0,2,0,1034,349,1293,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,0,3,0,1034,349,1293,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,0,4,0,1034,349,1293,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,1,0,0,1034,259,1741,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,1,1,0,1034,259,1741,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,1,2,0,1034,259,1741,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,1,3,0,1034,259,1741,0,0,0,True,True,1034,1034,0.0,0.0,0.0
resnet50,SKCM,shipped,random,1,4,0,1034,259,1741,0,0,0,True,True,1034,1034,0.0,0.0,0.0
