encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene,gene_index,alpha_g,alpha_g_oos,n_T,n_C,deviance_ratio,score_residual,guard_pass,mean_count_T,var_count_T,mean_count_E,var_count_E,_source
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,0,donor,RAB38,39,0.0977196682915971,0.7825792218324042,9980,4992,0.2663116770861223,9.739010456734834e-13,True,2.9303607214428857,15.779597224311336,0.4163993584603047,0.6056022724038395,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,0,donor,RSAD2,40,0.7540223009490078,2.5429901389240785,9980,4992,0.8689188923454239,3.7393839333022844e-08,True,0.1953907815631262,0.2660575183837963,1.3430232558139534,4.733925648546686,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,0,donor,SNCG,45,0.1164252212674144,0.0925167083977239,9980,4992,0.2971747635583071,7.686843278592376e-09,True,3.1507014028056113,18.930488534941414,0.3564554931836407,0.5214000667975711,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,0,donor,ZMAT5,49,0.1608784022316369,1.181973497913086,9980,4992,0.829599118821076,6.757499833745842e-09,True,0.4476953907815631,0.5729729425782119,2.103849238171612,6.7070796259528995,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,AAMDC,0,0.0273686435141,0.7274340399764773,9980,4992,0.7119349269876765,2.3842604238432522e-08,True,0.5273547094188377,0.7004241070576869,12.713712910986366,171.09388049666904,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,AREG,4,0.2128006920888165,0.0,9980,4992,0.3505527956651978,3.752830724276111e-09,True,1.3656312625250502,5.98484933591002,0.3103448275862069,0.4863818341480954,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,CLNS1A,9,0.0263731693067967,6.433532929628043,9980,4992,0.7938937290934471,1.7675310383685868e-10,True,0.2135270541082164,0.2505234840861199,1.1559743384121892,2.728825338824006,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,CROT,10,0.001079437821449,84.57004569665379,9980,4992,0.7621364019886564,8.65869006823085e-11,True,0.2971943887775551,0.3658203670594019,0.2752606255012029,0.3743868380162118,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,CXCL11,13,0.9541939168516654,17.31239624382788,9980,4992,0.7318564796139003,6.7238152137997675e-09,True,0.2649298597194389,0.5156353793868927,0.8666800320769847,2.343762226053979,a4_nb_dispersion__hoptimus0__main9.csv
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,donor,GTPBP3,18,0.0400460297129394,0.0,9980,4992,0.7401004954589899,5.142424101964168e-11,True,0.4690380761523046,0.6000032834483477,2.7852846832397753,9.298784819681131,a4_nb_dispersion__hoptimus0__main9.csv
