task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,_source
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,2,14031,12812,0.913120946475661,2.1915091889165064,0.3575911169491884,14031,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,3,25486,23399,0.9181119045750608,2.1631630325227578,0.4220952304390155,25486,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,4,38849,35831,0.922314602692476,2.111541641998507,0.4937637652352699,38849,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,5,47490,44430,0.9355653821857232,2.105453450726469,0.6031825779111392,47490,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,6,54331,51931,0.9558263238298578,2.117552738077709,0.7500926575930408,54331,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,7,70258,67056,0.9544251188476756,2.131282202738478,0.9303435918774374,70258,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,8,114573,99769,0.8707898021348834,2.143099541340455,1.1644737416319726,114573,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND139,predicted_value_decile,9,187416,134128,0.715669953472489,2.149338403604815,1.5380725148199728,187416,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,0,15219,14206,0.933438465076549,2.143295226926457,0.0979317243312738,15219,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,1,26027,24379,0.936681138817382,2.067331295985899,0.257158919403408,26027,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,2,32163,30052,0.934365575350558,2.019483428405699,0.348182378626061,32163,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,3,37905,35408,0.9341247856483312,1.987163272078222,0.4271959581313481,37905,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,4,41695,38767,0.929775752488308,1.967745355033577,0.5255608412841768,41695,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,5,41827,38031,0.9092452243765988,1.954792583140077,0.6345008392082268,41827,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,6,34698,30322,0.8738832209349242,1.9665297261369532,0.7807642658393495,34698,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,7,26230,22138,0.8439954250857796,1.9612244001382004,0.9336394321268584,26230,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,8,19881,16088,0.8092148282279563,1.9228047016466727,1.101156053321953,19881,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND140,predicted_value_decile,9,14605,11326,0.7754878466278672,1.85997217081051,1.382954721734851,14605,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,0,13984,13500,0.9653890160183066,1.9955741131605764,0.0998948313278791,13984,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,1,28561,27738,0.9711844823360528,2.0427908481517627,0.2226229126365498,28561,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,2,39631,38507,0.9716383639070424,2.0660555538908936,0.3046546592018401,39631,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,3,48398,46950,0.970081408322658,2.0713219522242654,0.3933013559121761,48398,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,4,50193,48810,0.9724463570617417,2.0415133522104676,0.4821542945791744,50193,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,5,38946,37586,0.965079854157038,2.07681012852732,0.6304916533068222,38946,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,6,20818,19469,0.9352003074262656,2.1570587202180804,0.8592512995814919,20818,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,7,13093,11421,0.872298174597113,2.2143933214551668,1.1091341225392386,13093,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,8,10139,8327,0.8212841503106816,2.143333350028356,1.2402748042444398,10139,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND141,predicted_value_decile,9,5337,4034,0.755855349447255,2.161550280617622,1.5418162754195357,5337,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,0,5583,5474,0.9804764463550064,2.289993890143628,0.144995179501738,5583,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,1,15214,14891,0.9787695543578284,2.2277871507123375,0.280346122853026,15214,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,2,27265,26589,0.975206308454062,2.2000668353429305,0.3494469608185861,27265,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,3,43096,42005,0.974684425468721,2.196088293432105,0.4153753733488897,43096,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,4,70738,69131,0.9772823659136533,2.1938117485474566,0.4891573233931903,70738,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,5,100336,97909,0.9758112741189604,2.1782226173183106,0.5870349259301247,100336,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,6,89345,86664,0.9699927248307124,2.188058360498629,0.7391181567938888,89345,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,7,52291,49797,0.9523053680365646,2.264610470133484,0.9712552298973532,52291,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,8,28945,25604,0.8845741924339264,2.2880180217870096,1.2022625075574365,28945,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND142,predicted_value_decile,9,16737,13119,0.7838322279978491,2.1219120156688773,1.449076965518014,16737,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,0,26890,26149,0.97244328746746,1.9618358358125696,0.0446808440129346,26890,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,1,63609,62302,0.9794525931864988,1.936218796180572,0.1706190876432334,63609,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,2,93225,91111,0.977323679270582,1.910172759117726,0.2709093527923035,93225,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,3,112812,110414,0.9787433960926144,1.8938487677507712,0.374677448362652,112812,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,4,112397,110048,0.9791008656814684,1.8872258114651637,0.4971023122836908,112397,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,5,83542,81564,0.9763232864906276,1.904056352268919,0.6588388690344378,83542,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,6,45688,44442,0.9727280686394676,1.9897543870928909,0.9112147199483454,45688,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,7,20816,19528,0.9381245196003074,2.121247815682648,1.240628546700855,20816,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,8,9384,8112,0.8644501278772379,2.1379028216245737,1.4081619145620206,9384,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND143,predicted_value_decile,9,4037,3339,0.8270993311865247,2.06360011446851,1.5175836282937516,4037,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,0,110494,106812,0.9666769236338624,2.190772731437906,0.0693041046947402,110494,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,1,134534,131717,0.9790610551979424,2.128237332198552,0.230810917802377,134534,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,2,124696,122238,0.98028806056329,2.086978907703535,0.3292218550514852,124696,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,3,103599,101423,0.978995936254211,2.0628855008252978,0.4229868120559802,103599,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,4,72045,70508,0.9786661114581164,2.052611974286904,0.5282420871937678,72045,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,5,39321,38446,0.9777472597339844,2.060707909339157,0.6546756807152985,39321,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,6,16667,16228,0.9736605267894642,2.0984951199413513,0.8110392430823259,16667,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,7,5956,5591,0.9387172599059772,2.119444612050873,0.98440652185034,5956,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,8,2575,2139,0.8306796116504854,2.0905471594356797,1.1211629626820387,2575,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND144,predicted_value_decile,9,1213,768,0.6331409727947238,2.106203838703756,1.4117786379167097,1213,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,0,28180,27638,0.9807665010645849,2.2303645094038327,0.078751157242157,28180,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,1,43199,42147,0.9756475844348248,2.146900327915577,0.237771442056312,43199,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,2,42416,40980,0.9661448509996228,2.109554674975245,0.339770903815777,42416,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,3,34240,32808,0.958177570093458,2.087381808557243,0.4254380413304979,34240,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,4,24338,23021,0.945887090147095,2.0871767208172405,0.521555637018243,24338,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,5,15905,14763,0.928198679660484,2.106938720626375,0.6351931358800299,15905,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,6,11262,10204,0.906055762741964,2.0981303970209555,0.7485126542105088,11262,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,7,8246,6997,0.8485326218772739,2.060441710374727,0.8652318879987266,8246,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,8,3958,3022,0.7635169277412834,2.087913694376895,1.08720736433726,3958,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND145,predicted_value_decile,9,956,662,0.6924686192468619,2.1280456926034583,1.390593014002844,956,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,0,37180,36067,0.9700645508337816,2.0124075969103012,0.0844577668237711,37180,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,1,57813,56741,0.981457457665231,2.0064974438058916,0.2468379074153953,57813,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,2,60127,59015,0.9815058126964592,2.0039119020988907,0.3604778576752124,60127,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,3,49694,48811,0.9822312552823278,1.9731206939595325,0.440494566984319,49694,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,4,34374,33660,0.9792284866468842,1.9204096164615696,0.5075329180030692,34374,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,5,21002,20328,0.9679078183030188,1.842375037942815,0.5679498971638118,21002,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,6,13334,12526,0.9394030298485077,1.8506464691413864,0.6957626239781761,13334,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,7,10001,8858,0.8857114288571143,1.877454686172008,0.8650998669664284,10001,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,8,7840,6006,0.7660714285714286,1.8792469881018816,1.0687094863580198,7840,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND146,predicted_value_decile,9,3235,1981,0.6123647604327667,1.877805956880313,1.346037978772218,3235,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,0,34095,33055,0.96949699369409,2.3002792633633966,0.1082040236551822,34095,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,1,42117,41067,0.9750694493909824,2.252034232762305,0.2623839588601396,42117,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,2,45077,44015,0.9764403132417864,2.2756008988785856,0.3705411148909089,45077,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,3,44074,43009,0.9758360938421744,2.2737082626661977,0.4525114190055361,44074,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,4,40570,39515,0.9739955632240572,2.2743026616804287,0.5322110366727262,40570,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,5,38407,37276,0.9705522430806884,2.2533154356627696,0.6201240018502486,38407,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,6,38428,37335,0.9715571978765484,2.2181129523069116,0.7294292400316826,38428,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,7,34855,33332,0.9563046908621432,2.199136433528188,0.8854415278475111,34855,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,8,24137,21835,0.9046277499274972,2.17938211433691,1.082080792228995,24137,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND147,predicted_value_decile,9,8490,6483,0.7636042402826855,2.0866721073505596,1.3250586340087602,8490,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,0,103880,102176,0.9835964574509048,2.13658435514536,0.0738554721343136,103880,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,1,56139,55581,0.990060385828034,2.1322669094791498,0.2658893367286445,56139,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,2,33228,32862,0.9889851932105452,2.100738411505357,0.318305746059893,33228,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,3,19819,19534,0.9856198597305617,2.078888797129648,0.3694681250078838,19819,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,4,11171,10934,0.9787843523408828,2.0514564340004253,0.4471968259052457,11171,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,5,6888,6672,0.9686411149825784,2.0419259420255336,0.5557444502667683,6888,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,6,5325,5044,0.9472300469483568,2.0092967833039905,0.6972315828565141,5325,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,7,3815,3404,0.892267365661861,1.958257392693316,0.846798798047387,3815,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,8,2831,2145,0.7576827975980219,1.9328051007539295,1.043629206014328,2831,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND148,predicted_value_decile,9,1854,1239,0.6682847896440129,1.9013519122505391,1.3111955463693366,1854,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,0,61195,58067,0.9488847128033336,1.8494592082686496,0.0512999805070496,61195,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,1,51532,49799,0.9663704106186448,1.9200253452951563,0.2569378443703669,51532,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,2,41061,39894,0.9715788704610214,2.01014439644675,0.3974521614944838,41061,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,3,35167,34248,0.9738675462791822,2.028071638538971,0.4800070856111553,35167,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,4,29464,28557,0.9692166711919632,1.990443614718385,0.5243156157593801,29464,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,5,20352,19576,0.96187106918239,1.9417064834690696,0.5915355682373047,20352,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,6,12972,12171,0.9382516188714154,1.951442853778812,0.7577013268060534,12972,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,7,11376,10093,0.8872187060478199,1.9397829380384144,0.914019835481496,11376,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,8,9367,7622,0.8137076972349738,1.9159617769663448,1.0819802429323022,9367,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND149,predicted_value_decile,9,5164,3755,0.72714949651433,1.8521601812124808,1.3668648788487607,5164,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,0,17891,17064,0.953775641383936,2.116325673086328,0.0763126949194951,17891,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,1,24745,23709,0.9581329561527582,2.189854602886947,0.2272725550616286,24745,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,2,24276,23196,0.9555116164112704,2.243135903258362,0.3435710781900076,24276,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,3,22737,21622,0.9509609886968378,2.276366843897062,0.4485019191083091,22737,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,4,21238,20241,0.9530558432997456,2.3273209154139987,0.5806528751162421,21238,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,5,21624,20300,0.938771735109138,2.343895102446934,0.7069945566485734,21624,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,6,26656,24555,0.9211809723889556,2.313509901030725,0.8166979438259679,26656,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,7,35218,31213,0.8862797433130786,2.2731649786685786,0.9544108803115594,35218,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,8,44808,38336,0.8555615068737725,2.219767100043519,1.117193406276502,44808,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND150,predicted_value_decile,9,23457,18706,0.7974591806283838,2.2001188760950887,1.3843102122367523,23457,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,0,28741,28199,0.9811419226888416,2.193406944239066,0.0828297272848728,28741,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,1,33154,32819,0.98989563853532,2.1910103701664956,0.2574762304204432,33154,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,2,32027,31644,0.9880413401192744,2.1690343182119776,0.3498133807266135,32027,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,3,30257,29883,0.9876392239812276,2.159754225261923,0.4312777989649089,30257,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,4,30586,30125,0.9849277447198064,2.164282359065422,0.5189003924129912,30586,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,5,34632,34059,0.9834546084546084,2.1756846427256584,0.6226352789463141,34632,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,6,44374,43581,0.982129174741966,2.1753841459807544,0.7521937774301957,44374,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,7,59905,58079,0.969518404139888,2.163328786203155,0.909043485518738,59905,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,8,63714,58110,0.9120444486298144,2.1743330670064664,1.1374475009907556,63714,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND151,predicted_value_decile,9,32610,27006,0.8281508739650414,2.2284900505021468,1.5403436206301748,32610,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND152,predicted_value_decile,0,39541,36440,0.92157507397385,2.114912023674793,0.0832327832606701,39541,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND152,predicted_value_decile,1,35431,32759,0.924585814682058,2.128890759945387,0.267685742292237,35431,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND152,predicted_value_decile,2,33981,31351,0.9226038080103588,2.137096718570672,0.3727129266055847,33981,0,a4_by_decile__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,abs,full,0.1,MEND152,predicted_value_decile,3,35893,33139,0.9232719471763297,2.1409183523772044,0.4617201267047195,35893,0,a4_by_decile__hoptimus0__slideout.csv
