task,label_set,encoder,design,gene,n,ks_pooled_from_hist,ks_hist_resolution,ks_cell_median,ks_cell_max,log_score_mean,alpha_g_mean,n_cells,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,_source
COAD,shipped,hoptimus0,donor,LCN2,46953,0.3999317402508892,0.001,0.5732478834293677,0.7225284552632949,35.741762431449075,0.1109506382753883,12,0.445615828594552,0.0515622004983707,0.0326922667348199,0.0253444934295998,0.0219155325538304,0.0192958916363171,0.0161863991651225,0.0140353119076523,0.0125870551402466,0.0117990330756288,0.0117990330756288,0.0108406278619044,0.0110323089046493,0.0098183289672651,0.0107128405000745,0.0111813941601175,0.0117564372883521,0.0141843971631205,0.0196579558281685,0.2379826635145784,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,donor,NXPE4,46953,0.4199397482588972,0.001,0.628565233450497,0.7848623075532191,40.97497361859022,0.0733183998542004,12,0.4641449960598897,0.0526909888612016,0.0333312035439695,0.0244499818967904,0.0185078695716993,0.0146316529295252,0.0127787361829915,0.0118629267565437,0.0101377973718399,0.0087747321789874,0.0095414563499669,0.0085191574553276,0.008945115328094,0.008008008008008,0.0093071795199454,0.0097118394990735,0.0106915426064362,0.0126935446084382,0.0181884011671245,0.2530828701041467,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,donor,PI3,46953,0.24781262113177,0.001,0.2792716643674489,0.5997717341587951,13.496804199566665,0.1711731062278619,12,0.2785125551082998,0.0683875364726428,0.0491981343045172,0.0407641684237428,0.03497114135412,0.0303920942218814,0.0278363469852831,0.0256000681532596,0.0230443209166613,0.0213830852128724,0.0212552978510425,0.0193384874235938,0.0203394884245948,0.0188486358699124,0.0182522948480395,0.018422677997146,0.0204672757864247,0.0217451494047238,0.0271122186015803,0.2141290226396609,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,donor,PRPH,46953,0.1568213532681617,0.001,0.1314553644122698,0.4977343629778135,3.0387601776458664,0.2082296111460573,12,0.1495751070219155,0.0827423167848699,0.0654697250441931,0.0577598875471215,0.0499435605818584,0.0463655144506208,0.0410836368283176,0.038038038038038,0.0373352075479735,0.0352693118650565,0.0325431814793516,0.0307115626264562,0.0313930952228824,0.0309032436692011,0.0316060741592656,0.030498583690073,0.031968138351117,0.0363342065469725,0.0414244031265307,0.0990352054181841,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,donor,SPIB,46953,0.1245619875194343,0.001,0.2153378037962973,0.3510685715337581,3.601976977409182,0.1236507244525089,12,0.1412263327156944,0.0573978233552701,0.0477498775371115,0.0412966157647008,0.0382723148680595,0.0342257150767789,0.0334802887994377,0.0325857772666283,0.0317125636274572,0.031968138351117,0.0306263710519029,0.0313930952228824,0.0330756288203096,0.0337145656294592,0.0352267160777799,0.0373991012288884,0.0407428705301045,0.0437032777458309,0.0550976508423316,0.1691052754882542,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,donor,UGT2B17,46953,0.280004472557664,0.001,0.4594021883266493,0.7913434003763923,6.971338866387913,0.0677627312076678,12,0.2897791408429706,0.0819329968266138,0.0582923348880795,0.0454284071305347,0.0362490149724192,0.0319042446702021,0.0288799437735607,0.0252805997486848,0.0238749387685557,0.0233424914275978,0.0208932336591911,0.0206163610418929,0.019487572679062,0.0176346559325282,0.0182948906353161,0.0201265094882116,0.0204459778927864,0.0228100440866398,0.0276233680488999,0.1671032734862522,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,AQP8,46953,0.1577786935872043,0.001,0.2872209808992558,0.4126111282525184,4.185986884626416,0.0476346991026389,6,0.0860221924051711,0.0584627180371861,0.0514131152429024,0.045045045045045,0.0424254041275317,0.0391242306135923,0.0384001022298894,0.036504589696079,0.0341192256085873,0.0325431814793516,0.0333312035439695,0.0315421804783506,0.0309245415628394,0.0314356910101591,0.0327774583093732,0.0362064191851425,0.0374842928034417,0.045513598705088,0.0582071433135262,0.1985176666027729,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,CA4,46953,0.22329702042468,0.001,0.2996610608700175,0.4529295909247643,33.56016126526607,0.0164952649787986,6,0.0838924030413392,0.0504121142419014,0.0447681724277468,0.0404447000191681,0.0372287180797819,0.0350563329286733,0.0340553319276723,0.0340979277149489,0.0319894362447553,0.0294123911145187,0.030498583690073,0.0286882627308159,0.0287095606244542,0.0287734543053692,0.0300939237109449,0.0317338615210955,0.0349285455668434,0.042042042042042,0.0614870189338274,0.2616872191340276,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,CEACAM6,46953,0.3978596681788171,0.001,0.7853801896613131,0.955749391281154,71.1098475637577,0.1599525719745474,6,0.3543756522479926,0.0243860882158754,0.0188699337635507,0.015483568675058,0.0144399718867803,0.0123527783102251,0.0105637552446063,0.0095201584563286,0.008945115328094,0.008881221647179,0.0082209869443912,0.0088599237535407,0.0080719016889229,0.0083913700934977,0.0086256469235192,0.0098183289672651,0.0103081805209464,0.0119907141183736,0.0155900581432496,0.4323046450706025,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,CEACAM7,46953,0.2827978829893723,0.001,0.4606088582217637,0.7591892488754607,27.305688354192785,0.0550571159374937,6,0.188443762911848,0.049986156369135,0.0366110791642706,0.0300726258173066,0.025557472365983,0.0237897471940025,0.0216386599365322,0.0209784252337443,0.0211701062764892,0.0214469788937874,0.0201265094882116,0.0203181905309564,0.0206163610418929,0.0212552978510425,0.0208719357655527,0.0241944071731305,0.0279428364534747,0.0312440099674142,0.041041041041041,0.3326943965241837,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,CHI3L2,46953,0.1771137946457095,0.001,0.2154818266360476,0.5906746238597218,3.664743187041823,0.1232400896677696,6,0.1827572253104168,0.0821885715502736,0.0617638915511255,0.0499648584754967,0.0434477030221711,0.0382297190807829,0.0351628223968649,0.0325218835857133,0.0304772857964347,0.0301578173918599,0.0291142206035823,0.0286882627308159,0.0282410069644112,0.0268140480906438,0.0273677933252401,0.0281345174962196,0.0293697953272421,0.0315421804783506,0.04004004004004,0.1440163567823142,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,CXCL10,46953,0.24606029433689,0.001,0.5436888299961541,0.8174825847955375,24.596594680663927,0.5538081594477559,6,0.2069516324835473,0.0847443187868719,0.0586118032926543,0.0443209166613421,0.035567482375993,0.0303494984346048,0.0245138755777053,0.0227461504057248,0.0198922326581901,0.0190403169126573,0.018486571678061,0.0171022085915702,0.0157817391859945,0.0152705897386748,0.0157178455050795,0.0158243349732711,0.0176559538261665,0.0202968926373181,0.0261325154942176,0.2909931207803548,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,DMBT1,46953,0.4735558324281728,0.001,0.5140668245498864,0.6545559575068978,56.272730722050376,0.3042498652603316,6,0.1045087640832321,0.0296892637318169,0.021489574681064,0.0195727642536153,0.0170809106979319,0.0171022085915702,0.0158030370796328,0.0153557813132281,0.0153770792068664,0.0159734202287393,0.0156752497178029,0.0163354844205908,0.0172512938470385,0.0166975486124422,0.0193597853172321,0.0211062125955742,0.0250889187059399,0.0298170510936468,0.0437671714267458,0.5229484803952889,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,FCRL1,46953,0.1370375481864844,0.001,0.1858260159046424,0.2932154507636265,3.0926626714417016,0.0783840255856345,6,0.113709454134986,0.063659404084936,0.0543948203522671,0.048985155368134,0.0416586799565523,0.0403382105509765,0.035972142355121,0.0361212276105893,0.0326283730539049,0.031499584691074,0.0316912657338189,0.0300087321363917,0.0305837752646263,0.029497582689072,0.0324153941175217,0.0322876067556918,0.0359082486742061,0.0421272336165953,0.0518603710093071,0.1846527378442272,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,HEPACAM2,46953,0.306093391263604,0.001,0.3218823438243485,0.3865550450168352,9.93452071014548,0.2144427733914591,6,0.033565480373991,0.0309884352437543,0.0306476689455412,0.0283900922198794,0.0286243690499009,0.0282197090707729,0.0287308585180925,0.0286243690499009,0.0287308585180925,0.0280919217089429,0.0293697953272421,0.0296892637318169,0.03256447937299,0.0347155666304602,0.0363555044406108,0.0407002747428279,0.046109939726961,0.0550976508423316,0.0713053479010925,0.3294784145847975,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,INSL5,46953,0.2417947734969011,0.001,0.2765194161441617,0.3859823183695971,4.068231543837434,0.5168036872274845,6,0.0372074201861435,0.0358869507805678,0.0363342065469725,0.0375907822716333,0.0356739718441846,0.0343322045449705,0.0345877792686303,0.0332886077566928,0.0350776308223116,0.0316273720529039,0.0317338615210955,0.032032032032032,0.0327348625220965,0.0352267160777799,0.0357165676314612,0.0419142546802121,0.0476220901752816,0.057589504398015,0.0741592656486273,0.2596639192383873,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,LCN2,46953,0.395396119523779,0.001,0.6230623779309428,0.7403004074506165,107.28092533184088,0.2646314561013825,6,0.2239899473942027,0.0397631674227418,0.0305837752646263,0.0240879177049389,0.0206802547228079,0.0183587843162311,0.0178476348689114,0.0156113560368879,0.0153770792068664,0.0135241624603326,0.0146955466104402,0.0143334824185888,0.012949119332098,0.0138649287585457,0.0135880561412476,0.0136519498221625,0.0148446318659084,0.017954124337103,0.025962132345111,0.4383319489702468,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,NXPE4,46953,0.390333226843865,0.001,0.6176732552548752,0.7273266273025263,109.66773377453144,0.063938613501771,6,0.2273337166954188,0.0447681724277468,0.0314356910101591,0.0236193640448959,0.0202755947436798,0.0179115285498264,0.0162715907396758,0.0143973760995037,0.0135667582476093,0.0130343109066513,0.0123314804165868,0.0132472898430345,0.0132259919493962,0.0131195024812046,0.0139288224394607,0.0151641002704832,0.016420675995144,0.0184652737844227,0.0256000681532596,0.4358826912018401,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,PI3,46953,0.3562828999211977,0.001,0.5223934998697234,0.6621922364621243,29.13251475838203,0.3608426535860338,6,0.1372862223926053,0.0423402125529785,0.0363981002278874,0.0331395225012246,0.0287308585180925,0.0257917491960045,0.0257065576214512,0.0222988946393201,0.023023023023023,0.0209358294464677,0.0205311694673396,0.0203181905309564,0.0202329989564032,0.0201052115945732,0.0197644452963601,0.0206376589355312,0.0218942346601921,0.0254509828977914,0.0320533299256703,0.4033608076161267,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,PRPH,46953,0.1380195301684663,0.001,0.2898268955796438,0.3426169614509591,3.1698541156208275,0.52344041257829,6,0.1029753157412732,0.065533618725108,0.0569079718015888,0.0510723489446893,0.0475368986007283,0.0443422145549805,0.0411262326155943,0.0397844653163802,0.0376333780589099,0.0336506719485442,0.0321172236065853,0.0308606478819244,0.028432688007156,0.0273464954316018,0.0284539859007944,0.0298596468809234,0.0310949247119459,0.0371435265052286,0.0495389006027303,0.1845888441633122,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,SPIB,46953,0.2264605669499286,0.001,0.2415023902618541,0.303666468263481,3.8521090695070703,0.176891872884513,6,0.0649372777032351,0.0397844653163802,0.0361425255042276,0.0325218835857133,0.0316912657338189,0.0310523289246693,0.0310097331373927,0.0303707963282431,0.030498583690073,0.0318616488829254,0.0325857772666283,0.0329265435648414,0.0343109066513321,0.0370796328243136,0.0395288905927203,0.0411475305092326,0.0463655144506208,0.0549698634805017,0.0708367942410495,0.2503780376120801,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,patient,UGT2B17,46953,0.3425211807552233,0.001,0.4645656051168784,0.5541684491657846,31.43981411409888,0.0410215929545173,6,0.079142972759994,0.0554171192469064,0.0452154281941516,0.0378889527825698,0.0339488424594807,0.0288160500926458,0.027559474367985,0.0259408344514727,0.0241518113858539,0.0228100440866398,0.0220646178092986,0.0209784252337443,0.0211275104892126,0.0217664472983621,0.0223840862138734,0.0242157050667688,0.0258556428769194,0.0290929227099439,0.0392307200817839,0.3923923923923924,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,AQP8,78255,0.0397773305220113,0.001,0.0419841334411362,0.0623129276210067,1.6261658136008854,0.085317534857911,10,0.0707814197175899,0.0561625455242476,0.0528911890614018,0.0499904159478627,0.0498115136413008,0.0460545652035013,0.0461440163567823,0.0461823525653312,0.0457223180627435,0.0444316657082614,0.0440483036227717,0.0419270334163951,0.042029263305859,0.042080378250591,0.0436393840649159,0.0442655421378825,0.0469618554724937,0.0476391284901923,0.054015717845505,0.0852213916043703,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,CA4,78255,0.0857742636253274,0.001,0.0839207386996173,0.1072636164598598,2.4191802282036634,0.0228575279183966,10,0.1009520158456328,0.057095393265606,0.0489936745255894,0.0457350967989265,0.0448789214746661,0.0432560219794262,0.0417481311098332,0.0416586799565523,0.0407386109513769,0.0380422976167657,0.0382595361318765,0.0372627947096032,0.0378122803654718,0.0363682831767938,0.0361127084531339,0.0388473579962941,0.0407258322151939,0.0459651140502204,0.0548207782250335,0.130726471152003,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,CEACAM6,78255,0.2102303367196984,0.001,0.2103905983639612,0.2229702609509571,5.114963354033316,0.0780118946210341,10,0.2317679381509168,0.0725960002555747,0.055613059868379,0.046616829595553,0.0410197431474027,0.0356143377419973,0.0331991566034119,0.0325346623218963,0.0298639064596511,0.0286754839946329,0.0277426362532745,0.0278576448789214,0.0264775413711583,0.02703980576321,0.0273209379592358,0.0280109897131173,0.0308734266181074,0.0335569612165356,0.0388218005239281,0.124797137563095,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,CEACAM7,78255,0.0844224011245287,0.001,0.0902756741557211,0.0983791279523856,2.6819604105863584,0.0818085986900246,10,0.1193406172129576,0.061516835984921,0.0533001086192575,0.0468468468468468,0.0444316657082614,0.0423998466551658,0.039077375247588,0.0393329499712478,0.0369561050412114,0.0356782314229122,0.0353332055459715,0.0346048175835409,0.0355632227972653,0.0354993291163503,0.0356271164781803,0.03750559069708,0.0403424701297041,0.0451217174621429,0.0512043958852469,0.1303175515941473,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,CHI3L2,78255,0.0305974698102358,0.001,0.0339584412247935,0.0569051704112952,2.025188640731468,0.289540164761466,10,0.0601878474218899,0.052571720656827,0.0521755798351543,0.0496709475432879,0.04809916299278,0.048111941728963,0.0470001916810427,0.0470001916810427,0.0455050795476327,0.0463484761357101,0.0454028496581688,0.0469490767363107,0.0470513066257747,0.0464251485528081,0.0471535365152386,0.0452750622963388,0.0474474474474474,0.0482908440355248,0.0506165740208293,0.0787170148872276,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,CXCL10,78255,0.0820291355184972,0.001,0.0840043352722613,0.136425613107255,3.997079588352307,0.7807914940882033,10,0.0721998594339019,0.0678806466040508,0.0613634911507251,0.0562775541498945,0.0541946201520669,0.0485975337039166,0.0472557664047025,0.0428854386301194,0.0421698294038719,0.0399846655165804,0.037454475752348,0.0367644239984665,0.0363555044406108,0.0334675100632547,0.0351798607117756,0.0354865503801674,0.0365855216919046,0.0380934125614976,0.0463356973995271,0.1314676378506165,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,DMBT1,78255,0.246293719251166,0.001,0.2469530838223768,0.257687954743338,5.619375365264875,0.1402300740635628,10,0.2838796243051562,0.0619513130151428,0.0447639128490192,0.0368538751517474,0.0324324324324324,0.0286115903137179,0.0259536131876557,0.0244073861095137,0.0244585010542457,0.0232956360615935,0.0222477796945882,0.0206887738802632,0.020982684812472,0.0206504376717142,0.0225928055715289,0.0241901475944029,0.0258002683534598,0.0302856047536898,0.0393840649159798,0.1865695482716759,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,FCRL1,78255,0.0555250782697591,0.001,0.0596059475741571,0.072117382269367,1.9968866794661675,0.1359963698813429,10,0.0847869145741486,0.0612229250527122,0.0558814133282218,0.052622835601559,0.0504376717142674,0.0452750622963388,0.0433838093412561,0.0447127979042872,0.0425787489617276,0.0404191425468021,0.0401252316145933,0.0395629672225416,0.0393968436521628,0.0396013034310906,0.0392179413456009,0.0403808063382531,0.042029263305859,0.0458117692160245,0.0528528528528528,0.0996996996996997,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,HEPACAM2,78255,0.0686519072263753,0.001,0.0694306330583252,0.0808159626223628,2.285569269392307,0.0839237772618756,10,0.097642323174238,0.063063063063063,0.0568909334866781,0.0500159734202287,0.0466296083317359,0.0449300364193981,0.0433326943965241,0.042105935722957,0.040483036227717,0.0397035333205545,0.0393712861797968,0.0384895533831704,0.0385278895917193,0.0391157114561369,0.0388345792601111,0.0393457287074308,0.0403041339211552,0.0437671714267458,0.0487764360104785,0.1086703725001597,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,INSL5,78255,0.0595410516899878,0.001,0.0613659395405005,0.0858552073284896,1.7599957145543428,0.772890918187658,10,0.0499520797393137,0.0483164015078908,0.0449300364193981,0.0431793495623282,0.0445211168615423,0.0446872404319212,0.0425276340169957,0.0451217174621429,0.0454411858667177,0.045083381253594,0.0454923008114497,0.0471918727237876,0.0467957319021148,0.0479713756309501,0.0497476199603859,0.051025493578685,0.052558941920644,0.0557280684940259,0.0603156347837198,0.0894128170723915,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,LCN2,78255,0.157220880454923,0.001,0.1561175018580165,0.1790314456852852,4.238270004764987,0.1436001608635669,10,0.1884096862820267,0.0658743850233212,0.052597278129193,0.0455178582838157,0.0406236023257299,0.0371733435563222,0.034579260111175,0.0339403233020254,0.0320746278193086,0.0313973548016101,0.0289310587182927,0.0298127915149191,0.0295444380550763,0.0293271995399654,0.030004472557664,0.0299150214043831,0.0330969267139479,0.0364705130662577,0.0454795220752667,0.1452303367196984,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,NXPE4,78255,0.124190019807041,0.001,0.1279497780970473,0.1468357787244195,3.375401504743472,0.1131649814514235,10,0.1424190147594403,0.0700146955466104,0.0582454795220752,0.0531595425212446,0.0448405852661171,0.0425148552808127,0.0400741166698613,0.0384128809660724,0.0366494153728196,0.0347709411539198,0.0343109066513321,0.033071369241582,0.0331224841863139,0.0323557600153344,0.0340808894000383,0.0354609929078014,0.0365983004280876,0.0386045620088173,0.0456584243818286,0.1156347837198901,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,PI3,78255,0.1131707878090856,0.001,0.1133064921739791,0.1264668005539344,3.2052345790637853,0.2354776636313438,10,0.1397227014248291,0.0679700977573318,0.0549357868506804,0.049492045236726,0.0458884416331224,0.042067599514408,0.0393457287074308,0.0362916107596958,0.0357293463676442,0.0346942687368219,0.0324196536962494,0.0326880071560922,0.0326752284199092,0.0321129640278576,0.0321257427640406,0.0332758290205098,0.03451536643026,0.0386173407450003,0.0456328669094626,0.139799373841927,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,PRPH,78255,0.0467156731199284,0.001,0.0529063287040587,0.071585216695494,2.045142491730888,0.3782978211019646,10,0.0667050028752156,0.0561114305795156,0.0521372436266053,0.0476774646987413,0.0461567950929653,0.0457606542712925,0.0437160564820139,0.0443166570826145,0.0439971886780397,0.04348603923072,0.0434093668136221,0.0443038783464315,0.0438055076352948,0.0432560219794262,0.0455817519647306,0.0461440163567823,0.0471663152514216,0.049607053862373,0.0535045683981854,0.093156986774008,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,SPIB,78255,0.0633079036483291,0.001,0.0695345026004107,0.08094498404013,2.389040253210468,0.1655528011639976,10,0.093220880454923,0.064609290141205,0.0542968500415308,0.0506804677017442,0.0484186313973548,0.0471152003066896,0.0441121973036866,0.0429365535748514,0.040546929908632,0.0400996741422273,0.0408791770493898,0.0395118522778097,0.0398952143632994,0.0394990735416267,0.03900070283049,0.0392179413456009,0.0398952143632994,0.0433965880774391,0.0492748067216152,0.1033927544565842,a4_pit__hoptimus0__main9.csv
COAD,shipped,hoptimus0,random,UGT2B17,78255,0.0778748961727684,0.001,0.079319851388207,0.1099361008059825,2.6138177368373494,0.0803003395672316,10,0.1092326368922113,0.0628202670755862,0.0545779822375567,0.0499393010031307,0.0452750622963388,0.0430387834643153,0.0416459012203693,0.0414925563861734,0.0386556769535492,0.039064596511405,0.0374033608076161,0.0367772027346495,0.0368155389431985,0.0381061912976806,0.0379784039358507,0.0383873234937064,0.0408791770493898,0.0430387834643153,0.0523033671969842,0.1125678870359721,a4_pit__hoptimus0__main9.csv
HCC,shipped,hoptimus0,donor,AC092069.1,12588,0.107914521766762,0.001,0.20848290375167,0.3949677785637425,1.858712441591488,0.189132772310093,6,0.1336987607244995,0.0629170638703527,0.0508420718144264,0.0471083571655545,0.0429774388306323,0.0445662535748331,0.0415475055608516,0.0414680648236415,0.0357483317445185,0.0368605020654591,0.0343183984747378,0.0368605020654591,0.0334445503654273,0.0298697171909755,0.0305052430886558,0.0312996504607562,0.0300285986653956,0.0357483317445185,0.0435335239911026,0.1566571337782014,a4_pit__hoptimus0__main9.csv
HCC,shipped,hoptimus0,donor,BEST1,12588,0.1266933587543692,0.001,0.2090959291785899,0.3437249084182859,1.69044142642972,0.0,6,0.1340165236733397,0.0744359707658087,0.0609310454401016,0.0565618048935494,0.0482999682237051,0.0455195424213536,0.0448045757864632,0.0391642834445503,0.0378137909119796,0.0344772799491579,0.0305846838258659,0.0338417540514775,0.0354305687956784,0.0253415951700031,0.0264537654909437,0.0293930727677152,0.0321734985700667,0.0359072132189386,0.0445662535748331,0.1302828090244677,a4_pit__hoptimus0__main9.csv
