task,label_set,encoder,design,gene,n,ks_pooled_from_hist,ks_hist_resolution,ks_cell_median,ks_cell_max,log_score_mean,alpha_g_mean,n_cells,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,_source
CCRCC,shipped,hoptimus0,patient,IFI6,222660,0.0961683283930656,0.001,0.1365634809329829,0.419302323055256,3.3771662832011393,0.3850920134189478,18,0.0725590586544507,0.0626111560226354,0.0552995598670618,0.0507006197790353,0.0476870564986975,0.0448082277912512,0.0425132488996676,0.0401509027216383,0.0390775172909368,0.0383724063594718,0.0381792868049941,0.0374337555016617,0.0372226713374651,0.0370609898499955,0.0379053265067816,0.0391942872541094,0.0410356597502919,0.043478846672056,0.0501077876583131,0.1446016347794844,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,LRRC41,222660,0.1357320578460433,0.001,0.2074993842873815,0.3758039698432511,3.3468457738775093,0.1908764148038887,18,0.0899802389293092,0.0682969549986526,0.0570241624000718,0.0516033414174077,0.0457962813257881,0.0426300188628402,0.0404203718674211,0.0369576933441121,0.0358977813706997,0.034716608281685,0.0324261205425312,0.0323542621036558,0.0314919608371508,0.0305533099793407,0.0312674032156651,0.0324575586095392,0.0337959220335938,0.0390326057666397,0.0488278092158447,0.1844695948980508,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,NAMPT,222660,0.0451109314650138,0.001,0.0814859278947807,0.1915232268907327,1.926471538044793,0.2102432379381848,18,0.0637159795203449,0.0605137878379592,0.0583939638911344,0.0547651127279259,0.0526363064762418,0.0492634510015269,0.0481765921135363,0.0455582502470133,0.0448127189436809,0.0433081828797269,0.0428096649600287,0.0410895535794484,0.0412512350669181,0.0405551064403125,0.0413455492679421,0.0422168328393065,0.0426884038444264,0.0434518997574777,0.0490254199227521,0.0944219886822958,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,NOTCH3,222660,0.0624279170035031,0.001,0.1003090983352645,0.3289703254859609,1.6490914240401873,0.3910143893293079,18,0.0534447139135902,0.0534492050660199,0.0513832749483517,0.049905685798976,0.0490613491421898,0.0472648881703045,0.0469370340429354,0.0450687146321746,0.0437483158178388,0.0436450193119554,0.0428141561124584,0.0426569657774184,0.0419024521692266,0.0420506601994071,0.0438740680858708,0.0449384712117129,0.0462139585017515,0.0500494026767268,0.0564133656696308,0.1051782987514596,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,RXRA,222660,0.0476195095661546,0.001,0.06805418222556,0.1810522371062289,1.563593695980339,0.1576814046778335,18,0.053682744992365,0.0524701338363424,0.0513698014910626,0.0508757747237941,0.0500089823048594,0.0492454863918081,0.0494026767268481,0.0474041138956256,0.0469505075002245,0.0462768346357675,0.0437393335129794,0.0446465463037815,0.0429982933620767,0.0431599748495463,0.0426839126919967,0.0440806610976376,0.0456480732956076,0.0481541363513877,0.0527710410491332,0.0944309709871553,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,SEMA4B,222660,0.0593305488188269,0.001,0.1032409213483805,0.3102951535469859,1.708143652069105,0.1987982905904258,18,0.0603565975029192,0.0589239198778406,0.0556004670798526,0.0537860414982484,0.0522051558429893,0.049874247731968,0.0477634060900026,0.0467034941165903,0.0454369891314111,0.0434429174526183,0.0417407706817569,0.0410626066648702,0.0408200844336656,0.0399353274050121,0.0384397736459175,0.0397511901553938,0.0417183149196083,0.0440043115063325,0.050485044462409,0.1079493398005928,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,SLC15A4,222660,0.0742595886104374,0.001,0.1025512226908261,0.2901559963117329,1.758840568701861,0.1957983297330302,18,0.0590766190604509,0.0553579448486481,0.0537007096020838,0.050642234797449,0.0495868139764663,0.0480328752357855,0.0468247552321925,0.0451765022904877,0.0442603071948261,0.042490793137519,0.0412512350669181,0.0409368543968382,0.040986257073565,0.039670349411659,0.0399128716428635,0.0398769424234258,0.0422482709063145,0.0457783167160693,0.0547606215754962,0.1194287254109404,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,TMEM91,222660,0.0827298122698284,0.001,0.1059351519039152,0.3296041600534573,1.8010583916768814,0.1604359286086802,18,0.0536647803826461,0.0516302883319859,0.0502694691457828,0.0501122788107428,0.0487739153866882,0.0477858618521512,0.0458816132219527,0.0460388035569927,0.0440986257073565,0.0432677625078595,0.0416554387855923,0.0416105272612952,0.0408515225006736,0.0412153058474804,0.0400116769963172,0.0411659031707536,0.0424234258510733,0.0470358393963891,0.0542755771130872,0.1282313841731788,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,patient,YWHAE,222660,0.076260576663972,0.001,0.1528816831199539,0.4766285750079766,2.1916533703496803,0.1556783281632159,18,0.0786221144345639,0.0574687864906134,0.0520614389652384,0.0489939818557441,0.0477005299559867,0.0465597772388394,0.0457064582771939,0.0445971436270547,0.043353094404024,0.0428231384173178,0.0407886463666576,0.0389113446510374,0.0383050390730261,0.0380131141650947,0.0379861672505164,0.0391718314919608,0.0415476511272792,0.042899488008623,0.0497125662444983,0.1247776879547291,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,AKAP8,371100,0.009583131231474,0.001,0.0123132414583947,0.022195151498542,0.9696203954989256,0.1583708648373112,30,0.0516114254917811,0.051535974130962,0.0513500404203718,0.051269199676637,0.0512180005389382,0.0507113985448666,0.0510859606575047,0.0505470223659391,0.0498787388843977,0.0498571813527351,0.0496793317165184,0.0487442737806521,0.0492427917003503,0.0491134465103745,0.0482161142549178,0.0478765831312314,0.0478927512799784,0.0471759633521961,0.0478900565885206,0.0551037456211263,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,CD14,371100,0.0188663433036917,0.001,0.0227675664581037,0.0308325071313625,1.4499256874793467,0.3569159976948637,30,0.0534330369172729,0.0532012934518997,0.0515710051199137,0.0525491781191053,0.052710859606575,0.0522446779843707,0.0516976556184316,0.0512206952303961,0.0498544866612772,0.0496416060361088,0.0478577202910266,0.0477499326327135,0.0476987334950148,0.0470223659390999,0.0462921045540285,0.0463325249258959,0.0470223659390999,0.0466208569118835,0.0478631096739423,0.0574157908919428,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,CPE,371100,0.0488326596604689,0.001,0.050499703971243,0.0583865946639236,2.108756046059295,0.3127991829796647,30,0.0643788736189706,0.0607922392886014,0.0583831851253031,0.0561358124494745,0.0541282673133926,0.0531420102398275,0.0517838857450821,0.0489841013203988,0.0484801940177849,0.047351118296955,0.0461816222042576,0.0450444624090541,0.0444920506601994,0.0438668822419832,0.0426434923201293,0.0421961735381298,0.042021018593371,0.0430746429533818,0.0436459175424413,0.0632740501212611,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,DERL1,371100,0.0258431689571544,0.001,0.0266672628885759,0.0399721861625227,1.3530847487798647,0.1381122512339377,30,0.0568822419832929,0.0558825114524386,0.0545163028833198,0.0539369442198868,0.0522797089733225,0.0509943411479385,0.0511829695499865,0.0494583670169765,0.048604149824845,0.0478442468337375,0.0477041228779304,0.0466963082727027,0.0462085691188358,0.0456211263810293,0.0450390730261385,0.0446618162220425,0.0447291835084882,0.0460711398544866,0.0480059283212072,0.0636809485313931,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,FLNB,371100,0.0277157100511991,0.001,0.0301748803755287,0.0480850989024659,1.3757610408276737,0.1499890064857639,30,0.0571409323632444,0.0562004850444624,0.0545863648612233,0.0541336566963082,0.0531851253031527,0.0517407706817569,0.0504095931015898,0.0497035839396389,0.0484128267313392,0.0470466181622204,0.0463109673942333,0.0462274319590406,0.046238210724872,0.0454863918081379,0.044653732147669,0.044575586095392,0.0452789005658852,0.0464942064133656,0.0480355699272433,0.0641390460792239,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,HNRNPK,371100,0.0241034761519805,0.001,0.0270545476391978,0.034579430999968,1.497048110253605,0.1745536062778239,30,0.0585529506871463,0.0560010778765831,0.0551684182161142,0.0528536782538399,0.0511614120183239,0.049967663702506,0.0489598490972783,0.0486310967394233,0.0486257073565076,0.0475882511452438,0.0471247642144974,0.0467663702506063,0.0466720560495823,0.0468418216114254,0.0463217461600646,0.0462193478846672,0.0465777418485583,0.0471274589059552,0.0482861762328213,0.0605524117488547,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,HTRA1,371100,0.0247949339800592,0.001,0.0279822593331634,0.0451746511058257,1.8825366345568857,0.3183842034362491,30,0.0570277553220156,0.054936674750741,0.0540204796550794,0.0540878469415251,0.0519752088385879,0.0515251953651306,0.0508164915117219,0.050172460253301,0.0495014820803018,0.0483427647534357,0.0470169765561843,0.0466019940716787,0.0463864187550525,0.0461924009700889,0.0461412018323901,0.0449124225276205,0.044419293990838,0.0451064403125842,0.0476286715171112,0.0631878199946106,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,IFI6,371100,0.0182745890595526,0.001,0.0208089949044624,0.0323104789228615,1.761146213196681,0.4109242418466156,30,0.0544246833737537,0.0540016168148747,0.0538695769334411,0.0526111560226354,0.0525707356507679,0.0502613850714093,0.0502775532201562,0.0493047696038803,0.0488628402047965,0.0481487469684721,0.0481164106709781,0.0475639989221234,0.0463648612233899,0.047758016707087,0.0467097817299919,0.0462678523309081,0.0465723524656426,0.046472648881703,0.048291565615737,0.0615494475882511,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,LRRC41,371100,0.0362037186742118,0.001,0.0383727500022369,0.0483483832194648,1.592212606481774,0.1735463445531755,30,0.06244408515225,0.058008623012665,0.0560118566424144,0.0548100242522231,0.0529210455402856,0.0512206952303961,0.0506763675559148,0.0493694421988682,0.0480194017784963,0.0476987334950148,0.0469064942064133,0.0459202371328482,0.044513608191862,0.0433818377795742,0.0433360280247911,0.0427485852869846,0.0440878469415252,0.0439827539746699,0.0475370520075451,0.0664052815952573,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,NAMPT,371100,0.0196701697655618,0.001,0.0226132265640422,0.0296434017211461,1.4027413919716625,0.1786802038368445,30,0.0548881703045001,0.0533737537052007,0.0533306386418755,0.0527324171382376,0.0524818108326596,0.0514551333872271,0.0510374562112638,0.0498059822150363,0.0491242252762058,0.0480732956076529,0.0482376717865804,0.0483939638911344,0.0462867151711129,0.0469469145782807,0.0462112638102937,0.0459822150363783,0.0463217461600646,0.0465130692535704,0.0477526273241713,0.0610509296685529,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,NOTCH3,371100,0.0026421449744004,0.001,0.0082822789062718,0.0165942751498225,1.2031904361421142,0.460031640311746,30,0.0502074912422527,0.0497817299919159,0.0494691457828078,0.0505416329830234,0.0502533009970358,0.0509188897871193,0.0510293721368903,0.0499811371597952,0.0493263271355429,0.0493936944219886,0.0500026946914578,0.0496901104823497,0.05,0.0506548100242522,0.0505389382915656,0.0499703583939638,0.0495796281325788,0.0490838049043384,0.0486337914308811,0.0509431420102398,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,RXRA,371100,0.011776610078146,0.001,0.0153567874666374,0.0324921407623105,1.086624447933943,0.1432648319732276,30,0.0517246025330099,0.0522662355160334,0.0518404742656965,0.0514713015359741,0.0514174077068175,0.0515602263540824,0.0502667744543249,0.0505092966855295,0.0503664780382646,0.050172460253301,0.0484209108057127,0.0480706009161951,0.048024791161412,0.0471382376717865,0.0472136890326057,0.0474939369442198,0.0476744812718943,0.047491242252762,0.0486607383454594,0.0582161142549178,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,SEMA4B,371100,0.0183255187281056,0.001,0.0207450044227031,0.0334853961711771,1.1538292397078151,0.1628536815786325,30,0.0527970897332255,0.0539261654540555,0.0531932093775262,0.0522904877391538,0.0523848019401778,0.0511048234977095,0.0514820803018054,0.0507491242252762,0.0502290487739153,0.049622743195904,0.0490568579897601,0.0480140123955807,0.0476394502829426,0.0474077068175693,0.0465130692535704,0.045610347615198,0.045532201562921,0.0462813257881972,0.0476583131231474,0.0585071409323632,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,SLC15A4,371100,0.0153077337644839,0.001,0.0167656304391633,0.0299526141517102,1.181178066384185,0.2024596430080312,30,0.0526084613311775,0.0512233899218539,0.0527431959040689,0.052694691457828,0.0518377795742387,0.052193478846672,0.0509700889248181,0.0509161950956615,0.0492966855295068,0.0494960926973861,0.0489787119374831,0.0484586364861223,0.0483239019132309,0.0477095122608461,0.0478900565885206,0.0472325518728105,0.0464537860414982,0.0465777418485583,0.0474157908919428,0.0569792508757747,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,TMEM91,371100,0.0139932632713554,0.001,0.0166817524500599,0.0250299748821853,1.1693728693318275,0.1653968104541087,30,0.052899488008623,0.0520425761250336,0.0520102398275397,0.0523524656426839,0.051112907572083,0.0515844785772029,0.0514389652384802,0.0499137698733495,0.0498976017246025,0.0506817569388305,0.0493478846672056,0.0493317165184586,0.0480301805443276,0.0474777687954729,0.0467663702506063,0.0476232821341956,0.0468903260576663,0.0467097817299919,0.0477849636216653,0.0561034761519806,a4_pit__hoptimus0__mainCCRCC.csv
CCRCC,shipped,hoptimus0,random,YWHAE,371100,0.0203203988143357,0.001,0.0218058191924332,0.0323721991081895,1.2129837943968915,0.1503834371045478,30,0.0577822689302074,0.0549959579628132,0.0531878199946106,0.0516195095661546,0.0514039342495284,0.0503098895176502,0.0506440312584209,0.0493424952842899,0.0483724063594718,0.0481703045001347,0.0468148746968472,0.0477149016437617,0.04648881703045,0.0466882241983292,0.0462894098625707,0.0462193478846672,0.0466262462947992,0.0475101050929668,0.0496146591215305,0.0602047965507949,a4_pit__hoptimus0__mainCCRCC.csv
PRAD,shipped,hoptimus0,slide_out,AMD1,188130,0.0663952585977781,0.001,0.1222614207456928,0.4399606459050536,1.7230878331000228,0.3826908781760892,69,0.0772338276723542,0.066485940573008,0.0620847286450858,0.0568649338223568,0.0531175251156115,0.0499282411098708,0.0476797958858236,0.0463243501833838,0.0449210652208579,0.0443523095731674,0.0423005368628076,0.0408175198001382,0.0401956094190187,0.037436878754053,0.0366927124860468,0.0372136288736512,0.0365119863923882,0.0379684260883431,0.0438526550789347,0.0980173284430978,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,CAT,188130,0.0268091213522564,0.001,0.0704144336601684,0.2694757363855453,0.9549501517826224,0.3584342773806396,69,0.054276298304364,0.0544570243980226,0.0545154946047945,0.0530856322755541,0.0524530909477488,0.0540371020039334,0.0518364960399723,0.0516079306862276,0.0497156221761547,0.0504810503375325,0.0485090097273162,0.0472067187583054,0.0469143677244458,0.0454685589751767,0.0443523095731674,0.0439377026524211,0.0434539945782171,0.0448785414341147,0.0458140647424653,0.0629989900600648,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,DNAJC3,188130,0.030986498697709,0.001,0.0575920294369498,0.2934665517516963,0.9202378665532716,0.3567911699338389,69,0.0554244405464306,0.0562164460745229,0.0551639823526285,0.0545048636581087,0.0542018816775633,0.0527454419816084,0.0516717163663424,0.0505235741242757,0.0498857173231276,0.0492797533620368,0.0481475575399989,0.0471960878116196,0.045665231488864,0.044538351140169,0.0447669164939137,0.0439749109658215,0.0427470366236113,0.0434858874182745,0.0458512730558656,0.064008929995216,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,EIF3E,188130,0.0780741508531334,0.001,0.1363532838125801,0.5225854793228984,1.86798068683094,0.362745799434818,69,0.0981395843299845,0.0676075054483601,0.0583426354116834,0.0535640248764152,0.0490777653750066,0.0467070642640727,0.0456918088555785,0.0438048158188486,0.0430181257640992,0.0417211502684314,0.0408866209535959,0.0394301812576409,0.0397384787115292,0.0399245202785308,0.0384946579492903,0.0400361452187317,0.0394992824110987,0.0424653165364375,0.0459097432626375,0.0859405730080263,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,GNG5,188130,0.0614649444533035,0.001,0.1063148285394534,0.4801592642247362,1.636772318844624,0.3732959157259415,69,0.0916334449582735,0.0618402168713123,0.0560250890341784,0.0513527879657683,0.0495721043958964,0.0478605219794822,0.0460054217828097,0.0445330356668261,0.0442725774730239,0.0430074948174134,0.0424812629564662,0.041630787221602,0.0421198107691489,0.0405730080263647,0.0418115133152607,0.0416520491149736,0.0414766384946579,0.043836708658906,0.0471535640248764,0.0811619624727582,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,MIF,188130,0.0828979960665496,0.001,0.1401601407795597,0.4227730063984463,1.906530822636871,0.5308566280854529,69,0.0904799872428639,0.0706957954605857,0.0619412108648275,0.0566204220485834,0.0524211981076914,0.0502259076170733,0.0482751289002285,0.0466592250039866,0.0447297081805134,0.0429968638707276,0.0410514006272258,0.040126508265561,0.0379524796683144,0.0380375272418008,0.037383724020624,0.0381332057619731,0.0371870515069366,0.0383245628023175,0.0417743050018604,0.0849837878063041,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,MRPL33,188130,0.0649318024770105,0.001,0.1041116391768055,0.4770315166193579,1.5765647653684065,0.384211973606826,69,0.0865146441290597,0.0667145059267527,0.0578323499707649,0.0532344655291553,0.0505714133843618,0.0482379205868282,0.046526338170414,0.0449263806942008,0.0448147557539998,0.0435868814117897,0.0420560250890341,0.0411258172540264,0.0418912454154042,0.0410886089406261,0.0405464306596502,0.042279274969436,0.0406793174932227,0.0422899059161218,0.0457715409557221,0.0793121777494285,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,MT1X,188130,0.083601286344549,0.001,0.1318009411281818,0.5009006798757727,1.885340892063442,0.6646543047437969,69,0.0835326635836921,0.0704406527401265,0.0646627332163929,0.0587253494923723,0.0540211555839047,0.0520065911869452,0.0484824323606017,0.0474565460054217,0.0460001063094668,0.0429649710306702,0.0419178227821187,0.0397437941848721,0.0388454791899218,0.0382288842821453,0.0377823845213416,0.03690001594642,0.037490033487482,0.0376973369478552,0.0416148408015733,0.0814862063466751,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,PERP,188130,0.053489661404348,0.001,0.0793676647298312,0.374208447831582,1.240091858477172,0.3511928945121801,69,0.0660288098655185,0.0635411683410407,0.0605804496890448,0.0569074576091,0.0542656673576782,0.0513634189124541,0.0500717588901291,0.0487482060277467,0.0468718439377026,0.0457821719024079,0.0449635890076011,0.0435284112050178,0.0435018338383033,0.0417849359485462,0.0412693350342848,0.0401743475256471,0.0408068888534524,0.0408122043267953,0.0438579705522776,0.0751395311752511,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,RPL37A,188130,0.1680934991761016,0.001,0.2388056716003506,0.7069558674449408,5.365271898169459,0.3403709153729428,69,0.213607611757827,0.0543347685111359,0.0431563280710147,0.0394620740976984,0.0369478552065061,0.0354914155105512,0.0331845000797321,0.0330197204061021,0.0327326848455855,0.0315898580768617,0.031680221123691,0.0324509647584117,0.032057619731037,0.0323446552915537,0.0331632381863604,0.0344176898952851,0.0367033434327326,0.0418061978419178,0.0475362781055653,0.12431297507043,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,RPS29,188130,0.1629479083612395,0.001,0.2102315453039085,0.708197743056343,4.757975387273017,0.364414881172129,69,0.2070164248126295,0.0557486844203476,0.045399457821719,0.0410141923138255,0.0381119438686015,0.0364960399723595,0.0352150108967203,0.0349704991229469,0.0334874820602774,0.0333014404932759,0.032700792005528,0.0328708871525009,0.0334502737468771,0.0334715356402487,0.0339765056078243,0.034853558709403,0.0362462127252431,0.0393451336841545,0.0466645404773295,0.1156593844681869,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,SLIRP,188130,0.0698296922340934,0.001,0.0996645319190183,0.5080299673023797,1.598094258109036,0.3614103810740001,69,0.0893105831074257,0.0680114814224206,0.0579173975442513,0.0530537394354967,0.0512996332323393,0.0488438845479189,0.0463562430234412,0.0449795354276298,0.0446074522936267,0.0432413756445011,0.0414287992345718,0.0421410726625205,0.0412640195609419,0.0406208472864508,0.039802264391644,0.0400946154255036,0.0409291447403391,0.0419284537288045,0.0462977728166693,0.0778716844735023,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,SNRPE,188130,0.0550298198054536,0.001,0.0841528944305005,0.4236579109027249,1.3327271484970615,0.3718488566622805,69,0.0772763514590974,0.0650029235103386,0.0585074150853133,0.0533088821559559,0.0508265561048211,0.049540211555839,0.0465476000637856,0.0453569340349758,0.045075213947802,0.0439642800191357,0.0430553340774996,0.0426779354701536,0.0421570190825493,0.0427257747302397,0.0429383936639557,0.0427682985169829,0.0420028703556051,0.0437250837187051,0.0476425875724233,0.0749003348748206,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,SOD2,188130,0.0059743794184872,0.001,0.0568138052180146,0.2350408570108519,1.167274360957924,1.4414842030467472,69,0.0498325625896986,0.0504332110774464,0.0498910327964705,0.0500292351033859,0.0501408600435868,0.0497049912294689,0.0507999787381066,0.0500026577366714,0.0489767713814915,0.0504863658108754,0.0498219316430128,0.0499760803699569,0.0491521820018072,0.0504810503375325,0.050778716844735,0.0511401690320523,0.0505820443310476,0.0486312656142029,0.0468931058310742,0.0522457874873757,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,TMCO1,188130,0.0322293095200127,0.001,0.0622919160816741,0.3308056918858917,0.983944293572811,0.3917705624201655,69,0.0569127730824429,0.0558656248338914,0.0559719343007494,0.054595226704938,0.0536597033965874,0.0522511029607186,0.0522351565406899,0.0505873598043905,0.0491202891617498,0.0485143252006591,0.0473396055918779,0.0469728379312177,0.045723701695636,0.0445649285068835,0.0437941848721628,0.0437941848721628,0.0429171317705841,0.0438739169723063,0.0457343326423217,0.065571679158029,a4_pit__hoptimus0__slideout.csv
PRAD,shipped,hoptimus0,slide_out,ZFAS1,188130,0.0859858608409078,0.001,0.1250360883824187,0.5616138971702985,1.9771942274576737,0.3785973473586131,69,0.1106203157391165,0.0660607027055759,0.0570084516026152,0.0522404720140328,0.0482326051134853,0.0465582310104714,0.0443044703130813,0.0435603040450752,0.0420188167756338,0.0412321267208844,0.040557061606336,0.0391537766438101,0.0384680805825758,0.0388082708765215,0.0385903364694626,0.038834848243236,0.0397065858714718,0.0412640195609419,0.0465688619571572,0.0862116621485143,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,AC010883.3,25221,0.0481813568058363,0.001,0.0465990174103348,0.1334833490567318,0.6938208625856942,1.0635240279586025,12,0.0492446770548352,0.0497601205344752,0.0494032750485706,0.0489671305657983,0.0479362436065183,0.0508703064906228,0.0486499345783275,0.0497204710360413,0.0499187185282106,0.0478965941080845,0.0482137900955552,0.0457555211926569,0.0475793981206137,0.0468260576503707,0.0458744696879584,0.0447642837318107,0.0421870663336108,0.0426232108163831,0.0464295626660322,0.0973791681535228,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,BTNL3,25221,0.0325152055826493,0.001,0.0465393883670999,0.1592555026106467,0.7017762606318487,0.0,12,0.0576107212243765,0.0517822449546013,0.050077316521946,0.0497204710360413,0.0482137900955552,0.0497601205344752,0.0508703064906228,0.0488878315689306,0.0495222235438721,0.0471829031362753,0.0488085325720629,0.0465881606597676,0.0473018516315768,0.0467071091550691,0.0459141191863922,0.0444867372427738,0.0455572737004876,0.0437730462709646,0.0448832322271123,0.0823520082470956,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,CD177,25221,0.0676183735775741,0.001,0.1695817445755103,0.3154399295863105,1.5147948653712164,0.0628128148877927,12,0.0764442329804528,0.0613377740771579,0.0599103921335395,0.0566194837635303,0.0531699773997858,0.0506720589984536,0.0514650489671305,0.0476190476190476,0.04547797470362,0.0430593552991554,0.0430197058007216,0.0366757860513064,0.0362396415685341,0.0361999920701003,0.0340589191546726,0.0323539907220173,0.0355259505967249,0.0376273740137187,0.045200428214583,0.1173228658657467,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,CEMIP,25221,0.0566234090638754,0.001,0.0590109227538644,0.2413388772422304,1.0000474204711407,0.2650381758130498,12,0.0550335038261766,0.0546766583402719,0.0526941834185797,0.0511478529796598,0.0503548630109829,0.0538440188731612,0.049561873042306,0.0469053566472384,0.0467071091550691,0.0425835613179493,0.0460727171801276,0.0456762221957892,0.0424646128226477,0.0389358074620356,0.0424646128226477,0.0400063439197494,0.0413544268665001,0.0436144482772292,0.0514253994686967,0.104476428373181,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,CLU,25221,0.0784686967209865,0.001,0.1162993309989381,0.3279719076581412,1.34212595734716,0.3716867862141979,12,0.0791007493755204,0.0683953847983823,0.0610998770865548,0.0602275881210102,0.0571745767416042,0.0516632964592997,0.0496808215376075,0.0440505927600015,0.0462709646722968,0.0420284683398755,0.0424249633242139,0.0413147773680663,0.0391340549542048,0.0374687760199833,0.0381428174933587,0.0358431465841957,0.038816858966734,0.0395305499385432,0.0443281392490385,0.0833035962095079,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,EGLN3,25221,0.054253796439475,0.001,0.0737898070370195,0.2337946169699644,0.9056492591757478,0.0349033628104563,12,0.0712897981840529,0.0633995479957178,0.0568573807541334,0.0543594623528012,0.0536061218825581,0.0523769874311089,0.0515046984655644,0.0492843265532691,0.0488481820704968,0.047262202133143,0.04444708774434,0.0455969231989215,0.0423853138257801,0.0410768803774632,0.0363982395622695,0.040601086396257,0.0387375599698663,0.038301415487094,0.0456365726973553,0.0780302129178066,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,GUCA2A,25221,0.0696597280044407,0.001,0.0934850740923521,0.2119909981471036,1.769662960681672,0.0258523628912121,12,0.0896871654573569,0.0605844336069148,0.058483010189921,0.0553903493120812,0.0542801633559335,0.0496808215376075,0.0509099559890567,0.0476983466159153,0.0446849847349431,0.0430197058007216,0.0438126957693985,0.0394909004401094,0.038816858966734,0.0361206930732326,0.0364775385591372,0.036517188057571,0.0354070021014234,0.0402838904087863,0.04290075730542,0.0957535387177352,a4_pit__hoptimus0__slideout.csv
READ,shipped,hoptimus0,slide_out,IGHG2,25221,0.1405964474049403,0.001,0.1168212980726054,0.3924101906473285,2.6428577317619246,0.7099376700100098,12,0.0570556282463026,0.0548749058324412,0.0528131319138812,0.0512668014749613,0.0474604496253122,0.0448832322271123,0.0436540977756631,0.0413940763649339,0.0398873954244478,0.0387772094683002,0.0358034970857618,0.0335831251734665,0.0339399706593711,0.034732960628048,0.0356845485904603,0.0345347131358788,0.0396891479322786,0.0410372308790293,0.0528527814123151,0.1860750961500337,a4_pit__hoptimus0__slideout.csv
