task,label_set,encoder,design,score,subset,alpha,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,n_finite_width,n_infinite_width,subset_difference_list
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT8,predicted_value_decile,9,2991,2929,0.9792711467736543,2.881251828401872,1.1269898562876128,2991,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,0,813,798,0.981549815498155,1.9456650474707873,0.0966583664860086,813,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,1,664,657,0.9894578313253012,2.4716638771884414,0.26280102097844504,664,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,2,584,578,0.9897260273972602,2.680076912657855,0.3795153474154538,584,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,3,561,557,0.9928698752228164,2.7440679485572637,0.4773083039146056,561,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,4,656,646,0.9847560975609756,2.8184684195169587,0.5748907414878287,656,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,5,836,827,0.9892344497607656,2.78392211329994,0.6150671853973535,836,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,6,1199,1176,0.9808173477898249,2.8151285332177856,0.6685195935577826,1199,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,7,1649,1634,0.9909035779260158,2.925865344526986,0.7444371026237493,1649,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,8,1695,1689,0.9964601769911504,3.1290257996865782,0.8666139495759587,1695,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,cqr_matched,0.1,INT9,predicted_value_decile,9,1519,1518,0.9993416721527321,3.8448088534809086,1.4247706138907177,1519,0,"IDENTICAL cells and IDENTICAL genes for every score: the cells CQR ran on (the calibration-draw-0, repeat-0 cell of every fold of every design) and the CQR gene subset. Same task, design, fold, repeat, draw, proper-training set, calibration set, test set, level and aggregation; the ONLY thing that differs between two rows of this subset is the score function."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,0,19,18,0.9473684210526315,1.622236352217825,0.11760495838366057,19,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,1,38,30,0.7894736842105263,2.413372039794922,0.3695951261018452,38,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,2,70,57,0.8142857142857143,2.7099838256835938,0.5616275242396763,70,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,3,117,101,0.8632478632478633,2.870831611828926,0.6578391963600093,117,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,4,166,155,0.9337349397590361,2.901712256741811,0.72599902784968,166,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,5,220,187,0.85,2.7931021950461647,0.7668196244673295,220,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,6,324,302,0.9320987654320988,2.6765562457802856,0.7968594586407697,324,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,7,525,512,0.9752380952380952,2.468759533110119,0.8248196847098215,525,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,8,1516,1495,0.9861477572559367,2.2461839338720315,0.9771487756895201,1516,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT1,predicted_value_decile,9,3509,3453,0.9840410373325734,2.289842024526218,1.193044754337062,3509,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,0,1039,954,0.9181905678537055,1.4149060657783927,0.13302224593396594,1039,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,1,1344,1288,0.9583333333333334,1.702496846516927,0.24794891902378627,1344,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,2,1255,1197,0.9537848605577689,1.8127941359561752,0.33408584898686505,1255,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,3,997,923,0.925777331995988,1.9354849215615597,0.4073071876763102,997,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,4,953,843,0.8845750262329486,2.058257640346275,0.49170325360293154,953,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,5,962,853,0.8866943866943867,2.1976886836505978,0.5767059643402417,962,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,6,1105,968,0.8760180995475113,2.194879012302036,0.6385770357572116,1105,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,7,1488,1336,0.8978494623655914,2.303837601856519,0.7507888629872311,1488,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,8,1246,1075,0.862760834670947,2.467160930602929,0.9492146352703652,1246,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT10,predicted_value_decile,9,1509,1286,0.8522200132538105,2.7689093304754806,1.468155422931163,1509,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,0,193,141,0.7305699481865285,0.8901647063734618,0.06745014289500183,193,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,1,159,118,0.7421383647798742,1.0876993623169713,0.23963973807088984,159,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,2,150,117,0.78,1.2323832194010416,0.3484527587890625,150,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,3,186,146,0.7849462365591398,1.3924252089633737,0.41971087712113575,186,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,4,231,189,0.8181818181818182,1.415889855587121,0.492016482662845,231,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,5,282,227,0.8049645390070922,1.4738139700382313,0.5578994750976562,282,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,6,407,328,0.8058968058968059,1.5941552014550062,0.6428693541730651,407,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,7,690,598,0.8666666666666667,1.7152032382246376,0.7527341980865037,690,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,8,1341,1204,0.8978374347501864,1.7975251313735086,0.8845385978863721,1341,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT11,predicted_value_decile,9,4995,4789,0.9587587587587587,2.53882007007007,1.373168480980981,4995,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,0,27,25,0.9259259259259259,1.0381110862449363,0.04496542171195701,27,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,1,34,33,0.9705882352941176,1.2254169688505285,0.18705275479485006,34,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,2,60,58,0.9666666666666667,1.3890235900878907,0.31225140889485675,60,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,3,73,69,0.9452054794520548,1.6223125719044307,0.42441707767852366,73,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,4,100,97,0.97,1.8245018005371094,0.5168233871459961,100,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,5,179,169,0.9441340782122905,2.0021733971281424,0.6215243632566996,179,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,6,358,344,0.9608938547486033,2.1599895115005237,0.716606779471456,358,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,7,770,739,0.9597402597402598,2.21533108005276,0.8009795746245941,770,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,8,1976,1918,0.9706477732793523,2.30949123861336,0.9374919690583882,1976,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT12,predicted_value_decile,9,5129,4958,0.9666601676740105,2.367782690948528,1.280938695713102,5129,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,0,4021,2799,0.696095498632181,0.9006542555878513,0.02359842880541221,4021,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,1,3280,2536,0.7731707317073171,1.2266339557926829,0.2270660028225038,3280,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,2,3285,2559,0.7789954337899543,1.3165395797659818,0.32790924954813544,3285,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,3,3200,2526,0.789375,1.352084197998047,0.4037987899780273,3200,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,4,2986,2490,0.8338914936369726,1.4247013406312794,0.47805796353032903,2986,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,5,2862,2355,0.8228511530398323,1.4609794696671907,0.5471589776871506,2862,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,6,2411,2088,0.8660306926586478,1.606834560348403,0.6372804455814496,2411,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,7,2013,1761,0.8748137108792846,1.8288361975285643,0.7652305910022354,2013,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,8,1475,1355,0.9186440677966101,2.1762627449682204,0.9564479608050848,1475,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT13,predicted_value_decile,9,621,611,0.9838969404186796,2.416048648852657,1.172778831395934,621,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT14,predicted_value_decile,0,1937,1754,0.9055240061951472,1.2403209648860996,0.04223766336751218,1937,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT14,predicted_value_decile,1,3029,2836,0.9362826015186531,1.516173732048531,0.18231650522810747,3029,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT14,predicted_value_decile,2,3765,3560,0.9455511288180611,1.6874821028386455,0.2812146920131972,3765,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT14,predicted_value_decile,3,4218,4010,0.9506875296348981,1.7785981396692745,0.3707257447620318,4218,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT14,predicted_value_decile,4,4120,3927,0.9531553398058252,1.8867343939623786,0.4645589291470722,4120,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
CCRCC,shipped,hoptimus0,donor,cqr,full,0.1,INT14,predicted_value_decile,5,3656,3498,0.9567833698030634,1.962620307371444,0.5622625371820296,3656,0,"every gene the score ran on, over every fold, repeat and calibration draw it ran on. For abs, scaled and scaled_clip that is all 50 genes and all cells; for nb and nb_conformal the NB gene subset on all cells; for cqr the CQR gene subset on the CQR cells. Comparing two scores here confounds any difference with the gene and cell selection."
