encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene_index,quantile,n_T_natural,n_T_used,subsample_fallback,subsample_reason,subsample_size,seconds,cumulative_task_seconds,timebox_s,solver,failure,_source
uni_v2,COAD,shipped,patient,0,-1,0,block,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.587,131.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,0,-1,0,block,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.092,134.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,0,-1,0,block,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.598,139.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,0,-1,0,block,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,2.747,142.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,0,-1,0,block,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.686,146.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,0,-1,0,block,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.302,150.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,0,-1,0,block,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.635,154.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.606,159.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.56,164.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.548,168.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.661,173.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.611,177.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.762,182.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.657,187.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.815,192.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.558,196.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.568,201.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.573,205.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,patient,1,-1,0,slide,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.573,210.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.698,214.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.606,218.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.685,223.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.64,228.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.77,232.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.622,237.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.626,241.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.556,245.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.68,250.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.628,254.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.53,259.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.615,264.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.445,267.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.627,272.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.623,276.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.684,281.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.613,286.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.597,290.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.536,294.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.749,298.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.723,303.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.706,308.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.597,312.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.608,317.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.597,321.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.554,325.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.724,330.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.637,335.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.584,339.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.77,344.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.537,347.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.598,352.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.731,357.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.652,361.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.715,366.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.598,371.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.348,375.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.561,380.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.709,384.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.634,389.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.658,394.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.571,398.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.432,403.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.533,407.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.649,412.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.517,416.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.569,421.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.522,425.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,0,0.05,1203,1203,False,,2500,0.971,1.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,0,0.95,1203,1203,False,,2500,1.395,2.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,10,0.05,1203,1203,False,,2500,0.815,3.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,10,0.95,1203,1203,False,,2500,1.394,4.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,20,0.05,1203,1203,False,,2500,1.083,5.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,20,0.95,1203,1203,False,,2500,1.461,7.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,29,0.05,1203,1203,False,,2500,1.043,8.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,29,0.95,1203,1203,False,,2500,1.415,9.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,39,0.05,1203,1203,False,,2500,0.996,10.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,39,0.95,1203,1203,False,,2500,1.444,12.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,49,0.05,1203,1203,False,,2500,0.944,13.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,0,0,0,spot,49,0.95,1203,1203,False,,2500,1.416,14.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,0,0.05,1203,1203,False,,2500,1.004,15.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,0,0.95,1203,1203,False,,2500,1.379,16.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,10,0.05,1203,1203,False,,2500,0.839,17.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,10,0.95,1203,1203,False,,2500,1.404,19.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,20,0.05,1203,1203,False,,2500,1.06,20.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,20,0.95,1203,1203,False,,2500,1.438,21.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,29,0.05,1203,1203,False,,2500,1.011,22.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,29,0.95,1203,1203,False,,2500,1.412,23.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,39,0.05,1203,1203,False,,2500,1.035,25.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,39,0.95,1203,1203,False,,2500,1.406,26.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,49,0.05,1203,1203,False,,2500,1.001,27.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,random,1,0,0,spot,49,0.95,1203,1203,False,,2500,1.456,28.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,0,0.05,1203,1203,False,,2500,0.983,29.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,0,0.95,1203,1203,False,,2500,1.426,31.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,10,0.05,1203,1203,False,,2500,0.977,32.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,10,0.95,1203,1203,False,,2500,1.421,33.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,20,0.05,1203,1203,False,,2500,1.04,34.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,20,0.95,1203,1203,False,,2500,1.43,36.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,29,0.05,1203,1203,False,,2500,0.935,37.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,29,0.95,1203,1203,False,,2500,1.405,38.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,39,0.05,1203,1203,False,,2500,0.705,39.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,39,0.95,1203,1203,False,,2500,1.421,40.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,49,0.05,1203,1203,False,,2500,0.74,41.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,0,-1,0,block,49,0.95,1203,1203,False,,2500,1.439,42.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,0,0.05,1203,1203,False,,2500,0.931,43.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,0,0.95,1203,1203,False,,2500,1.425,45.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,10,0.05,1203,1203,False,,2500,0.709,45.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,10,0.95,1203,1203,False,,2500,1.385,47.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,20,0.05,1203,1203,False,,2500,1.042,48.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,20,0.95,1203,1203,False,,2500,1.394,49.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,29,0.05,1203,1203,False,,2500,1.148,50.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,29,0.95,1203,1203,False,,2500,1.419,52.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,39,0.05,1203,1203,False,,2500,1.21,53.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,39,0.95,1203,1203,False,,2500,1.427,54.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,49,0.05,1203,1203,False,,2500,1.178,56.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,patient,1,-1,0,block,49,0.95,1203,1203,False,,2500,1.42,57.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,0,0.05,1203,1203,False,,2500,0.987,58.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,0,0.95,1203,1203,False,,2500,1.407,59.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,10,0.05,1203,1203,False,,2500,0.768,60.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,10,0.95,1203,1203,False,,2500,1.417,62.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,20,0.05,1203,1203,False,,2500,1.079,63.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,20,0.95,1203,1203,False,,2500,1.395,64.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,29,0.05,1203,1203,False,,2500,1.148,65.6,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,29,0.95,1203,1203,False,,2500,1.407,67.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,39,0.05,1203,1203,False,,2500,1.229,68.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,39,0.95,1203,1203,False,,2500,1.412,69.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,49,0.05,1203,1203,False,,2500,1.051,70.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC20,-1,0,block,49,0.95,1203,1203,False,,2500,1.406,72.1,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,0,0.05,1203,1203,False,,2500,1.018,73.2,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,0,0.95,1203,1203,False,,2500,1.38,74.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,10,0.05,1203,1203,False,,2500,1.008,75.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,10,0.95,1203,1203,False,,2500,1.403,76.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,20,0.05,1203,1203,False,,2500,1.087,78.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,20,0.95,1203,1203,False,,2500,1.393,79.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,29,0.05,1203,1203,False,,2500,0.886,80.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,29,0.95,1203,1203,False,,2500,1.406,81.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,39,0.05,1203,1203,False,,2500,0.709,82.4,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,39,0.95,1203,1203,False,,2500,1.371,83.8,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,49,0.05,1203,1203,False,,2500,0.746,84.5,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,HCC,shipped,donor,CHC23,-1,0,block,49,0.95,1203,1203,False,,2500,1.344,85.9,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,IDC,shipped,random,0,0,0,spot,0,0.05,7015,2500,True,pre_emptive_n_T_above_cap,2500,4.66,4.7,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,IDC,shipped,random,0,0,0,spot,0,0.95,7015,2500,True,pre_emptive_n_T_above_cap,2500,4.671,9.3,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
uni_v2,IDC,shipped,random,0,0,0,spot,10,0.05,7015,2500,True,pre_emptive_n_T_above_cap,2500,4.621,14.0,1200.0,highs,,a4_cqr_fits__uni_v2__cqrmain.csv
