encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene_index,quantile,n_T_natural,n_T_used,subsample_fallback,subsample_reason,subsample_size,seconds,cumulative_task_seconds,timebox_s,solver,failure,_source
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,10,0.95,35996,2500,True,timebox_exceeded,2500,4.598,1728.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,20,0.05,35996,2500,True,timebox_exceeded,2500,4.672,1732.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,20,0.95,35996,2500,True,timebox_exceeded,2500,4.629,1737.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,29,0.05,35996,2500,True,timebox_exceeded,2500,3.657,1740.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,29,0.95,35996,2500,True,timebox_exceeded,2500,4.721,1745.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,39,0.05,35996,2500,True,timebox_exceeded,2500,3.664,1749.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,39,0.95,35996,2500,True,timebox_exceeded,2500,4.606,1753.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,49,0.05,35996,2500,True,timebox_exceeded,2500,3.687,1757.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT6,-1,0,donor,49,0.95,35996,2500,True,timebox_exceeded,2500,4.567,1762.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,0,0.05,35996,2500,True,timebox_exceeded,2500,2.991,1765.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,0,0.95,35996,2500,True,timebox_exceeded,2500,4.703,1769.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,10,0.05,35996,2500,True,timebox_exceeded,2500,4.786,1774.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,10,0.95,35996,2500,True,timebox_exceeded,2500,4.775,1779.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,20,0.05,35996,2500,True,timebox_exceeded,2500,4.704,1784.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,20,0.95,35996,2500,True,timebox_exceeded,2500,4.855,1789.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,29,0.05,35996,2500,True,timebox_exceeded,2500,3.882,1792.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,29,0.95,35996,2500,True,timebox_exceeded,2500,4.855,1797.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,39,0.05,35996,2500,True,timebox_exceeded,2500,3.719,1801.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,39,0.95,35996,2500,True,timebox_exceeded,2500,4.709,1806.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,49,0.05,35996,2500,True,timebox_exceeded,2500,4.72,1810.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT7,-1,0,donor,49,0.95,35996,2500,True,timebox_exceeded,2500,4.828,1815.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,0,0.05,35996,2500,True,timebox_exceeded,2500,2.939,1818.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,0,0.95,35996,2500,True,timebox_exceeded,2500,4.926,1823.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,10,0.05,35996,2500,True,timebox_exceeded,2500,3.399,1827.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,10,0.95,35996,2500,True,timebox_exceeded,2500,4.934,1831.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,20,0.05,35996,2500,True,timebox_exceeded,2500,4.591,1836.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,20,0.95,35996,2500,True,timebox_exceeded,2500,4.843,1841.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,29,0.05,35996,2500,True,timebox_exceeded,2500,3.604,1844.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,29,0.95,35996,2500,True,timebox_exceeded,2500,4.876,1849.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,39,0.05,35996,2500,True,timebox_exceeded,2500,3.547,1853.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,39,0.95,35996,2500,True,timebox_exceeded,2500,4.826,1858.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,49,0.05,35996,2500,True,timebox_exceeded,2500,3.688,1861.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT8,-1,0,donor,49,0.95,35996,2500,True,timebox_exceeded,2500,4.881,1866.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,0,0.05,35996,2500,True,timebox_exceeded,2500,2.822,1869.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,0,0.95,35996,2500,True,timebox_exceeded,2500,4.722,1874.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,10,0.05,35996,2500,True,timebox_exceeded,2500,3.795,1878.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,10,0.95,35996,2500,True,timebox_exceeded,2500,4.712,1882.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,20,0.05,35996,2500,True,timebox_exceeded,2500,4.776,1887.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,20,0.95,35996,2500,True,timebox_exceeded,2500,4.699,1892.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,29,0.05,35996,2500,True,timebox_exceeded,2500,3.658,1895.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,29,0.95,35996,2500,True,timebox_exceeded,2500,4.82,1900.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,39,0.05,35996,2500,True,timebox_exceeded,2500,3.887,1904.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,39,0.95,35996,2500,True,timebox_exceeded,2500,4.66,1909.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,49,0.05,35996,2500,True,timebox_exceeded,2500,3.735,1913.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT9,-1,0,donor,49,0.95,35996,2500,True,timebox_exceeded,2500,4.688,1917.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.888,3.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.804,8.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.755,13.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.725,18.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.642,22.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.83,27.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.906,31.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.698,36.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.725,41.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.854,45.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.807,50.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,0,0,0,spot,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.601,55.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.85,60.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.68,64.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.86,69.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.601,74.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.923,79.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.816,84.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.129,88.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.916,93.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.758,97.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.703,102.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.648,107.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,random,1,0,0,spot,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.83,111.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.539,115.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.725,120.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.97,124.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.836,129.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.088,134.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.914,139.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.283,142.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.62,146.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,2.946,149.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.957,154.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.472,158.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,0,-1,0,block,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.915,163.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.065,168.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.717,173.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.768,177.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.664,182.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.726,187.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.804,192.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.392,196.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.831,201.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.259,206.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.881,211.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.221,216.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,patient,1,-1,0,slide,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.575,221.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.343,225.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.282,230.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.763,235.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.957,240.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.594,245.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.781,249.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.967,253.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.715,258.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.213,263.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.747,268.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.105,273.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.699,278.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.103,282.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.649,287.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.685,291.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.033,296.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.875,301.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.654,306.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.089,310.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.764,315.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.194,320.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.736,325.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.842,329.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.052,335.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.812,338.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.972,343.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,10,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.981,348.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,10,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.779,353.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,20,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,5.03,358.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,20,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.656,363.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,29,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,3.64,366.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,29,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.622,371.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,39,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.801,376.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,39,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.652,380.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,49,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.712,385.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,49,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.673,390.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,0,0.05,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.771,395.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,0,0.95,3389,2500,True,pre_emptive_n_T_above_cap,2500,4.656,399.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
