encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,n_C,n_E,sigma_floor,sigma_clip_lo_pct,sigma_clip_hi_pct,sigma_clip_lo,sigma_clip_hi,sigma_p1_raw_cal,sigma_p99_raw_cal,sigma_min_raw_cal,sigma_min_raw_test,sigma_median_raw_cal,frac_cal_raw_below_floor,frac_test_raw_below_floor,p1_below_floor,frac_test_clipped_low,frac_test_clipped_high,frac_cal_clipped_low,frac_cal_clipped_high,lower_clip_binds,upper_clip_binds,_source
hoptimus0,PAAD,shipped,random,1,2,0,spot,793,3610,0.001,1.0,99.0,0.044237212221393,0.9133518825201052,0.044237212221393,0.9133518825201052,-0.2095406349794357,-0.2847634595350485,0.4144598525492947,0.003858764186633,0.005191135734072,False,0.0113074792243767,0.0094404432132964,0.0100126103404791,0.0100126103404791,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,1,3,0,spot,793,3610,0.001,1.0,99.0,0.0512989294219781,0.8906420434777915,0.0512989294219781,0.8906420434777915,-0.2427149038890796,-0.3576934372860185,0.414950778619555,0.0036317780580075,0.0048310249307479,False,0.0117396121883656,0.0114792243767313,0.0100126103404791,0.0100126103404791,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,1,4,0,spot,793,3610,0.001,1.0,99.0,0.0292834114980277,0.9798684632490308,0.0292834114980277,0.9798684632490308,-0.2600362466901908,-0.3854651276999018,0.4171188726416909,0.0061790668348045,0.0057396121883656,False,0.0093351800554016,0.0084265927977839,0.0100126103404791,0.0100126103404791,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,2,0,0,spot,1124,1951,0.001,1.0,99.0,0.0336829281640672,0.9367775399904053,0.0336829281640672,0.9367775399904053,-0.3536586664924152,-0.4209398304369789,0.4182242113526098,0.005373665480427,0.0049923116350589,False,0.0091645310097385,0.0107637109174782,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,2,1,0,spot,1124,1951,0.001,1.0,99.0,0.0370221742382027,0.947797295197904,0.0370221742382027,0.947797295197904,-0.3311602300958228,-0.3938163365898934,0.4213696630768415,0.0053024911032028,0.0057098923628908,False,0.0108867247565351,0.0103126601742696,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,2,2,0,spot,1124,1951,0.001,1.0,99.0,0.0406758350257667,0.9127191865898708,0.0406758350257667,0.9127191865898708,-0.3092914503170685,-0.3840610982644566,0.4188162030104774,0.0047153024911032,0.0052998462327011,False,0.0108149666837519,0.0100051255766273,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,2,3,0,spot,1124,1951,0.001,1.0,99.0,0.0422553994493738,0.9292412776558971,0.0422553994493738,0.9292412776558971,-0.3349818941600948,-0.3609925449681073,0.4145194639427197,0.0046797153024911,0.0050025627883136,False,0.0106714505381855,0.0104971809328549,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,random,2,4,0,spot,1124,1951,0.001,1.0,99.0,0.0384358757693244,0.9123644931933298,0.0384358757693244,0.9123644931933298,-0.2564755578801688,-0.3057523436629842,0.4178635000363869,0.0049288256227758,0.0052998462327011,False,0.0102819067145053,0.0108969759097898,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,patient,0,-1,0,patient,1951,2010,0.001,1.0,99.0,0.001,0.7814999579422846,-0.0019736355636715,0.7814999579422846,-0.2372941260232304,-0.2877078043644947,0.3459587140971463,0.0104664274730907,0.0112039800995024,True,0.0112039800995024,0.0151243781094527,0.0104664274730907,0.0100051255766273,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,patient,1,-1,0,patient,2010,3610,0.001,1.0,99.0,0.001,1.1144395009152377,-0.0606029439394671,1.1144395009152377,-0.3740076499470697,-0.5005748182570413,0.4412730702292197,0.020139303482587,0.02396675900277,True,0.02396675900277,0.0024155124653739,0.020139303482587,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,patient,2,-1,0,patient,2010,1951,0.001,1.0,99.0,0.0176025094786597,0.8318024708839475,0.0176025094786597,0.8318024708839475,-0.2020919580016589,-0.473592144812058,0.3523732746096364,0.0070845771144278,0.012752434648898,False,0.0168016401845207,0.0068375192209123,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,donor,TENX116,-1,0,donor,3610,2010,0.001,1.0,99.0,0.001,0.984570154089384,-0.0666758036049244,0.984570154089384,-0.5005748182570413,-0.3740076499470697,0.3999233552462821,0.02396675900277,0.020139303482587,True,0.020139303482587,0.0271542288557213,0.02396675900277,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,donor,TENX126,-1,0,donor,2010,1951,0.001,1.0,99.0,0.001,0.827585445769993,-0.032138467701883,0.827585445769993,-0.422350522407416,-0.4853675425214848,0.3380929062267983,0.0155323383084577,0.0172116863147104,True,0.0172116863147104,0.0076166068682726,0.0155323383084577,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PAAD,shipped,donor,TENX140,-1,0,donor,2010,3610,0.001,1.0,99.0,0.001,1.1144395009152377,-0.0606029439394671,1.1144395009152377,-0.3740076499470697,-0.5005748182570413,0.4412730702292197,0.020139303482587,0.02396675900277,True,0.02396675900277,0.0024155124653739,0.020139303482587,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,0,0,0,spot,7364,25891,0.001,1.0,99.0,0.0671632352108804,1.135248755284928,0.0671632352108804,1.135248755284928,-0.3004929911642159,-0.1805983107649302,0.4095625415520768,0.0016784356328082,0.001398941717199,False,0.0096450504036151,0.009808041404349,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,0,1,0,spot,7364,25891,0.001,1.0,99.0,0.066533715345866,1.136929645658217,0.066533715345866,1.136929645658217,-0.3117588577243158,-0.3289439160974832,0.4062632716574937,0.0016051059206952,0.0015812444478776,False,0.0100320574717083,0.0100189254953458,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,0,2,0,spot,7364,25891,0.001,1.0,99.0,0.0691641825788802,1.1199343879877544,0.0691641825788802,1.1199343879877544,-0.1721347559858813,-0.1996677695238827,0.4099524711745722,0.0014312873438348,0.0012946583754972,False,0.0093406975396856,0.0104221544165926,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,0,3,0,spot,7364,25891,0.001,1.0,99.0,0.0701623839682844,1.1439826188666102,0.0701623839682844,1.1439826188666102,-0.1943855784538219,-0.1997443779533658,0.4069886930608422,0.0014177077675176,0.00126221466919,False,0.0096550925031864,0.0100258777181259,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,0,4,0,spot,7364,25891,0.001,1.0,99.0,0.0688358260715964,1.136877006519276,0.0688358260715964,1.136877006519276,-0.2059519457892474,-0.3137412138987424,0.4072601371174822,0.0019581749049429,0.001361863195705,False,0.0094442084121895,0.0104028426866478,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,1,0,0,spot,5179,36819,0.001,1.0,99.0,0.0698788474055242,1.131370750058666,0.0698788474055242,1.131370750058666,-0.328077762576578,-0.1870374357640443,0.4081293219028081,0.001625796485808,0.0016035199217795,False,0.010246883402591,0.0098313370813981,0.0100019308746862,0.0100019308746862,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,1,1,0,spot,5179,36819,0.001,1.0,99.0,0.0658065235142315,1.150870074540746,0.0658065235142315,1.150870074540746,-0.221343532391786,-0.2412195963887481,0.4052574105656041,0.0015794554933384,0.0014568565142996,False,0.0093783101116271,0.0098150411472337,0.0100019308746862,0.0100019308746862,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,1,2,0,spot,5179,36819,0.001,1.0,99.0,0.0676120636623665,1.1564861642636457,0.0676120636623665,1.1564861642636457,-0.1838966791051436,-0.2931560573011155,0.4068698657628298,0.0018922571925082,0.0016974931421277,False,0.0106923056030853,0.0098454602243406,0.0100019308746862,0.0100019308746862,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,1,3,0,spot,5179,36819,0.001,1.0,99.0,0.0681089543819517,1.1256235056891606,0.0681089543819517,1.1256235056891606,-0.1172378262990303,-0.4297673490739099,0.4043627420956917,0.0014327090171847,0.0013297482278171,False,0.0096613161682826,0.0099921236318205,0.0100019308746862,0.0100019308746862,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,random,1,4,0,spot,5179,36819,0.001,1.0,99.0,0.0695461857059928,1.1257823248940182,0.0695461857059928,1.1257823248940182,-0.178485003801856,-0.2521206305329838,0.405983913004754,0.0014481560146746,0.0017137890762921,False,0.0101235775007468,0.0107976859773486,0.0100019308746862,0.0100019308746862,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,patient,0,-1,0,slide,7216,25891,0.001,1.0,99.0,0.1065039178027968,0.6817270868138144,0.1065039178027968,0.6817270868138144,-0.1442732749814697,-0.2070114327126901,0.3793546765112263,0.0002494456762749,0.0013379166505735,False,0.017175852612877,0.0162535243907149,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,patient,0,-1,1,slide,11236,25891,0.001,1.0,99.0,0.1310177224521261,0.7371651506937386,0.1310177224521261,0.7371651506937386,-0.1044760086839515,-0.1263900919636038,0.4223267369044196,8.8999644001424e-05,0.0003769649685218,False,0.015621644586922,0.0153149743153991,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,patient,0,-1,2,slide,7471,25891,0.001,1.0,99.0,0.0812397265126893,0.7156716440077646,0.0812397265126893,0.7156716440077646,-0.1287795129356674,-0.1421818159955175,0.3782458131998618,0.0008325525364743,0.0002966281719516,False,0.0032374184079409,0.0174941099223668,0.010001338508901,0.010001338508901,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,patient,1,-1,0,slide,6290,36819,0.001,1.0,99.0,0.1045465746717303,1.031147488953386,0.1045465746717303,1.031147488953386,-0.2156294758276407,-0.2899279694652082,0.4572784344542408,0.0003593004769475,0.0030343029414161,False,0.0466036557212308,0.0071577174828213,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,patient,1,-1,1,slide,5384,36819,0.001,1.0,99.0,0.0351499930069974,1.2026474760509864,0.0351499930069974,1.2026474760509864,-0.2139130636779648,-0.1518376593162101,0.4442424722260563,0.0053789004457652,0.0003465601998967,False,0.0011483201607865,0.0150411472337651,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,patient,1,-1,2,slide,5828,36819,0.001,1.0,99.0,0.0555367869511645,1.0137657051655082,0.0555367869511645,1.0137657051655082,-0.526202936476427,-0.4011681258982171,0.3802275764720746,0.0032361015785861,0.0024096254651131,False,0.0110182242863738,0.0118009723240718,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,donor,PRAD_patient1,-1,0,slide,12280,25891,0.001,1.0,99.0,0.1008495194768996,0.7107850617339132,0.1008495194768996,0.7107850617339132,-0.2156395049551508,-0.1742027103624361,0.4194091395763842,0.0006758957654723,0.0007593372214282,False,0.01026920551543,0.0094303039666293,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,donor,PRAD_patient1,-1,1,slide,10917,25891,0.001,1.0,99.0,0.1178292668311091,0.7308975535957712,0.1178292668311091,0.7308975535957712,-0.1974823058849771,-0.2985985509089916,0.4445841181425637,0.0005587615645323,0.0035494959638484,False,0.0363678498319879,0.0034521648449268,0.0100009160025648,0.0100009160025648,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,donor,PRAD_patient1,-1,2,slide,9866,25891,0.001,1.0,99.0,0.092294248163659,0.6998184519534264,0.092294248163659,0.6998184519534264,-0.1495474985281113,-0.16092774358275,0.3646416068422654,0.0005047638353942,0.0007168514155498,False,0.0096033370669344,0.0148314085975821,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,donor,PRAD_patient2,-1,0,slide,6163,36819,0.001,1.0,99.0,0.0543573154434837,1.1447050858987131,0.0543573154434837,1.1447050858987131,-0.2400813697932331,-0.2632015270918301,0.4294397484217825,0.002326788901509,0.0034378989108884,False,0.0198098807680816,0.0074559330780303,0.0100016225864027,0.0100016225864027,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,donor,PRAD_patient2,-1,1,slide,5799,36819,0.001,1.0,99.0,0.0658786131143021,1.266050352929213,0.0658786131143021,1.266050352929213,-0.1975032360262377,-0.2181572182763056,0.462685066193727,0.002414209346439,0.003135880931041,False,0.0231022026671012,0.0089133327901355,0.0100017244352474,0.0100017244352474,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,PRAD,shipped,donor,PRAD_patient2,-1,2,slide,6592,36819,0.001,1.0,99.0,0.0818878890438756,1.4602087099144982,0.0818878890438756,1.4602087099144982,-0.6927058848491937,-0.6741403893375456,0.4782802638123611,0.0030552184466019,0.0042581275971645,False,0.0284266275564246,0.0008826964339064,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,0,0,0,spot,764,4588,0.001,1.0,99.0,0.001,0.6992821491048329,-0.0128346118342617,0.6992821491048329,-0.2287606619316217,-0.2881268009061066,0.2731955200773031,0.0136910994764397,0.0137227550130775,True,0.0137227550130775,0.0101307759372275,0.0136910994764397,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,0,1,0,spot,764,4588,0.001,1.0,99.0,0.001,0.7077630143960267,-0.010807815124585,0.7077630143960267,-0.2309528378445458,-0.362013122348151,0.2765239120629249,0.0134031413612565,0.0139537925021796,True,0.0139537925021796,0.0109285091543156,0.0134031413612565,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,0,2,0,spot,764,4588,0.001,1.0,99.0,0.001,0.7080799328592222,-0.0187792469715956,0.7080799328592222,-0.3204761146572289,-0.3705855383151613,0.2724608315513507,0.0163874345549738,0.0154446381865736,True,0.0154446381865736,0.0111595466434176,0.0163874345549738,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,0,3,0,spot,764,4588,0.001,1.0,99.0,0.001,0.698916899720996,-0.016384400828607,0.698916899720996,-0.2104686814141972,-0.4197142487414044,0.2755425983300001,0.0144240837696335,0.0154141238012205,True,0.0154141238012205,0.0102702702702702,0.0144240837696335,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,0,4,0,spot,764,4588,0.001,1.0,99.0,0.001,0.7204426892473044,-0.0148075991961149,0.7204426892473044,-0.2736735013575678,-0.303687910175236,0.278074088040863,0.0143193717277486,0.0147689625108979,True,0.0147689625108979,0.0090148212728857,0.0143193717277486,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,1,0,0,spot,918,3819,0.001,1.0,99.0,0.001,0.7102322354845749,-0.016618275548235,0.7102322354845749,-0.2591645545931221,-0.3312132920438368,0.2724442133737849,0.0150108932461873,0.0141450641529196,True,0.0141450641529196,0.010521078816444,0.0150108932461873,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,1,1,0,spot,918,3819,0.001,1.0,99.0,0.001,0.7201211968144677,-0.0174796289330158,0.7201211968144677,-0.3587924263078844,-0.3064221098350057,0.2753205716020131,0.015272331154684,0.0147420790782927,True,0.0147420790782927,0.008866195339094,0.015272331154684,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,1,2,0,spot,918,3819,0.001,1.0,99.0,0.001,0.6926532822753662,-0.014482569849466,0.6926532822753662,-0.2214662533875651,-0.4075838079308876,0.2758104103748616,0.015032679738562,0.0157161560617962,True,0.0157161560617962,0.0101754385964912,0.015032679738562,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,1,3,0,spot,918,3819,0.001,1.0,99.0,0.001,0.7146850215596158,-0.0069447895073625,0.7146850215596158,-0.4361681629759809,-0.3303523459192319,0.2813565670646876,0.0125708061002178,0.0144016758313694,True,0.0144016758313694,0.0096569782665619,0.0125708061002178,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,random,1,4,0,spot,918,3819,0.001,1.0,99.0,0.001,0.7095915919652199,-0.0130646560093201,0.7095915919652199,-0.2379452687965015,-0.2656380196896744,0.2736846468289104,0.0141612200435729,0.0133699921445404,True,0.0133699921445404,0.0107043728724797,0.0141612200435729,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,patient,0,-1,0,slide,1691,4588,0.001,1.0,99.0,0.001,0.7691589423213263,-0.1363828111944992,0.7691589423213263,-0.5317672987148814,-0.681088472190778,0.2261109321043451,0.0707037256061502,0.0811682650392327,True,0.0811682650392327,0.0123801220575414,0.0707037256061502,0.0100059136605558,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,patient,1,-1,0,slide,2385,3819,0.001,1.0,99.0,0.001,0.6545575940679407,-0.0475383173019507,0.6545575940679407,-0.2869066350768086,-0.3448072782439972,0.2430124377528436,0.0285786163522012,0.0379418695993715,True,0.0379418695993715,0.0211992668237758,0.0285786163522012,0.0100041928721174,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,donor,READ_specimen1,-1,0,slide,1691,4588,0.001,1.0,99.0,0.001,0.7691589423213263,-0.1363828111944992,0.7691589423213263,-0.5317672987148814,-0.681088472190778,0.2261109321043451,0.0707037256061502,0.0811682650392327,True,0.0811682650392327,0.0123801220575414,0.0707037256061502,0.0100059136605558,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,READ,shipped,donor,READ_specimen7,-1,0,slide,2385,3819,0.001,1.0,99.0,0.001,0.6559713374893685,-0.0486528509513921,0.6559713374893685,-0.2846521066017506,-0.3749301361618134,0.2428685629375719,0.0288553459119496,0.0361612987693113,True,0.0361612987693113,0.0215082482325216,0.0288553459119496,0.0100041928721174,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,0,0,0,spot,349,1293,0.001,1.0,99.0,0.001,0.8164980103175534,-0.0470728399669256,0.8164980103175534,-0.3895098678830097,-0.4248247838793328,0.334199870960555,0.0202292263610315,0.0225212683681361,True,0.0225212683681361,0.0123433874709976,0.0202292263610315,0.0100286532951289,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,0,1,0,spot,349,1293,0.001,1.0,99.0,0.001,0.833163258418194,-0.0492207657584436,0.833163258418194,-0.3436535176546347,-0.4409104768829352,0.3336719464103274,0.0205730659025787,0.0207269914926527,True,0.0207269914926527,0.0096055684454756,0.0205730659025787,0.0100286532951289,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,0,2,0,spot,349,1293,0.001,1.0,99.0,0.001,0.7981261450667985,-0.0470888098477061,0.7981261450667985,-0.4409409440929573,-0.4832461260031218,0.325910825502242,0.0210888252148997,0.0201546790409899,True,0.0201546790409899,0.0106883217324052,0.0210888252148997,0.0100286532951289,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,0,3,0,spot,349,1293,0.001,1.0,99.0,0.001,0.8390262378618827,-0.0523004868688894,0.8390262378618827,-0.4322400280427515,-0.4601055512978794,0.3369156923904521,0.0220630372492836,0.0209280742459396,True,0.0209280742459396,0.0100850734725444,0.0220630372492836,0.0100286532951289,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,0,4,0,spot,349,1293,0.001,1.0,99.0,0.001,0.7950007414837635,-0.0383763966979505,0.7950007414837635,-0.3830116647555195,-0.4560317384810399,0.3369578880253277,0.0190830945558739,0.0185769528228924,True,0.0185769528228924,0.0095591647331786,0.0190830945558739,0.0100286532951289,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,1,0,0,spot,259,1741,0.001,1.0,99.0,0.001,0.8749955710583964,-0.0332981807012103,0.8749955710583964,-0.273744169145029,-0.5385705150308804,0.3357946075950344,0.0169111969111969,0.0199655370476737,True,0.0199655370476737,0.0086731763354394,0.0169111969111969,0.01003861003861,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,1,1,0,spot,259,1741,0.001,1.0,99.0,0.001,0.828285270733867,-0.0556128719586183,0.828285270733867,-0.4267159264223253,-0.5998360139883793,0.3359273232635726,0.0224710424710424,0.0229178632969557,True,0.0229178632969557,0.0105686387133831,0.0224710424710424,0.01003861003861,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,1,2,0,spot,259,1741,0.001,1.0,99.0,0.001,0.8227108448075056,-0.0380055980664002,0.8227108448075056,-0.3111718146316241,-0.4754639873596125,0.3392436523956925,0.0179150579150579,0.02,True,0.02,0.0090867317633543,0.0179150579150579,0.01003861003861,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,1,3,0,spot,259,1741,0.001,1.0,99.0,0.001,0.8409951820315454,-0.0352986728947216,0.8409951820315454,-0.3803582587587003,-0.5259864562853517,0.332967122481546,0.0186872586872586,0.0176335439402642,True,0.0176335439402642,0.0095921883974727,0.0186872586872586,0.01003861003861,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,random,1,4,0,spot,259,1741,0.001,1.0,99.0,0.001,0.8610874188319451,-0.0410352837776934,0.8610874188319451,-0.2954278848755829,-0.669014371595285,0.3384034009277585,0.0184555984555984,0.0205169442848937,True,0.0205169442848937,0.0093394600804135,0.0184555984555984,0.01003861003861,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,patient,0,-1,0,block,351,1293,0.001,1.0,99.0,0.001,0.8074962473652393,-0.0370841051996926,0.8074962473652393,-0.3382701869851602,-0.6949905914207661,0.3437063631514605,0.0181196581196581,0.0906573859242072,True,0.0906573859242072,0.0154215003866976,0.0181196581196581,0.01002849002849,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,patient,0,-1,1,block,364,1293,0.001,1.0,99.0,0.001,0.7423612520415915,-0.1081360575700443,0.7423612520415915,-0.4460225774213323,-0.7544216443526708,0.3093544122914381,0.0354395604395604,0.1099922660479505,True,0.1099922660479505,0.0504872389791183,0.0354395604395604,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,patient,0,-1,2,block,378,1293,0.001,1.0,99.0,0.001,0.826331139633183,-0.0820385068565759,0.826331139633183,-0.4374016883155932,-0.7345957574016101,0.3219476680834127,0.0315343915343915,0.1144779582366589,True,0.1144779582366589,0.0096674400618716,0.0315343915343915,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,patient,1,-1,0,block,306,1741,0.001,1.0,99.0,0.001,0.7937901345974246,-0.0734650520798746,0.7937901345974246,-0.4403385413213651,-0.8587118974700514,0.2809149395535178,0.0305228758169934,0.1316829408385985,True,0.1316829408385985,0.0234807581849511,0.0305228758169934,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,patient,1,-1,1,block,285,1741,0.001,1.0,99.0,0.001,0.8619239837161828,-0.091262703123085,0.8619239837161828,-0.9373694442894652,-0.909828966363456,0.2944024195659388,0.0348070175438596,0.1142676622630672,True,0.1142676622630672,0.0185640436530729,0.0348070175438596,0.0100350877192982,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,patient,1,-1,2,block,262,1741,0.001,1.0,99.0,0.001,0.831626749756711,-0.1127463244573301,0.831626749756711,-0.570154586000683,-0.8501998946608271,0.2629090417537216,0.0478625954198473,0.1387248707639287,True,0.1387248707639287,0.0226881102814474,0.0478625954198473,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,-1,0,block,413,1293,0.001,1.0,99.0,0.001,0.760322974382157,-0.09196373349205,0.760322974382157,-0.3712738431261321,-0.663226876085782,0.3111764066479947,0.034818401937046,0.096999226604795,True,0.096999226604795,0.0221809744779582,0.034818401937046,0.0100242130750605,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,-1,1,block,360,1293,0.001,1.0,99.0,0.001,0.7529426173718814,-0.0663212034091171,0.7529426173718814,-0.4451715790328236,-0.7947468659221261,0.3225800571656745,0.0268333333333333,0.1120030935808197,True,0.1120030935808197,0.0158391337973704,0.0268333333333333,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,-1,2,block,429,1293,0.001,1.0,99.0,0.001,0.7492865079009703,-0.0033133879815322,0.7492865079009703,-0.2511767496212715,-0.5796820999332029,0.3530393317872916,0.0108158508158508,0.0984686774941995,True,0.0984686774941995,0.028569218870843,0.0108158508158508,0.01002331002331,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,-1,0,block,274,1741,0.001,1.0,99.0,0.001,0.83201446386472,-0.0457753405399691,0.83201446386472,-0.3123360457357405,-0.7665930383458063,0.2939757673718839,0.0245255474452554,0.0911659965537047,True,0.0911659965537047,0.0206318207926479,0.0245255474452554,0.01,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,-1,1,block,299,1741,0.001,1.0,99.0,0.001,0.8656454188508426,-0.0830144369036027,0.8656454188508426,-0.4844023395868605,-1.020594981929947,0.2776316090243025,0.0365217391304347,0.1289833429063756,True,0.1289833429063756,0.0277886272257323,0.0365217391304347,0.0100334448160535,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,-1,2,block,287,1741,0.001,1.0,99.0,0.001,0.8703067842065356,-0.0642845859641211,0.8703067842065356,-0.4317929871678895,-1.007537223061819,0.275366777494394,0.0296864111498257,0.1761516369902355,True,0.1761516369902355,0.018207926479035,0.0296864111498257,0.0100348432055749,True,True,a4_sigma_clip__hoptimus0__main9.csv
hoptimus0,CCRCC,shipped,random,0,0,0,spot,11170,18371,0.001,1.0,99.0,0.120649281555425,0.6828452120455519,0.120649281555425,0.6828452120455519,-0.0457049225043554,-0.075179699655845,0.4123673740174296,4.655326768128917e-05,6.314299711501824e-05,False,0.0103031952533884,0.0104164171792499,0.01,0.01,True,True,a4_sigma_clip__hoptimus0__mainCCRCC.csv
