encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene,gene_index,n_T,status,guard_pass,deviance,deviance_null,deviance_ratio,score_residual,score_tol,n_iter,max_iter,solver,tol,library_flag_trusted,alpha_g,mean_count_T,var_count_T,seconds,_source
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,GNG5,13,39667,ok,True,64144.33722856266,106549.7113070206,0.6020132428489852,7.384951459243894e-09,0.001,6,300,newton-cholesky,1e-06,False,0.5052467831123205,1.346207174729624,5.11880544722024,1.783,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,MIF,18,39667,ok,True,91221.2617742381,201174.95420349663,0.4534424383761216,1.586485142300658e-12,0.001,7,300,newton-cholesky,1e-06,False,0.492381152767917,2.228880429576222,25.964679942012744,2.063,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,MRPL33,20,39667,ok,True,58566.12790618227,92413.18764063276,0.6337421032799823,1.0695356292938945e-08,0.001,6,300,newton-cholesky,1e-06,False,0.4442828934967061,1.1648221443517282,3.807552887113104,1.872,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,MT1X,22,39667,ok,True,123146.0717659141,366797.4230483191,0.3357331977484797,3.7017881562709046e-12,0.001,7,300,newton-cholesky,1e-06,False,0.6710284489900431,3.2526029193031993,72.20281648637578,1.976,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,PERP,27,39667,ok,True,48053.68720078736,96353.8993063788,0.4987207320794554,7.679766921959285e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3441464159106163,0.940303022663675,3.667237370989451,1.788,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,RPL37A,29,39667,ok,True,756054.7668517774,2095456.092689833,0.3608067806762142,2.5003676753909256e-15,0.001,7,300,newton-cholesky,1e-06,False,0.4014743528254982,37.56011294022739,3503.6344327810734,2.17,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,RPS29,31,39667,ok,True,467620.86979880265,1179246.693311866,0.3965420233534923,4.1258717353647044e-15,0.001,7,300,newton-cholesky,1e-06,False,0.4254591750521248,21.339602188216904,1077.849044998803,1.977,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,SLIRP,36,39667,ok,True,56694.71781862916,91183.02328364522,0.6217683487228487,2.942118808989767e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3895094117451193,1.16978848917236,3.5845680059855836,1.748,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,SNRPE,39,39667,ok,True,51574.62797539891,78138.16955435275,0.6600439742771771,3.302998242651082e-09,0.001,6,300,newton-cholesky,1e-06,False,0.4025068396922499,0.9276476668263292,2.417696485750808,1.873,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,SOD2,40,39667,ok,True,53486.586819002085,83917.54991845289,0.63737069148203,1.7191918238611802e-09,0.001,6,300,newton-cholesky,1e-06,False,1.020161031202974,0.749792018554466,4.509597281907756,1.779,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,TMCO1,45,39667,ok,True,40705.47240189683,62445.69399476361,0.6518539517762456,1.3885251400816754e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3424881507611041,0.6043562659137318,1.3385964613838075,1.927,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,1,slide,ZFAS1,49,39667,ok,True,78829.62014608743,160497.3624872094,0.4911583525390932,2.5994436061789516e-08,0.001,6,300,newton-cholesky,1e-06,False,0.4356993263589453,2.0481004361307886,13.156209962382457,1.808,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,AMD1,0,39667,ok,True,75763.5327764039,223317.7379077736,0.3392633898508005,1.0354080306743961e-13,0.001,7,300,newton-cholesky,1e-06,False,0.3736008751950906,2.0691506794060555,22.263684759904933,2.013,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,CAT,4,39667,ok,True,39741.05405663074,64291.71025991013,0.6181365201823189,3.684324217944628e-10,0.001,6,300,newton-cholesky,1e-06,False,0.359341927802951,0.5835581213603247,1.4286239249420465,1.684,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,DNAJC3,9,39667,ok,True,39284.143387333446,62684.33553689801,0.6266979310039833,1.9354378402654183e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3817914073085462,0.5511382257291956,1.3469222031237915,1.795,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,EIF3E,10,39667,ok,True,81090.87528277114,175726.3575149246,0.461461083183745,3.774035522485671e-13,0.001,7,300,newton-cholesky,1e-06,False,0.3692838207381958,2.012125948521441,20.53983682294058,2.118,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,GNG5,13,39667,ok,True,77344.28401696433,182256.40765805537,0.4243707258955505,4.081235223051905e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3677312781180384,1.7020193107620945,21.916852424071195,2.209,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,MIF,18,39667,ok,True,79871.69072637177,139603.41784095753,0.5721327741228025,3.214603498073706e-10,0.001,6,300,newton-cholesky,1e-06,False,0.600009416119365,1.7719010764615424,9.509911786916351,1.791,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,MRPL33,20,39667,ok,True,69138.75031339013,144376.2159120894,0.4788790859810918,8.916888190657462e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3909247248272918,1.4532735019033454,11.839210972514945,1.979,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,MT1X,22,39667,ok,True,131860.72329217536,400372.4125703724,0.3293451775201882,1.2263125559308478e-11,0.001,7,300,newton-cholesky,1e-06,False,0.6563752889591068,3.439332442584516,78.71629994259769,2.174,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,PERP,27,39667,ok,True,50772.23132533795,115138.103448443,0.4409681052986332,1.1162719269322606e-08,0.001,6,300,newton-cholesky,1e-06,False,0.3481577196647049,1.0517306577255654,4.977256307425684,1.771,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,RPL37A,29,39667,ok,True,1297564.5813971397,4929025.278045196,0.2632497315801433,2.854667865977454e-11,0.001,7,300,newton-cholesky,1e-06,False,0.33705945403274,53.12438550936547,22009.815012400966,2.084,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,RPS29,31,39667,ok,True,789760.733976004,2671207.4279233473,0.2956568350777537,3.1109197346158825e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3622572501860251,31.028714044419793,6081.252919243266,2.056,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,SLIRP,36,39667,ok,True,66351.98691896716,137954.54226008625,0.4809699327904223,9.707233251514585e-13,0.001,7,300,newton-cholesky,1e-06,False,0.3662349117004771,1.396021882169057,11.127764136868004,2.015,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,SNRPE,39,39667,ok,True,57115.90271973825,107883.05892988876,0.5294242051187744,6.911760357107419e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3817173122878805,1.0793102578969924,5.925994300626635,2.172,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,SOD2,40,39667,ok,True,67768.2356672451,122515.32896065364,0.5531408701437611,1.2292243892482722e-08,0.001,6,300,newton-cholesky,1e-06,False,1.7510075828487606,0.9601179822018302,13.381004050013695,1.702,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,TMCO1,45,39667,ok,True,40783.26684351894,66840.50671722752,0.610157954308378,9.238191367186983e-10,0.001,6,300,newton-cholesky,1e-06,False,0.4114100931764088,0.5914488113545264,1.5714974899614649,1.915,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND149,-1,2,slide,ZFAS1,49,39667,ok,True,101474.7293823879,273671.4072174341,0.3707903957309118,7.695364360713972e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3846523921414225,2.633524088032874,50.55184640921025,2.124,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,AMD1,0,39667,ok,True,60755.333640198514,151993.98536290208,0.3997219593600272,2.388802784059733e-09,0.001,6,300,newton-cholesky,1e-06,False,0.419448143324293,1.518340182015277,9.631861229203446,1.922,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,CAT,4,39667,ok,True,38371.21622269176,56226.92940084745,0.6824348516195768,1.075878323333598e-10,0.001,6,300,newton-cholesky,1e-06,False,0.3433325451016748,0.5273905261300326,1.0726312255674817,1.764,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,DNAJC3,9,39667,ok,True,36864.984327955455,52206.13418281567,0.7061427723964676,3.159520733036208e-08,0.001,5,300,newton-cholesky,1e-06,False,0.3272150708972567,0.4730632515693145,0.8890729613346898,1.597,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,EIF3E,10,39667,ok,True,63250.51050669448,95847.78182600604,0.6599058350824863,5.726805092291815e-09,0.001,5,300,newton-cholesky,1e-06,False,0.4455261796871424,1.4130637557667582,5.040915402656221,1.481,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,GNG5,13,39667,ok,True,60595.46858861684,93372.96590510898,0.6489615918401634,3.339719465061136e-08,0.001,5,300,newton-cholesky,1e-06,False,0.5893334623068399,1.143570222098974,4.018438148165843,1.499,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,MIF,18,39667,ok,True,74579.50505363877,123633.25121949552,0.6032317707251109,3.9467645920353875e-08,0.001,5,300,newton-cholesky,1e-06,False,0.6151832635764372,1.668817909093201,8.246817447480396,1.534,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,MRPL33,20,39667,ok,True,57351.94413358744,84023.31792389948,0.6825717616332588,2.6677402977566962e-08,0.001,5,300,newton-cholesky,1e-06,False,0.4760650117531972,1.0885874908614213,3.337989803789466,1.648,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,MT1X,22,39667,ok,True,106447.59484284406,310380.5394917873,0.3429583408068684,2.7418599316773914e-11,0.001,7,300,newton-cholesky,1e-06,False,0.6546346047426054,2.8338417324224165,52.20813419196279,2.155,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,PERP,27,39667,ok,True,45150.442708912335,91021.15742138684,0.4960433814292889,1.6729080352106692e-10,0.001,6,300,newton-cholesky,1e-06,False,0.3644502802245465,0.8319509920084706,3.2225529499502965,1.814,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,RPL37A,29,39667,ok,True,661831.0107886302,1696797.4611477917,0.3900471481970142,2.940981065193159e-14,0.001,6,300,newton-cholesky,1e-06,False,0.4622413035482292,33.529558575138026,2809.786771859291,1.742,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,RPS29,31,39667,ok,True,435511.703737553,1012962.6150937184,0.4299385754697963,6.179399300007031e-15,0.001,6,300,newton-cholesky,1e-06,False,0.4994345256187552,19.94728615725918,964.7840663377914,1.906,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,SLIRP,36,39667,ok,True,54522.30616727765,79992.31827596691,0.6815942748299928,2.0769221809261895e-08,0.001,5,300,newton-cholesky,1e-06,False,0.4311326260004612,1.0323190561423854,2.863827130792756,1.665,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,SNRPE,39,39667,ok,True,48356.51959040526,67803.97304466642,0.7131812107610569,3.235637127994279e-08,0.001,5,300,newton-cholesky,1e-06,False,0.4202507560093044,0.7834471979227066,1.8048659161537852,1.499,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,SOD2,40,39667,ok,True,53848.4796526348,80667.86305693744,0.6675332358144552,8.749690863491033e-09,0.001,6,300,newton-cholesky,1e-06,False,1.057116839754242,0.7588171527970353,3.999485798941392,1.738,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,TMCO1,45,39667,ok,True,38954.44575737568,58496.43212111293,0.6659285762373186,1.2909819532632233e-07,0.001,5,300,newton-cholesky,1e-06,False,0.3762547350710467,0.5435752640734112,1.159517726921018,1.613,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,0,slide,ZFAS1,49,39667,ok,True,73932.77173252194,136591.65235248138,0.5412685948167231,3.928400603155181e-13,0.001,6,300,newton-cholesky,1e-06,False,0.5172552484584373,1.7434895505079788,9.814324766208308,1.828,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,AMD1,0,39667,ok,True,76740.06811829499,206259.601399389,0.3720557375154624,4.1347905481967255e-14,0.001,7,300,newton-cholesky,1e-06,False,0.4334351316925252,1.8720598986563135,19.862444007101317,1.902,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,CAT,4,39667,ok,True,39935.74159175731,59530.17898296272,0.6708486732953843,4.32002212834911e-10,0.001,6,300,newton-cholesky,1e-06,False,0.4235377607886503,0.5311215872135528,1.21913806283933,1.688,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,DNAJC3,9,39667,ok,True,37824.30163985446,58995.60369310091,0.6411376318245511,2.8142004971024366e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3971069742375815,0.4968865807850354,1.1947855970535712,1.719,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,EIF3E,10,39667,ok,True,77442.08912097098,168765.74713383804,0.4588732633023944,1.7804344022815172e-08,0.001,6,300,newton-cholesky,1e-06,False,0.3461252106809511,1.898656313812489,19.78149040441502,1.933,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,GNG5,13,39667,ok,True,68873.84043850185,176917.33175545267,0.3892995658204026,3.808550837780399e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3070894517295189,1.543676103562155,21.602507970316605,2.251,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,MIF,18,39667,ok,True,91744.53798778424,208060.15057100955,0.4409519926617203,8.699396340377732e-14,0.001,7,300,newton-cholesky,1e-06,False,0.5084297123701165,2.192830312350317,26.41763830335381,2.258,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,MRPL33,20,39667,ok,True,65771.3605776946,138049.58477606447,0.4764328750744513,2.4877545841108838e-11,0.001,7,300,newton-cholesky,1e-06,False,0.362485086577776,1.3645347518088082,11.267403506500392,2.099,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,MT1X,22,39667,ok,True,126371.91788686918,351026.89974074595,0.3600063641282257,5.314951819187098e-12,0.001,7,300,newton-cholesky,1e-06,False,0.6723496997290174,3.0555625582978294,60.94220592249059,2.072,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,PERP,27,39667,ok,True,49540.278917034,105117.7083075768,0.4712838561137388,9.448115406516095e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3729026608299581,0.92633675347266,4.168879039823707,1.898,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,RPL37A,29,39667,ok,True,1104560.7998222536,4663285.93733912,0.236863193607321,6.749083633861645e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3138305325962212,48.41563516272973,21418.2656285754,2.006,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,RPS29,31,39667,ok,True,682325.109396676,2539015.977340106,0.2687360439974408,7.864369519084479e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3348100368475914,28.963445685330377,5928.905687395849,2.121,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,SLIRP,36,39667,ok,True,64366.73199007301,134185.5279428248,0.479684605164717,2.728810649647546e-12,0.001,7,300,newton-cholesky,1e-06,False,0.350266339763001,1.3340812262081831,10.94082477664219,2.084,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,SNRPE,39,39667,ok,True,55242.84185235229,105967.2934624058,0.5213197397737717,6.129875167594585e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3644573160946784,1.0239745884488365,5.801648771400826,2.027,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,SOD2,40,39667,ok,True,70690.38693740463,121156.4729666482,0.5834635592013659,7.920044145576983e-09,0.001,6,300,newton-cholesky,1e-06,False,1.858189090459219,0.9803110898227746,13.20989318209932,1.892,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,TMCO1,45,39667,ok,True,40729.79884072713,64217.871135719935,0.6342439903472911,1.2808462786179594e-09,0.001,6,300,newton-cholesky,1e-06,False,0.4625400096407457,0.5560793606776414,1.4690163228501132,1.903,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,1,slide,ZFAS1,49,39667,ok,True,90867.38318625024,263873.91836266126,0.344359092971684,1.4267139586313688e-10,0.001,7,300,newton-cholesky,1e-06,False,0.3477076332508169,2.3829379585045505,49.00834902461341,1.976,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,AMD1,0,39667,ok,True,71719.188192524,162665.20175476628,0.4409006193017711,1.0768000901510129e-08,0.001,6,300,newton-cholesky,1e-06,False,0.4825987550101682,1.716338518163713,11.348112766761917,1.697,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,CAT,4,39667,ok,True,38809.36541431174,58900.008509399064,0.6589025434201536,3.5797844733926164e-10,0.001,6,300,newton-cholesky,1e-06,False,0.4037552277814566,0.5230040083696775,1.1717783200313283,1.785,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,DNAJC3,9,39667,ok,True,39227.19026352549,59211.334798017866,0.6624946118397358,9.6634374963123e-10,0.001,6,300,newton-cholesky,1e-06,False,0.4006132017615192,0.5152645776085916,1.193453015132809,1.897,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,EIF3E,10,39667,ok,True,82740.32511612063,182035.1541251763,0.4545293765578066,1.9856448235348653e-08,0.001,6,300,newton-cholesky,1e-06,False,0.3675672937810552,1.9560339829077067,22.165313448953537,1.84,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,GNG5,13,39667,ok,True,79504.58418421919,189673.9895355969,0.4191644008695153,3.5168487893035034e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3616068015181395,1.7315904908362114,24.098906972115493,2.107,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,MIF,18,39667,ok,True,103222.33576290237,216078.41609973635,0.4777077582578055,8.267524722840383e-15,0.001,7,300,newton-cholesky,1e-06,False,0.5515416378191211,2.396122721657801,28.51022849983842,2.152,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,MRPL33,20,39667,ok,True,69490.59949819368,145294.54304021873,0.4782739808676648,1.1898354440169424e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3868945981061549,1.3627196410114202,12.188453330437344,2.104,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,MT1X,22,39667,ok,True,126223.0667411942,347114.44060070557,0.3636353086398723,1.4221511824795615e-11,0.001,7,300,newton-cholesky,1e-06,False,0.7443375724785788,2.952328131696372,61.96795372603837,2.038,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,PERP,27,39667,ok,True,50936.652347892305,103267.09080278136,0.4932515475348357,1.6221929588932157e-08,0.001,6,300,newton-cholesky,1e-06,False,0.3700230463393261,0.9453954168452366,4.001203208614097,1.839,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,RPL37A,29,39667,ok,True,1324441.42090467,5160072.085387122,0.2566711082690828,1.911826173178975e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3298940859984763,51.04157107923463,24085.6966280767,2.106,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,RPS29,31,39667,ok,True,811645.4309179012,2755915.0727159344,0.2945103203481631,1.8237891063338878e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3595723820222666,29.9614288955555,6571.801315640856,2.21,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,SLIRP,36,39667,ok,True,67217.78106256439,140418.27111422387,0.4786968286191601,5.294389965067698e-13,0.001,7,300,newton-cholesky,1e-06,False,0.3699140051903528,1.341467718758666,11.59037512603776,2.183,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,SNRPE,39,39667,ok,True,58121.5107764077,109205.5657172723,0.5322211408792237,1.6709653622783041e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3890615643318545,1.0588650515541886,6.162848537907048,2.04,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,SOD2,40,39667,ok,True,69509.75272599877,127504.02189392998,0.5451573345962657,5.8594043627286064e-08,0.001,6,300,newton-cholesky,1e-06,False,1.6174785202648616,0.9513449466811204,14.656534456388206,1.794,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,TMCO1,45,39667,ok,True,41546.38081781206,63303.886824455454,0.6563006302128345,1.2806022311425994e-09,0.001,6,300,newton-cholesky,1e-06,False,0.4814269029076873,0.5607683969042278,1.3907696208153673,1.794,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND150,-1,2,slide,ZFAS1,49,39667,ok,True,102565.45323608322,281522.9758125955,0.3643235616561509,6.388402229886069e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3740619477412553,2.557718002369728,53.92740898082928,2.052,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,AMD1,0,39667,ok,True,79922.1217688267,230531.49406689385,0.3466863479643937,1.3006753211633093e-12,0.001,7,300,newton-cholesky,1e-06,False,0.3704847817505491,2.405299115133486,24.068043314828792,2.042,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,CAT,4,39667,ok,True,41863.71738061236,66656.84036348395,0.6280483316089822,1.659768247374289e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3635635018199,0.6553306274737187,1.5634972101754825,1.686,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,DNAJC3,9,39667,ok,True,41013.04885620252,65896.75965075378,0.6223833929553982,5.8288560028861515e-09,0.001,6,300,newton-cholesky,1e-06,False,0.3641167378145446,0.6172385106007513,1.4965343696478397,1.748,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,EIF3E,10,39667,ok,True,81433.83700459957,182237.37081248232,0.4468558597039514,6.106759681394666e-13,0.001,7,300,newton-cholesky,1e-06,False,0.3348298135201241,2.1277888421105704,22.225312316829065,2.175,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,GNG5,13,39667,ok,True,77168.72354879719,189389.4436448507,0.4074605324545254,2.1202316700728198e-11,0.001,7,300,newton-cholesky,1e-06,False,0.3317067272532646,1.7904051226460282,23.86581526218119,2.017,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,MIF,18,39667,ok,True,75196.35986965323,128784.42035885158,0.5838932974976492,7.559056473818918e-10,0.001,6,300,newton-cholesky,1e-06,False,0.5828014696711036,1.6211460407895733,8.071209164044413,1.777,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,MRPL33,20,39667,ok,True,69333.83104559302,149110.16654217948,0.4649839286845692,5.1331882160492135e-11,0.001,7,300,newton-cholesky,1e-06,False,0.353259415457244,1.538255981042176,12.66854980458752,2.076,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,MT1X,22,39667,ok,True,131755.04813968783,396138.2488600578,0.3325986534217058,2.3237909856577348e-11,0.001,7,300,newton-cholesky,1e-06,False,0.6648562034961716,3.522726699775632,78.22049770282237,1.939,a4_nb_guard__hoptimus0__slideout.csv
hoptimus0,PRAD,shipped,slide_out,MEND151,-1,0,slide,PERP,27,39667,ok,True,52058.532286217574,117228.64199927702,0.4440769030365346,3.4824876104358915e-08,0.001,6,300,newton-cholesky,1e-06,False,0.3416439465550505,1.1459399500844532,5.24812569023751,1.76,a4_nb_guard__hoptimus0__slideout.csv
