task,label_set,encoder,design,score,alpha,subset,gene_subset,is_conformal,n_folds,n_cells,coverage,coverage_sd,width_mean,width_median,width_median_of_cells,interval_score,miss_above,miss_below,n_infinite,n_spot_gene,n_genes,n_T,n_C,K_median,frac_infinite,_source
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.15,cqr_matched,all,True,4,4,0.8523639351959783,0.0028163451974858,1.1375148205950314,1.1874332792716833,1.1824933133532665,1.586750019220634,0.1128693173679148,0.0347667474361068,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.15,full,all,True,4,20,0.8495649643568866,0.0017296006257417,1.150433030826693,1.1906576307033223,1.1963773174670478,1.623584538892891,0.1172164933975061,0.0332185422456073,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.15,nb_matched,all,True,4,20,0.849575537802521,0.0028798468251718,1.0853871929990624,1.120172090938229,1.130061124090353,1.5462606055769736,0.1220350541548618,0.0283894080426171,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.2,cqr_matched,all,True,4,4,0.8013837069764058,0.0033686411632387,0.9871969781172084,1.0278711773611304,1.0265921547306478,1.4445184967467526,0.1399615370767516,0.0586547559468426,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.2,full,all,True,4,20,0.7998704280565506,0.0020785108901328,0.9956507237438004,1.0241558379603484,1.035970586265316,1.475338833483433,0.1441119302555369,0.0560176416879124,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.2,nb_matched,all,True,4,20,0.799757436354672,0.0033490023855957,0.930594678368914,0.9523729995279256,0.96934036069952,1.3998990096947446,0.1503684230433082,0.0498741406020197,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.3,cqr_matched,all,True,4,4,0.7015343208435328,0.0029519023294557,0.8049719533175098,0.8343349418330418,0.8373115722795252,1.256807033560579,0.1806388107542363,0.1178268684022307,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.3,full,all,True,4,20,0.7006200385432817,0.0025670085904263,0.8116673396124583,0.8328305402057934,0.8448149157949121,1.281022501929141,0.1819547400578555,0.1174252213988628,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled,0.3,nb_matched,all,True,4,20,0.7005764737025221,0.0042394537709109,0.7536791356826356,0.7681802241875253,0.7853687936481477,1.210529439723236,0.1881469877071343,0.1112765385903435,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.02,cqr_matched,all,True,4,4,0.9811797276626392,0.0011241769610581,2.562005130745315,2.6677674562958216,2.660609383342189,2.926530340987955,0.0167485495395839,0.002071722797777,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.02,full,all,True,4,20,0.9802236385689568,0.0009211495372319,2.740331330849481,2.7182098299993567,2.8472384072259658,3.136732177821936,0.0182656081250169,0.0015107533060262,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.02,nb_matched,all,True,4,20,0.9803719690458048,0.0010834820965686,2.668738238650082,2.6815818124258852,2.770604509448197,3.033655037036552,0.0182865965402898,0.0013414344139051,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.05,cqr_matched,all,True,4,4,0.952439906160551,0.001992418473923,1.8195912538435164,1.9063916722525145,1.8900398275482413,2.2112697618249495,0.0398885037771726,0.0076715900622763,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.05,full,all,True,4,20,0.949927252313589,0.0015439758627024,1.8686205531177569,1.9230335562602463,1.9442570074600791,2.296617828894454,0.0442625738924604,0.0058101737939505,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.05,nb_matched,all,True,4,20,0.9501812230234437,0.0016672963886065,1.8075919232760185,1.867721215490476,1.8785385590291688,2.208180097246088,0.044721676555466,0.0050971004210902,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.075,cqr_matched,all,True,4,4,0.9276320322032964,0.0021803683901401,1.545440628052554,1.6226488652211164,1.6055328209600583,1.9584533144770029,0.0595561296993555,0.0128118380973482,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.075,full,all,True,4,20,0.9249678858951772,0.0016031574895164,1.5760105477021953,1.6351722330607674,1.6408620982556763,2.021491888471562,0.0644161261015339,0.0106159880032887,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.075,nb_matched,all,True,4,20,0.9249856014594204,0.0018853067527153,1.5155022206934754,1.5727623125322243,1.5757549556508494,1.937377432847266,0.0658043134032171,0.0092100851373624,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.1,cqr_matched,all,True,4,4,0.9028042135245608,0.002335563289402,1.3704044306701553,1.436132480332772,1.4239496597854906,1.7973448325708423,0.0780119313874489,0.0191838550879902,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.1,full,all,True,4,20,0.8998533133846692,0.0014193511931426,1.3871866328324671,1.4422693675862717,1.4449856689303866,1.8468914588771803,0.0834020794439235,0.0167446071714071,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.1,nb_matched,all,True,4,20,0.9000826967509837,0.0020420865669037,1.327876338042865,1.3772056186910049,1.3812169850861638,1.7657993930136129,0.0855511545227571,0.0143661487262591,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.15,cqr_matched,all,True,4,4,0.8524005772375431,0.0032310386368455,1.1346084089818496,1.1842160137510382,1.1794844583485642,1.5854618413099888,0.1127825752322837,0.0348168475301732,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.15,full,all,True,4,20,0.8496194861493418,0.0017203253623827,1.144831815553038,1.186111173238337,1.1935134161848295,1.6224298509255646,0.117130330528328,0.0332501833223301,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.15,nb_matched,all,True,4,20,0.8496431422097958,0.002829679054908,1.0799468394949303,1.1135167535136408,1.1241349724107572,1.543627861162301,0.1219875869606989,0.0283692708295052,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.2,cqr_matched,all,True,4,4,0.8010760800424098,0.0034947623874413,0.9849502760102484,1.0251765808486777,1.0242658534915663,1.443901021307604,0.1400180326070735,0.0589058873505166,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.2,full,all,True,4,20,0.7999347953864564,0.0020466394373987,0.9924318859237286,1.0220745359177568,1.0351974249872424,1.475110144522644,0.1439063385403835,0.0561588660731599,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.2,nb_matched,all,True,4,20,0.7998365237139315,0.0033528174749763,0.9282475418919112,0.9491332848287464,0.9666622147357014,1.3987177538775488,0.1501159547873012,0.0500475214987672,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.3,cqr_matched,all,True,4,4,0.7014868396761023,0.0029633039957104,0.8042284814108657,0.8335002213684093,0.8365349895636647,1.256550520691239,0.1804613248757501,0.1180518354481475,0,119784,6,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.3,full,all,True,4,20,0.7006666184887995,0.0025518762949943,0.8096794311080628,0.8322880146225453,0.844821294880448,1.281023135989093,0.1817178053331765,0.117615576178024,0,4991000,50,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
LYMPH_IDC,shipped,hoptimus0,random,scaled_clip,0.3,nb_matched,all,True,4,20,0.7006647919687292,0.0042643051063528,0.7528724415436681,0.7670148886277663,0.7843377733861033,1.210047844502119,0.1878007279523647,0.111534480078906,0,1597120,16,9980,2995,2995.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.02,cqr_matched,all,True,3,3,0.9740334612046772,0.0202208789100475,4.427045641952322,4.138812217575977,4.42704564195229,5.7141390959487035,0.0220669906332735,0.0038995481620492,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.02,full,all,True,3,3,0.9733612466345708,0.0110460798031097,4.468352368019006,4.137893581921304,4.468352368018998,5.671576367591375,0.0194140733138032,0.007224680051626,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.02,nb_matched,all,True,3,3,0.9715879564258904,0.0278658104029571,4.002582788062567,3.761478431932951,4.002582788062513,5.2748179988158626,0.0250265147748584,0.0033855287992511,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.05,cqr_matched,all,True,3,3,0.9444838016810344,0.0300252220613922,3.6386639291384473,3.3940581311755493,3.6386639291384406,4.686028890828646,0.0419848512838683,0.013531347035097,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.05,full,all,True,3,3,0.9461622632111536,0.0156642625405517,3.7645357281493297,3.43996329199253,3.764535728149325,4.723408060849225,0.0358218799548338,0.0180158568340125,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.05,nb_matched,all,True,3,3,0.9450659827426748,0.0350429462599257,3.338460096950787,3.149783200629106,3.338460096950776,4.301986439580969,0.0424839964004622,0.012450020856863,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.075,cqr_matched,all,True,3,3,0.9186953755138696,0.0312410576574815,3.27415234204158,2.98938415856573,3.2741523420416043,4.23405845989878,0.054811340821512,0.0264932836646184,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.075,full,all,True,3,3,0.9180578726183812,0.027148404544021,3.3658623392643334,3.1227563135222804,3.365862339264336,4.322912507025311,0.0508124673685478,0.0311296600130709,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.075,nb_matched,all,True,3,3,0.92155302159527,0.0347123986645761,3.0097631586354687,2.8210667091315726,3.0097631586354647,3.886861387025584,0.0546380302647989,0.0238089481399312,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.1,cqr_matched,all,True,3,3,0.8935438365943922,0.0342596974965374,3.024660672740442,2.720028124304557,3.024660672740452,3.9496656086848394,0.0677738200699489,0.0386823433356589,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.1,full,all,True,3,3,0.8909091605099552,0.0359330102869029,3.103194049937089,2.868910075119113,3.1031940499370805,4.075053669484151,0.0646733959512029,0.0444174435388418,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.1,nb_matched,all,True,3,3,0.8972983629199093,0.0324636796259244,2.7742072168723353,2.5710134996106473,2.7742072168723406,3.620896177097594,0.0673076672832131,0.0353939697968775,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.15,cqr_matched,all,True,3,3,0.8535803701955095,0.0313663468350622,2.7050105165072753,2.3606948662229086,2.7050105165072647,3.556274069669555,0.087399959694956,0.0590196701095344,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.15,full,all,True,3,3,0.8431253743196371,0.0426795273459864,2.7456250095518464,2.5009523383500545,2.745625009551855,3.7130076687343543,0.0884363457917906,0.0684382798885724,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.15,nb_matched,all,True,3,3,0.8512438805030427,0.0243474084373456,2.448450910488148,2.2232487564573287,2.44845091048815,3.2588352582043516,0.0899423897235601,0.0588137297733972,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.2,cqr_matched,all,True,3,3,0.8108361843901531,0.0316392995919551,2.4546282682225105,2.0649192007769286,2.4546282682225287,3.282960842527237,0.1073410194920087,0.0818227961178379,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.2,full,all,True,3,3,0.7984339701216484,0.0466600910909999,2.479722147153983,2.246278247928859,2.4797221471539976,3.438950356875624,0.1102398476948643,0.0913261821834873,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.2,nb_matched,all,True,3,3,0.8052092614527316,0.0219960632703781,2.200503380368543,1.968665231557247,2.200503380368544,3.0068238459088223,0.1117252666457488,0.0830654719015196,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.3,cqr_matched,all,True,3,3,0.7223642310119204,0.0401807357339528,2.06959412594672,1.603578417255512,2.069594125946729,2.8979003669704952,0.146062353569859,0.1315734154182207,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.3,full,all,True,3,3,0.7119268187139731,0.0525096886426321,2.0799109213282123,1.7776371741096508,2.079910921328217,3.032017637468482,0.1519533773492517,0.1361198039367752,0,378550,50,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,abs,0.3,nb_matched,all,True,3,3,0.7144330730285969,0.029754399115098,1.825930032151448,1.5622036622453586,1.825930032151459,2.644989804986056,0.1536528346323846,0.1319140923390184,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.02,cqr_matched,every_kth_16,False,3,3,0.7765917986854328,0.0146082031534672,1.661167096111181,1.7309856169634037,1.5961777843102083,15.874623477204455,0.191256140883646,0.0321520604309211,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.02,full,every_kth_16,False,3,3,0.7908240375613976,0.0067570516138561,1.6004153373174324,1.535056728662697,1.567934024190308,12.932350216282687,0.1873900966386276,0.0217858657999748,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.02,nb_matched,every_kth_16,False,3,3,0.7908240375613976,0.0067570516138561,1.6004153373174324,1.535056728662697,1.567934024190308,12.932350216282687,0.1873900966386276,0.0217858657999748,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.05,cqr_matched,every_kth_16,False,3,3,0.7201351932418222,0.0130037960629953,1.46140889475204,1.535056728662697,1.4366562401971994,8.814333538220076,0.2287071491003185,0.0511576576578591,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.05,full,every_kth_16,False,3,3,0.7337703470879493,0.0112798828617679,1.4207964601618162,1.4606755448912938,1.4239931490909778,7.338789512194282,0.2317211447816685,0.0345085081303821,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.05,nb_matched,every_kth_16,False,3,3,0.7337703470879493,0.0112798828617679,1.4207964601618162,1.4606755448912938,1.4239931490909778,7.338789512194282,0.2317211447816685,0.0345085081303821,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.075,cqr_matched,every_kth_16,False,3,3,0.6898432720904357,0.0123706014020769,1.3577953583668014,1.4180644210546651,1.3214765379416995,6.933455694848148,0.2469912650378795,0.0631654628716847,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.075,full,every_kth_16,False,3,3,0.7020230602508103,0.0134122876500378,1.3269452684320309,1.290400336969297,1.3290913111450486,5.835512669224026,0.2552229431842818,0.0427539965649079,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.075,nb_matched,every_kth_16,False,3,3,0.7020230602508103,0.0134122876500378,1.3269452684320309,1.290400336969297,1.3290913111450486,5.835512669224026,0.2552229431842818,0.0427539965649079,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.1,cqr_matched,every_kth_16,False,3,3,0.664808186913327,0.0141305182511255,1.27416834396907,1.290400336969297,1.2574367774746569,5.86795263038024,0.2624590911272166,0.0727327219594564,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.1,full,every_kth_16,False,3,3,0.6770078363701661,0.0168717365798225,1.2513033447382211,1.255280165083355,1.2538349667656636,4.996750174158137,0.2732221021184876,0.0497700615113461,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.1,nb_matched,every_kth_16,False,3,3,0.6770078363701661,0.0168717365798225,1.2513033447382211,1.255280165083355,1.2538349667656636,4.996750174158137,0.2732221021184876,0.0497700615113461,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.15,cqr_matched,every_kth_16,False,3,3,0.6220039418236579,0.0163998932971404,1.1388044454909607,1.2168860804312462,1.0916942340589533,4.7053472098345175,0.2865339744793173,0.0914620836970247,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.15,full,every_kth_16,False,3,3,0.6347594920860203,0.0214272077241185,1.128079655162529,1.1499958486105293,1.094975033533986,4.062574686369799,0.3018439447665934,0.0633965631473863,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.15,nb_matched,every_kth_16,False,3,3,0.6347594920860203,0.0214272077241185,1.128079655162529,1.1499958486105293,1.094975033533986,4.062574686369799,0.3018439447665934,0.0633965631473863,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.2,cqr_matched,every_kth_16,False,3,3,0.5889726118049048,0.0151541193559329,1.0276951140627073,1.0986122886681098,1.0012981469955504,4.041187913730467,0.3034078789533305,0.1076195092417647,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.2,full,every_kth_16,False,3,3,0.6007822391018499,0.0267979157574034,1.0258836163605796,1.0986122886681098,1.023125681532706,3.526873618778668,0.3234904529551248,0.0757273079430252,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.2,nb_matched,every_kth_16,False,3,3,0.6007822391018499,0.0267979157574034,1.0258836163605796,1.0986122886681098,1.023125681532706,3.526873618778668,0.3234904529551248,0.0757273079430252,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.3,cqr_matched,every_kth_16,False,3,3,0.5319642073478176,0.0170121214636331,0.8437459262637407,0.9315225429861854,0.8830401945605061,3.2562293792819132,0.332059105772551,0.1359766868796313,0,45426,6,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.3,full,every_kth_16,False,3,3,0.5427314148647769,0.037466675367945,0.8546482938165322,0.8455928268316133,0.8830520482741564,2.8882289207129914,0.3584998042751556,0.0987687808600674,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb,0.3,nb_matched,every_kth_16,False,3,3,0.5427314148647769,0.037466675367945,0.8546482938165322,0.8455928268316133,0.8830520482741564,2.8882289207129914,0.3584998042751556,0.0987687808600674,0,121136,16,1951,2010,1.0,0.0,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.02,cqr_matched,every_kth_16,True,3,3,0.9621568843354484,0.0368629130809693,2.6091181746905368,2.5021972600236135,2.5593211576196815,5.256493664321643,0.0361562654461407,0.0016868502184107,11532,45426,6,1951,2010,1.0,0.2538634262316735,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.02,full,every_kth_16,True,3,3,0.9640898229013358,0.0220690693127023,2.532341663361928,2.4218099077513178,2.511373725736109,4.742496857200822,0.0348730872191705,0.0010370898794936,21523,121136,16,1951,2010,1.0,0.177676330735702,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.02,nb_matched,every_kth_16,True,3,3,0.9640898229013358,0.0220690693127023,2.532341663361928,2.4218099077513178,2.511373725736109,4.742496857200822,0.0348730872191705,0.0010370898794936,21523,121136,16,1951,2010,1.0,0.177676330735702,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.05,cqr_matched,every_kth_16,True,3,3,0.930258152924945,0.0550093044349193,2.413607391008709,2.3633589452586974,2.349600772952633,3.865958389770686,0.0657962328549738,0.0039456142200812,3902,45426,6,1951,2010,1.0,0.0858979439087747,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.05,full,every_kth_16,True,3,3,0.9386147454422796,0.0343375122773035,2.303176478223596,2.209347125393178,2.2744715716381427,3.555199597997095,0.0583356138426693,0.0030496407150511,7863,121136,16,1951,2010,1.0,0.064910513802668,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.05,nb_matched,every_kth_16,True,3,3,0.9386147454422796,0.0343375122773035,2.303176478223596,2.209347125393178,2.2744715716381427,3.555199597997095,0.0583356138426693,0.0030496407150511,7863,121136,16,1951,2010,1.0,0.064910513802668,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.075,cqr_matched,every_kth_16,True,3,3,0.910402467721417,0.0609277541488947,2.257675172365607,2.209347125393178,2.206026672504171,3.5454147130797327,0.0838455764207303,0.0057519558578527,1951,45426,6,1951,2010,1.0,0.0429489719543873,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.075,full,every_kth_16,True,3,3,0.9210057750257756,0.0408044418265009,2.147028732082643,2.0228085294147036,2.1182129671030325,3.2311791331635384,0.0744293403190532,0.004564884655171,5912,121136,16,1951,2010,1.0,0.0488046493197728,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.075,nb_matched,every_kth_16,True,3,3,0.9210057750257756,0.0408044418265009,2.147028732082643,2.0228085294147036,2.1182129671030325,3.2311791331635384,0.0744293403190532,0.004564884655171,5912,121136,16,1951,2010,1.0,0.0488046493197728,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.1,cqr_matched,every_kth_16,True,3,3,0.8918844307197924,0.0654053356495887,2.113816415067054,2.0579287013006455,2.089092983812239,3.307441876584632,0.0989451410581136,0.0091704282220939,1951,45426,6,1951,2010,1.0,0.0429489719543873,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.1,full,every_kth_16,True,3,3,0.9009936529203812,0.0449530205313162,2.0473478658255018,1.9835475175292423,2.0452809727963146,3.040616534623686,0.0919939757592104,0.0070123713204083,1951,121136,16,1951,2010,1.0,0.0161058644828952,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.1,nb_matched,every_kth_16,True,3,3,0.9009936529203812,0.0449530205313162,2.0473478658255018,1.9835475175292423,2.0452809727963146,3.040616534623686,0.0919939757592104,0.0070123713204083,1951,121136,16,1951,2010,1.0,0.0161058644828952,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.15,cqr_matched,every_kth_16,True,3,3,0.8593914692390303,0.0713560535934999,1.920643029913064,1.8782632010564164,1.8568771868913856,2.9765542947414185,0.1249135897919623,0.0156949409690073,1951,45426,6,1951,2010,1.0,0.0429489719543873,a4_scores_by_task__hoptimus0__main9.csv
PAAD,shipped,hoptimus0,donor,nb_conformal,0.15,full,every_kth_16,True,3,3,0.865378045003054,0.0535375371082523,1.859196114954278,1.7823691769058227,1.8429886479632152,2.756028357543416,0.122746812803771,0.0118751421931749,1951,121136,16,1951,2010,1.0,0.0161058644828952,a4_scores_by_task__hoptimus0__main9.csv
