task,label_set,encoder,design,score,alpha,subset,gene_subset,is_conformal,n_folds,n_cells,coverage,coverage_sd,width_mean,width_median,width_median_of_cells,interval_score,miss_above,miss_below,n_infinite,n_spot_gene,n_genes,n_T,n_C,K_median,frac_infinite,_source
CCRCC,shipped,hoptimus0,donor,cqr,0.02,full,every_kth_6,True,24,24,0.9521931543542131,0.1208102814785104,3.2571735822020425,3.0400711238442266,3.2749172404598625,6.247229675547984,0.0476714623544217,0.000135383291365,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.05,cqr_matched,every_kth_6,True,24,24,0.9238138576104528,0.1403423620851998,2.5981636088293145,2.4006466196337444,2.6159072670871346,4.472848589336627,0.075270386469009,0.0009157559205381,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.05,full,every_kth_6,True,24,24,0.9238138576104528,0.1403423620851998,2.5981636088293145,2.4006466196337444,2.6159072670871346,4.472848589336627,0.075270386469009,0.0009157559205381,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.075,cqr_matched,every_kth_6,True,24,24,0.902556825160016,0.147229712998086,2.2695752510838334,2.08785855808118,2.287318909341653,3.838949010202251,0.0951185257414511,0.0023262422264163,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.075,full,every_kth_6,True,24,24,0.902556825160016,0.147229712998086,2.2695752510838334,2.08785855808118,2.287318909341653,3.838949010202251,0.0951185257414511,0.0023262422264163,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.1,cqr_matched,every_kth_6,True,24,24,0.8841284036424083,0.1503694511970907,2.047080527567523,1.8809030646234808,2.064824185825343,3.4113755122587057,0.1114000501743499,0.004477918694776,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.1,full,every_kth_6,True,24,24,0.8841284036424083,0.1503694511970907,2.047080527567523,1.8809030646234808,2.064824185825343,3.4113755122587057,0.1114000501743499,0.004477918694776,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.15,cqr_matched,every_kth_6,True,24,24,0.8558899622432298,0.1515019856524762,1.7809857218434118,1.6521925281941614,1.7987293801012318,2.8422315345074547,0.1328908057677042,0.0112496811446475,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.15,full,every_kth_6,True,24,24,0.8558899622432298,0.1515019856524762,1.7809857218434118,1.6521925281941614,1.7987293801012318,2.8422315345074547,0.1328908057677042,0.0112496811446475,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.2,cqr_matched,every_kth_6,True,24,24,0.8358541954788404,0.1529327958194207,1.6501307980873348,1.559335950711638,1.6678744563451549,2.5152481723963813,0.1448356285589452,0.0194341576832781,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.2,full,every_kth_6,True,24,24,0.8358541954788404,0.1529327958194207,1.6501307980873348,1.559335950711638,1.6678744563451549,2.5152481723963813,0.1448356285589452,0.0194341576832781,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.3,cqr_matched,every_kth_6,True,24,24,0.8042935386115259,0.1536063032192337,1.5221702762651164,1.4870782686866262,1.539913934522937,2.1640843990207466,0.1576494609743451,0.0387040143455965,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,donor,cqr,0.3,full,every_kth_6,True,24,24,0.8042935386115259,0.1536063032192337,1.5221702762651164,1.4870782686866262,1.539913934522937,2.1640843990207466,0.1576494609743451,0.0387040143455965,0,445320,6,35996,12289,6.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.02,cqr_matched,all,True,6,6,0.93197853199548,0.0688295379670321,3.0861369797853406,2.950906383901468,3.086136979785359,6.845189703832091,0.0483573803492273,0.0196640876552925,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.02,full,all,True,6,6,0.9381147899875972,0.0615695619666707,3.1960058335996546,3.070530635822012,3.1960058335996635,6.429322891771637,0.044850554747042,0.0170346552653607,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.05,cqr_matched,all,True,6,6,0.8943189011060136,0.0821228461796662,2.570634409310556,2.472907313063365,2.57063440931056,4.776592994403721,0.0649252194460637,0.0407558794479225,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.05,full,all,True,6,6,0.901648888126142,0.0847582361461648,2.6546456482373606,2.560497922020419,2.6546456482373535,4.655478016235848,0.0639085214105451,0.0344425904633129,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.075,cqr_matched,all,True,6,6,0.8655224359983343,0.0943683157092071,2.2729693491433145,2.1968568834619533,2.27296934914334,4.0724465017346745,0.0782516878370434,0.0562258761646221,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.075,full,all,True,6,6,0.8756818116115256,0.0995714468229073,2.3484728967894317,2.2548662460049123,2.3484728967894313,4.01602558709975,0.0775071960955818,0.0468109922928925,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.1,cqr_matched,all,True,6,6,0.8369736156285383,0.1031086238501814,2.0463178762002783,1.991923834089908,2.0463178762002765,3.642188374734708,0.092718749247941,0.0703076351235206,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.1,full,all,True,6,6,0.850523299891978,0.111802881165066,2.1227582871333746,2.029323560636159,2.122758287133378,3.6092169399009,0.0905440798943865,0.0589326202136354,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.15,cqr_matched,all,True,6,6,0.7866302872388742,0.1173904873415589,1.7660435775370502,1.727490651527143,1.766043577537059,3.128937514087964,0.1173303195995255,0.0960393931616003,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.15,full,all,True,6,6,0.8024949515510243,0.1319589123267385,1.8234362367665224,1.7486013811547096,1.8234362367665211,3.1064309604181086,0.1138915090543295,0.0836135393946462,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.2,cqr_matched,all,True,6,6,0.7401451152825325,0.1285785326146604,1.574617821057857,1.5365176905711897,1.5746178210578563,2.8017120834537894,0.1377620379610511,0.1220928467564164,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.2,full,all,True,6,6,0.7561870388328281,0.1475589194752494,1.611837313980814,1.5557690931141597,1.6118373139808124,2.78020455614764,0.1346248168584261,0.1091881443087458,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.3,cqr_matched,all,True,6,6,0.6478817752703409,0.1416162460887848,1.2901927330353768,1.24486132534455,1.2901927330353824,2.380935902994274,0.1759239064042379,0.1761943183254213,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,abs,0.3,full,all,True,6,6,0.6650595146914576,0.1648831159156437,1.304439303556553,1.250561063703664,1.3044393035565516,2.3481659194969065,0.1725882725128839,0.1623522127956582,0,3711000,50,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,cqr,0.02,cqr_matched,every_kth_6,True,6,6,0.9496686156217756,0.0499001168080808,3.2086997814193308,3.1230142010305477,3.2245705946113343,6.503860927004456,0.0487284711881827,0.0016029131900415,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,cqr,0.02,full,every_kth_6,True,6,6,0.9496686156217756,0.0499001168080808,3.2086997814193308,3.1230142010305477,3.2245705946113343,6.503860927004456,0.0487284711881827,0.0016029131900415,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
CCRCC,shipped,hoptimus0,patient,cqr,0.05,cqr_matched,every_kth_6,True,6,6,0.9207494624116848,0.0527114482337006,2.590760061119704,2.533719300563668,2.606630874311708,4.594509017981991,0.0742074894011085,0.0050430481872066,0,445320,6,35996,10905,5.0,0.0,a4_scores_by_task__hoptimus0__cqrmain.csv
