name,scope,value,n,source,note
frac_nb_alpha_g_exactly_zero,task CCRCC,0.0,5760,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task CCRCC,0.45650576413522487,5760,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task COAD,0.022321428571428572,1344,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task COAD,0.2557225681060174,1344,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task HCC,0.47632575757575757,1056,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task HCC,0.4303534733631272,1056,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task IDC,0.00946969696969697,2112,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task IDC,0.21577875330862697,2112,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task LUNG,0.20643939393939395,1056,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task LUNG,0.17495619849160532,1056,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task LYMPH_IDC,0.001893939393939394,2112,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task LYMPH_IDC,0.5431695948500005,2112,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task PAAD,0.1736111111111111,1008,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task PAAD,0.3097950973827536,1008,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task PRAD,0.0,4368,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task PRAD,0.5245981709599664,4368,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task READ,0.3189102564102564,1248,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task READ,0.5032190099408974,1248,a4_nb_dispersion.csv,
frac_nb_alpha_g_exactly_zero,task SKCM,0.8390151515151515,1056,a4_nb_dispersion.csv,
nb_deviance_ratio_mean,task SKCM,0.06591813992760222,1056,a4_nb_dispersion.csv,
nb_guard_fail_count,every NB fit,0.0,21120,a4_nb_guard.csv,"deviance finite, no worse than intercept-only, and intercept score residual under the tolerance; the library flag is recorded and not used"
nb_max_score_residual,every NB fit,7.312901684957304e-07,21120,a4_nb_guard.csv,
nb_max_n_iter,every NB fit,13.0,21120,a4_nb_guard.csv,max_iter 300
nb_pit_ks_pooled_median,design donor,0.15978416812304347,480,a4_pit.csv,"pooled over folds per (task, gene), read off a 1000-bin histogram so resolved to 1e-3"
nb_pit_ks_cell_median,design donor,0.2242111623182703,480,a4_pit.csv,"median over (task, gene) of the median exact per-cell KS"
nb_log_score_mean,design donor,48.00556523855023,480,a4_pit.csv,negative log predictive mass at the observed count
nb_pit_ks_pooled_median,design patient,0.1669927992247907,480,a4_pit.csv,"pooled over folds per (task, gene), read off a 1000-bin histogram so resolved to 1e-3"
nb_pit_ks_cell_median,design patient,0.22535549064244814,480,a4_pit.csv,"median over (task, gene) of the median exact per-cell KS"
nb_log_score_mean,design patient,117.38976498301362,480,a4_pit.csv,negative log predictive mass at the observed count
nb_pit_ks_pooled_median,design random,0.0604713627602532,480,a4_pit.csv,"pooled over folds per (task, gene), read off a 1000-bin histogram so resolved to 1e-3"
nb_pit_ks_cell_median,design random,0.0650329542013421,480,a4_pit.csv,"median over (task, gene) of the median exact per-cell KS"
nb_log_score_mean,design random,4.657371409206405,480,a4_pit.csv,negative log predictive mass at the observed count
nb_pit_ks_pooled_median,design slide_out,0.0607620447617483,96,a4_pit.csv,"pooled over folds per (task, gene), read off a 1000-bin histogram so resolved to 1e-3"
nb_pit_ks_cell_median,design slide_out,0.10377319653484154,96,a4_pit.csv,"median over (task, gene) of the median exact per-cell KS"
nb_log_score_mean,design slide_out,1.591679747976387,96,a4_pit.csv,negative log predictive mass at the observed count
nb_pit_ks_pooled_median,"task CCRCC, design random",0.020415656157369948,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task COAD, design random",0.08322576832151296,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task HCC, design random",0.0677140133460438,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task IDC, design random",0.13818122467357044,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task LUNG, design random",0.11569112562427965,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task LYMPH_IDC, design random",0.012340913644560199,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task PAAD, design random",0.0646029586580372,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task PRAD, design random",0.01785592409504065,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task READ, design random",0.0401152016176995,48,a4_pit.csv,
nb_pit_ks_pooled_median,"task SKCM, design random",0.13707415952537894,48,a4_pit.csv,
coverage_abs,"subset cqr_matched, design donor",0.839168308154658,147,a4_by_fold.csv,
width_mean_abs,"subset cqr_matched, design donor",2.634755039860733,147,a4_by_fold.csv,
coverage_cqr,"subset cqr_matched, design donor",0.8484280993899793,133,a4_by_fold.csv,
width_mean_cqr,"subset cqr_matched, design donor",2.64917503875447,133,a4_by_fold.csv,
coverage_nb,"subset cqr_matched, design donor",0.710448581121102,147,a4_by_fold.csv,
width_mean_nb,"subset cqr_matched, design donor",1.3181322774747162,147,a4_by_fold.csv,
coverage_nb_conformal,"subset cqr_matched, design donor",0.8541666296646188,147,a4_by_fold.csv,
width_mean_nb_conformal,"subset cqr_matched, design donor",1.9195788623525074,147,a4_by_fold.csv,
coverage_scaled,"subset cqr_matched, design donor",0.8386969540630491,147,a4_by_fold.csv,
width_mean_scaled,"subset cqr_matched, design donor",4.08904681851924,147,a4_by_fold.csv,
coverage_scaled_clip,"subset cqr_matched, design donor",0.8392456686829756,147,a4_by_fold.csv,
width_mean_scaled_clip,"subset cqr_matched, design donor",4.07664384517198,147,a4_by_fold.csv,
coverage_abs,"subset cqr_matched, design patient",0.8052794771249019,87,a4_by_fold.csv,
width_mean_abs,"subset cqr_matched, design patient",2.771601328800549,87,a4_by_fold.csv,
coverage_cqr,"subset cqr_matched, design patient",0.809808198408596,87,a4_by_fold.csv,
width_mean_cqr,"subset cqr_matched, design patient",2.7088702795172703,87,a4_by_fold.csv,
coverage_nb,"subset cqr_matched, design patient",0.6534445893592195,87,a4_by_fold.csv,
width_mean_nb,"subset cqr_matched, design patient",1.2506100440741534,87,a4_by_fold.csv,
coverage_nb_conformal,"subset cqr_matched, design patient",0.8237459912497568,87,a4_by_fold.csv,
width_mean_nb_conformal,"subset cqr_matched, design patient",1.9256872746509306,87,a4_by_fold.csv,
coverage_scaled,"subset cqr_matched, design patient",0.8004510230875634,87,a4_by_fold.csv,
width_mean_scaled,"subset cqr_matched, design patient",4.0671946458718455,87,a4_by_fold.csv,
coverage_scaled_clip,"subset cqr_matched, design patient",0.8011808179384292,87,a4_by_fold.csv,
width_mean_scaled_clip,"subset cqr_matched, design patient",4.054993623258077,87,a4_by_fold.csv,
coverage_abs,"subset cqr_matched, design random",0.8936861464292526,87,a4_by_fold.csv,
width_mean_abs,"subset cqr_matched, design random",1.927504208864136,87,a4_by_fold.csv,
coverage_cqr,"subset cqr_matched, design random",0.898455825435788,87,a4_by_fold.csv,
width_mean_cqr,"subset cqr_matched, design random",1.9164819579331331,87,a4_by_fold.csv,
coverage_nb,"subset cqr_matched, design random",0.8050738598629662,87,a4_by_fold.csv,
width_mean_nb,"subset cqr_matched, design random",1.2827589676760676,87,a4_by_fold.csv,
coverage_nb_conformal,"subset cqr_matched, design random",0.9066348407671689,87,a4_by_fold.csv,
width_mean_nb_conformal,"subset cqr_matched, design random",1.6968683594730778,87,a4_by_fold.csv,
coverage_scaled,"subset cqr_matched, design random",0.900198210837282,87,a4_by_fold.csv,
width_mean_scaled,"subset cqr_matched, design random",2.107195866366617,87,a4_by_fold.csv,
coverage_scaled_clip,"subset cqr_matched, design random",0.8999955896692119,87,a4_by_fold.csv,
width_mean_scaled_clip,"subset cqr_matched, design random",2.098497855794761,87,a4_by_fold.csv,
coverage_abs,"subset cqr_matched, design slide_out",0.8830868779437477,81,a4_by_fold.csv,
width_mean_abs,"subset cqr_matched, design slide_out",2.3372930506004326,81,a4_by_fold.csv,
coverage_cqr,"subset cqr_matched, design slide_out",0.9038132646731956,81,a4_by_fold.csv,
width_mean_cqr,"subset cqr_matched, design slide_out",2.077557763157548,81,a4_by_fold.csv,
coverage_nb,"subset cqr_matched, design slide_out",0.838314517032713,81,a4_by_fold.csv,
width_mean_nb,"subset cqr_matched, design slide_out",1.5365283344840803,81,a4_by_fold.csv,
coverage_nb_conformal,"subset cqr_matched, design slide_out",0.8949413935947783,81,a4_by_fold.csv,
width_mean_nb_conformal,"subset cqr_matched, design slide_out",1.8786338525515693,81,a4_by_fold.csv,
coverage_scaled,"subset cqr_matched, design slide_out",0.8963585139700591,81,a4_by_fold.csv,
width_mean_scaled,"subset cqr_matched, design slide_out",3.649830500496515,81,a4_by_fold.csv,
coverage_scaled_clip,"subset cqr_matched, design slide_out",0.889285403379715,81,a4_by_fold.csv,
width_mean_scaled_clip,"subset cqr_matched, design slide_out",3.5777574219530672,81,a4_by_fold.csv,
coverage_abs,"subset full, design donor",0.8338037037070817,411,a4_by_fold.csv,
width_mean_abs,"subset full, design donor",2.4678737906241377,411,a4_by_fold.csv,
coverage_cqr,"subset full, design donor",0.8491517111677193,134,a4_by_fold.csv,
width_mean_cqr,"subset full, design donor",2.6410882930789557,134,a4_by_fold.csv,
coverage_nb,"subset full, design donor",0.7062604840123128,411,a4_by_fold.csv,
width_mean_nb,"subset full, design donor",1.337679957309985,411,a4_by_fold.csv,
coverage_nb_conformal,"subset full, design donor",0.8444989416249813,411,a4_by_fold.csv,
width_mean_nb_conformal,"subset full, design donor",1.9015406464996178,411,a4_by_fold.csv,
coverage_scaled,"subset full, design donor",0.8399379280793646,411,a4_by_fold.csv,
width_mean_scaled,"subset full, design donor",4.835052710531116,411,a4_by_fold.csv,
coverage_scaled_clip,"subset full, design donor",0.8402387108425279,411,a4_by_fold.csv,
width_mean_scaled_clip,"subset full, design donor",4.764600317960438,411,a4_by_fold.csv,
coverage_abs,"subset full, design patient",0.7939165764620948,231,a4_by_fold.csv,
width_mean_abs,"subset full, design patient",2.5687610574446444,231,a4_by_fold.csv,
coverage_cqr,"subset full, design patient",0.809808198408596,87,a4_by_fold.csv,
width_mean_cqr,"subset full, design patient",2.7088702795172703,87,a4_by_fold.csv,
coverage_nb,"subset full, design patient",0.6485423302544734,231,a4_by_fold.csv,
width_mean_nb,"subset full, design patient",1.2633842183644022,231,a4_by_fold.csv,
coverage_nb_conformal,"subset full, design patient",0.8190635273591663,231,a4_by_fold.csv,
width_mean_nb_conformal,"subset full, design patient",1.9496697274612056,231,a4_by_fold.csv,
coverage_scaled,"subset full, design patient",0.8017843216385772,231,a4_by_fold.csv,
width_mean_scaled,"subset full, design patient",7.296105857904735,231,a4_by_fold.csv,
coverage_scaled_clip,"subset full, design patient",0.802414829406208,231,a4_by_fold.csv,
width_mean_scaled_clip,"subset full, design patient",7.175722312457755,231,a4_by_fold.csv,
coverage_abs,"subset full, design random",0.8923634810590435,435,a4_by_fold.csv,
width_mean_abs,"subset full, design random",1.8874313551523623,435,a4_by_fold.csv,
coverage_cqr,"subset full, design random",0.898455825435788,87,a4_by_fold.csv,
width_mean_cqr,"subset full, design random",1.9164819579331331,87,a4_by_fold.csv,
coverage_nb,"subset full, design random",0.8112793303662911,435,a4_by_fold.csv,
width_mean_nb,"subset full, design random",1.2761491038054165,435,a4_by_fold.csv,
coverage_nb_conformal,"subset full, design random",0.9083212032838133,435,a4_by_fold.csv,
width_mean_nb_conformal,"subset full, design random",1.6644799059912914,435,a4_by_fold.csv,
coverage_scaled,"subset full, design random",0.8996538549544748,435,a4_by_fold.csv,
width_mean_scaled,"subset full, design random",2.075365573808263,435,a4_by_fold.csv,
coverage_scaled_clip,"subset full, design random",0.8993347487691966,435,a4_by_fold.csv,
width_mean_scaled_clip,"subset full, design random",2.0610485933327474,435,a4_by_fold.csv,
coverage_abs,"subset full, design slide_out",0.8886284058784262,243,a4_by_fold.csv,
width_mean_abs,"subset full, design slide_out",2.019690588037,243,a4_by_fold.csv,
coverage_cqr,"subset full, design slide_out",0.9038132646731956,81,a4_by_fold.csv,
width_mean_cqr,"subset full, design slide_out",2.077557763157548,81,a4_by_fold.csv,
coverage_nb,"subset full, design slide_out",0.8477785060163462,243,a4_by_fold.csv,
width_mean_nb,"subset full, design slide_out",1.450449363540168,243,a4_by_fold.csv,
coverage_nb_conformal,"subset full, design slide_out",0.8975759490057456,243,a4_by_fold.csv,
width_mean_nb_conformal,"subset full, design slide_out",1.7228568344592146,243,a4_by_fold.csv,
coverage_scaled,"subset full, design slide_out",0.8947727308236306,243,a4_by_fold.csv,
width_mean_scaled,"subset full, design slide_out",2.5823172810650616,243,a4_by_fold.csv,
coverage_scaled_clip,"subset full, design slide_out",0.8932202818331896,243,a4_by_fold.csv,
width_mean_scaled_clip,"subset full, design slide_out",2.5512650116382094,243,a4_by_fold.csv,
coverage_abs,"subset nb_matched, design donor",0.8289267429123893,411,a4_by_fold.csv,
width_mean_abs,"subset nb_matched, design donor",2.5560497842918415,411,a4_by_fold.csv,
coverage_nb,"subset nb_matched, design donor",0.7062604840123128,411,a4_by_fold.csv,
width_mean_nb,"subset nb_matched, design donor",1.337679957309985,411,a4_by_fold.csv,
coverage_nb_conformal,"subset nb_matched, design donor",0.8444989416249813,411,a4_by_fold.csv,
width_mean_nb_conformal,"subset nb_matched, design donor",1.9015406464996178,411,a4_by_fold.csv,
coverage_scaled,"subset nb_matched, design donor",0.8377301342087922,411,a4_by_fold.csv,
width_mean_scaled,"subset nb_matched, design donor",5.223192195190207,411,a4_by_fold.csv,
coverage_scaled_clip,"subset nb_matched, design donor",0.8380060572523247,411,a4_by_fold.csv,
width_mean_scaled_clip,"subset nb_matched, design donor",5.120819451416312,411,a4_by_fold.csv,
coverage_abs,"subset nb_matched, design patient",0.7862440564038605,231,a4_by_fold.csv,
width_mean_abs,"subset nb_matched, design patient",2.6373578779312394,231,a4_by_fold.csv,
coverage_nb,"subset nb_matched, design patient",0.6485423302544734,231,a4_by_fold.csv,
width_mean_nb,"subset nb_matched, design patient",1.2633842183644022,231,a4_by_fold.csv,
coverage_nb_conformal,"subset nb_matched, design patient",0.8190635273591663,231,a4_by_fold.csv,
width_mean_nb_conformal,"subset nb_matched, design patient",1.9496697274612056,231,a4_by_fold.csv,
coverage_scaled,"subset nb_matched, design patient",0.7957068000960651,231,a4_by_fold.csv,
width_mean_scaled,"subset nb_matched, design patient",9.12383102036329,231,a4_by_fold.csv,
coverage_scaled_clip,"subset nb_matched, design patient",0.7964329624801937,231,a4_by_fold.csv,
width_mean_scaled_clip,"subset nb_matched, design patient",9.071382590136983,231,a4_by_fold.csv,
coverage_abs,"subset nb_matched, design random",0.8921198250542616,435,a4_by_fold.csv,
width_mean_abs,"subset nb_matched, design random",1.8921301468386227,435,a4_by_fold.csv,
coverage_nb,"subset nb_matched, design random",0.8112793303662911,435,a4_by_fold.csv,
width_mean_nb,"subset nb_matched, design random",1.2761491038054165,435,a4_by_fold.csv,
coverage_nb_conformal,"subset nb_matched, design random",0.9083212032838133,435,a4_by_fold.csv,
width_mean_nb_conformal,"subset nb_matched, design random",1.6644799059912914,435,a4_by_fold.csv,
coverage_scaled,"subset nb_matched, design random",0.8999663869138169,435,a4_by_fold.csv,
width_mean_scaled,"subset nb_matched, design random",2.099566637759802,435,a4_by_fold.csv,
coverage_scaled_clip,"subset nb_matched, design random",0.8995704518608265,435,a4_by_fold.csv,
width_mean_scaled_clip,"subset nb_matched, design random",2.0860315397595,435,a4_by_fold.csv,
coverage_abs,"subset nb_matched, design slide_out",0.8903966607618516,243,a4_by_fold.csv,
width_mean_abs,"subset nb_matched, design slide_out",2.174580927861041,243,a4_by_fold.csv,
coverage_nb,"subset nb_matched, design slide_out",0.8477785060163462,243,a4_by_fold.csv,
width_mean_nb,"subset nb_matched, design slide_out",1.450449363540168,243,a4_by_fold.csv,
coverage_nb_conformal,"subset nb_matched, design slide_out",0.8975759490057456,243,a4_by_fold.csv,
width_mean_nb_conformal,"subset nb_matched, design slide_out",1.7228568344592146,243,a4_by_fold.csv,
coverage_scaled,"subset nb_matched, design slide_out",0.8942731507462387,243,a4_by_fold.csv,
width_mean_scaled,"subset nb_matched, design slide_out",2.670661986134381,243,a4_by_fold.csv,
coverage_scaled_clip,"subset nb_matched, design slide_out",0.8922416114780819,243,a4_by_fold.csv,
width_mean_scaled_clip,"subset nb_matched, design slide_out",2.625791664835768,243,a4_by_fold.csv,
cqr_fits_total,every encoder and task,4824.0,4824,a4_cqr_fits.csv,
cqr_seconds_total,every encoder and task,22847.639000000003,4824,a4_cqr_fits.csv,
cqr_fits_subsampled,every encoder and task,3636.0,4824,a4_cqr_fits.csv,
cqr_fit_failures,every encoder and task,157.0,4824,a4_cqr_fits.csv,
cqr_folds_covered,task CCRCC,30.0,1296,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task CCRCC,2500.0,1296,a4_cqr_fits.csv,
cqr_folds_covered,task COAD,6.0,288,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task COAD,2500.0,288,a4_cqr_fits.csv,
cqr_folds_covered,task HCC,4.0,216,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task HCC,1203.0,216,a4_cqr_fits.csv,
cqr_folds_covered,task IDC,8.0,432,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task IDC,2500.0,432,a4_cqr_fits.csv,
cqr_folds_covered,task LUNG,4.0,216,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task LUNG,1027.0,216,a4_cqr_fits.csv,
cqr_folds_covered,task LYMPH_IDC,8.0,432,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task LYMPH_IDC,2500.0,432,a4_cqr_fits.csv,
cqr_folds_covered,task PAAD,6.0,324,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task PAAD,1951.0,324,a4_cqr_fits.csv,
cqr_folds_covered,task PRAD,27.0,1044,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task PRAD,2500.0,1044,a4_cqr_fits.csv,
cqr_folds_covered,task READ,8.0,360,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task READ,2500.0,360,a4_cqr_fits.csv,
cqr_folds_covered,task SKCM,4.0,216,a4_cqr_fits.csv,distinct fold labels; `random` and `patient` share fold labels by construction so this is a lower bound on the design-fold count
cqr_n_T_used_max,task SKCM,693.0,216,a4_cqr_fits.csv,
counts_min_frac_joined,every task and encoder,1.0,36,a4_counts_join.csv,
counts_max_abs_log1p_minus_Y,every task and encoder,5.132378948502492e-07,36,a4_counts_join.csv,the raw-count table and the harness describe the same spots
