task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws,superseded_label_set
IDC,audited,resnet50,slide_out,abs,NCBI783,slide,3,0.8615973377703826,0.03095024917210321,0.7366187867962839,True
IDC,audited,resnet50,slide_out,abs,NCBI785,slide,3,0.7565270157938487,0.044978181712938776,0.3936446580562162,True
IDC,audited,resnet50,slide_out,abs,TENX95,slide,3,0.894405498281787,0.03402346016066593,0.42140680220010035,True
IDC,audited,resnet50,slide_out,abs,TENX99,slide,3,0.866023473499992,0.04618900845844747,0.23456036808860325,True
IDC,audited,resnet50,slide_out,scaled,NCBI783,slide,3,0.7881064891846923,0.08723875928947389,34.239034084170385,True
IDC,audited,resnet50,slide_out,scaled,NCBI785,slide,3,0.7935627597672487,0.01407601944361153,23.965563770038948,True
IDC,audited,resnet50,slide_out,scaled,TENX95,slide,3,0.9312534364261169,0.04721903104073291,142.10335632950552,True
IDC,audited,resnet50,slide_out,scaled,TENX99,slide,3,0.8826215821331663,0.0529573583229893,93.33096706034371,True
PRAD,shipped,resnet50,slide_out,abs,MEND139,slide,3,0.8359971547968348,0.024662329353836058,0.08304027127527402,False
PRAD,shipped,resnet50,slide_out,abs,MEND140,slide,3,0.8817605512489234,0.052488747885780264,0.27592452749858537,False
PRAD,shipped,resnet50,slide_out,abs,MEND141,slide,3,0.9384986993682646,0.027028558065307535,0.2846525615630523,False
PRAD,shipped,resnet50,slide_out,abs,MEND142,slide,3,0.9512379045712379,0.018225463340380093,0.25985036091243957,False
PRAD,shipped,resnet50,slide_out,abs,MEND143,slide,3,0.9625244584206848,0.007116918618919953,0.17629964400002518,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,slide,3,0.9810734740631647,0.007665106464529406,0.23838983979874423,False
PRAD,shipped,resnet50,slide_out,abs,MEND145,slide,3,0.9395345557122708,0.015549448445830796,0.14261811471659008,False
PRAD,shipped,resnet50,slide_out,abs,MEND146,slide,3,0.956704005431093,0.0110094622569919,0.1607327113472513,False
PRAD,shipped,resnet50,slide_out,abs,MEND147,slide,3,0.9568508208422556,0.016688360321963896,0.19166263881109682,False
PRAD,shipped,resnet50,slide_out,abs,MEND148,slide,3,0.981698305776689,0.006975151792848778,0.1881749142295569,False
PRAD,shipped,resnet50,slide_out,abs,MEND149,slide,3,0.9559913560237709,0.01689942948589082,0.1680747792819944,False
PRAD,shipped,resnet50,slide_out,abs,MEND150,slide,3,0.8927241576242148,0.025680932365836025,0.22989846556839155,False
PRAD,shipped,resnet50,slide_out,abs,MEND151,slide,3,0.9392871794871795,0.02612987853527537,0.12748161606005912,False
PRAD,shipped,resnet50,slide_out,abs,MEND152,slide,3,0.929372701708847,0.02168215274082669,0.14459330109078547,False
PRAD,shipped,resnet50,slide_out,abs,MEND153,slide,3,0.8944395604395604,0.0247459571616439,0.14540251062658338,False
PRAD,shipped,resnet50,slide_out,abs,MEND154,slide,3,0.8614278752436647,0.03845446851927625,0.31366456281079075,False
PRAD,shipped,resnet50,slide_out,abs,MEND156,slide,3,0.7192290377039955,0.04461282483168103,0.2306383820760175,False
PRAD,shipped,resnet50,slide_out,abs,MEND157,slide,3,0.821692789968652,0.060018069363086124,0.2528371764711007,False
PRAD,shipped,resnet50,slide_out,abs,MEND158,slide,3,0.8933635187580854,0.017186340750337304,0.14025498309959233,False
PRAD,shipped,resnet50,slide_out,abs,MEND159,slide,3,0.7058454356846472,0.04981103212432924,0.15870864163498874,False
PRAD,shipped,resnet50,slide_out,abs,MEND160,slide,3,0.8949579145215331,0.0421064053568105,0.4409755010233496,False
PRAD,shipped,resnet50,slide_out,abs,MEND161,slide,3,0.7777033033033033,0.012617307405936723,0.05485440228432428,False
PRAD,shipped,resnet50,slide_out,abs,MEND162,slide,3,0.9510157148332694,0.014136488554530707,0.17802520366309116,False
PRAD,shipped,resnet50,slide_out,scaled,MEND139,slide,3,0.9039690584155776,0.033502697531866285,0.32970528993193127,False
PRAD,shipped,resnet50,slide_out,scaled,MEND140,slide,3,0.8476795865633076,0.02097119416683831,0.03892686145005841,False
PRAD,shipped,resnet50,slide_out,scaled,MEND141,slide,3,0.8637272389446302,0.03619609643816742,0.1721641866498922,False
PRAD,shipped,resnet50,slide_out,scaled,MEND142,slide,3,0.9195706817929041,0.02591977347003781,0.2865848564321927,False
PRAD,shipped,resnet50,slide_out,scaled,MEND143,slide,3,0.8958385744234801,0.007352778771332484,0.08100241986902133,False
PRAD,shipped,resnet50,slide_out,scaled,MEND144,slide,3,0.9342873506791033,0.008774170905076808,0.06815310496847568,False
PRAD,shipped,resnet50,slide_out,scaled,MEND145,slide,3,0.88262341325811,0.05142088966047927,0.2698395619925088,False
PRAD,shipped,resnet50,slide_out,scaled,MEND146,slide,3,0.8996198234894773,0.019512153854425316,0.08022060296543364,False
PRAD,shipped,resnet50,slide_out,scaled,MEND147,slide,3,0.9128051391862955,0.020077153568893398,0.11519611719344143,False
PRAD,shipped,resnet50,slide_out,scaled,MEND148,slide,3,0.9451439069197796,0.020154100033928805,0.18786506820256646,False
PRAD,shipped,resnet50,slide_out,scaled,MEND149,slide,3,0.9482153790743743,0.015437823523206174,0.2751012008496359,False
PRAD,shipped,resnet50,slide_out,scaled,MEND150,slide,3,0.8630039977155911,0.05028923736071613,0.2529392970900555,False
PRAD,shipped,resnet50,slide_out,scaled,MEND151,slide,3,0.8976282051282052,0.03654130704169722,0.22531077415572837,False
PRAD,shipped,resnet50,slide_out,scaled,MEND152,slide,3,0.92491455764655,0.011756208157441252,0.13261641661444948,False
PRAD,shipped,resnet50,slide_out,scaled,MEND153,slide,3,0.8349194139194139,0.017767420695636835,0.0919851669330448,False
PRAD,shipped,resnet50,slide_out,scaled,MEND154,slide,3,0.9563815789473685,0.025537629875405966,0.2645344126999081,False
PRAD,shipped,resnet50,slide_out,scaled,MEND156,slide,3,0.8067060589007692,0.02318377506692946,0.1714353764248202,False
PRAD,shipped,resnet50,slide_out,scaled,MEND157,slide,3,0.932455590386625,0.021140513918406094,0.19406305708343952,False
PRAD,shipped,resnet50,slide_out,scaled,MEND158,slide,3,0.8664294954721862,0.015046675459779028,0.05495395961283701,False
PRAD,shipped,resnet50,slide_out,scaled,MEND159,slide,3,0.954469225449516,0.0028140169681315913,0.15438487011173163,False
PRAD,shipped,resnet50,slide_out,scaled,MEND160,slide,3,0.9475672141864836,0.00819292540625864,0.09764103934844201,False
PRAD,shipped,resnet50,slide_out,scaled,MEND161,slide,3,0.8287591591591591,0.02320392269671236,0.18121738708584262,False
PRAD,shipped,resnet50,slide_out,scaled,MEND162,slide,3,0.9071777181551042,0.019336576532074653,0.1970819770410422,False
READ,shipped,resnet50,slide_out,abs,ZEN36,slide,3,0.7983875418884289,0.04628668973313703,0.5499978569300091,False
READ,shipped,resnet50,slide_out,abs,ZEN40,slide,3,0.6112061403508772,0.0426914836976419,0.020549450425147928,False
READ,shipped,resnet50,slide_out,abs,ZEN48,slide,3,0.9330873515024458,0.021161372545939635,0.18250582047952527,False
READ,shipped,resnet50,slide_out,abs,ZEN49,slide,3,0.926288394613406,0.04071663028609754,0.304557448377273,False
READ,shipped,resnet50,slide_out,scaled,ZEN36,slide,3,0.8803114527892765,0.01723513144710087,13.063277481655723,False
READ,shipped,resnet50,slide_out,scaled,ZEN40,slide,3,0.6854918546365915,0.07455922161726156,6.406226913103374,False
READ,shipped,resnet50,slide_out,scaled,ZEN48,slide,3,0.9233850454227812,0.013542549423926006,0.4977771383980847,False
READ,shipped,resnet50,slide_out,scaled,ZEN49,slide,3,0.9032894537751551,0.017500108776487094,38.648691106783644,False
