task,gene,estimand,n_slides,var_between_raw,mean_within_var,tau2_hat,ratio,mean_estimate
CCRCC,CIB1,r_hat_raw,24,0.00623803341013554,0.0007945691761523129,0.005443464233983227,6.850837406433391,0.06099266282808479
CCRCC,CIB1,theta2,18,0.09506810601260557,0.007780617853162923,0.08728748815944265,11.218580555779274,0.15599007890060335
CCRCC,CKB,r_hat,24,0.008694680832505212,0.0007877743053201373,0.007906906527185075,10.03702008784337,0.04608113543844139
CCRCC,CKB,r_hat_raw,24,0.007358166885860066,0.000685030763444027,0.006673136122416039,9.741367072139225,0.04297959863651992
CCRCC,CKB,theta2,18,0.13619904013311207,0.004697606171442911,0.13150143396166916,27.99328618926719,0.2041955863866892
CCRCC,CPD,r_hat,24,0.009683474357092438,0.000813815196424587,0.00886965916066785,10.898861559277565,0.05955187159097234
CCRCC,CPD,r_hat_raw,24,0.007191317827025485,0.0007460272364710685,0.006445290590554416,8.639484291542175,0.05734355894640441
CCRCC,CPD,theta2,18,0.15023020468696716,0.0057415199518182905,0.14448868473514886,25.165580882356863,0.17002838847901117
CCRCC,CPE,r_hat,24,0.01415611185633099,0.0007811200177702083,0.01337499183856078,17.122838404194457,0.046759883932606904
CCRCC,CPE,r_hat_raw,24,0.011108342118694733,0.0008365773396495009,0.010271764779045232,12.278320595378274,0.038063475052098124
CCRCC,CPE,theta2,18,0.10005992891117844,0.010074596756751328,0.08998533215442711,8.931904107638342,0.12089587865176513
CCRCC,DERL1,r_hat,24,0.014050199619358357,0.0007928512178942171,0.01325734840146414,16.7211049213939,0.06140230694070412
CCRCC,DERL1,r_hat_raw,24,0.011714786547806355,0.0007415120071909381,0.010973274540615417,14.798512275189385,0.05910341978739605
CCRCC,DERL1,theta2,18,0.13926358023748617,0.007162474817671718,0.13210110541981446,18.44350015638256,0.20177587380234172
CCRCC,DNAJB12,r_hat,24,0.002221024054724845,0.0007425527488807141,0.0014784713058441311,1.991065696104018,0.011259114063066252
CCRCC,DNAJB12,r_hat_raw,24,0.002089088744491417,0.0006946147235634103,0.0013944740209280069,2.0075503349170045,0.011367531859073682
CCRCC,DNAJB12,theta2,18,0.03606146525592407,0.004397350578648605,0.031664114677275465,7.200725553022995,0.09122173248080424
CCRCC,EGFL7,r_hat,24,0.004467017145046369,0.0007395620589323871,0.003727455086113982,5.040084251340369,-0.013650530874616896
CCRCC,EGFL7,r_hat_raw,24,0.003972840956632006,0.0006703580860858478,0.0033024828705461584,4.926445938511785,-0.011975919847401465
CCRCC,EGFL7,theta2,18,0.015987151976086498,0.0066729326125838685,0.00931421936350263,1.3958209837062945,0.01674945648824571
CCRCC,FLNB,r_hat,24,0.007349399407042717,0.0008031977818984719,0.006546201625144245,8.150173933089517,0.039558447780146284
CCRCC,FLNB,r_hat_raw,24,0.006225613031564591,0.000711777741604417,0.005513835289960174,7.746568862256702,0.036833269680046854
CCRCC,FLNB,theta2,18,0.09408563331713937,0.005236831588255773,0.0888488017288836,16.966136915332118,0.14295210047560872
CCRCC,GADD45B,r_hat,24,0.005911315855777649,0.0008041174094838319,0.005107198446293816,6.351309381017083,-0.0029667134943327906
CCRCC,GADD45B,r_hat_raw,24,0.006231040650617354,0.0007475520082608897,0.005483488642356464,7.335260398956444,-0.0022092630015836112
CCRCC,GADD45B,theta2,18,0.09039730943041477,0.004586275989610573,0.0858110334408042,18.7103945848864,0.03061041251840099
CCRCC,GPNMB,r_hat,24,0.004939951505001425,0.0007095155021659467,0.004230436002835478,5.962429277332453,-0.012407480520288935
CCRCC,GPNMB,r_hat_raw,24,0.0042214907676423295,0.0005953373765376076,0.003626153391104722,6.090921776478883,-0.01679355724590491
CCRCC,GPNMB,theta2,18,0.04346937048668543,0.005365853378427469,0.03810351710825796,7.101110377232238,-0.029553283656066614
CCRCC,H3F3A,r_hat,24,0.0040172017588701965,0.0008229393710670908,0.003194262387803106,3.881528214722748,-0.003920488052176547
CCRCC,H3F3A,r_hat_raw,24,0.003287792698191678,0.0007095044366912318,0.002578288261500446,3.633928314140321,-0.005821858345820487
CCRCC,H3F3A,theta2,18,0.05106380442494768,0.00690494675850118,0.0441588576664465,6.395249552370456,0.04291549525417574
CCRCC,HMOX1,r_hat,24,0.007571033438130182,0.0007947670342165506,0.006776266403913631,8.526104018133315,0.015648071449538867
CCRCC,HMOX1,r_hat_raw,24,0.006450166538008269,0.000709432453174372,0.005740734084833898,8.092009407163218,0.009035991261254775
CCRCC,HMOX1,theta2,18,0.04113261292607179,0.006330987725436658,0.03480162520063513,5.497029327794946,0.04869641633519815
CCRCC,HNRNPK,r_hat,24,0.004816932688808467,0.000801806446192278,0.004015126242616189,5.007600352533632,0.019284162445133576
CCRCC,HNRNPK,r_hat_raw,24,0.0037167013466595186,0.0007090590470694588,0.00300764229959006,4.241737429372978,0.019386050350631397
CCRCC,HNRNPK,theta2,18,0.08358263265363575,0.009569745020551985,0.07401288763308377,7.734050120889709,0.08907936703080219
CCRCC,HSPA1A,r_hat,24,0.004612953648021071,0.0007263372559318159,0.0038866163920892554,5.350980361186522,-0.00851625575472058
CCRCC,HSPA1A,r_hat_raw,24,0.004916016791502742,0.0006457253389460161,0.004270291452556726,6.613170019821277,-0.0102062541492689
CCRCC,HSPA1A,theta2,18,0.08606950701589153,0.009257694123008066,0.07681181289288347,8.297078286696008,0.13072574848537774
CCRCC,HTRA1,r_hat,24,0.01281120087832977,0.0008466160821971455,0.011964584796132625,14.132243702578895,0.03952573246485141
CCRCC,HTRA1,r_hat_raw,24,0.011489828870503888,0.0008020943670235,0.010687734503480388,13.324784393065382,0.03845566236602623
CCRCC,HTRA1,theta2,18,0.08654137915878608,0.006697272282651073,0.07984410687613501,11.921884538421248,0.08399028611991194
CCRCC,IFI27,r_hat,24,0.006863798419179472,0.0008272929336064728,0.0060365054855729995,7.296696539226634,0.039621674722059054
CCRCC,IFI27,r_hat_raw,24,0.006687371182752956,0.0007492771385180403,0.005938094044234916,7.925097055516188,0.03676240245688361
CCRCC,IFI27,theta2,18,0.12900274354944768,0.007995984203537088,0.1210067593459106,15.133441520855218,0.1271237313406378
CCRCC,IFI6,r_hat,24,0.004160660667122702,0.0008047494337352338,0.003355911233387468,4.170131835708228,0.007664824483545284
CCRCC,IFI6,r_hat_raw,24,0.002423074282842623,0.0006796706726417429,0.00174340361020088,2.5650711151396623,0.006054546830016731
CCRCC,IFI6,theta2,18,0.07710716931364554,0.007829512305153667,0.06927765700849188,8.848272319961849,0.034421829246373076
CCRCC,IRF7,r_hat,24,0.0027728586405943462,0.0006682778158335396,0.0021045808247608065,3.1492603448698553,0.007410855503162791
CCRCC,IRF7,r_hat_raw,24,0.0025851184960561267,0.0006071111736177951,0.0019780073224383316,3.258064434313278,0.0046645526580880795
CCRCC,IRF7,theta2,18,0.0416316384503088,0.004967121851545953,0.03666451659876285,7.3814409419715545,0.0787419840732726
CCRCC,ISG15,r_hat,24,0.0019788312008265072,0.0008282887241959354,0.0011505424766305719,1.3890596877887789,0.018114050052853027
CCRCC,ISG15,r_hat_raw,24,0.0015346967258013362,0.0007372258742361751,0.0007974708515651612,1.0817184792807288,0.017959942536778198
CCRCC,ISG15,theta2,18,0.03242599439032662,0.006127438589248705,0.026298555801077914,4.291932986031349,0.04736539786106972
CCRCC,KRTCAP2,r_hat,24,0.005060027984237964,0.0007874762458801336,0.00427255173835783,5.425626183279413,0.024404210890543076
CCRCC,KRTCAP2,r_hat_raw,24,0.004598575890724666,0.0007114671907834319,0.0038871086999412337,5.463510827057176,0.02615530543656601
CCRCC,KRTCAP2,theta2,18,0.0550991236950131,0.005081381429500816,0.05001774226551228,9.843335510128378,0.10886626967491438
CCRCC,LAPTM4B,r_hat,24,0.006402201046995826,0.0007397904413252719,0.005662410605670554,7.654073761113789,0.06092366313956832
CCRCC,LAPTM4B,r_hat_raw,24,0.005486540533605662,0.0006985183079567615,0.004788022225648901,6.854540777398323,0.0588505426346384
CCRCC,LAPTM4B,theta2,18,0.08496218028250443,0.003855994101577635,0.0811061861809268,21.033794151226306,0.22434569310331767
CCRCC,LRRC41,r_hat,24,0.010673995532495853,0.00076208121201971,0.009911914320476143,13.006375389057338,0.08146920188332248
CCRCC,LRRC41,r_hat_raw,24,0.008467018414373407,0.0007300407937458735,0.007736977620627534,10.598007244127741,0.07545420910238597
CCRCC,LRRC41,theta2,18,0.15490319676096212,0.00963473790732159,0.14526845885364054,15.07757245199672,0.3056313214904199
CCRCC,LY6E,r_hat,24,0.014090976321252504,0.0008600969018744643,0.01323087941937804,15.38301020564443,0.04659186012631058
CCRCC,LY6E,r_hat_raw,24,0.012125601106559705,0.0007254037070611048,0.0114001973994986,15.715659140598103,0.046778622490548004
CCRCC,LY6E,theta2,18,0.1183800711742544,0.007603860392829117,0.11077621078142529,14.568417232632743,0.20435088148857095
CCRCC,NAMPT,r_hat,24,0.006708000871252633,0.0007594600156098184,0.005948540855642815,7.832592543883111,0.0331898928941791
CCRCC,NAMPT,r_hat_raw,24,0.006249187045328017,0.0006912843292008567,0.00555790271612716,8.039966308150287,0.032842330662892764
CCRCC,NAMPT,theta2,18,0.08974042696732448,0.006635842066186926,0.08310458490113756,12.523592947547492,0.11603660636427578
CCRCC,NOL3,r_hat,24,0.006565055455595091,0.0008712706092960527,0.005693784846299039,6.5350360560186465,0.05365215809943136
CCRCC,NOL3,r_hat_raw,24,0.0052489207346370845,0.0008246136810647083,0.004424307053572376,5.365308816923687,0.055386709765325365
CCRCC,NOL3,theta2,18,0.08336015794668011,0.007394406913692491,0.07596575103298762,10.273406903306753,0.17557631676351373
CCRCC,NOTCH3,r_hat,24,0.0033355784551951724,0.0007577198463094443,0.002577858608885728,3.4021262890782977,-0.00886129372110398
CCRCC,NOTCH3,r_hat_raw,24,0.003053885700479458,0.0007321820483080522,0.002321703652171406,3.170937688975668,-0.007303620537797162
CCRCC,NOTCH3,theta2,18,0.01288021510269727,0.0063993334351938914,0.006480881667503378,1.0127432385162183,-0.01004783611866474
CCRCC,NT5DC2,r_hat,24,0.001835602469578357,0.0007674704814788193,0.001068131988099538,1.3917564438978574,0.004842092880111842
CCRCC,NT5DC2,r_hat_raw,24,0.0015923944357170163,0.0007742691676122184,0.0008181252681047979,1.056641930645163,0.0072022970921988465
CCRCC,NT5DC2,theta2,18,0.017471429970234237,0.0024524849899002377,0.015018944980333999,6.123970194388403,0.04125020839791281
CCRCC,PARP10,r_hat,24,0.0025420606075185247,0.0008139662545761112,0.0017280943529424135,2.123054049510139,0.01788766309524685
CCRCC,PARP10,r_hat_raw,24,0.002175086500255274,0.0007560712386877723,0.0014190152615675016,1.8768274587859295,0.02139341966713136
CCRCC,PARP10,theta2,18,0.06837008808720949,0.007029688058829204,0.06134040002838028,8.725906400830613,0.12571490769129118
CCRCC,PTGS1,r_hat,24,0.005184435148428141,0.0007623611729340175,0.004422073975494123,5.8004973659340004,0.0436651076631052
CCRCC,PTGS1,r_hat_raw,24,0.00494889474545493,0.0007175245146699219,0.004231370230785008,5.897178624944317,0.041206155098950724
CCRCC,PTGS1,theta2,18,0.07063989693738358,0.00464032934220988,0.0659995675951737,14.223035204596599,0.17221821191959993
CCRCC,PXN,r_hat,24,0.005748884409191077,0.00078152223062769,0.004967362178563387,6.356008804220173,0.03885971874803926
CCRCC,PXN,r_hat_raw,24,0.005430598929715479,0.0007037878153021258,0.004726811114413353,6.716244600489712,0.03662674964278472
CCRCC,PXN,theta2,18,0.09165552701152528,0.005964510896171819,0.08569101611535346,14.366813575670088,0.17312658367319106
CCRCC,RXRA,r_hat,24,0.0026451686625944704,0.0007705913983390556,0.001874577264255415,2.432647533175049,0.020035751419279286
CCRCC,RXRA,r_hat_raw,24,0.0024316143604782127,0.0007096690516000263,0.0017219453088781864,2.4264060902696443,0.01713401031720446
CCRCC,RXRA,theta2,18,0.0601105020812106,0.005230719579474377,0.05487978250173622,10.491822715384593,0.14145585877819367
CCRCC,S100A9,r_hat,24,0.003508893275766139,0.0007824164926606864,0.0027264767831054527,3.4846872588712854,-0.00797404250455127
CCRCC,S100A9,r_hat_raw,24,0.0028639208294211085,0.000648143877464626,0.0022157769519564824,3.4186498229745506,-0.014297970541817145
CCRCC,S100A9,theta2,18,0.017250117296370538,0.0033408783161436822,0.013909238980226855,4.163347977391181,-0.02735550405103307
CCRCC,SCARB1,r_hat,24,0.009257526546442112,0.0008071359589572731,0.008450390587484839,10.469599940017257,0.06296380372735877
CCRCC,SCARB1,r_hat_raw,24,0.007733723052333502,0.0007708813300934463,0.006962841722240055,9.032313341141649,0.06526259369148359
CCRCC,SCARB1,theta2,18,0.08888174421070058,0.005473122759459611,0.08340862145124096,15.239676710535964,0.22401666819862046
CCRCC,SEMA4B,r_hat,24,0.009311884909290713,0.0008128335430658308,0.008499051366224883,10.456078539977957,0.07455060323668762
CCRCC,SEMA4B,r_hat_raw,24,0.009377352801763359,0.0007943298534351987,0.00858302294832816,10.805363680100388,0.07476181403933464
CCRCC,SEMA4B,theta2,18,0.09639417764726332,0.00594883043931393,0.09044534720794939,15.203887239788317,0.15335442593128798
CCRCC,SLC15A4,r_hat,24,0.007179135585257307,0.000811495800881986,0.00636763978437532,7.846793264308403,0.05576992501320651
CCRCC,SLC15A4,r_hat_raw,24,0.005964426078288991,0.0007485950762395711,0.005215831002049419,6.967493064809058,0.05401918873055223
CCRCC,SLC15A4,theta2,18,0.06152647538602193,0.005541195734366354,0.055985279651655576,10.103465449602567,0.21584247883050806
CCRCC,SLC39A14,r_hat,24,0.014963923639727495,0.0008338515824778554,0.01413007205724964,16.94554804976327,0.08302380353782346
CCRCC,SLC39A14,r_hat_raw,24,0.012994405591080836,0.0007546270509264788,0.012239778540154357,16.21963925773295,0.08058718680820412
CCRCC,SLC39A14,theta2,18,0.14288988590477458,0.007350467127689866,0.13553941877708472,18.439565325922707,0.3094716326891034
CCRCC,STK39,r_hat,24,0.008900125224671977,0.0007968730347319633,0.008103252189940013,10.168812140400293,0.07422313314417554
CCRCC,STK39,r_hat_raw,24,0.0081644893286999,0.0007986006679823666,0.007365888660717533,9.22349423940148,0.06951241455438427
CCRCC,STK39,theta2,18,0.0948757987472012,0.0032488288023766777,0.09162696994482453,28.203077329834954,0.19710471366255738
CCRCC,TFRC,r_hat,24,0.005819074341099486,0.0007498709334146416,0.005069203407684845,6.760101214487034,0.04447966064767316
CCRCC,TFRC,r_hat_raw,24,0.004412059701593085,0.0007081625491806732,0.003703897152412412,5.230292334292079,0.042428578263522525
CCRCC,TFRC,theta2,18,0.08013191336067155,0.004169364382004315,0.07596254897866724,18.21921569305252,0.14048516226211247
CCRCC,TM2D3,r_hat,24,0.0021391167457898573,0.0007957344686708808,0.0013433822771189764,1.6882293403260944,0.026076819263630313
CCRCC,TM2D3,r_hat_raw,24,0.0019277120708878907,0.0007436033167454327,0.0011841087541424578,1.5923930508069921,0.026460020313161043
CCRCC,TM2D3,theta2,18,0.06506574105991787,0.003366854520329065,0.061698886539588806,18.32537942077716,0.10774883061744064
CCRCC,TMEM91,r_hat,24,0.01100481060149836,0.0007745394449438529,0.010230271156554508,13.208199044396132,0.06325321927115975
CCRCC,TMEM91,r_hat_raw,24,0.00898394658030953,0.0007067927617839311,0.008277153818525599,11.710863871376135,0.05895661105275326
CCRCC,TMEM91,theta2,18,0.11579416190570993,0.004893986377063992,0.11090017552864594,22.660499434241853,0.22404247315460168
CCRCC,TP53INP1,r_hat,24,0.00427773816331475,0.0007455669022711463,0.003532171261043604,4.737564463073538,-0.012056066673472041
CCRCC,TP53INP1,r_hat_raw,24,0.004173885381329224,0.0006902215112248367,0.003483663870104387,5.047167921385745,-0.01536946387861901
CCRCC,TP53INP1,theta2,18,0.05252066621954324,0.005745910198568431,0.046774756020974806,8.14053029102831,0.05741578961775414
CCRCC,TRBC1,r_hat,24,0.007371386760365762,0.00069272946909481,0.006678657291270952,9.641075757897173,-0.033070256056899505
CCRCC,TRBC1,r_hat_raw,24,0.006927902767575936,0.0006017451790991705,0.006326157588476765,10.513017483492268,-0.03804508989560412
CCRCC,TRBC1,theta2,18,0.01937565424919164,0.0047852380310232576,0.014590416218168381,3.049047116063403,-0.014184162532433252
CCRCC,VMP1,r_hat,24,0.005448074135005322,0.0008434826389428631,0.004604591496062458,5.459023438625119,0.030910688380801094
CCRCC,VMP1,r_hat_raw,24,0.005536119879885998,0.0007714592749251198,0.004764660604960879,6.17616607879055,0.03415532667811219
CCRCC,VMP1,theta2,18,0.08934677724970962,0.009506178619760532,0.07984059862994908,8.398811112594087,0.15259369955536897
CCRCC,YWHAE,r_hat,24,0.006422420863300954,0.0008352417781059956,0.005587179085194958,6.68929552095025,0.024666913920746856
CCRCC,YWHAE,r_hat_raw,24,0.005324493398365685,0.0007340080161350383,0.0045904853822306465,6.253998977289258,0.02223702437708383
CCRCC,YWHAE,theta2,18,0.06511470539539341,0.006973597461091853,0.05814110793430156,8.337319189799985,0.12968118691874275
COAD,AQP8,r_hat,4,0.0025850247441729373,0.0003509427627525337,0.0022340819814204035,6.365944018614113,0.032819559301547875
COAD,AQP8,r_hat_raw,4,0.0024074111931990986,0.0003193533689482917,0.002088057824250807,6.538392975553347,0.01817167416547416
COAD,AQP8,theta2,4,0.0569814204974535,0.0013050727215898434,0.05567634777586366,42.66149070071633,0.1147435844304891
COAD,AREG,r_hat,4,0.03327017171214864,0.0004421655440539211,0.03282800616809472,74.2437003732055,0.2533869339366899
COAD,AREG,r_hat_raw,4,0.026887107726301193,0.0004315693175391616,0.026455538408762032,61.300786069809966,0.19411925113248452
COAD,AREG,theta2,4,0.3689770190380899,0.0026280009507975116,0.36634901808729237,139.40216344903433,1.0813766959468727
COAD,BANK1,r_hat,4,0.009618061437592156,0.00046165288092062215,0.009156408556671533,19.833968193617558,-0.14206160737956544
COAD,BANK1,r_hat_raw,4,0.002929299871522727,0.00041220657196660855,0.0025170932995561184,6.106388084855715,-0.13769242528505118
COAD,BANK1,theta2,4,0.01086921949160178,0.0021318183682716443,0.008737401123330135,4.098567332644721,-0.4381831884440585
COAD,CA1,r_hat,4,0.030993408296596216,0.0003465062260769397,0.030646902070519278,88.44545859246497,-0.13457812610304604
COAD,CA1,r_hat_raw,4,0.020577303535183653,0.0003247660973216077,0.020252537437862046,62.36038060896014,-0.09350368721442248
COAD,CA1,theta2,4,0.10307616925705582,0.004326289934764931,0.09874987932229089,22.825534305679046,-0.10510753488581277
COAD,CA4,r_hat,4,0.02319113047431533,0.0003456651224767053,0.022845465351838627,66.09132326729956,-0.11092701510156834
COAD,CA4,r_hat_raw,4,0.01277863579865845,0.0003360132659978113,0.012442622532660638,37.030152651001835,-0.05374436417876219
COAD,CA4,theta2,4,0.14778472515284574,0.00381266239467396,0.1439720627581718,37.76155553643862,-0.2752600123939485
COAD,CALB2,r_hat,4,0.00041332085173070523,0.00044588084804359385,0.0,0.0,0.04509336275594099
COAD,CALB2,r_hat_raw,4,0.0002673713812769148,0.0007754836453456075,0.0,0.0,0.009629948953901865
COAD,CALB2,theta2,4,0.0219424583359961,0.0010482890550797164,0.020894169280916385,19.93168695186606,0.07523384357408291
COAD,CCL20,r_hat,4,0.013370930325799321,0.0004017842793535508,0.01296914604644577,32.278878773735066,0.2039460382862359
COAD,CCL20,r_hat_raw,4,0.005540570625423517,0.0003111640697118696,0.0052294065557116475,16.80594600962107,0.13832429657772796
COAD,CCL20,theta2,4,0.3444079899140419,0.003470421381404283,0.3409375685326376,98.24097164669942,0.9629383558940848
COAD,CCR7,r_hat,4,0.012208401737950387,0.00042966240056117064,0.011778739337389217,27.413940158611318,-0.09401623768717451
COAD,CCR7,r_hat_raw,4,0.009383372776667663,0.0004574849850272385,0.008925887791640425,19.510777585649027,-0.11820629389768172
COAD,CCR7,theta2,4,0.016531022785350593,0.002018168301215842,0.014512854484134752,7.1911021867658445,-0.35937907436034233
COAD,CD177,r_hat,4,0.05691685762986921,0.0003429202506445302,0.05657393737922468,164.97695097589613,-0.1396523842030711
COAD,CD177,r_hat_raw,4,0.026244595538638008,0.0003541061200085805,0.02589048941862943,73.115057762916,-0.09765952993010016
COAD,CD177,theta2,4,0.3480244478339143,0.0030933200687809637,0.34493112776513335,111.50838584287403,-0.1836239532801186
COAD,CEACAM6,r_hat,4,0.022130876010886286,0.0005535927489875147,0.02157728326189877,38.976816985703344,0.3121299067456835
COAD,CEACAM6,r_hat_raw,4,0.03041280059588972,0.0004054678638905168,0.030007332731999202,74.00668562010055,0.27622663274122594
COAD,CEACAM6,theta2,4,0.5580913382850371,0.004996509102334179,0.5530948291827029,110.69625169387123,2.223172316143284
COAD,CEACAM7,r_hat,4,0.005884048492214546,0.0003908877405463883,0.005493160751668158,14.053039228065177,0.02255266823095239
COAD,CEACAM7,r_hat_raw,4,0.009040123420113759,0.0003134134930621787,0.00872670992705158,27.844078574243998,-0.026173488643871708
COAD,CEACAM7,theta2,4,0.045199821916957005,0.003502867181034165,0.04169695473592284,11.90366422160845,0.3026302842075432
COAD,CHGA,r_hat,4,0.012238186517412751,0.00028477552472061095,0.01195341099269214,41.9748537182732,-0.14164421737019112
COAD,CHGA,r_hat_raw,4,0.004882810067235124,0.0001853703509294581,0.004697439716305666,25.340836292063,-0.09890874982076804
COAD,CHGA,theta2,4,0.10761921859087137,0.001713368523904199,0.10590585006696716,61.81148339625315,-0.2849103145987953
COAD,CHGB,r_hat,4,0.018790193672068852,0.0003505666352625774,0.018439627036806273,52.59949231333676,-0.017558938757583117
COAD,CHGB,r_hat_raw,4,0.00799669602918164,0.00021648227599840246,0.007780213753183238,35.93926439151375,-0.05253585203514964
COAD,CHGB,theta2,4,0.11472848108157006,0.0014632492361543353,0.11326523184541573,77.40665707989419,0.10666423322796034
COAD,CHI3L2,r_hat,4,0.007650849363142423,0.0004700995398565598,0.007180749823285863,15.274956077338228,-0.0927773870488669
COAD,CHI3L2,r_hat_raw,4,0.009259880978734853,0.00046119999027729184,0.008798680988457562,19.07779959658595,-0.1055121552506306
COAD,CHI3L2,theta2,4,0.06290809053509086,0.0014024259275757602,0.0615056646075151,43.85662258386371,-0.302857397401276
COAD,CLCA1,r_hat,4,0.05666904986916124,0.000367040544944183,0.056302009324217056,153.39452302954453,-0.20920495194335076
COAD,CLCA1,r_hat_raw,4,0.041427678228277524,0.000327003881425542,0.04110067434685198,125.68864371785907,-0.16047850553042914
COAD,CLCA1,theta2,4,0.6750795916729807,0.006252626821993387,0.6688269648509874,106.9673569032479,-0.7233888203987142
COAD,CLCA4,r_hat,4,0.014151131726690497,0.0003957487420629156,0.013755382984627581,34.75786912909699,3.0825841434971996e-05
COAD,CLCA4,r_hat_raw,4,0.009354675456370124,0.0003775906150747229,0.008977084841295401,23.774650330011223,-0.005878916597109712
COAD,CLCA4,theta2,4,0.07585579834348026,0.002458295431998727,0.07339750291148153,29.85707167498798,-0.04941819966727598
COAD,COL11A1,r_hat,4,0.010661845461171104,0.000354189283169464,0.01030765617800164,29.10211197177832,0.02049897092931409
COAD,COL11A1,r_hat_raw,4,0.010296279198060261,0.0003020866259883394,0.009994192572071922,33.08386307859156,-0.014898986339710867
COAD,COL11A1,theta2,4,0.4798744076156029,0.0037009763667980584,0.47617343124880485,128.66157036846243,-0.42818037383191576
COAD,CTSE,r_hat,4,0.02171758351857668,0.0003368016312374385,0.021380781887339242,63.48182403031835,-0.16139410529669865
COAD,CTSE,r_hat_raw,4,0.011363249246544888,0.00023854434528563403,0.011124704901259254,46.6357938099035,-0.1206875461481367
COAD,CTSE,theta2,4,0.06380866992603186,0.001484721797751342,0.062323948128280515,41.97685264853799,-0.17218486584277215
COAD,CXCL10,r_hat,4,0.0014547623275782933,0.0004112768111173602,0.001043485516460933,2.5371853901171404,0.01409552702243743
COAD,CXCL10,r_hat_raw,4,0.0014428540645041751,0.0002725303229076968,0.0011703237415964783,4.294288169881393,-0.01288320994491186
COAD,CXCL10,theta2,4,0.01177611308216081,0.002873703114788306,0.008902409967372505,3.097887851239744,-0.03451732393907753
COAD,CXCL13,r_hat,4,0.0022503910788960937,0.00044664377133766804,0.0018037473075584256,4.038447244335959,-0.09364359990752211
COAD,CXCL13,r_hat_raw,4,0.004188270535519325,0.00042704007025527594,0.003761230465264049,8.807675736414293,-0.09572471672974775
COAD,CXCL13,theta2,4,0.06847344464235049,0.0033032145915276095,0.06517023005082288,19.729335846958755,-0.387948690253875
COAD,DMBT1,r_hat,4,0.031345277008455276,0.00041056036622694376,0.03093471664222833,75.34754736926719,0.2057530210109497
COAD,DMBT1,r_hat_raw,4,0.021049856010956866,0.000312072580331328,0.020737783430625538,66.45179595274983,0.1272517866220677
COAD,DMBT1,theta2,4,1.4141579664251032,0.005442879538896337,1.4087150868862068,258.81797986142,1.2552795117853315
COAD,DUOX2,r_hat,4,0.018421464904781325,0.00042432276783884625,0.01799714213694248,42.41380265453402,0.08149282237083598
COAD,DUOX2,r_hat_raw,4,0.01713753957530721,0.00035017068277673594,0.016787368892530474,47.940532198219096,0.042652914350501656
COAD,DUOX2,theta2,4,0.5196058875163437,0.003990874800106673,0.5156150127162371,129.19849369928997,0.3888290095779427
COAD,FCRL1,r_hat,4,0.008766322163827245,0.0004450979330747206,0.008321224230752525,18.69526594578817,-0.14392415158367367
