encoder,balanced_acc,acc_std,chance,above_chance,ci95_lo,ci95_hi,distinguishable_from_chance
resnet50,0.5428125,0.4257111467518204,0.5,True,-0.1345889330492106,1.2202139330492106,False
ctranspath,0.675,0.3128460583897454,0.5,True,0.1771921086774919,1.1728078913225082,False
phikon,0.9103125,0.0861474707623503,0.5,True,0.7732326499814111,1.0473923500185889,True
conch_v1,0.4603125,0.4469622947953776,0.5,False,-0.25090425183633835,1.1715292518363385,False
conch_v15,0.4912499999999999,0.401692707489195,0.5,False,-0.14793273640419896,1.1304327364041988,False
uni_v1,0.5959375,0.3953631390490899,0.5,True,-0.03317348055607239,1.2250484805560724,False
uni_v2,0.7153125,0.3174241727858009,0.5,True,0.2102198070550454,1.2204051929449546,False
