task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws,superseded_label_set
IDC,audited,uni_v2,slide_out,abs,NCBI783,slide,3,0.8995851358846366,0.030076374393139767,0.34132357336386854,True
IDC,audited,uni_v2,slide_out,abs,NCBI785,slide,3,0.728525353283458,0.017474961469265932,0.030020891821967755,True
IDC,audited,uni_v2,slide_out,abs,TENX95,slide,3,0.872852233676976,0.038959929647870296,0.5558708683299538,True
IDC,audited,uni_v2,slide_out,abs,TENX99,slide,3,0.856889038742514,0.033178949219008276,0.24026135449611133,True
IDC,audited,uni_v2,slide_out,scaled,NCBI783,slide,3,0.8782739877981142,0.05278251464255868,0.9303800866551108,True
IDC,audited,uni_v2,slide_out,scaled,NCBI785,slide,3,0.7766583541147131,0.026152894309415343,0.22447668229967654,True
IDC,audited,uni_v2,slide_out,scaled,TENX95,slide,3,0.875372852233677,0.021285555291056052,0.8625803233804266,True
IDC,audited,uni_v2,slide_out,scaled,TENX99,slide,3,0.8429590739045967,0.0356188174321018,0.25055582621129824,True
PRAD,shipped,uni_v2,slide_out,abs,MEND139,slide,3,0.8490495243175958,0.03513016877830723,0.06319375631123104,False
PRAD,shipped,uni_v2,slide_out,abs,MEND140,slide,3,0.896761412575366,0.05220876495827873,0.39208412045640423,False
PRAD,shipped,uni_v2,slide_out,abs,MEND141,slide,3,0.9535748792270531,0.02065841986239995,0.33324906046290387,False
PRAD,shipped,uni_v2,slide_out,abs,MEND142,slide,3,0.9536625514403293,0.018392359854151157,0.3392908611698252,False
PRAD,shipped,uni_v2,slide_out,abs,MEND143,slide,3,0.9669951083158631,0.007098722054791312,0.16804183603266046,False
PRAD,shipped,uni_v2,slide_out,abs,MEND144,slide,3,0.9761332024218622,0.011383059644980533,0.2699254460749342,False
PRAD,shipped,uni_v2,slide_out,abs,MEND145,slide,3,0.950719322990127,0.010061430907905391,0.14401234022144604,False
PRAD,shipped,uni_v2,slide_out,abs,MEND146,slide,3,0.9653530210454854,0.007569653615300971,0.1400541661487524,False
PRAD,shipped,uni_v2,slide_out,abs,MEND147,slide,3,0.9635717344753747,0.016330143520148114,0.2723986566113517,False
PRAD,shipped,uni_v2,slide_out,abs,MEND148,slide,3,0.9823229230455195,0.005407643210603133,0.23377710374156557,False
PRAD,shipped,uni_v2,slide_out,abs,MEND149,slide,3,0.9569818116333514,0.0176373734735,0.19701919363315726,False
PRAD,shipped,uni_v2,slide_out,abs,MEND150,slide,3,0.9113687416714259,0.03375851753406526,0.29769348044935834,False
PRAD,shipped,uni_v2,slide_out,abs,MEND151,slide,3,0.955651282051282,0.018909598597858922,0.1550870879908241,False
PRAD,shipped,uni_v2,slide_out,abs,MEND152,slide,3,0.9270625135193598,0.025354041266384734,0.20535234460198493,False
PRAD,shipped,uni_v2,slide_out,abs,MEND153,slide,3,0.9162783882783883,0.019227872099930446,0.12827614043032004,False
PRAD,shipped,uni_v2,slide_out,abs,MEND154,slide,3,0.8478070175438597,0.04991085627059197,0.3913854208687632,False
PRAD,shipped,uni_v2,slide_out,abs,MEND156,slide,3,0.7253404614518852,0.042933253145443946,0.21246490284151795,False
PRAD,shipped,uni_v2,slide_out,abs,MEND157,slide,3,0.8150428422152561,0.0627352210183739,0.2473634792713552,False
PRAD,shipped,uni_v2,slide_out,abs,MEND158,slide,3,0.8886050021561017,0.026412923225311292,0.17714568548548199,False
PRAD,shipped,uni_v2,slide_out,abs,MEND159,slide,3,0.6339903181189489,0.08848137731312533,0.26520180931770604,False
PRAD,shipped,uni_v2,slide_out,abs,MEND160,slide,3,0.8731551850943858,0.06844346577860883,0.4278455000460975,False
PRAD,shipped,uni_v2,slide_out,abs,MEND161,slide,3,0.7676372372372372,0.020257574028539067,0.024933149343021457,False
PRAD,shipped,uni_v2,slide_out,abs,MEND162,slide,3,0.9582062092755845,0.016759333209251714,0.16093188104102857,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND139,slide,3,0.8986858717880324,0.03855958206943847,0.19064434654270612,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND140,slide,3,0.8685891472868216,0.018892190862233368,0.034874732271274245,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND141,slide,3,0.9158751393534003,0.03768889150383522,0.36279919693821117,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND142,slide,3,0.9315248581915249,0.01946314363656569,0.2137405768929441,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND143,slide,3,0.9134800838574423,0.014213767872106412,0.09641510807843802,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND144,slide,3,0.9110489281623302,0.01181771957130812,0.08991417032235166,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND145,slide,3,0.9019652092148567,0.033458414378072884,0.21870968387275996,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND146,slide,3,0.9259742023082146,0.023032850151122622,0.11153153020846912,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND147,slide,3,0.9246509635974304,0.008463068583163062,0.06745866064971186,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND148,slide,3,0.9320963461931008,0.01354727326615462,0.07382167880126601,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND149,slide,3,0.9269872141184945,0.009196333158630613,0.12666089214069093,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND150,slide,3,0.887371026080335,0.013770312562173632,0.11373249471557005,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND151,slide,3,0.9332333333333334,0.008829517243510613,0.07382318254744533,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND152,slide,3,0.9331300021630975,0.02317552583701535,0.08609366674785923,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND153,slide,3,0.8386959706959707,0.044198534883536,0.18416107169687246,False
PRAD,shipped,uni_v2,slide_out,scaled,MEND154,slide,3,0.8911890838206628,0.005239705369300756,0.029085114748019076,False
