encoder,task,label_set,design,fold,repeat,cal_draw,sigma_floor,frac_cal_at_floor,frac_test_at_floor,sigma_median_cal,sigma_median_test,sigma_min_raw_cal,score_p90_cal,score_p99_cal,superseded_label_set
hoptimus0,CCRCC,shipped,random,0,0,0,0.001,4.655326768128917e-05,6.314299711501824e-05,0.41236737401742907,0.4114405708744516,-0.045704922504356094,1.8964563105893142,3.63802621535484,False
hoptimus0,CCRCC,shipped,random,0,1,0,0.001,6.624888093106535e-05,5.5522290566653964e-05,0.4122215129416002,0.41270684220475895,-0.07066034168468188,1.8896081279429626,3.653410441086303,False
hoptimus0,CCRCC,shipped,random,0,2,0,0.001,3.4019695613249775e-05,4.463556692613358e-05,0.4125506090471165,0.41239352942231255,-0.1064743245104578,1.89370263625964,3.645913318246894,False
hoptimus0,CCRCC,shipped,random,0,3,0,0.001,6.624888093106535e-05,4.1369549833977464e-05,0.41227909197536433,0.4129454557864235,-0.05996270758113781,1.89440213420068,3.661774245119647,False
hoptimus0,CCRCC,shipped,random,0,4,0,0.001,5.013428827215757e-05,3.810353274182135e-05,0.4118362677707458,0.4125840515712362,-0.047965935871566334,1.8841714130014835,3.6255330191144965,False
hoptimus0,CCRCC,shipped,random,1,0,0,0.001,4.7298795358805706e-05,4.2624448165626426e-05,0.41312877701717465,0.41111402590659024,-0.08329938352301447,1.8880525451556718,3.624815786895856,False
hoptimus0,CCRCC,shipped,random,1,1,0,0.001,3.39960091641416e-05,5.784746536763586e-05,0.4119427412862058,0.411815132481133,-0.051040317099726396,1.897112001970086,3.6313073894822043,False
hoptimus0,CCRCC,shipped,random,1,2,0,0.001,4.7298795358805706e-05,4.5669051606028315e-05,0.4125054368451808,0.4126697398759965,-0.07422773830914792,1.8962421287569715,3.632184676929761,False
hoptimus0,CCRCC,shipped,random,1,3,0,0.001,6.060158155346981e-05,5.175825848683209e-05,0.41201888578517354,0.4104057598338646,-0.06081648644830856,1.9001409286528013,3.6189568886012955,False
hoptimus0,CCRCC,shipped,random,1,4,0,0.001,5.025497006873106e-05,3.0446034404018876e-05,0.41304704719850394,0.4116426766323752,-0.10734477374451906,1.8913787873082897,3.5949676575957614,False
hoptimus0,CCRCC,shipped,random,2,0,0,0.001,3.466477586071063e-05,5.206396429899591e-05,0.41187052455538287,0.41218995913635703,-0.04137212350348335,1.8967508473004635,3.6378701822548094,False
hoptimus0,CCRCC,shipped,random,2,1,0,0.001,4.254313401087213e-05,2.7891409445890666e-05,0.41176936604307807,0.41370918855462574,-0.08247573192304242,1.8884923183485203,3.598087189596176,False
hoptimus0,CCRCC,shipped,random,2,2,0,0.001,3.9391790750807535e-05,5.392339159538862e-05,0.41235146610002316,0.4126753209708469,-0.056199740418727606,1.8904218148887155,3.6442160368013594,False
hoptimus0,CCRCC,shipped,random,2,3,0,0.001,4.884582053100134e-05,3.3469691335068796e-05,0.4122688017071683,0.4138216202996522,-0.052456188802346926,1.891616083318521,3.6432032210113756,False
