task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws,superseded_label_set
IDC,audited,virchow2,slide_out,abs,NCBI783,slide,3,0.8882928452579035,0.03455897000411423,0.40507894694709173,True
IDC,audited,virchow2,slide_out,abs,NCBI785,slide,3,0.7093665835411471,0.007377061048952026,0.0393847557916522,True
IDC,audited,virchow2,slide_out,abs,TENX95,slide,3,0.8724132302405497,0.04504025499979692,0.6735119879988705,True
IDC,audited,virchow2,slide_out,abs,TENX99,slide,3,0.8652049515919272,0.03501679615176482,0.3908088518203646,True
IDC,audited,virchow2,slide_out,scaled,NCBI783,slide,3,0.8863782584581253,0.057809860351959105,27.432634563968602,True
IDC,audited,virchow2,slide_out,scaled,NCBI785,slide,3,0.7581629260182875,0.0217774923567146,0.627952336125154,True
IDC,audited,virchow2,slide_out,scaled,TENX95,slide,3,0.876110824742268,0.02002968075424609,54.44449724743472,True
IDC,audited,virchow2,slide_out,scaled,TENX99,slide,3,0.8449291138834032,0.01121881688375062,2.33294419900728,True
PRAD,shipped,virchow2,slide_out,abs,MEND139,slide,3,0.8414172668267094,0.04339302588970628,0.07753994862493438,False
PRAD,shipped,virchow2,slide_out,abs,MEND140,slide,3,0.9009371231696813,0.0589101592437436,0.4621648219362002,False
PRAD,shipped,virchow2,slide_out,abs,MEND141,slide,3,0.9450798959494612,0.02122207424895254,0.3103875724526231,False
PRAD,shipped,virchow2,slide_out,abs,MEND142,slide,3,0.9564052941830719,0.020209760780314487,0.3752107577336714,False
PRAD,shipped,virchow2,slide_out,abs,MEND143,slide,3,0.9700698812019567,0.006072590253895702,0.19672962586881937,False
PRAD,shipped,virchow2,slide_out,abs,MEND144,slide,3,0.9823400425462281,0.00802321409085359,0.36981959468528564,False
PRAD,shipped,virchow2,slide_out,abs,MEND145,slide,3,0.9481523272214387,0.014413281504565157,0.17482044046723158,False
PRAD,shipped,virchow2,slide_out,abs,MEND146,slide,3,0.9644263408010861,0.012175122825294437,0.15967647103788438,False
PRAD,shipped,virchow2,slide_out,abs,MEND147,slide,3,0.9709464668094219,0.014812123952966803,0.3095979685495875,False
PRAD,shipped,virchow2,slide_out,abs,MEND148,slide,3,0.9802163706878955,0.007973237584580415,0.26014752229965105,False
PRAD,shipped,virchow2,slide_out,abs,MEND149,slide,3,0.9561426256077796,0.019240748897301246,0.18072891263997262,False
PRAD,shipped,virchow2,slide_out,abs,MEND150,slide,3,0.9055358842566154,0.039448313005051715,0.3825706553724616,False
PRAD,shipped,virchow2,slide_out,abs,MEND151,slide,3,0.9629230769230771,0.01554928031592444,0.13736090908136198,False
PRAD,shipped,virchow2,slide_out,abs,MEND152,slide,3,0.9377417261518494,0.027220542286080715,0.2694501798111137,False
PRAD,shipped,virchow2,slide_out,abs,MEND153,slide,3,0.929010989010989,0.03063852142794139,0.2677038442598691,False
PRAD,shipped,virchow2,slide_out,abs,MEND154,slide,3,0.8502266081871346,0.06820781948737491,0.49576431800178616,False
