encoder,task,label_set,design,fold,repeat,cal_draw,sigma_floor,frac_cal_at_floor,frac_test_at_floor,sigma_median_cal,sigma_median_test,sigma_min_raw_cal,score_p90_cal,score_p99_cal,superseded_label_set
virchow2,PRAD,shipped,slide_out,MEND139,-1,0,0.001,0.0028099401115164865,0.0001707121899173113,0.4163722403814988,0.5081528338968462,-0.20622171932879774,2.3959551497871368,7.07051736413466,False
virchow2,PRAD,shipped,slide_out,MEND139,-1,1,0.001,0.0007358829214413917,0.00012803414243798346,0.3837466019399748,0.5148263224768544,-0.11199852972578278,2.75339177993068,7.057572130101415,False
virchow2,PRAD,shipped,slide_out,MEND139,-1,2,0.001,0.0006333575204726858,8.002133902373966e-05,0.43537900857475276,0.5155751728744706,-0.3293271502429762,2.1970572087305107,5.044441954475818,False
virchow2,PRAD,shipped,slide_out,MEND140,-1,0,0.001,0.0027274185785336113,0.00012403100775193799,0.43240718509193465,0.39639140543797813,-0.20626956623776982,2.251443391433334,6.251429654269515,False
virchow2,PRAD,shipped,slide_out,MEND140,-1,1,0.001,0.0011377573368374946,2.0671834625323e-05,0.4038845656202542,0.40963526694773633,-0.21980989183693345,2.277681748155535,6.1887601519973625,False
virchow2,PRAD,shipped,slide_out,MEND140,-1,2,0.001,0.00030203911197717307,6.201550387596899e-05,0.37057023238249326,0.40424117519562436,-0.1572495489789994,2.101432323667831,4.510085302788901,False
virchow2,PRAD,shipped,slide_out,MEND141,-1,0,0.001,0.0005357142857142857,0.000903010033444816,0.41680462650166433,0.2891307972796333,-0.21926149521529137,2.0892822463117593,4.595000443636797,False
virchow2,PRAD,shipped,slide_out,MEND141,-1,1,0.001,0.0017780628608082105,0.0012374581939799331,0.43983158142560863,0.31054489822710074,-0.25762025384226384,2.747073264660512,6.434716071073265,False
virchow2,PRAD,shipped,slide_out,MEND141,-1,2,0.001,0.00032029310956151755,0.0014492753623188406,0.4639593364824941,0.3147887735291992,-0.21636645836647972,1.7809993019042871,3.8503588919321916,False
virchow2,PRAD,shipped,slide_out,MEND142,-1,0,0.001,0.001797680412371134,8.675342008675342e-05,0.3831344175202891,0.4494670850649219,-0.37968215486287393,2.583413828110966,6.188641355029806,False
