task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched,superseded_label_set
CCRCC,shipped,conch_v1,donor,abs,24,0.8635013640663294,0.1407546297309701,2.143690622205218,0.11814515067385717,3.502804408533684,0.09718390073522297,0.03931473519844762,donor,35996,False
CCRCC,shipped,conch_v1,donor,scaled,24,0.8722219068979634,0.12706694746677888,2.168201801699222,0.2551223281073812,3.4127130224897524,0.10786898871877104,0.019909104383265593,donor,35996,False
CCRCC,shipped,conch_v1,patient,abs,6,0.8574038592095842,0.09714651792475021,2.2658183197808044,0.2165250398515871,3.7278815453519414,0.08836700951567335,0.05422913127474243,patient,35996,False
CCRCC,shipped,conch_v1,patient,scaled,6,0.8760377452354896,0.06057220425639396,2.345504272702789,0.1374792944118042,3.5905724144689537,0.09533379367922838,0.028628461085282015,patient,35996,False
CCRCC,shipped,conch_v1,random,abs,6,0.8782737500495958,0.0008266602009384112,1.6966013884759394,0.0015609530657456274,2.3597669415724525,0.08191283541213647,0.03981341453826763,spot,35996,False
CCRCC,shipped,conch_v1,random,scaled,6,0.9004338618891022,0.0006432292538632926,1.6904794958421163,0.002411459192458677,2.1944930282325905,0.08203510740871575,0.017531030702181993,spot,35996,False
COAD,shipped,conch_v1,donor,abs,4,0.8675031443506165,0.03153780089264184,3.336879870431102,0.17699777790166957,5.2122735210536835,0.07758587429174749,0.054910981357636,donor,3389,False
COAD,shipped,conch_v1,donor,scaled,4,0.8666575552309956,0.040883486195181826,4.030885032387181,0.5275106583351726,5.782803915335655,0.08536746904482204,0.04797497572418233,donor,3389,False
COAD,shipped,conch_v1,patient,abs,2,0.7220671833210042,0.1444231911474361,2.544021250256762,0.8421380493176805,8.644039469653007,0.1874253822800103,0.09050743439898559,block;slide,3389,False
COAD,shipped,conch_v1,patient,scaled,2,0.6977458301743388,0.14995348900546596,2.6862314888846415,0.9616844388245352,9.027564286159901,0.21072553223954557,0.09152863758611565,block;slide,3389,False
COAD,shipped,conch_v1,random,abs,2,0.8970568674234349,0.0005308903436753076,2.366117599578452,0.00031049135699157696,3.2612060193321355,0.056595206560674835,0.04634792601589022,spot,3389,False
COAD,shipped,conch_v1,random,scaled,2,0.9007651088922373,0.00018146469937115636,2.549759458978535,0.0008363295151095268,3.2740163206963144,0.06422558703173598,0.035009304076026856,spot,3389,False
HCC,shipped,conch_v1,donor,abs,2,0.7521329272671679,0.038657105023401854,1.6551163383111644,0.2125551880605295,4.1093407611690855,0.17720940090390086,0.07065767182893129,block,1203,False
HCC,shipped,conch_v1,donor,scaled,2,0.7376792404765413,0.10589144869954294,6.917555959088409,0.5847610038364359,10.011628744854363,0.19903901532762694,0.06328174419583173,block,1203,False
HCC,shipped,conch_v1,patient,abs,2,0.7522669778419014,0.00636053370040861,1.657513883608591,0.12341386666843993,4.087683825902072,0.16461515140091687,0.08311787075718165,block,1203,False
HCC,shipped,conch_v1,patient,scaled,2,0.7261468715122728,0.09936003475779466,4.561382866679093,1.8260506194970276,7.6761641944395755,0.19251451903587463,0.08133860945185256,block,1203,False
HCC,shipped,conch_v1,random,abs,2,0.9015542483500338,0.0020510219367250535,1.6528580970868436,0.00914546271253859,2.222627400366278,0.07044522761580185,0.028000524034164233,spot,1203,False
HCC,shipped,conch_v1,random,scaled,2,0.8980133192615563,0.0027617766499281092,3.099988440369825,0.3659673305806258,3.7962937304021183,0.083694518369656,0.018292162368787834,spot,1203,False
IDC,audited,conch_v1,donor,abs,3,0.8402870657065068,0.06532244681947884,4.802319631704523,0.7166995991440328,7.675310962847078,0.10091912041432712,0.05879381387916613,donor,3005,True
IDC,audited,conch_v1,donor,scaled,3,0.8415695380949618,0.025277971088833638,29.51590350807778,8.253265232556467,32.72179466746268,0.09496621909204246,0.06346424281299558,donor,3005,True
IDC,audited,conch_v1,patient,abs,4,0.8372671041029829,0.05055326826013482,4.218945189955329,0.11792533934017979,6.986521869646276,0.10440741354235555,0.058325482354661465,patient,3005,True
IDC,audited,conch_v1,patient,scaled,4,0.847984549877165,0.05384816609758644,30.237356013117967,15.619079839417815,32.968366169262005,0.10254621311831043,0.04946923700452462,patient,3005,True
IDC,audited,conch_v1,random,abs,4,0.8738905074163503,0.0013431770800237108,2.425658211336788,0.0062837389845410525,3.5561493334987584,0.0667882801035907,0.05932121248005891,spot,3005,True
IDC,audited,conch_v1,random,scaled,4,0.8931870231504895,0.00045180714106030095,2.7415047907245116,0.004636158353252326,3.596397638026559,0.062340871777877324,0.04447210507163314,spot,3005,True
IDC,shipped,conch_v1,donor,abs,4,0.8343734261286333,0.08098322346576589,4.171324496710982,0.3130231986720632,7.013781264204724,0.11178320801981545,0.053843365851551236,donor,3005,False
IDC,shipped,conch_v1,donor,scaled,4,0.837062263190767,0.0586588599940946,6.839828799132769,2.597148291639667,9.671028489118873,0.11344462133142351,0.049493115477809387,donor,3005,False
IDC,shipped,conch_v1,patient,abs,4,0.8354979920978116,0.050017762184768916,4.1280692672324655,0.14493119265016843,6.896413259575374,0.10650342028704567,0.05799858761514278,patient,3005,False
IDC,shipped,conch_v1,patient,scaled,4,0.8429413538822172,0.04301230000550959,5.493208641858152,0.511011843196834,8.242008681239872,0.1062485684962359,0.05081007762154687,patient,3005,False
IDC,shipped,conch_v1,random,abs,4,0.8751473109901737,0.0008108461843366716,2.3589485162340074,0.005657760031931138,3.4514996721639504,0.06630886891670523,0.05854382009312106,spot,3005,False
IDC,shipped,conch_v1,random,scaled,4,0.8963885566572448,0.0006691550704201912,2.510412531878554,0.0027368827560199584,3.2673607471963084,0.06139086161486988,0.042220581727885356,spot,3005,False
LUNG,shipped,conch_v1,donor,abs,2,0.6391911210606569,0.0015283346862952636,2.2509821326464614,0.0228006855199188,8.072122358870121,0.20216940047889023,0.15863947846045287,block,1027,False
LUNG,shipped,conch_v1,donor,scaled,2,0.6588047309123053,0.012393964287279038,3.133623884032289,0.12055857373925112,9.262212882394298,0.186611256611654,0.15458401247604076,block,1027,False
LUNG,shipped,conch_v1,patient,abs,2,0.6540356047397853,0.0041746572787358174,2.30840006212447,0.006862906821388192,7.9152739095765785,0.19105945631577487,0.15490493894443982,block,1027,False
LUNG,shipped,conch_v1,patient,scaled,2,0.7036510701438773,0.03395057272506168,3.5977038718461696,0.18561568889208652,8.992765785159747,0.16340788343808532,0.13294104641803736,block,1027,False
LUNG,shipped,conch_v1,random,abs,2,0.8999373658643781,0.0003711107516988332,2.3062494501024644,0.0017478072885405618,2.9890066396112456,0.04860635447555501,0.05145627966006695,spot,1027,False
LUNG,shipped,conch_v1,random,scaled,2,0.9015018813688478,0.0024601396384659096,3.23436242792644,0.0558463976225592,4.016993650565875,0.048680483718676004,0.04981763491247622,spot,1027,False
LYMPH_IDC,shipped,conch_v1,donor,abs,4,0.8155663094632245,0.12614929678220776,2.3988597292570955,0.39671247950288574,4.669377967140666,0.14081614250269023,0.04361754803408523,donor,9980,False
LYMPH_IDC,shipped,conch_v1,donor,scaled,4,0.8223329101488872,0.0842155420132639,3.058059933316221,0.6275750832178834,5.038782045012527,0.14429060139634267,0.03337648845477008,donor,9980,False
LYMPH_IDC,shipped,conch_v1,patient,abs,4,0.8064317808252627,0.11173328845588928,2.2614961479837197,0.2694656101418521,4.54996895973261,0.14198303090879652,0.051585188265940815,patient,9980,False
LYMPH_IDC,shipped,conch_v1,patient,scaled,4,0.8115193494300852,0.07070408595827915,2.7960244204649167,0.7232945797803999,4.8521932141235045,0.1476296950823001,0.04085095548761472,patient,9980,False
LYMPH_IDC,shipped,conch_v1,random,abs,4,0.9005280480219997,0.0007184279003241482,1.5546046003513463,0.003425278940174937,2.0708034823695165,0.07009821014862173,0.029373741829378634,spot,9980,False
LYMPH_IDC,shipped,conch_v1,random,scaled,4,0.900469407677049,0.00040360178047645697,1.4877461757787738,0.0014091525907160187,1.963534320290068,0.08432835064381118,0.01520224167913977,spot,9980,False
PAAD,shipped,conch_v1,donor,abs,3,0.898661677793745,0.01888248951021845,3.2919228629797477,0.37927624052838854,4.249748890051355,0.057896446083447885,0.04344187612280703,donor,1951,False
PAAD,shipped,conch_v1,donor,scaled,3,0.8663562504458887,0.02551083798689918,11.485208650677686,4.035099516007257,13.115545554746085,0.0848108266038522,0.048832922950259046,donor,1951,False
PAAD,shipped,conch_v1,patient,abs,3,0.8685814535943933,0.04281270352745555,3.326027808647453,0.2748972104375311,4.629097377154527,0.08905559141267057,0.04236295499293615,patient,1951,False
PAAD,shipped,conch_v1,patient,scaled,3,0.8460665763152605,0.02264531039763231,43.11520965555559,24.403421375958132,45.15800231125892,0.09848592284654101,0.05544750083819847,patient,1951,False
PAAD,shipped,conch_v1,random,abs,3,0.8929148972122253,0.0020935466416744123,2.157949642766664,0.010619805209688978,2.9890603613349693,0.05695634582041328,0.05012875696736139,spot,1951,False
PAAD,shipped,conch_v1,random,scaled,3,0.9016042588385794,0.0008204335591920994,2.579228289145752,0.017362368442836167,3.3063650322001696,0.05455789233386507,0.043837848827555405,spot,1951,False
PRAD,shipped,conch_v1,donor,abs,2,0.8737265996343374,0.0717112948772365,2.2162233134156697,0.4163525331050594,3.310099578178497,0.08736793720897076,0.038905463156691855,slide,19299,False
