task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit
IDC,audited,virchow,slide_out,abs,NCBI783,0.8953499722684416,4.420324860509811,5.914038835522729,0.04667110371602884,0.05797892401552967,slide
IDC,audited,virchow,slide_out,abs,NCBI785,0.670423940149626,3.622250435055101,8.797636588808707,0.294783042394015,0.0347930174563591,slide
IDC,audited,virchow,slide_out,abs,TENX95,0.8755266323024055,4.623580881841353,7.331305864166502,0.10670704467353953,0.017766323024054984,slide
IDC,audited,virchow,slide_out,abs,TENX99,0.8712875102355379,4.190747492000542,6.141941813237442,0.03001332626880529,0.09869916349565692,slide
IDC,audited,virchow,slide_out,scaled,NCBI783,0.8780521353300056,5.1658259427794215,6.852270445162625,0.06294841930116472,0.05899944536882973,slide
IDC,audited,virchow,slide_out,scaled,NCBI785,0.7223657522859517,4.88715113158582,9.232229326625685,0.2497240232751455,0.027910224438902745,slide
IDC,audited,virchow,slide_out,scaled,TENX95,0.8889682130584192,5.975920489903642,8.453366771669797,0.09843642611683849,0.012595360824742267,slide
IDC,audited,virchow,slide_out,scaled,TENX99,0.8723365926496797,4.836382445272244,7.090455987977388,0.033304111876434984,0.09435929547388533,slide
PRAD,shipped,virchow,slide_out,abs,MEND139,0.8307495332088557,2.16097990708319,3.2307532114054367,0.03308082155241398,0.13616964523873035,slide
PRAD,shipped,virchow,slide_out,abs,MEND140,0.8867183462532301,1.9920524247081193,2.6216163222422573,0.1051231696813092,0.00815848406546081,slide
PRAD,shipped,virchow,slide_out,abs,MEND141,0.9507246376811594,2.1627546636865422,2.4022895146415753,0.04620587142326273,0.0030694908955778526,slide
PRAD,shipped,virchow,slide_out,abs,MEND142,0.9572038705372039,2.214050908342626,2.394041038593221,0.023178734289845404,0.01961739517295073,slide
PRAD,shipped,virchow,slide_out,abs,MEND143,0.9724109014675052,1.9513277056457703,2.050536393197417,0.024914395527603078,0.0026747030048916843,slide
PRAD,shipped,virchow,slide_out,abs,MEND144,0.9789854360988381,2.1340610516320973,2.215683146259544,0.01865652102765505,0.002358042873506791,slide
PRAD,shipped,virchow,slide_out,abs,MEND145,0.947945463093559,2.1421736578551767,2.4363492099841397,0.050677009873060654,0.001377527033380348,slide
PRAD,shipped,virchow,slide_out,abs,MEND146,0.9640801086218601,1.9706259749245607,2.1666206483175365,0.031323828920570264,0.004596062457569585,slide
PRAD,shipped,virchow,slide_out,abs,MEND147,0.9631720199857244,2.2801526471511377,2.449013746202025,0.02662384011420414,0.010204139900071378,slide
PRAD,shipped,virchow,slide_out,abs,MEND148,0.9801020616452337,2.1681841123438543,2.2683438680615606,0.01645233721167585,0.0034456011430904266,slide
PRAD,shipped,virchow,slide_out,abs,MEND149,0.9481145326850351,1.9904857016962554,2.233072505831878,0.039740680713128036,0.012144786601836844,slide
