task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes
IDC,audited,gigapath,slide_out,abs,NCBI783,-1,0,slide,NCBI783,0.8593144758735441,4.005303699953545,6.110544540674299,0.09496173044925124,0.04572379367720465,3005,50
IDC,audited,gigapath,slide_out,abs,NCBI783,-1,1,slide,NCBI783,0.9237404326123128,4.799909435634197,6.031074602442178,0.05595341098169717,0.020306156405990015,3005,50
IDC,audited,gigapath,slide_out,abs,NCBI783,-1,2,slide,NCBI783,0.9219900166389351,4.854359585436155,6.102050432281686,0.05409650582362729,0.023913477537437604,3005,50
IDC,audited,gigapath,slide_out,abs,NCBI785,-1,0,slide,NCBI785,0.725002493765586,4.005880057232324,8.14248155187402,0.25381047381546135,0.021187032418952617,4010,50
IDC,audited,gigapath,slide_out,abs,NCBI785,-1,1,slide,NCBI785,0.7109675810473816,3.6753726862679055,7.99518925612989,0.2558753117206983,0.033157107231920196,4010,50
IDC,audited,gigapath,slide_out,abs,NCBI785,-1,2,slide,NCBI785,0.6951670822942643,3.6402660852752375,8.240873534098002,0.27019451371571074,0.03463840399002494,4010,50
IDC,audited,gigapath,slide_out,abs,TENX95,-1,0,slide,TENX95,0.8990489690721649,4.957423159175155,7.720450971668761,0.09011855670103092,0.010832474226804126,7760,50
IDC,audited,gigapath,slide_out,abs,TENX95,-1,1,slide,TENX95,0.8961030927835051,4.859444575212599,7.532160543810163,0.09179123711340206,0.012105670103092785,7760,50
IDC,audited,gigapath,slide_out,abs,TENX95,-1,2,slide,TENX95,0.8051829896907217,3.9038137968272086,7.180237090172418,0.12118556701030928,0.07363144329896908,7760,50
IDC,audited,gigapath,slide_out,abs,TENX99,-1,0,slide,TENX99,0.906309908000578,4.539538445204945,6.2636165764007306,0.018573286450556333,0.07511680554886566,20761,50
IDC,audited,gigapath,slide_out,abs,TENX99,-1,1,slide,TENX99,0.8341611675738163,4.052102635292613,6.413895673150609,0.028912865468908047,0.13692596695727566,20761,50
IDC,audited,gigapath,slide_out,abs,TENX99,-1,2,slide,TENX99,0.8321660806319541,3.719819974546175,6.734992017382517,0.030945522855353787,0.13688839651269208,20761,50
IDC,audited,gigapath,slide_out,scaled,NCBI783,-1,0,slide,NCBI783,0.808559068219634,3.729640082098137,6.479040258803911,0.1300565723793677,0.06138435940099834,3005,50
IDC,audited,gigapath,slide_out,scaled,NCBI783,-1,1,slide,NCBI783,0.912,11.05012353531082,12.291651608470277,0.07699168053244593,0.011008319467554074,3005,50
IDC,audited,gigapath,slide_out,scaled,NCBI783,-1,2,slide,NCBI783,0.9252911813643927,26.58110829007085,27.657300150498454,0.0618369384359401,0.012871880199667222,3005,50
IDC,audited,gigapath,slide_out,scaled,NCBI785,-1,0,slide,NCBI785,0.736643391521197,4.492065134979864,8.87209017020937,0.2385785536159601,0.02477805486284289,4010,50
