task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes,superseded_label_set
CCRCC,shipped,virchow2,donor,abs,INT1,-1,0,donor,INT1,0.6224169741697417,1.772926106922877,4.2210481611128206,0.013929889298892988,0.36365313653136533,1084,50,False
CCRCC,shipped,virchow2,donor,abs,INT1,-1,1,donor,INT1,0.9451476014760147,2.182430780616915,2.466525309367975,0.04584870848708487,0.00900369003690037,1084,50,False
CCRCC,shipped,virchow2,donor,abs,INT1,-1,2,donor,INT1,0.7293542435424354,2.1359585581854157,3.6009456611864192,0.011845018450184501,0.25880073800738007,1084,50,False
CCRCC,shipped,virchow2,donor,abs,INT10,-1,0,donor,INT10,0.8146041351487645,2.0602998282791787,3.5040488010225106,0.16673726676752396,0.01865859808371155,1983,50,False
CCRCC,shipped,virchow2,donor,abs,INT10,-1,1,donor,INT10,0.7604639435199193,2.1815388304754384,4.459834655085291,0.23762985375693393,0.0019062027231467474,1983,50,False
CCRCC,shipped,virchow2,donor,abs,INT10,-1,2,donor,INT10,0.7757740796772566,2.071500452100286,4.136841312398937,0.221976802824004,0.002249117498739284,1983,50,False
CCRCC,shipped,virchow2,donor,abs,INT11,-1,0,donor,INT11,0.7163168867268936,1.848937047096162,3.7717445334867348,0.06365531619179986,0.22002779708130646,1439,50,False
CCRCC,shipped,virchow2,donor,abs,INT11,-1,1,donor,INT11,0.9067963863794302,2.3034703438234607,2.778088537395524,0.04639332870048645,0.04681028492008339,1439,50,False
CCRCC,shipped,virchow2,donor,abs,INT11,-1,2,donor,INT11,0.7204447533009034,1.8389813756899414,3.5568918740364786,0.06950660180681029,0.2100486448922863,1439,50,False
CCRCC,shipped,virchow2,donor,abs,INT12,-1,0,donor,INT12,0.8705858028945554,2.1661373012044116,2.9180222803820146,0.016374913852515507,0.11303928325292902,1451,50,False
CCRCC,shipped,virchow2,donor,abs,INT12,-1,1,donor,INT12,0.8726533425223983,2.0556162066886525,2.724764536080379,0.027939352170916608,0.09940730530668505,1451,50,False
