task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
CCRCC,shipped,resnet50,donor,abs,24,0.8660822785144952,0.14246005944508483,2.1700528017809866,0.11512143353986161,3.550332773841659,0.09796879378202673,0.035948927703478135,donor,35996
CCRCC,shipped,resnet50,donor,scaled,24,0.8745788140192855,0.12690710289743998,2.206012230819749,0.3694539387313399,3.456412154521859,0.11202411407928137,0.013397071901433051,donor,35996
CCRCC,shipped,resnet50,patient,abs,6,0.851652491260023,0.0958662326602859,2.269579453154345,0.2195862270321538,3.818246394123778,0.08737371020122982,0.06097379853874729,patient,35996
CCRCC,shipped,resnet50,patient,scaled,6,0.8770294927298292,0.05382973286247553,2.3627724211573757,0.22547546100640872,3.586797709994539,0.09635574618240593,0.026614761087764907,patient,35996
CCRCC,shipped,resnet50,random,abs,6,0.876716603355039,0.0009154449396306521,1.7217186698095723,0.0022780055126105083,2.451232603327312,0.08518640395664057,0.03809699268832037,spot,35996
CCRCC,shipped,resnet50,random,scaled,6,0.8990322158814649,0.0009596169562057965,1.7192560583637266,0.0025891012082317737,2.258372848162958,0.08545679891281105,0.015510985205723991,spot,35996
COAD,shipped,resnet50,donor,abs,4,0.8688910636840059,0.03908548873228402,3.748506900519619,0.2961989894381371,5.878811555329134,0.0805388076665244,0.0505701286494698,donor,3389
COAD,shipped,resnet50,donor,scaled,4,0.8754968987380403,0.03163760287256582,5.675594039229675,1.9013462515210822,7.591042327176922,0.08940167891403179,0.03510142234792789,donor,3389
COAD,shipped,resnet50,patient,abs,2,0.6988743367189029,0.21278189610866374,2.7102741938046204,1.010010024400258,10.036705258552185,0.20062026812267766,0.1005053951584195,block;slide,3389
COAD,shipped,resnet50,patient,scaled,2,0.6717170906035853,0.24799522528089957,2.7738419540654276,1.314089131150301,11.101332998926754,0.23788991274783325,0.09039299664858153,block;slide,3389
COAD,shipped,resnet50,random,abs,2,0.8958272502553728,0.001815706338983695,2.465147657782248,0.01731007660625741,3.479836171098503,0.058809388212804965,0.04536336153182223,spot,3389
COAD,shipped,resnet50,random,scaled,2,0.8985136933793042,0.0003093601953564661,2.633850620726704,0.006419408123249538,3.4458174210540875,0.06902650924724482,0.03245979737345097,spot,3389
HCC,shipped,resnet50,donor,abs,2,0.738660252770857,0.08625691144347737,1.571478093189533,0.17210637553025832,4.173521265202951,0.1645899474253981,0.09674979980374485,block,1203
HCC,shipped,resnet50,donor,scaled,2,0.7262555018271835,0.08161642203669349,2.9671104473003114,0.5794942897010558,6.062113168154649,0.19266065259219406,0.08108384558062245,block,1203
HCC,shipped,resnet50,patient,abs,2,0.7576591648760382,0.06838903706560605,1.59735528665338,0.13795158211306272,3.957963154586561,0.1512108806236299,0.09112995450033184,block,1203
HCC,shipped,resnet50,patient,scaled,2,0.7511665522416079,0.07600205817413506,2.641793412244729,0.04017814720688475,5.413523534567576,0.17017068030171661,0.07866276745667555,block,1203
HCC,shipped,resnet50,random,abs,2,0.9031657999022847,0.0003979458645490749,1.6111424089930795,0.0013003450482284476,2.180837472717565,0.07278813083131877,0.024046069266396457,spot,1203
HCC,shipped,resnet50,random,scaled,2,0.9002667239996367,0.002549906558194207,2.1014271764791834,0.08762677530034761,2.7534870178408792,0.08412216277626569,0.015611113224097608,spot,1203
IDC,audited,resnet50,donor,abs,3,0.842579199650804,0.056362423142752305,5.888722213764738,0.7920751195000459,8.838063940353209,0.07099997307434767,0.0864208272748483,donor,3005
IDC,audited,resnet50,donor,scaled,3,0.8609651149023191,0.02993993367908316,497.491680212636,404.5216252171434,500.83364588714994,0.0708755543280874,0.06815933076959349,donor,3005
IDC,audited,resnet50,patient,abs,4,0.8360400228642656,0.04703035320423731,4.742688477874518,0.14561617873002558,7.758024414484111,0.10068463275494528,0.06327534438078916,patient,3005
IDC,audited,resnet50,patient,scaled,4,0.8236671442326539,0.1007085156188956,67.12419236659714,34.34091085619642,70.80165105056334,0.11157515067300593,0.06475770509434023,patient,3005
IDC,audited,resnet50,random,abs,4,0.8719710781246354,0.001849869774872273,2.6098989789937903,0.009703550096811212,3.8369564661177757,0.07067938295926997,0.05734953891609467,spot,3005
IDC,audited,resnet50,random,scaled,4,0.8923591096051342,0.0008069650129603845,2.8998433205602874,0.013823762406422312,3.8341297444410634,0.06627365589212059,0.04136723450274517,spot,3005
IDC,shipped,resnet50,donor,abs,4,0.8419051503568484,0.05940623830845074,4.69238507874339,0.37717560037937675,7.578268839398652,0.10388040021556452,0.05421444942758714,donor,3005
IDC,shipped,resnet50,donor,scaled,4,0.8430498530796066,0.08945418528431541,55.07650134899917,31.6484075418858,57.98544818499014,0.104115259361059,0.052834887559334444,donor,3005
IDC,shipped,resnet50,patient,abs,4,0.835898004418032,0.041893804396054335,4.633505828508321,0.15490486763331102,7.584029966292176,0.10083965486941572,0.0632623407125523,patient,3005
