task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes
IDC,audited,resnet50,slide_out,abs,NCBI783,-1,0,slide,NCBI783,0.8259767054908486,3.951910543909704,6.717700775919788,0.09614642262895173,0.07787687188019966,3005,50
IDC,audited,resnet50,slide_out,abs,NCBI783,-1,1,slide,NCBI783,0.8819168053244593,5.243132576847837,7.351458702086794,0.07797670549084859,0.04010648918469218,3005,50
IDC,audited,resnet50,slide_out,abs,NCBI783,-1,2,slide,NCBI783,0.8768985024958402,5.211834963638848,7.381768308914227,0.0836405990016639,0.039460898502495845,3005,50
IDC,audited,resnet50,slide_out,abs,NCBI785,-1,0,slide,NCBI785,0.8077605985037407,4.834041559971876,8.447937072495309,0.15125685785536158,0.04098254364089776,4010,50
IDC,audited,resnet50,slide_out,abs,NCBI785,-1,1,slide,NCBI785,0.738284289276808,4.170167650931555,8.523817792995072,0.23074812967581046,0.030967581047381544,4010,50
IDC,audited,resnet50,slide_out,abs,NCBI785,-1,2,slide,NCBI785,0.7235361596009975,4.135605048671258,8.701215201195208,0.24765586034912718,0.028807980049875313,4010,50
IDC,audited,resnet50,slide_out,abs,TENX95,-1,0,slide,TENX95,0.9169871134020618,5.708256990037557,8.262403447140604,0.07768556701030928,0.005327319587628866,7760,50
IDC,audited,resnet50,slide_out,abs,TENX95,-1,1,slide,TENX95,0.9109561855670103,5.4563134503009625,8.078918394003253,0.0809819587628866,0.008061855670103093,7760,50
IDC,audited,resnet50,slide_out,abs,TENX95,-1,2,slide,TENX95,0.8552731958762887,4.885762127651651,8.208969155216135,0.12292525773195877,0.02180154639175258,7760,50
IDC,audited,resnet50,slide_out,abs,TENX99,-1,0,slide,TENX99,0.9035817157169693,5.054862514201532,6.728665525594327,0.01798949954241125,0.07842878474061943,20761,50
IDC,audited,resnet50,slide_out,abs,TENX99,-1,1,slide,TENX99,0.8144501709936901,4.603249722285717,8.072186709242258,0.04354703530658446,0.14200279369972543,20761,50
IDC,audited,resnet50,slide_out,abs,TENX99,-1,2,slide,TENX99,0.8800385337893165,4.719101066212857,6.75591228697652,0.023061509561196476,0.09689995664948702,20761,50
IDC,audited,resnet50,slide_out,scaled,NCBI783,-1,0,slide,NCBI783,0.6873810316139768,3.16783427999489,8.323152776238635,0.17391680532445924,0.13870216306156405,3005,50
IDC,audited,resnet50,slide_out,scaled,NCBI783,-1,1,slide,NCBI783,0.8396472545757072,46.92960813868669,50.71562676017932,0.11948086522462562,0.04087188019966722,3005,50
IDC,audited,resnet50,slide_out,scaled,NCBI783,-1,2,slide,NCBI783,0.8372911813643927,70.66247710168598,74.37098475020531,0.14155740432612313,0.021151414309484192,3005,50
IDC,audited,resnet50,slide_out,scaled,NCBI785,-1,0,slide,NCBI785,0.8073915211970075,47.19491950405074,51.30764947093334,0.15013965087281797,0.04246882793017456,4010,50
IDC,audited,resnet50,slide_out,scaled,NCBI785,-1,1,slide,NCBI785,0.7940448877805487,5.701795027386697,9.137422147576999,0.18983541147132169,0.016119700748129673,4010,50
IDC,audited,resnet50,slide_out,scaled,NCBI785,-1,2,slide,NCBI785,0.7792518703241895,5.668915350198926,9.219167717929725,0.20151122194513715,0.019236907730673315,4010,50
IDC,audited,resnet50,slide_out,scaled,TENX95,-1,0,slide,TENX95,0.9760927835051547,83.2370423382161,83.57502631553102,0.021855670103092785,0.0020515463917525774,7760,50
IDC,audited,resnet50,slide_out,scaled,TENX95,-1,1,slide,TENX95,0.9356984536082474,28.62006050515512,30.162384580007537,0.06120360824742268,0.003097938144329897,7760,50
IDC,audited,resnet50,slide_out,scaled,TENX95,-1,2,slide,TENX95,0.8819690721649485,297.4711576258924,300.13796182872215,0.09866237113402063,0.019368556701030926,7760,50
IDC,audited,resnet50,slide_out,scaled,TENX99,-1,0,slide,TENX99,0.8918992341409373,5.625140047199428,7.826033437422681,0.01925051779779394,0.08885024806126873,20761,50
IDC,audited,resnet50,slide_out,scaled,TENX99,-1,1,slide,TENX99,0.8256384567217379,180.59881845811552,184.78976371824803,0.05106305091276913,0.12329849236549299,20761,50
IDC,audited,resnet50,slide_out,scaled,TENX99,-1,2,slide,TENX99,0.9303270555368239,36.80774198075171,38.0983328264954,0.019727373440585713,0.04994557102259043,20761,50
PRAD,shipped,resnet50,slide_out,abs,MEND139,-1,0,slide,MEND139,0.8403947719391838,2.1351858527924112,3.067862895941057,0.03777540677514004,0.12182982128567618,3749,50
PRAD,shipped,resnet50,slide_out,abs,MEND139,-1,1,slide,MEND139,0.8581648439583889,2.2626218785266743,3.0609335474563055,0.03007735396105628,0.11175780208055482,3749,50
PRAD,shipped,resnet50,slide_out,abs,MEND139,-1,2,slide,MEND139,0.8094318484929315,2.1066698999936917,3.308694071075666,0.034526540410776206,0.15604161109629236,3749,50
PRAD,shipped,resnet50,slide_out,abs,MEND140,-1,0,slide,MEND140,0.925498708010336,2.252096002259163,2.685826731869154,0.06820671834625323,0.006294573643410853,1935,50
PRAD,shipped,resnet50,slide_out,abs,MEND140,-1,1,slide,MEND140,0.8962273901808786,2.039314385357124,2.649044213282061,0.099328165374677,0.0044444444444444444,1935,50
PRAD,shipped,resnet50,slide_out,abs,MEND140,-1,2,slide,MEND140,0.8235555555555556,1.7047448530882827,2.8838686448704824,0.16637726098191216,0.010067183462532301,1935,50
PRAD,shipped,resnet50,slide_out,abs,MEND141,-1,0,slide,MEND141,0.9369565217391305,1.9800570516721439,2.3160400984282763,0.05702341137123746,0.006020066889632108,1794,50
PRAD,shipped,resnet50,slide_out,abs,MEND141,-1,1,slide,MEND141,0.9662653288740245,2.4114153826014917,2.581153465605488,0.032798216276477145,0.0009364548494983277,1794,50
PRAD,shipped,resnet50,slide_out,abs,MEND141,-1,2,slide,MEND141,0.9122742474916388,1.8739774019537225,2.390891897304635,0.08137123745819398,0.006354515050167224,1794,50
PRAD,shipped,resnet50,slide_out,abs,MEND142,-1,0,slide,MEND142,0.9487220553887221,2.0602875299161183,2.292260895768295,0.04167500834167501,0.009602936269602937,2997,50
PRAD,shipped,resnet50,slide_out,abs,MEND142,-1,1,slide,MEND142,0.934401067734401,1.9658832924344467,2.277524163428109,0.05423423423423423,0.011364698031364697,2997,50
PRAD,shipped,resnet50,slide_out,abs,MEND142,-1,2,slide,MEND142,0.9705905905905905,2.4556715718605506,2.582995207345097,0.019926593259926594,0.009482816149482815,2997,50
PRAD,shipped,resnet50,slide_out,abs,MEND143,-1,0,slide,MEND143,0.9607127882599581,1.9270455075980424,2.090217776517159,0.03857966457023061,0.0007075471698113207,3816,50
PRAD,shipped,resnet50,slide_out,abs,MEND143,-1,1,slide,MEND143,0.9564884696016772,1.8232404595103084,2.0017837331226,0.04094863731656185,0.002562893081761006,3816,50
PRAD,shipped,resnet50,slide_out,abs,MEND143,-1,2,slide,MEND143,0.9703721174004193,2.166970119711445,2.2855676541420618,0.029182389937106916,0.00044549266247379454,3816,50
PRAD,shipped,resnet50,slide_out,abs,MEND144,-1,0,slide,MEND144,0.9880559646539028,2.3796538060519143,2.422922910571253,0.01071674030436917,0.0012272950417280314,4074,50
PRAD,shipped,resnet50,slide_out,abs,MEND144,-1,1,slide,MEND144,0.9728718703976437,1.9060786088607975,2.0219363955618217,0.023244968090328916,0.0038831615120274916,4074,50
PRAD,shipped,resnet50,slide_out,abs,MEND144,-1,2,slide,MEND144,0.9822925871379479,2.0950745107574957,2.1568275131618746,0.016656848306332843,0.001050564555719195,4074,50
PRAD,shipped,resnet50,slide_out,abs,MEND145,-1,0,slide,MEND145,0.9402820874471086,2.18119080587749,2.5656257153238125,0.058787023977433,0.000930888575458392,1418,50
PRAD,shipped,resnet50,slide_out,abs,MEND145,-1,1,slide,MEND145,0.9546967559943583,2.243578782835536,2.5160716986011114,0.044598025387870235,0.0007052186177715092,1418,50
PRAD,shipped,resnet50,slide_out,abs,MEND145,-1,2,slide,MEND145,0.9236248236953456,1.9713441646606826,2.468475805941753,0.07447108603667137,0.0019040902679830747,1418,50
PRAD,shipped,resnet50,slide_out,abs,MEND146,-1,0,slide,MEND146,0.9693380855397149,2.173807565329566,2.357333632861031,0.02928716904276986,0.001374745417515275,1964,50
PRAD,shipped,resnet50,slide_out,abs,MEND146,-1,1,slide,MEND146,0.9491649694501018,1.8523515511627298,2.193438946842281,0.047067209775967414,0.0037678207739307535,1964,50
PRAD,shipped,resnet50,slide_out,abs,MEND146,-1,2,slide,MEND146,0.9516089613034623,2.0109495839143925,2.342327205167827,0.047148676171079436,0.0012423625254582484,1964,50
PRAD,shipped,resnet50,slide_out,abs,MEND147,-1,0,slide,MEND147,0.9597944325481798,2.3108158334875144,2.512188845383919,0.036256959314775156,0.0039486081370449675,2335,50
PRAD,shipped,resnet50,slide_out,abs,MEND147,-1,1,slide,MEND147,0.9718715203426125,2.383497874787002,2.4990249772835167,0.022826552462526767,0.005301927194860814,2335,50
PRAD,shipped,resnet50,slide_out,abs,MEND147,-1,2,slide,MEND147,0.9388865096359743,2.021209477741478,2.347637026660723,0.05314775160599572,0.007965738758029979,2335,50
PRAD,shipped,resnet50,slide_out,abs,MEND148,-1,0,slide,MEND148,0.9830863441518677,2.213817892396464,2.309209346965845,0.013141457440293937,0.0037721984078383348,1633,50
PRAD,shipped,resnet50,slide_out,abs,MEND148,-1,1,slide,MEND148,0.9741334966319657,1.9191666173783803,2.0645404798678495,0.01737905695039804,0.008487446417636251,1633,50
PRAD,shipped,resnet50,slide_out,abs,MEND148,-1,2,slide,MEND148,0.987875076546234,2.269260250501635,2.3305586898544535,0.010520514390691977,0.0016044090630740967,1633,50
PRAD,shipped,resnet50,slide_out,abs,MEND149,-1,0,slide,MEND149,0.9364775796866559,1.831575319235395,2.1214933152154885,0.03988114532685035,0.02364127498649379,1851,50
PRAD,shipped,resnet50,slide_out,abs,MEND149,-1,1,slide,MEND149,0.9657590491626148,2.0918431104250135,2.237987388933252,0.024829821717990277,0.009411129119394922,1851,50
PRAD,shipped,resnet50,slide_out,abs,MEND149,-1,2,slide,MEND149,0.9657374392220421,2.1459452104126417,2.3030815386138057,0.022549972987574284,0.011712587790383578,1851,50
PRAD,shipped,resnet50,slide_out,abs,MEND150,-1,0,slide,MEND150,0.9097658480868076,2.3604253541784215,3.0213745589242786,0.08701313535122787,0.0032210165619645913,1751,50
PRAD,shipped,resnet50,slide_out,abs,MEND150,-1,1,slide,MEND150,0.9052198743575101,2.3529949881222865,3.071223209382509,0.08837235865219874,0.006407766990291262,1751,50
PRAD,shipped,resnet50,slide_out,abs,MEND150,-1,2,slide,MEND150,0.8631867504283267,1.958566346071258,2.9074718343851074,0.11997715591090806,0.016836093660765276,1751,50
PRAD,shipped,resnet50,slide_out,abs,MEND151,-1,0,slide,MEND151,0.9109923076923078,2.034753862953184,2.42753119949432,0.028223076923076924,0.06078461538461538,2600,50
PRAD,shipped,resnet50,slide_out,abs,MEND151,-1,1,slide,MEND151,0.9625076923076924,2.2494186184338516,2.392488952952522,0.021346153846153845,0.016146153846153845,2600,50
PRAD,shipped,resnet50,slide_out,abs,MEND151,-1,2,slide,MEND151,0.9443615384615385,2.2612246871982604,2.484558653917553,0.02026923076923077,0.03536923076923077,2600,50
PRAD,shipped,resnet50,slide_out,abs,MEND152,-1,0,slide,MEND152,0.9130369889682025,2.071213601247901,2.4593466524917464,0.042972096041531474,0.04399091499026606,3082,50
PRAD,shipped,resnet50,slide_out,abs,MEND152,-1,1,slide,MEND152,0.9539714471122648,2.3567695744857255,2.5640481821410335,0.028027255029201815,0.01800129785853342,3082,50
PRAD,shipped,resnet50,slide_out,abs,MEND152,-1,2,slide,MEND152,0.9211096690460739,2.1744314087962597,2.638517432642557,0.07476314081765087,0.004127190136275146,3082,50
PRAD,shipped,resnet50,slide_out,abs,MEND153,-1,0,slide,MEND153,0.9056153846153846,2.2885348879679874,2.789479797473309,0.09228571428571428,0.002098901098901099,1820,50
PRAD,shipped,resnet50,slide_out,abs,MEND153,-1,1,slide,MEND153,0.9116263736263737,2.281076781389613,2.74950695191577,0.08630769230769231,0.0020659340659340657,1820,50
PRAD,shipped,resnet50,slide_out,abs,MEND153,-1,2,slide,MEND153,0.8660769230769231,2.0330441365891474,2.8260644772012506,0.1289120879120879,0.005010989010989011,1820,50
PRAD,shipped,resnet50,slide_out,abs,MEND154,-1,0,slide,MEND154,0.8445760233918129,1.8888118991558807,2.8586102952315686,0.07751461988304094,0.0779093567251462,2736,50
PRAD,shipped,resnet50,slide_out,abs,MEND154,-1,1,slide,MEND154,0.8342763157894737,1.8788921830760572,2.935833306036067,0.08589181286549709,0.07983187134502924,2736,50
PRAD,shipped,resnet50,slide_out,abs,MEND154,-1,2,slide,MEND154,0.9054312865497076,2.42706707526521,3.056840266710057,0.07145467836257309,0.0231140350877193,2736,50
PRAD,shipped,resnet50,slide_out,abs,MEND156,-1,0,slide,MEND156,0.7098255486775464,1.9843492756021714,5.198916801119283,0.19685424873382104,0.09332020258863252,3554,50
PRAD,shipped,resnet50,slide_out,abs,MEND156,-1,1,slide,MEND156,0.6800675295441756,1.688472694976169,6.299359715565025,0.23667979741136747,0.08325267304445695,3554,50
PRAD,shipped,resnet50,slide_out,abs,MEND156,-1,2,slide,MEND156,0.7677940348902645,2.14288280569925,5.498246639528975,0.18027574563871696,0.05193021947101857,3554,50
PRAD,shipped,resnet50,slide_out,abs,MEND157,-1,0,slide,MEND157,0.7531724137931035,1.6488192718450732,3.3422089121175933,0.11902821316614419,0.12779937304075234,3190,50
PRAD,shipped,resnet50,slide_out,abs,MEND157,-1,1,slide,MEND157,0.8649467084639498,2.131945635573957,3.0184394815217375,0.09245141065830721,0.04260188087774295,3190,50
PRAD,shipped,resnet50,slide_out,abs,MEND157,-1,2,slide,MEND157,0.8469592476489027,2.0196944827608307,2.987201284697498,0.07583699059561129,0.07720376175548589,3190,50
PRAD,shipped,resnet50,slide_out,abs,MEND158,-1,0,slide,MEND158,0.9031888745148771,2.3690017323701933,2.969163283817366,0.05369987063389391,0.04311125485122898,3092,50
PRAD,shipped,resnet50,slide_out,abs,MEND158,-1,1,slide,MEND158,0.8735187580853817,2.09109653085148,2.931996739195363,0.08695989650711514,0.03952134540750324,3092,50
PRAD,shipped,resnet50,slide_out,abs,MEND158,-1,2,slide,MEND158,0.9033829236739974,2.263077982471294,2.856559086727657,0.06791073738680466,0.02870633893919793,3092,50
PRAD,shipped,resnet50,slide_out,abs,MEND159,-1,0,slide,MEND159,0.6486773858921161,1.6973638075368171,4.965645357977558,0.06235995850622406,0.28896265560165973,3856,50
PRAD,shipped,resnet50,slide_out,abs,MEND159,-1,1,slide,MEND159,0.7289522821576763,1.9546831310334047,4.1137145428072825,0.049413900414937754,0.2216338174273859,3856,50
PRAD,shipped,resnet50,slide_out,abs,MEND159,-1,2,slide,MEND159,0.7399066390041494,1.9869749122885938,4.073900531071074,0.048910788381742745,0.2111825726141079,3856,50
PRAD,shipped,resnet50,slide_out,abs,MEND160,-1,0,slide,MEND160,0.8547683255699927,1.7266006781491665,2.5707539350528497,0.05057121843589116,0.0946604559941162,4079,50
