task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
CCRCC,shipped,hoptimus0,donor,abs,24,0.8610559868289842,0.1408383112165929,2.0977876570431477,0.11842176970300425,3.440664602556588,0.09536135778415723,0.043582655386858495,donor,35996
CCRCC,shipped,hoptimus0,donor,scaled,24,0.8713467096754922,0.12067327179042739,2.120298368348671,0.24413172846883208,3.2834114446157066,0.10153473552888824,0.027118554795619518,donor,35996
CCRCC,shipped,hoptimus0,patient,abs,6,0.8555883094612807,0.09787985164565115,2.208547882435843,0.22168212502401208,3.6555718714762673,0.08589005609859451,0.0585216344401247,patient,35996
CCRCC,shipped,hoptimus0,patient,scaled,6,0.871472820804711,0.05737696818888831,2.241148621515917,0.15725332322512112,3.4815696078689036,0.09265843095917788,0.03586874823611117,patient,35996
CCRCC,shipped,hoptimus0,random,abs,6,0.8827673685178657,0.000766845452988372,1.6048919071021395,0.0017637738218946725,2.1835520614272226,0.07538731918356016,0.04184531229857408,spot,35996
CCRCC,shipped,hoptimus0,random,scaled,6,0.9003478976676013,0.00023338899635174146,1.5848618459288613,0.0021963006672267474,2.056049764302014,0.07771996169115963,0.021932140641239047,spot,35996
COAD,shipped,hoptimus0,donor,abs,4,0.8699091295188199,0.03083833956892944,3.2558303126533987,0.23584038522843218,5.067303757365171,0.07660287490841267,0.053487995572767434,donor,3389
COAD,shipped,hoptimus0,donor,scaled,4,0.8763968595984427,0.031816946737861604,4.282668234162282,0.653481241230801,5.855220048764297,0.07931358835704486,0.04428955204451234,donor,3389
COAD,shipped,hoptimus0,patient,abs,2,0.7261960646302708,0.16855570889762644,2.4636153502345772,0.8376456302104917,8.428455090641576,0.18416079139471433,0.08964314397501492,block;slide,3389
COAD,shipped,hoptimus0,patient,scaled,2,0.7306842352550952,0.24193050884628378,2.9265049350961765,1.5488834119450985,8.94258753960291,0.19242375016683655,0.07689201457806824,block;slide,3389
COAD,shipped,hoptimus0,random,abs,2,0.895843756728518,0.0012437199151522815,2.131353883235869,0.009956983233684918,2.9736394355945093,0.05626970692208292,0.047886536349399156,spot,3389
