task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit,superseded_label_set
CCRCC,shipped,ctranspath,donor,abs,INT1,0.7829766297662978,2.1337070274345704,3.3777879571039953,0.019637146371463715,0.1973862238622386,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT10,0.8189914271306101,2.216973977861795,3.7460581818560965,0.17108421583459407,0.009924357034795763,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT11,0.8470465601111883,2.0918817525872946,3.115730626385321,0.09705814222839936,0.05589529766041232,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT12,0.9059912703882379,2.276555358078677,2.79302711336396,0.027365035607626927,0.06664369400413507,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT13,0.9305987611837577,2.246528946116301,2.6199134763170053,0.05661390227116311,0.012787336545079147,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT14,0.9715329533830191,2.23111686498277,2.3255667297764924,0.01744994885284232,0.011017097764138535,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT15,0.93155330634278,2.1857585306879384,2.494982841457123,0.041025641025641026,0.027421052631578947,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT16,0.9153150343106674,1.9995158820386927,2.6781198936076636,0.05172385111249741,0.0329611145768351,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT17,0.9210469549046955,2.0570580658124116,2.5476698104649222,0.06685820548582055,0.01209483960948396,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT18,0.875041030857918,2.298323661886885,3.231189398802019,0.1033312987453374,0.021627670396744663,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT19,0.9720789544597143,2.171622792922092,2.293161549721122,0.020557801131770415,0.007363244408515226,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT2,0.9424289405684755,2.2201342633461487,2.522893814022936,0.0437390180878553,0.013832041343669249,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT20,0.9610164609053498,2.061392563715722,2.218807758958023,0.015348422496570646,0.02363511659807956,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT21,0.9217902847571189,2.3184864120028674,2.8056324701821005,0.06203819095477387,0.0161715242881072,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT22,0.8522277357012276,2.2069959939865442,3.417873492313659,0.12477583355097066,0.022996430747801864,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT23,0.838509638976516,2.2973205942495216,3.793268218904206,0.1456501927795303,0.015840168243953734,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT24,0.9203355506282335,2.161520553541339,2.906399323898531,0.07008573540280857,0.009578713968957873,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT3,0.9653246968942035,2.447485692859335,2.593388708148765,0.02384653712007972,0.010828765985716656,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT4,0.8779985174203113,2.1024876370736525,2.7710621133654905,0.01231035334815913,0.10969112923152953,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT5,0.27195615514333893,2.0200021853002874,17.254105171852142,0.7240191118605958,0.004024732996065205,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT6,0.8973381009137862,2.220817104877402,2.7783969253394853,0.059690107270560185,0.04297179181565356,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT7,0.8247514743049704,2.006076588978693,3.402451166636523,0.1478854254422915,0.027363100252737995,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT8,0.7356011629895672,2.1004501050814635,4.536742729603618,0.25332649221823156,0.011072344792201129,donor,False
CCRCC,shipped,ctranspath,donor,abs,INT9,0.9028459119496856,2.3510491423140834,2.8892532853349664,0.026662735849056606,0.07049135220125786,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT1,0.8850430504305042,2.578729213331756,3.059478341154301,0.014378843788437885,0.10057810578105782,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT10,0.8243435871575054,2.1763713579314996,3.667785937690228,0.17190788367792909,0.0037485291645654732,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT11,0.8568496641186009,2.1623315720406415,3.22290327273032,0.11076673615936994,0.03238359972202919,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT12,0.9599770273374685,2.9088509385950765,3.1247527974892653,0.015920055134390074,0.024102917528141515,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT13,0.9167209604649385,2.2530085950342174,2.776614008187822,0.07566261374933088,0.007616425785730672,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT14,0.9577217594622242,2.140278973622799,2.3180017891901374,0.03448049101271372,0.007797749525062107,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT15,0.9361457489878543,2.440371505097874,2.7914447866120002,0.04974763832658569,0.014106612685560052,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT16,0.8625431482636724,1.666891212131761,2.7058777590967846,0.10440008317737574,0.03305676855895196,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT17,0.8548117154811715,1.617627989157248,2.7279267949222556,0.1347949790794979,0.010393305439330543,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT18,0.8799498134961002,2.350639487513364,3.300718898298778,0.10961003730077994,0.010440149203119703,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT19,0.9350767987065481,1.7901560033142552,2.116959302472044,0.05866208569118836,0.006261115602263541,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT2,0.9301653746770026,2.140124766561167,2.532689432784092,0.05921188630490956,0.010622739018087857,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT20,0.9540864197530864,1.9401220510287498,2.1529619822655364,0.027603566529492456,0.018310013717421122,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT21,0.9095705192629816,2.221170347447075,2.8011487162897577,0.07963015075376884,0.01079932998324958,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT22,0.8635257247323059,3.48006258951062,4.661548000491796,0.11748933577087141,0.018984939496822496,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT23,0.8193592709428672,2.267108855265686,4.153177044977685,0.17153452506133893,0.0091062039957939,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT24,0.8835240206947524,1.9268113543076566,2.937448430190951,0.10739837398373984,0.00907760532150776,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT3,0.9643746885899352,2.6072950069562784,2.813355850435167,0.034572330177711344,0.0010529812323534298,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT4,0.9415221151470224,2.3564714041805233,2.639575012759263,0.016338028169014085,0.042139856683963424,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT5,0.33966835300730747,2.523240808304926,14.458477697342886,0.6591624508150646,0.0011691961776278809,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT6,0.9266070719110052,2.452492828753958,2.8921697297819997,0.05742947953913389,0.015963448549860943,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT7,0.818101656837967,1.99250574824039,3.6769667931022725,0.17220443695591126,0.009693906206121875,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT8,0.7853805370275354,2.373346670077382,4.237115919952906,0.2110586625619976,0.003560800410466906,donor,False
CCRCC,shipped,ctranspath,donor,scaled,INT9,0.9593317610062893,2.8214921579021364,3.0186224217287467,0.017955974842767293,0.022712264150943396,donor,False
CCRCC,shipped,ctranspath,patient,abs,0,0.9529903731175636,2.602820644114106,2.909727186836035,0.02924057605549346,0.017769050826943005,patient,False
CCRCC,shipped,ctranspath,patient,abs,1,0.7912260191401259,2.0764056710451957,3.628873766415691,0.05937525015558994,0.1493987307042842,patient,False
CCRCC,shipped,ctranspath,patient,abs,2,0.8202455730567432,2.3193001285326,3.875792775669156,0.15706423069466022,0.02269019624859668,patient,False
CCRCC,shipped,ctranspath,patient,abs,3,0.7333697792057423,2.0220018670257436,6.394287043655912,0.2026862226262196,0.06394399816803822,patient,False
CCRCC,shipped,ctranspath,patient,abs,4,0.8897740762339922,2.3204242639270087,3.054172511367598,0.04635302985087989,0.06387289391512797,patient,False
