task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws,superseded_label_set
CCRCC,shipped,conch_v1,donor,abs,INT1,donor,3,0.8137146371463716,0.12943982310673613,0.15692177937928894,False
CCRCC,shipped,conch_v1,donor,abs,INT10,donor,3,0.8147823163556901,0.01428763469076707,0.08838527332869467,False
CCRCC,shipped,conch_v1,donor,abs,INT11,donor,3,0.8293027565438963,0.08191577058451352,0.2489157321059809,False
CCRCC,shipped,conch_v1,donor,abs,INT12,donor,3,0.8053480358373535,0.020667584097254926,0.09095505495431032,False
CCRCC,shipped,conch_v1,donor,abs,INT13,donor,3,0.9099564120211058,0.012920843460001859,0.05288123790522379,False
CCRCC,shipped,conch_v1,donor,abs,INT14,donor,3,0.9639777875200934,0.014264100141427916,0.1552770428576273,False
CCRCC,shipped,conch_v1,donor,abs,INT15,donor,3,0.9286774628879892,0.017935539031459863,0.11508880906508283,False
CCRCC,shipped,conch_v1,donor,abs,INT16,donor,3,0.9039010189228529,0.008355203621470153,0.08725678183530668,False
CCRCC,shipped,conch_v1,donor,abs,INT17,donor,3,0.9403328684332868,0.015419051195272735,0.15342664494551744,False
CCRCC,shipped,conch_v1,donor,abs,INT18,donor,3,0.875343506273313,0.05526419993313277,0.41309095400126905,False
CCRCC,shipped,conch_v1,donor,abs,INT19,donor,3,0.9799245486391808,0.003815891480455399,0.07613052996983873,False
CCRCC,shipped,conch_v1,donor,abs,INT2,donor,3,0.9200335917312662,0.019380270279570705,0.14306681657103518,False
CCRCC,shipped,conch_v1,donor,abs,INT20,donor,3,0.9438737997256516,0.010166822482161657,0.09638743865364559,False
CCRCC,shipped,conch_v1,donor,abs,INT21,donor,3,0.9323926298157454,0.016205044739105796,0.223727713924847,False
CCRCC,shipped,conch_v1,donor,abs,INT22,donor,3,0.8639766692783146,0.030688881685248408,0.09178665139603581,False
CCRCC,shipped,conch_v1,donor,abs,INT23,donor,3,0.8665404837013669,0.04026586076278784,0.317796820637254,False
CCRCC,shipped,conch_v1,donor,abs,INT24,donor,3,0.9194560236511456,0.011856040112810426,0.08741909873616441,False
CCRCC,shipped,conch_v1,donor,abs,INT3,donor,3,0.9614947683109119,0.017307965525334063,0.18818434802417583,False
CCRCC,shipped,conch_v1,donor,abs,INT4,donor,3,0.909780084012849,0.024203222775325238,0.10395076141691818,False
CCRCC,shipped,conch_v1,donor,abs,INT5,donor,3,0.26590219224283307,0.008192231724996066,0.062446235660161185,False
CCRCC,shipped,conch_v1,donor,abs,INT6,donor,3,0.8966825586015097,0.03346853433666609,0.1523388667044161,False
CCRCC,shipped,conch_v1,donor,abs,INT7,donor,3,0.8283263128334738,0.018882490947892794,0.1229201239955072,False
CCRCC,shipped,conch_v1,donor,abs,INT8,donor,3,0.733374380023944,0.01793106936340566,0.09265604921304929,False
CCRCC,shipped,conch_v1,donor,abs,INT9,donor,3,0.916937893081761,0.04395943351263744,0.269123121638905,False
CCRCC,shipped,conch_v1,donor,scaled,INT1,donor,3,0.930830258302583,0.04932833061155825,0.18542852119777464,False
CCRCC,shipped,conch_v1,donor,scaled,INT10,donor,3,0.8152462598756093,0.03942812350136533,0.15452005539540867,False
CCRCC,shipped,conch_v1,donor,scaled,INT11,donor,3,0.8468936761640027,0.0635923455948687,0.2639215318263272,False
CCRCC,shipped,conch_v1,donor,scaled,INT12,donor,3,0.8867263955892488,0.04244696621373543,0.20013798692349627,False
CCRCC,shipped,conch_v1,donor,scaled,INT13,donor,3,0.8670474879559532,0.02301204520146187,0.1880275355760022,False
CCRCC,shipped,conch_v1,donor,scaled,INT14,donor,3,0.931433581762385,0.02528330436555525,0.2413439723846351,False
CCRCC,shipped,conch_v1,donor,scaled,INT15,donor,3,0.9297948717948717,0.024557652684787216,0.18386024123767383,False
CCRCC,shipped,conch_v1,donor,scaled,INT16,donor,3,0.8338490330630068,0.0349801707721411,0.15718926914392128,False
CCRCC,shipped,conch_v1,donor,scaled,INT17,donor,3,0.890977219897722,0.013506253491291908,0.08989310424465345,False
CCRCC,shipped,conch_v1,donor,scaled,INT18,donor,3,0.87761003730078,0.0462635642871258,0.44038645490894723,False
CCRCC,shipped,conch_v1,donor,scaled,INT19,donor,3,0.9529574238749663,0.0037606943973898526,0.06821580315069212,False
CCRCC,shipped,conch_v1,donor,scaled,INT2,donor,3,0.9368139534883722,0.019668209660406766,0.2121353062746888,False
CCRCC,shipped,conch_v1,donor,scaled,INT20,donor,3,0.9433401920438956,0.019933888909749124,0.17116561084505252,False
CCRCC,shipped,conch_v1,donor,scaled,INT21,donor,3,0.9204395309882747,0.01931328511878746,0.22652247881559281,False
CCRCC,shipped,conch_v1,donor,scaled,INT22,donor,3,0.8789240010446592,0.024933606913131276,0.10627723637928405,False
CCRCC,shipped,conch_v1,donor,scaled,INT23,donor,3,0.8609183315807921,0.025394590357498623,0.28134197663485105,False
CCRCC,shipped,conch_v1,donor,scaled,INT24,donor,3,0.8959349593495934,0.0221378881707575,0.18039955474323321,False
CCRCC,shipped,conch_v1,donor,scaled,INT3,donor,3,0.9610031556219898,0.008422540590479033,0.1299056985751385,False
CCRCC,shipped,conch_v1,donor,scaled,INT4,donor,3,0.9489498393872005,0.016846935570329513,0.13252103751480945,False
CCRCC,shipped,conch_v1,donor,scaled,INT5,donor,3,0.32120854412591343,0.007775042336515793,0.058897440313180796,False
CCRCC,shipped,conch_v1,donor,scaled,INT6,donor,3,0.9330949543106873,0.022646290486068144,0.19006222636758174,False
CCRCC,shipped,conch_v1,donor,scaled,INT7,donor,3,0.8403145183937096,0.006047720517730775,0.05988044174691806,False
CCRCC,shipped,conch_v1,donor,scaled,INT8,donor,3,0.7805780742260988,0.0032508022316291435,0.03888814358614932,False
CCRCC,shipped,conch_v1,donor,scaled,INT9,donor,3,0.948439465408805,0.020763815053118306,0.29921060630635643,False
CCRCC,shipped,conch_v1,patient,abs,0,patient,3,0.9538113701507718,0.014434966123391445,0.0976845809554081,False
CCRCC,shipped,conch_v1,patient,abs,1,patient,3,0.7924188436181313,0.0837090002165153,0.17871150322081453,False
CCRCC,shipped,conch_v1,patient,abs,2,patient,3,0.8382985899857246,0.0799131085871416,0.6973424471888574,False
CCRCC,shipped,conch_v1,patient,abs,3,patient,3,0.7061094735715671,0.030987992989319434,0.1292139493092379,False
CCRCC,shipped,conch_v1,patient,abs,4,patient,3,0.9074316908236956,0.05103850857453732,0.21031227850982476,False
CCRCC,shipped,conch_v1,patient,abs,5,patient,3,0.946353187107615,0.02543560966416074,0.43252877614916047,False
CCRCC,shipped,conch_v1,patient,scaled,0,patient,3,0.9303787556262337,0.022051626010736944,0.1997386127927276,False
CCRCC,shipped,conch_v1,patient,scaled,1,patient,3,0.8558706591154047,0.047243047163932454,0.09956523612087337,False
CCRCC,shipped,conch_v1,patient,scaled,2,patient,3,0.8650935460239536,0.0383180666716805,0.5356010594992721,False
CCRCC,shipped,conch_v1,patient,scaled,3,patient,3,0.7694504895176886,0.02420370424815723,0.2565074143011563,False
