task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit
IDC,audited,gigapath,slide_out,abs,NCBI783,0.9016816417082639,4.5531909070079655,6.081223191799388,0.06833721575152524,0.029981142540210757,slide
IDC,audited,gigapath,slide_out,abs,NCBI785,0.7103790523690773,3.7738396095918225,8.126181447367303,0.25996009975062345,0.02966084788029925,slide
IDC,audited,gigapath,slide_out,abs,TENX95,0.8667783505154638,4.573560510404987,7.477616201883781,0.10103178694158076,0.032189862542955326,slide
IDC,audited,gigapath,slide_out,abs,TENX99,0.8575457187354495,4.103820351681244,6.47083475564462,0.026143891591606055,0.11631038967294445,slide
IDC,audited,gigapath,slide_out,scaled,NCBI783,0.8819500831946755,13.786957302493269,15.475997339257546,0.08962839711591791,0.02842151968940655,slide
IDC,audited,gigapath,slide_out,scaled,NCBI785,0.7385968412302577,4.642946801741527,8.680987966309587,0.2371039068994181,0.024299251870324185,slide
IDC,audited,gigapath,slide_out,scaled,TENX95,0.8774553264604812,5.856286499666305,8.74479560588451,0.09375343642611685,0.02879123711340206,slide
IDC,audited,gigapath,slide_out,scaled,TENX99,0.8433678531862627,6.054869642275779,9.089732440028833,0.03312107637718157,0.12351107043655572,slide
PRAD,shipped,gigapath,slide_out,abs,MEND139,0.8442962567795856,2.1658523360953796,3.0051476827123333,0.03433804570107584,0.1213656975193385,slide
PRAD,shipped,gigapath,slide_out,abs,MEND140,0.8977777777777778,2.0376470727586553,2.5891503742476005,0.09237898363479759,0.009843238587424634,slide
PRAD,shipped,gigapath,slide_out,abs,MEND141,0.9486399108138238,2.1108310185005084,2.371404165908837,0.04852099591230027,0.0028390932738758825,slide
PRAD,shipped,gigapath,slide_out,abs,MEND142,0.9572995217439662,2.213187416185666,2.399018495747074,0.03039261483705928,0.01230786341897453,slide
PRAD,shipped,gigapath,slide_out,abs,MEND143,0.9689482879105521,1.9599740195724868,2.076134882326415,0.028602375960866528,0.0024493361285814115,slide
PRAD,shipped,gigapath,slide_out,abs,MEND144,0.977874324987727,2.159685115812074,2.245826295601163,0.020230731467844872,0.0018949435444280804,slide
PRAD,shipped,gigapath,slide_out,abs,MEND145,0.9448283968030089,2.1434765209865367,2.4644009341692,0.05397743300423131,0.0011941701927597555,slide
PRAD,shipped,gigapath,slide_out,abs,MEND146,0.9639171758316362,1.966134516751591,2.1706644703121647,0.03050237610319077,0.005580448065173116,slide
PRAD,shipped,gigapath,slide_out,abs,MEND147,0.9670863668807993,2.3196884251995336,2.4634115499733125,0.023965738758029976,0.008947894361170593,slide
PRAD,shipped,gigapath,slide_out,abs,MEND148,0.9804939783629312,2.144488432395599,2.2438645784908107,0.01427230046948357,0.005233721167585223,slide
PRAD,shipped,gigapath,slide_out,abs,MEND149,0.9554114892850712,1.9955984333893821,2.1961956323117207,0.03186385737439222,0.012724653340536648,slide
PRAD,shipped,gigapath,slide_out,abs,MEND150,0.9119664953359985,2.3144532421718025,2.8990464505099554,0.07902151151722825,0.009011993146773272,slide
PRAD,shipped,gigapath,slide_out,abs,MEND151,0.9624974358974359,2.209970940897992,2.3495108543169976,0.0200025641025641,0.0175,slide
PRAD,shipped,gigapath,slide_out,abs,MEND152,0.9225827384815055,2.239943915367933,2.6378749888631288,0.03963227341553104,0.03778498810296344,slide
PRAD,shipped,gigapath,slide_out,abs,MEND153,0.9276886446886446,2.344727681259549,2.689289053841112,0.06817948717948719,0.004131868131868132,slide
PRAD,shipped,gigapath,slide_out,abs,MEND154,0.8572733918128655,2.065436597786999,3.0758287376788473,0.06700536062378167,0.07572124756335283,slide
PRAD,shipped,gigapath,slide_out,abs,MEND156,0.7223447758394297,1.910311800144613,5.867015365699436,0.21160195085349842,0.06605327330707184,slide
PRAD,shipped,gigapath,slide_out,abs,MEND157,0.8291745036572623,1.9410840816982446,3.095972262099178,0.08599582027168234,0.08482967607105539,slide
PRAD,shipped,gigapath,slide_out,abs,MEND158,0.8983139284174212,2.311077411692263,2.94489712599386,0.06824277705907719,0.03344329452350151,slide
PRAD,shipped,gigapath,slide_out,abs,MEND159,0.6062863070539419,1.881324341340519,5.912323854200242,0.03838347164591977,0.3553302213001383,slide
PRAD,shipped,gigapath,slide_out,abs,MEND160,0.8897344120290921,2.270681307814757,2.941232594424258,0.02095448230775517,0.08931110566315274,slide
PRAD,shipped,gigapath,slide_out,abs,MEND161,0.7571195195195196,2.0862788282512263,4.229672875428914,0.21615615615615616,0.026724324324324325,slide
PRAD,shipped,gigapath,slide_out,abs,MEND162,0.9624121630254248,1.9016171441132228,2.157567904473224,0.020603040756356203,0.016984796218218984,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND139,0.8844811949853294,2.320374609825185,3.037936881360326,0.04195607717613586,0.07356272783853472,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND140,0.866656330749354,1.7494888387502259,2.4928906629533993,0.12713522825150733,0.006208440999138674,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND141,0.8788591601635081,1.5410705263021287,2.214574151905615,0.11246748420661463,0.008673355629877368,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND142,0.9362518073629186,1.8612718279127771,2.1595032944429278,0.05350684017350684,0.010241352463574686,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND143,0.9204262753319358,1.5029146153404056,1.871431252901217,0.07706848357791754,0.002505241090146751,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND144,0.9157077401407299,1.4733278939817087,1.8965654928362488,0.08208149239077074,0.002210767468499427,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND145,0.8870192759755525,1.561804707137286,2.2564493720922556,0.1109355900329102,0.0020451339915373763,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND146,0.916439239646979,1.4340523853114424,1.9241480001282696,0.07625933469110659,0.007301425661914461,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND147,0.9355603140613847,1.952106961676101,2.3069916523826217,0.05869236259814418,0.005747323340471092,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND148,0.9266462543376198,1.3198615275488959,1.7469449008562856,0.06309859154929577,0.010255154113084301,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND149,0.9323248694399423,1.7961829852487725,2.136683396653192,0.0580911219160814,0.00958400864397623,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND150,0.876954121454407,2.0348498023710957,2.8388686521263424,0.11730059013896821,0.005745288406624786,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND151,0.9297743589743591,1.8718671077902276,2.2155058901224565,0.05708205128205129,0.013143589743589744,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND152,0.9330521306510923,2.279887353662763,2.7049511343990216,0.050436945706251346,0.016510923642656283,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND153,0.8560512820512821,1.8728494063554584,2.7369398300782,0.1325897435897436,0.011358974358974358,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND154,0.9094493177387916,2.226259030332201,2.801840982216413,0.06271442495126706,0.027836257309941524,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND156,0.7985781279309698,2.2000540642359616,5.1434532031426246,0.1842656162070906,0.0171562558619396,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND157,0.9298453500522467,2.394265807089896,2.790412003774288,0.05754231974921631,0.012612330198537094,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND158,0.869391979301423,1.949462395420041,2.9097887593877148,0.1206834842604571,0.00992453643811988,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND159,0.9490819502074689,3.3588275351076997,3.680238105571546,0.025987206085753806,0.024930843706777315,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND160,0.9590716678924572,2.4658458932793876,2.668664645532503,0.02280787774781401,0.018120454359728692,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND161,0.7851891891891892,2.1380016037246112,4.01044513638023,0.20923243243243247,0.005578378378378378,slide
PRAD,shipped,gigapath,slide_out,scaled,MEND162,0.9035032579532388,1.324932180794939,1.8874169356772976,0.052579532387888074,0.04391720965887313,slide
READ,shipped,gigapath,slide_out,abs,ZEN36,0.7762546816479401,1.4625908578418165,3.4935301777072163,0.20719889611669626,0.01654642223536369,slide
READ,shipped,gigapath,slide_out,abs,ZEN40,0.8119548872180452,1.3299429395693236,2.273101347162349,0.07046365914786967,0.11758145363408522,slide
