task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes
CCRCC,shipped,resnet50,donor,abs,INT1,-1,0,donor,INT1,0.6671217712177122,1.792448539547808,3.8031674111011022,0.014557195571955719,0.3183210332103321,1084,50
CCRCC,shipped,resnet50,donor,abs,INT1,-1,1,donor,INT1,0.951070110701107,2.2221841946198064,2.4745703581270915,0.040405904059040584,0.008523985239852398,1084,50
CCRCC,shipped,resnet50,donor,abs,INT1,-1,2,donor,INT1,0.7380073800738007,2.055288491441101,3.4369233345219645,0.01359778597785978,0.24839483394833947,1084,50
CCRCC,shipped,resnet50,donor,abs,INT10,-1,0,donor,INT10,0.8484215834594049,2.1560356410218655,3.1854434121968005,0.12201714573877963,0.02956127080181543,1983,50
CCRCC,shipped,resnet50,donor,abs,INT10,-1,1,donor,INT10,0.7536459909228442,2.3253698100175724,4.824939402342263,0.2443166918809884,0.002037317196167423,1983,50
CCRCC,shipped,resnet50,donor,abs,INT10,-1,2,donor,INT10,0.8128693898134141,2.235306356169042,3.9243799736436147,0.18232980332829046,0.004800806858295512,1983,50
CCRCC,shipped,resnet50,donor,abs,INT11,-1,0,donor,INT11,0.8216122307157748,1.9351985180016174,3.043057473473423,0.09820708825573314,0.080180681028492,1439,50
CCRCC,shipped,resnet50,donor,abs,INT11,-1,1,donor,INT11,0.9249617790132036,2.4010535460040985,2.8280209168204373,0.060430854760250174,0.014607366226546212,1439,50
CCRCC,shipped,resnet50,donor,abs,INT11,-1,2,donor,INT11,0.8426685198054205,1.9776962775608016,2.98519330591404,0.11271716469770673,0.04461431549687282,1439,50
CCRCC,shipped,resnet50,donor,abs,INT12,-1,0,donor,INT12,0.8914679531357684,2.3235277912525865,2.9611568735521017,0.0171881461061337,0.09134390075809787,1451,50
CCRCC,shipped,resnet50,donor,abs,INT12,-1,1,donor,INT12,0.8876361130254996,2.0721403208814717,2.67789512758408,0.051702274293590623,0.06066161268090972,1451,50
CCRCC,shipped,resnet50,donor,abs,INT12,-1,2,donor,INT12,0.9027291523087526,2.478130116993537,2.9522671173613975,0.01284631288766368,0.08442453480358374,1451,50
CCRCC,shipped,resnet50,donor,abs,INT13,-1,0,donor,INT13,0.928401009405827,2.345872027513622,2.772983245676882,0.06815783436568021,0.0034411562284927736,4359,50
CCRCC,shipped,resnet50,donor,abs,INT13,-1,1,donor,INT13,0.9212434044505621,2.222575264409187,2.6866970407608877,0.06965359027299839,0.009103005276439551,4359,50
CCRCC,shipped,resnet50,donor,abs,INT13,-1,2,donor,INT13,0.8978160128469832,2.1459345297018806,2.7929737115926088,0.09524202798807066,0.006941959164946089,4359,50
CCRCC,shipped,resnet50,donor,abs,INT14,-1,0,donor,INT14,0.9757518632178869,2.1974126347481793,2.276649219984142,0.018746163963174047,0.0055019728189390615,4562,50
CCRCC,shipped,resnet50,donor,abs,INT14,-1,1,donor,INT14,0.9748224462954844,2.295206453947063,2.3793422276908514,0.018382288469969314,0.006795265234546251,4562,50
CCRCC,shipped,resnet50,donor,abs,INT14,-1,2,donor,INT14,0.9620254274441035,2.0742565615328417,2.220327481031531,0.03288031565103025,0.005094256904866287,4562,50
CCRCC,shipped,resnet50,donor,abs,INT15,-1,0,donor,INT15,0.9293603238866396,2.0771255046788624,2.377255263831125,0.044574898785425095,0.02606477732793522,4940,50
CCRCC,shipped,resnet50,donor,abs,INT15,-1,1,donor,INT15,0.9558825910931174,2.287236764835912,2.493390317229199,0.04033603238866397,0.0037813765182186238,4940,50
CCRCC,shipped,resnet50,donor,abs,INT15,-1,2,donor,INT15,0.9084939271255061,2.0117279127572982,2.476066276374128,0.06074493927125506,0.030761133603238865,4940,50
CCRCC,shipped,resnet50,donor,abs,INT16,-1,0,donor,INT16,0.9480723643169058,2.1756552320489884,2.71368755713322,0.04407361197754211,0.00785402370555209,3206,50
CCRCC,shipped,resnet50,donor,abs,INT16,-1,1,donor,INT16,0.9463505926388023,2.138221012803801,2.679020344424564,0.04225826575171553,0.01139114160948222,3206,50
CCRCC,shipped,resnet50,donor,abs,INT16,-1,2,donor,INT16,0.9213474734872115,1.9465947448820509,2.4998346439876804,0.05356207111665627,0.025090455396132253,3206,50
CCRCC,shipped,resnet50,donor,abs,INT17,-1,0,donor,INT17,0.9144881450488146,1.9130024731056132,2.39198879698913,0.07205020920502092,0.013461645746164574,3585,50
CCRCC,shipped,resnet50,donor,abs,INT17,-1,1,donor,INT17,0.9443068340306834,2.1250378047369254,2.4416915488710473,0.05061087866108787,0.005082287308228731,3585,50
CCRCC,shipped,resnet50,donor,abs,INT17,-1,2,donor,INT17,0.9399107391910739,2.097300192436995,2.4214551445313006,0.054276150627615066,0.005813110181311017,3585,50
CCRCC,shipped,resnet50,donor,abs,INT18,-1,0,donor,INT18,0.8254282807731435,1.8951872984931872,3.060311245205927,0.09455137334689726,0.0800203458799593,4915,50
CCRCC,shipped,resnet50,donor,abs,INT18,-1,1,donor,INT18,0.9183845371312309,2.64378830730747,3.2776494995390135,0.06389013224821974,0.01772533062054934,4915,50
CCRCC,shipped,resnet50,donor,abs,INT18,-1,2,donor,INT18,0.874824008138352,2.220481022358902,3.168581296559578,0.11206103763987793,0.01311495422177009,4915,50
CCRCC,shipped,resnet50,donor,abs,INT19,-1,0,donor,INT19,0.9685933710590138,2.126278619969237,2.270072017163121,0.02024656426839127,0.011160064672594987,4948,50
CCRCC,shipped,resnet50,donor,abs,INT19,-1,1,donor,INT19,0.9752101859337106,2.212752907064394,2.3180496161849518,0.014337105901374292,0.010452708164915116,4948,50
CCRCC,shipped,resnet50,donor,abs,INT19,-1,2,donor,INT19,0.9710347615198061,2.1719092683148284,2.300558912115344,0.021649151172190784,0.007316087308003234,4948,50
CCRCC,shipped,resnet50,donor,abs,INT2,-1,0,donor,INT2,0.9526666666666667,2.4043120669610074,2.676766580458691,0.04530232558139535,0.002031007751937984,2580,50
CCRCC,shipped,resnet50,donor,abs,INT2,-1,1,donor,INT2,0.936046511627907,2.0816378849736306,2.422134184551056,0.04538759689922481,0.018565891472868218,2580,50
CCRCC,shipped,resnet50,donor,abs,INT2,-1,2,donor,INT2,0.9523100775193798,2.2637100883455163,2.4485320418383614,0.022472868217054263,0.02521705426356589,2580,50
CCRCC,shipped,resnet50,donor,abs,INT20,-1,0,donor,INT20,0.9669588477366255,2.2021593140482,2.349782955816919,0.02241152263374486,0.01062962962962963,4860,50
CCRCC,shipped,resnet50,donor,abs,INT20,-1,1,donor,INT20,0.9592674897119342,1.9816533598253412,2.149858199912856,0.027559670781893003,0.01317283950617284,4860,50
CCRCC,shipped,resnet50,donor,abs,INT20,-1,2,donor,INT20,0.9610246913580247,1.9959583044217748,2.1575254274622395,0.026448559670781892,0.012526748971193415,4860,50
CCRCC,shipped,resnet50,donor,abs,INT21,-1,0,donor,INT21,0.8992241206030152,2.1083690806708195,2.7550160248707702,0.08059899497487438,0.020176884422110554,4975,50
CCRCC,shipped,resnet50,donor,abs,INT21,-1,1,donor,INT21,0.9550633165829145,2.627643547849242,2.9030701886882047,0.03819899497487437,0.006737688442211055,4975,50
CCRCC,shipped,resnet50,donor,abs,INT21,-1,2,donor,INT21,0.9077909547738693,2.1516212779964268,2.7642927653794334,0.06705125628140704,0.02515778894472362,4975,50
CCRCC,shipped,resnet50,donor,abs,INT22,-1,0,donor,INT22,0.8277670410028728,1.999700772354354,3.0616760855547667,0.08388613214938627,0.08834682684774092,3829,50
CCRCC,shipped,resnet50,donor,abs,INT22,-1,1,donor,INT22,0.8968869156437712,2.0610207311877393,2.8299829338321563,0.09242099764951683,0.010692086706711934,3829,50
CCRCC,shipped,resnet50,donor,abs,INT22,-1,2,donor,INT22,0.8580151475581091,2.027945942089755,3.1408256096378393,0.12037607730477932,0.021608775137111517,3829,50
CCRCC,shipped,resnet50,donor,abs,INT23,-1,0,donor,INT23,0.8249211356466877,1.9508182781642633,3.3528961348044493,0.1517981072555205,0.0232807570977918,4755,50
CCRCC,shipped,resnet50,donor,abs,INT23,-1,1,donor,INT23,0.8800294426919032,2.451826342312289,3.5958513687883062,0.11770767613038906,0.002262881177707676,4755,50
CCRCC,shipped,resnet50,donor,abs,INT23,-1,2,donor,INT23,0.888664563617245,2.5197585464226373,3.528222335712727,0.10831545741324922,0.0030199789695057834,4755,50
CCRCC,shipped,resnet50,donor,abs,INT24,-1,0,donor,INT24,0.9276984478935698,2.241048594086342,2.9359885039071596,0.06243015521064302,0.00987139689578714,4510,50
CCRCC,shipped,resnet50,donor,abs,INT24,-1,1,donor,INT24,0.9180044345898004,2.0829202955804016,2.821829993018696,0.07191130820399114,0.010084257206208426,4510,50
CCRCC,shipped,resnet50,donor,abs,INT24,-1,2,donor,INT24,0.92270066518847,2.1126385628965436,2.8552946531691976,0.06860753880266075,0.00869179600886918,4510,50
CCRCC,shipped,resnet50,donor,abs,INT3,-1,0,donor,INT3,0.9411958146487295,2.2550707190924264,2.544852797791981,0.043238664673642256,0.0155655206776283,2007,50
CCRCC,shipped,resnet50,donor,abs,INT3,-1,1,donor,INT3,0.9773492775286498,2.6356089310759696,2.719833736865328,0.012815146985550571,0.009835575485799702,2007,50
CCRCC,shipped,resnet50,donor,abs,INT3,-1,2,donor,INT3,0.9529247633283507,2.318592624050159,2.5365132428162633,0.03765819631290483,0.009417040358744395,2007,50
CCRCC,shipped,resnet50,donor,abs,INT4,-1,0,donor,INT4,0.9197034840622683,2.2943440454085517,2.702882744072953,0.009014084507042254,0.07128243143068941,1349,50
CCRCC,shipped,resnet50,donor,abs,INT4,-1,1,donor,INT4,0.9327946627131208,2.144667278364475,2.4698471568342826,0.015374351371386213,0.05183098591549296,1349,50
CCRCC,shipped,resnet50,donor,abs,INT4,-1,2,donor,INT4,0.870407709414381,2.016438021575615,2.7151589999108507,0.014351371386212008,0.11524091919940696,1349,50
CCRCC,shipped,resnet50,donor,abs,INT5,-1,0,donor,INT5,0.2454300168634064,1.9489182574019426,18.609246913665523,0.7489544688026981,0.005615514333895447,1186,50
CCRCC,shipped,resnet50,donor,abs,INT5,-1,1,donor,INT5,0.2845531197301855,2.0943164076650964,16.42028939031198,0.7125801011804385,0.002866779089376054,1186,50
CCRCC,shipped,resnet50,donor,abs,INT5,-1,2,donor,INT5,0.2598650927487352,1.9632202233428346,17.75683647306024,0.7340809443507588,0.006053962900505903,1186,50
CCRCC,shipped,resnet50,donor,abs,INT6,-1,0,donor,INT6,0.9083432657926103,2.462521873454273,2.8793922266601384,0.019570917759237187,0.07208581644815255,1678,50
CCRCC,shipped,resnet50,donor,abs,INT6,-1,1,donor,INT6,0.9097735399284863,2.331472173826771,2.928591970670412,0.08477949940405244,0.005446960667461264,1678,50
CCRCC,shipped,resnet50,donor,abs,INT6,-1,2,donor,INT6,0.8015733015494636,2.0237218840279763,3.159870403606011,0.021573301549463644,0.1768533969010727,1678,50
CCRCC,shipped,resnet50,donor,abs,INT7,-1,0,donor,INT7,0.8433445661331086,2.039257105505356,3.3743850991535567,0.1415838247683235,0.015071609098567817,2374,50
CCRCC,shipped,resnet50,donor,abs,INT7,-1,1,donor,INT7,0.8310193765796124,1.938296182521656,3.1636896820685876,0.12090985678180287,0.048070766638584665,2374,50
CCRCC,shipped,resnet50,donor,abs,INT7,-1,2,donor,INT7,0.8365206402695873,2.1141799532592165,3.5441627936412523,0.15403538331929234,0.00944397641112047,2374,50
CCRCC,shipped,resnet50,donor,abs,INT8,-1,0,donor,INT8,0.7085479733196511,2.032509456771494,4.956135476119535,0.2794869163673679,0.011965110312981015,1949,50
CCRCC,shipped,resnet50,donor,abs,INT8,-1,1,donor,INT8,0.7529502308876347,2.1368674202176177,4.439746816460378,0.23785531041559774,0.009194458696767573,1949,50
CCRCC,shipped,resnet50,donor,abs,INT8,-1,2,donor,INT8,0.7040533606977938,1.975962750751812,4.968389769790912,0.2836121087737301,0.012334530528476141,1949,50
CCRCC,shipped,resnet50,donor,abs,INT9,-1,0,donor,INT9,0.948997641509434,2.6607176599340505,2.9248279607820074,0.013148584905660378,0.03785377358490566,1696,50
CCRCC,shipped,resnet50,donor,abs,INT9,-1,1,donor,INT9,0.7382547169811321,2.120038582355118,4.336659037804495,0.013714622641509433,0.2480306603773585,1696,50
CCRCC,shipped,resnet50,donor,abs,INT9,-1,2,donor,INT9,0.9113207547169812,2.174401046283782,2.607500923594385,0.03992924528301887,0.04875,1696,50
CCRCC,shipped,resnet50,donor,scaled,INT1,-1,0,donor,INT1,0.9076568265682657,2.4173310187875368,2.690300892600729,0.007084870848708486,0.08525830258302584,1084,50
CCRCC,shipped,resnet50,donor,scaled,INT1,-1,1,donor,INT1,0.9636531365313652,2.384565353172441,2.5921728819742413,0.03409594095940959,0.002250922509225092,1084,50
CCRCC,shipped,resnet50,donor,scaled,INT1,-1,2,donor,INT1,0.9448339483394834,2.747159746054346,2.9294309581252604,0.01118081180811808,0.04398523985239852,1084,50
CCRCC,shipped,resnet50,donor,scaled,INT10,-1,0,donor,INT10,0.8913666162380233,2.3303964670141184,3.03712078918985,0.09595562279374685,0.012677760968229954,1983,50
CCRCC,shipped,resnet50,donor,scaled,INT10,-1,1,donor,INT10,0.7328290468986384,2.2113913989897847,5.038032928888949,0.26673726676752396,0.0004336863338376198,1983,50
CCRCC,shipped,resnet50,donor,scaled,INT10,-1,2,donor,INT10,0.7953605648008069,2.0853335061409477,4.004510544833918,0.20351991931417046,0.001119515885022693,1983,50
CCRCC,shipped,resnet50,donor,scaled,INT11,-1,0,donor,INT11,0.8536066712995135,2.0381789999017137,2.981067642247031,0.10322446143154967,0.04316886726893676,1439,50
CCRCC,shipped,resnet50,donor,scaled,INT11,-1,1,donor,INT11,0.9102710215427381,2.3472623400135952,2.9413198866613395,0.08011118832522586,0.009617790132036137,1439,50
CCRCC,shipped,resnet50,donor,scaled,INT11,-1,2,donor,INT11,0.8335232800555942,1.929514965745161,3.1631748415486345,0.1385406532314107,0.027936066712995134,1439,50
CCRCC,shipped,resnet50,donor,scaled,INT12,-1,0,donor,INT12,0.9610751206064784,2.9935628727460437,3.2258542440104323,0.010599586492074431,0.02832529290144728,1451,50
CCRCC,shipped,resnet50,donor,scaled,INT12,-1,1,donor,INT12,0.9318263266712612,2.384977788325374,2.758203328020914,0.04464507236388697,0.023528600964851827,1451,50
CCRCC,shipped,resnet50,donor,scaled,INT12,-1,2,donor,INT12,0.9578221915920055,2.861231907783133,3.0781901836949803,0.012239834596829773,0.029937973811164715,1451,50
CCRCC,shipped,resnet50,donor,scaled,INT13,-1,0,donor,INT13,0.8442486808901124,1.778358053752463,2.9278515733240744,0.14876347786189492,0.006987841247992659,4359,50
CCRCC,shipped,resnet50,donor,scaled,INT13,-1,1,donor,INT13,0.8528286304198212,1.8295851650122532,2.9222483069423792,0.1372562514338151,0.009915118146363845,4359,50
CCRCC,shipped,resnet50,donor,scaled,INT13,-1,2,donor,INT13,0.843464097270016,1.9034526135505059,3.070806517208526,0.14919476944253268,0.00734113328745125,4359,50
CCRCC,shipped,resnet50,donor,scaled,INT14,-1,0,donor,INT14,0.9640026304252521,2.14174945784363,2.2945594245665153,0.03309951775537045,0.002897851819377466,4562,50
CCRCC,shipped,resnet50,donor,scaled,INT14,-1,1,donor,INT14,0.9537001315212627,2.0444406304575384,2.2536003482990856,0.04386234107847435,0.0024375274002630424,4562,50
CCRCC,shipped,resnet50,donor,scaled,INT14,-1,2,donor,INT14,0.9336650591845682,1.8818565751087988,2.2009464159785948,0.06372205173169662,0.002612889083735204,4562,50
CCRCC,shipped,resnet50,donor,scaled,INT15,-1,0,donor,INT15,0.9215344129554656,1.9965848528015655,2.4260089634846747,0.07046558704453441,0.008,4940,50
CCRCC,shipped,resnet50,donor,scaled,INT15,-1,1,donor,INT15,0.9671336032388663,2.573461940957242,2.7307215971391834,0.032388663967611336,0.00047773279352226724,4940,50
CCRCC,shipped,resnet50,donor,scaled,INT15,-1,2,donor,INT15,0.9098380566801619,2.075321471524291,2.614914213955147,0.0747004048582996,0.015461538461538462,4940,50
CCRCC,shipped,resnet50,donor,scaled,INT16,-1,0,donor,INT16,0.8915034310667498,1.6950258759473724,2.640768709326837,0.10113537117903931,0.007361197754210855,3206,50
CCRCC,shipped,resnet50,donor,scaled,INT16,-1,1,donor,INT16,0.8956768558951965,1.6964504249324415,2.5874233826729793,0.09446662507797879,0.009856519026824703,3206,50
CCRCC,shipped,resnet50,donor,scaled,INT16,-1,2,donor,INT16,0.8867747972551466,1.7008096163049806,2.504126855928429,0.09396756082345602,0.01925764192139738,3206,50
CCRCC,shipped,resnet50,donor,scaled,INT17,-1,0,donor,INT17,0.8485913528591352,1.562290425646008,2.64246665346643,0.1436150627615063,0.007793584379358438,3585,50
CCRCC,shipped,resnet50,donor,scaled,INT17,-1,1,donor,INT17,0.8769986052998605,1.639781802031449,2.4962762967778085,0.11965411436541144,0.0033472803347280333,3585,50
