task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes,superseded_label_set
CCRCC,shipped,uni_v1,donor,abs,INT1,-1,0,donor,INT1,0.5778228782287823,1.7788684335630078,4.70928119890117,0.012195571955719558,0.40998154981549817,1084,50,False
CCRCC,shipped,uni_v1,donor,abs,INT1,-1,1,donor,INT1,0.9459225092250922,2.168682451598173,2.438898086474244,0.04217712177121771,0.011900369003690037,1084,50,False
CCRCC,shipped,uni_v1,donor,abs,INT1,-1,2,donor,INT1,0.6754981549815499,2.1210410186419097,3.9096990045606104,0.010018450184501844,0.3144833948339483,1084,50,False
CCRCC,shipped,uni_v1,donor,abs,INT10,-1,0,donor,INT10,0.8314271306101866,2.0863768900598876,3.3780314032593295,0.15467473524962178,0.013898134140191629,1983,50,False
CCRCC,shipped,uni_v1,donor,abs,INT10,-1,1,donor,INT10,0.782581946545638,2.2498378373729997,4.312052748577255,0.21538073625819465,0.0020373171961674233,1983,50,False
CCRCC,shipped,uni_v1,donor,abs,INT10,-1,2,donor,INT10,0.7899848714069592,2.145225536413776,4.054230880266525,0.20848209783156832,0.0015330307614725164,1983,50,False
CCRCC,shipped,uni_v1,donor,abs,INT11,-1,0,donor,INT11,0.7751911049339819,1.9380105755621242,3.2368506185768524,0.0665879082696317,0.15822098679638638,1439,50,False
CCRCC,shipped,uni_v1,donor,abs,INT11,-1,1,donor,INT11,0.9176928422515636,2.335720394536448,2.817724910882969,0.063363446838082,0.018943710910354412,1439,50,False
CCRCC,shipped,uni_v1,donor,abs,INT11,-1,2,donor,INT11,0.7720500347463516,1.8732157257890618,3.1077387089751647,0.07905489923558026,0.1488950660180681,1439,50,False
CCRCC,shipped,uni_v1,donor,abs,INT12,-1,0,donor,INT12,0.891605789110958,2.191696181777582,2.8394662364409826,0.018952446588559616,0.08944176430048242,1451,50,False
CCRCC,shipped,uni_v1,donor,abs,INT12,-1,1,donor,INT12,0.8866023432115782,2.1107520445790873,2.726893506950451,0.029703652653342526,0.08369400413507926,1451,50,False
CCRCC,shipped,uni_v1,donor,abs,INT12,-1,2,donor,INT12,0.7806891798759475,2.2267738864655082,3.4070646145845136,0.008849069607167472,0.2104617505168849,1451,50,False
CCRCC,shipped,uni_v1,donor,abs,INT13,-1,0,donor,INT13,0.9174076623078687,2.203851309170291,2.695173146077516,0.07827942188575361,0.004312915806377609,4359,50,False
CCRCC,shipped,uni_v1,donor,abs,INT13,-1,1,donor,INT13,0.9097178251892636,2.227656074064891,2.811014869787508,0.08628125716907548,0.0040009176416609315,4359,50,False
CCRCC,shipped,uni_v1,donor,abs,INT13,-1,2,donor,INT13,0.8951135581555403,2.161829446234328,2.8550742165954692,0.10009176416609314,0.004794677678366598,4359,50,False
CCRCC,shipped,uni_v1,donor,abs,INT14,-1,0,donor,INT14,0.969395002192021,2.2299000673835505,2.3381670677236253,0.024612012275317844,0.005992985532661113,4562,50,False
CCRCC,shipped,uni_v1,donor,abs,INT14,-1,1,donor,INT14,0.9692327926348093,2.242474194068485,2.337447296854498,0.019421306444541868,0.011345900920648837,4562,50,False
CCRCC,shipped,uni_v1,donor,abs,INT14,-1,2,donor,INT14,0.940201665935993,1.9910715099365468,2.257727556224198,0.05556773345024112,0.0042306006137658924,4562,50,False
CCRCC,shipped,uni_v1,donor,abs,INT15,-1,0,donor,INT15,0.9141497975708502,1.9889103054829136,2.2936331537335777,0.03751417004048583,0.04833603238866397,4940,50,False
CCRCC,shipped,uni_v1,donor,abs,INT15,-1,1,donor,INT15,0.957672064777328,2.2751947698398594,2.4586395337308855,0.03267206477732794,0.009655870445344128,4940,50,False
CCRCC,shipped,uni_v1,donor,abs,INT15,-1,2,donor,INT15,0.884161943319838,1.9489415483373584,2.4880210504149733,0.03245344129554656,0.08338461538461539,4940,50,False
CCRCC,shipped,uni_v1,donor,abs,INT16,-1,0,donor,INT16,0.9254834684965689,2.0611439211389775,2.7761592062933493,0.06964441671865253,0.00487211478477854,3206,50,False
CCRCC,shipped,uni_v1,donor,abs,INT16,-1,1,donor,INT16,0.9313225202744853,2.064700676113945,2.76527324267259,0.06317529631940112,0.005502183406113537,3206,50,False
CCRCC,shipped,uni_v1,donor,abs,INT16,-1,2,donor,INT16,0.9217529631940112,1.8886717511930013,2.427852488747522,0.06555832813474735,0.012688708671241422,3206,50,False
CCRCC,shipped,uni_v1,donor,abs,INT17,-1,0,donor,INT17,0.92763179916318,1.8800583041814503,2.2586410045266074,0.04639330543933054,0.02597489539748954,3585,50,False
CCRCC,shipped,uni_v1,donor,abs,INT17,-1,1,donor,INT17,0.9567085076708507,2.1664697615909687,2.4026287884883244,0.040976290097629015,0.0023152022315202233,3585,50,False
CCRCC,shipped,uni_v1,donor,abs,INT17,-1,2,donor,INT17,0.9500362622036262,2.12722076136015,2.4030413979640644,0.04563458856345885,0.0043291492329149235,3585,50,False
CCRCC,shipped,uni_v1,donor,abs,INT18,-1,0,donor,INT18,0.8274791454730418,1.8376711420609753,3.059475174780565,0.12133875890132248,0.05118209562563581,4915,50,False
CCRCC,shipped,uni_v1,donor,abs,INT18,-1,1,donor,INT18,0.9235686673448626,2.653123357324855,3.265463696711688,0.06310071210579857,0.013330620549338758,4915,50,False
CCRCC,shipped,uni_v1,donor,abs,INT18,-1,2,donor,INT18,0.8787060020345879,2.2552546980173127,3.376941201720342,0.11948728382502542,0.001806714140386572,4915,50,False
CCRCC,shipped,uni_v1,donor,abs,INT19,-1,0,donor,INT19,0.9737267582861763,2.0298169818123837,2.128237802347696,0.016305578011317705,0.009967663702506064,4948,50,False
CCRCC,shipped,uni_v1,donor,abs,INT19,-1,1,donor,INT19,0.981160064672595,2.2138182782791125,2.28220523920159,0.014260307194826191,0.00457962813257882,4948,50,False
CCRCC,shipped,uni_v1,donor,abs,INT19,-1,2,donor,INT19,0.9743896523848019,2.0695395562670607,2.1649264777771293,0.018746968472109944,0.006863379143088116,4948,50,False
CCRCC,shipped,uni_v1,donor,abs,INT2,-1,0,donor,INT2,0.9463023255813954,2.274328198623847,2.5587766939842767,0.04379069767441861,0.009906976744186047,2580,50,False
CCRCC,shipped,uni_v1,donor,abs,INT2,-1,1,donor,INT2,0.9206821705426357,2.014392269188464,2.4454388793379227,0.04375193798449613,0.03556589147286822,2580,50,False
CCRCC,shipped,uni_v1,donor,abs,INT2,-1,2,donor,INT2,0.9393875968992248,2.204223263643587,2.45148694761562,0.025426356589147287,0.035186046511627905,2580,50,False
CCRCC,shipped,uni_v1,donor,abs,INT20,-1,0,donor,INT20,0.9672757201646092,2.1428353722018842,2.268959052323282,0.012041152263374487,0.02068312757201646,4860,50,False
CCRCC,shipped,uni_v1,donor,abs,INT20,-1,1,donor,INT20,0.9544485596707818,1.9682401992564422,2.1226388281408064,0.012349794238683128,0.03320164609053498,4860,50,False
CCRCC,shipped,uni_v1,donor,abs,INT20,-1,2,donor,INT20,0.9450041152263374,1.938976488249058,2.1176811376444094,0.01222633744855967,0.04276954732510288,4860,50,False
CCRCC,shipped,uni_v1,donor,abs,INT21,-1,0,donor,INT21,0.9276060301507537,2.221861591977858,2.6722629980235086,0.0646994974874372,0.007694472361809045,4975,50,False
CCRCC,shipped,uni_v1,donor,abs,INT21,-1,1,donor,INT21,0.9527316582914572,2.589675507642129,2.8923549890991165,0.04578090452261307,0.0014874371859296485,4975,50,False
CCRCC,shipped,uni_v1,donor,abs,INT21,-1,2,donor,INT21,0.9135035175879398,2.0882312457739793,2.62447319086461,0.06736482412060302,0.019131658291457288,4975,50,False
CCRCC,shipped,uni_v1,donor,abs,INT22,-1,0,donor,INT22,0.8237294332723948,2.0214507611616406,2.8728975711738993,0.04898406894750588,0.12728649778009923,3829,50,False
CCRCC,shipped,uni_v1,donor,abs,INT22,-1,1,donor,INT22,0.9087960302951162,2.0861906227070883,2.6543165593079108,0.08229302689997388,0.008910942804909899,3829,50,False
CCRCC,shipped,uni_v1,donor,abs,INT22,-1,2,donor,INT22,0.8334343170540612,1.8340282589559849,2.7224499451227344,0.08137895011752416,0.08518673282841473,3829,50,False
CCRCC,shipped,uni_v1,donor,abs,INT23,-1,0,donor,INT23,0.8149779179810726,1.9346980153582423,3.3984937837725595,0.1662124079915878,0.018809674027339643,4755,50,False
CCRCC,shipped,uni_v1,donor,abs,INT23,-1,1,donor,INT23,0.8795415352260778,2.398079443558009,3.4695990634862546,0.11761514195583596,0.0028433228180862248,4755,50,False
CCRCC,shipped,uni_v1,donor,abs,INT23,-1,2,donor,INT23,0.8957518401682439,2.5058546872959453,3.46396545909282,0.0996298633017876,0.004618296529968455,4755,50,False
CCRCC,shipped,uni_v1,donor,abs,INT24,-1,0,donor,INT24,0.9234767184035476,2.198036853423669,2.981004864116752,0.07265631929046563,0.0038669623059866963,4510,50,False
CCRCC,shipped,uni_v1,donor,abs,INT24,-1,1,donor,INT24,0.9145321507760532,2.1232564990796816,2.87147821492813,0.07942350332594235,0.006044345898004435,4510,50,False
CCRCC,shipped,uni_v1,donor,abs,INT24,-1,2,donor,INT24,0.9047139689578714,2.0307888421463463,2.899888028643032,0.08739689578713969,0.007889135254988914,4510,50,False
CCRCC,shipped,uni_v1,donor,abs,INT3,-1,0,donor,INT3,0.9509317389138018,2.270235938981394,2.501453264880899,0.039063278525161935,0.010004982561036373,2007,50,False
CCRCC,shipped,uni_v1,donor,abs,INT3,-1,1,donor,INT3,0.9828001993024416,2.6287331610450377,2.687125090363904,0.012675635276532139,0.0045241654210264074,2007,50,False
CCRCC,shipped,uni_v1,donor,abs,INT3,-1,2,donor,INT3,0.967085201793722,2.300179329036726,2.4215992792175833,0.02505231689088191,0.007862481315396113,2007,50,False
CCRCC,shipped,uni_v1,donor,abs,INT4,-1,0,donor,INT4,0.8865974796145292,2.2028880291190474,2.795645602100036,0.006879169755374352,0.10652335063009638,1349,50,False
CCRCC,shipped,uni_v1,donor,abs,INT4,-1,1,donor,INT4,0.9299777613046701,2.0798101612968436,2.435091425799544,0.012305411415863603,0.057716827279466275,1349,50,False
CCRCC,shipped,uni_v1,donor,abs,INT4,-1,2,donor,INT4,0.8284358784284656,1.9279099351764684,2.9623673538452766,0.012379540400296516,0.15918458117123793,1349,50,False
CCRCC,shipped,uni_v1,donor,abs,INT5,-1,0,donor,INT5,0.24993254637436763,1.8865445810038564,17.936206059541053,0.7445868465430017,0.0054806070826306915,1186,50,False
CCRCC,shipped,uni_v1,donor,abs,INT5,-1,1,donor,INT5,0.27738617200674537,2.0720517947809873,17.428149519602233,0.7217032040472176,0.0009106239460370995,1186,50,False
CCRCC,shipped,uni_v1,donor,abs,INT5,-1,2,donor,INT5,0.267318718381113,1.9503555612142502,17.151182202270704,0.7281787521079258,0.004502529510961214,1186,50,False
CCRCC,shipped,uni_v1,donor,abs,INT6,-1,0,donor,INT6,0.8898212157330155,2.2670815316125412,2.7592167287647307,0.02738974970202622,0.08278903456495829,1678,50,False
CCRCC,shipped,uni_v1,donor,abs,INT6,-1,1,donor,INT6,0.908021454112038,2.3116751554259394,2.8947859868539707,0.08533969010727055,0.0066388557806913,1678,50,False
CCRCC,shipped,uni_v1,donor,abs,INT6,-1,2,donor,INT6,0.8325506555423122,1.9411061148285051,2.755750587721236,0.038879618593563765,0.12856972586412396,1678,50,False
CCRCC,shipped,uni_v1,donor,abs,INT7,-1,0,donor,INT7,0.8540943555181129,1.9601507363930517,3.0916973543598085,0.11791912384161751,0.027986520640269585,2374,50,False
CCRCC,shipped,uni_v1,donor,abs,INT7,-1,1,donor,INT7,0.837363100252738,1.8986252269890804,2.9340702595503516,0.09839090143218197,0.06424599831508003,2374,50,False
CCRCC,shipped,uni_v1,donor,abs,INT7,-1,2,donor,INT7,0.864178601516428,2.0810203249766523,3.0734566726651997,0.10928390901432182,0.02653748946925021,2374,50,False
CCRCC,shipped,uni_v1,donor,abs,INT8,-1,0,donor,INT8,0.7536069779374038,2.0157607375492246,4.13609391354357,0.2242380708055413,0.022154951257054897,1949,50,False
CCRCC,shipped,uni_v1,donor,abs,INT8,-1,1,donor,INT8,0.7561005643919959,2.090938658612256,4.1815142114827575,0.2307337095946639,0.013165726013340175,1949,50,False
CCRCC,shipped,uni_v1,donor,abs,INT8,-1,2,donor,INT8,0.738450487429451,1.9769445743841458,4.327729398551693,0.24511031298101593,0.016439199589533094,1949,50,False
CCRCC,shipped,uni_v1,donor,abs,INT9,-1,0,donor,INT9,0.9655188679245283,2.6232759754711337,2.779969573957163,0.01965801886792453,0.01482311320754717,1696,50,False
CCRCC,shipped,uni_v1,donor,abs,INT9,-1,1,donor,INT9,0.8882900943396227,2.094011453301477,2.6445912900858533,0.04377358490566038,0.06793632075471698,1696,50,False
CCRCC,shipped,uni_v1,donor,abs,INT9,-1,2,donor,INT9,0.9265566037735848,2.182449210158337,2.593379668368118,0.0658254716981132,0.007617924528301887,1696,50,False
CCRCC,shipped,uni_v1,donor,scaled,INT1,-1,0,donor,INT1,0.6655350553505535,2.0447479438056013,3.8654256828967424,0.00900369003690037,0.3254612546125461,1084,50,False
CCRCC,shipped,uni_v1,donor,scaled,INT1,-1,1,donor,INT1,0.9687084870848709,2.378274105231484,2.5439101515480083,0.03018450184501845,0.001107011070110701,1084,50,False
CCRCC,shipped,uni_v1,donor,scaled,INT1,-1,2,donor,INT1,0.7892435424354244,2.560130724619055,3.452227312217624,0.008025830258302584,0.20273062730627306,1084,50,False
CCRCC,shipped,uni_v1,donor,scaled,INT10,-1,0,donor,INT10,0.8602622289460413,2.0975333569210917,3.104630921189525,0.13438224911749874,0.005355521936459909,1983,50,False
