task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws,superseded_label_set
CCRCC,shipped,hoptimus0,donor,abs,INT1,donor,3,0.7575461254612547,0.16998551897198833,0.22299667872001216,False
CCRCC,shipped,hoptimus0,donor,abs,INT10,donor,3,0.8118440073962011,0.01883873825262028,0.05415595908233035,False
CCRCC,shipped,hoptimus0,donor,abs,INT11,donor,3,0.7897567755385685,0.11009221972267884,0.25762908396942535,False
CCRCC,shipped,hoptimus0,donor,abs,INT12,donor,3,0.815860326211808,0.08034463762525025,0.03849655261599962,False
CCRCC,shipped,hoptimus0,donor,abs,INT13,donor,3,0.8976386021258698,0.01234757895231494,0.06290954510111284,False
CCRCC,shipped,hoptimus0,donor,abs,INT14,donor,3,0.9651395586730965,0.01604521392317616,0.14549183485226924,False
CCRCC,shipped,hoptimus0,donor,abs,INT15,donor,3,0.9195060728744938,0.029685741405601523,0.1685640126724825,False
CCRCC,shipped,hoptimus0,donor,abs,INT16,donor,3,0.9160677895612395,0.004643331836628685,0.09107966386961046,False
CCRCC,shipped,hoptimus0,donor,abs,INT17,donor,3,0.9427466294746628,0.01937625322898028,0.15226734357225877,False
CCRCC,shipped,hoptimus0,donor,abs,INT18,donor,3,0.873482536453035,0.04649254660308459,0.4176957371523921,False
CCRCC,shipped,hoptimus0,donor,abs,INT19,donor,3,0.9759350579358662,0.0022764039082486757,0.07819205292865164,False
CCRCC,shipped,hoptimus0,donor,abs,INT2,donor,3,0.9212222222222222,0.017929373445424803,0.1304421401312137,False
CCRCC,shipped,hoptimus0,donor,abs,INT20,donor,3,0.9658244170096021,0.006012519374169821,0.11734483362576159,False
CCRCC,shipped,hoptimus0,donor,abs,INT21,donor,3,0.9339671691792294,0.018870889734323604,0.24635299605557864,False
CCRCC,shipped,hoptimus0,donor,abs,INT22,donor,3,0.8689892922434056,0.03448791505363829,0.08803222964907788,False
CCRCC,shipped,hoptimus0,donor,abs,INT23,donor,3,0.8598247458815281,0.05075250025451265,0.31911350075669037,False
CCRCC,shipped,hoptimus0,donor,abs,INT24,donor,3,0.9190022172949002,0.010607102194219644,0.08494817791143078,False
CCRCC,shipped,hoptimus0,donor,abs,INT3,donor,3,0.9619199468526823,0.01871427727351803,0.2024482245836675,False
CCRCC,shipped,hoptimus0,donor,abs,INT4,donor,3,0.8758191252779838,0.04786420985933561,0.1170310530480168,False
CCRCC,shipped,hoptimus0,donor,abs,INT5,donor,3,0.27085441259134346,0.006611000195505706,0.06450365704321552,False
CCRCC,shipped,hoptimus0,donor,abs,INT6,donor,3,0.8902940007945968,0.023946108207863342,0.14873225505562274,False
CCRCC,shipped,hoptimus0,donor,abs,INT7,donor,3,0.85722549845549,0.01162597320404686,0.12512209007592118,False
CCRCC,shipped,hoptimus0,donor,abs,INT8,donor,3,0.7560013682230204,0.01966659759487763,0.1066437050016693,False
CCRCC,shipped,hoptimus0,donor,abs,INT9,donor,3,0.9188757861635221,0.046948102682449096,0.30421212424412647,False
CCRCC,shipped,hoptimus0,donor,scaled,INT1,donor,3,0.8051045510455105,0.1420575670952514,0.20029195822979134,False
CCRCC,shipped,hoptimus0,donor,scaled,INT10,donor,3,0.8322205412674398,0.03547176782100338,0.040608617134090495,False
CCRCC,shipped,hoptimus0,donor,scaled,INT11,donor,3,0.8596618021774379,0.0709857297804554,0.2573971712129529,False
CCRCC,shipped,hoptimus0,donor,scaled,INT12,donor,3,0.8923822651045256,0.058131876562510475,0.06063642561143165,False
CCRCC,shipped,hoptimus0,donor,scaled,INT13,donor,3,0.8716601667049018,0.012193265505405183,0.1250913248098023,False
CCRCC,shipped,hoptimus0,donor,scaled,INT14,donor,3,0.9384363583223733,0.02080038987369989,0.1578887410944677,False
