task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit
IDC,audited,hoptimus0,slide_out,abs,NCBI783,0.8948907376594565,4.353611366785785,5.968558543335892,0.04946866333887965,0.0556405990016639,slide
IDC,audited,hoptimus0,slide_out,abs,NCBI785,0.6496309226932668,3.6220694736313166,9.072690289226154,0.320139650872818,0.03022942643391521,slide
IDC,audited,hoptimus0,slide_out,abs,TENX95,0.8738135738831615,4.559449993243131,7.435779519629674,0.10600687285223369,0.02017955326460481,slide
IDC,audited,hoptimus0,slide_out,abs,TENX99,0.872100573190116,4.074445454021248,6.142298731029139,0.04282484787181093,0.08507457893807298,slide
IDC,audited,hoptimus0,slide_out,scaled,NCBI783,0.8883793677204658,5.508417750803889,7.1363201603887445,0.06099168053244592,0.05062895174708818,slide
IDC,audited,hoptimus0,slide_out,scaled,NCBI785,0.6542394014962594,4.340305132051853,10.093226636808758,0.32152119700748133,0.02423940149625935,slide
IDC,audited,hoptimus0,slide_out,scaled,TENX95,0.869266323024055,5.33626084613378,8.391438734394969,0.1167852233676976,0.013948453608247422,slide
IDC,audited,hoptimus0,slide_out,scaled,TENX99,0.8825197887063885,4.845558163555476,7.08334339116874,0.039326300916783075,0.07815391037682835,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND139,0.8505432559793723,2.138456538264487,2.9068041700784306,0.033945052013870367,0.11551169200675736,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND140,0.8982497846683893,1.9830466973748606,2.5072243881543055,0.08972609819121447,0.01202411714039621,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND141,0.9525901151988109,2.0769127808673598,2.316017747251168,0.043965068747677444,0.0034448160535117053,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND142,0.9591435880324769,2.203754824054633,2.3746146155389423,0.02717606495384273,0.013680347013680346,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND143,0.9731114605171208,1.9257219440147777,2.020743200968648,0.023411949685534592,0.003476589797344514,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND144,0.9750777286859761,2.105686219395693,2.2071003025980533,0.022439862542955324,0.0024824087710685647,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND145,0.9508321579689704,2.1239911731965315,2.3921334869632163,0.046882933709449924,0.00228490832157969,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND146,0.9639952477936186,1.9631061856232688,2.1397470500593747,0.025621181262729126,0.01038357094365241,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND147,0.9619471805852963,2.247209991397287,2.4169579417456437,0.025527480371163452,0.012525339043540328,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,0.9781220657276996,2.1098399275164295,2.2117055461955513,0.016305368442539294,0.005572565829761175,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,0.9500522240230507,1.9414249401328096,2.161969514583349,0.04077075454709166,0.009177021429857735,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,0.9097353893013516,2.250797791694279,2.867771958503561,0.08213972967827908,0.008124881020369313,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,0.9577051282051282,2.1778797074802085,2.3309683811631072,0.015941025641025643,0.026353846153846155,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,0.9165671641791046,2.172262724768687,2.622325576762332,0.06077655202249621,0.022656283798399308,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,0.9448754578754578,2.33243273948445,2.5743687112065667,0.04667765567765567,0.008446886446886447,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,0.8417373294346978,1.9953213773459293,3.1595440174334155,0.08435916179337233,0.07390350877192982,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,0.7246933033202025,1.9036538919081378,5.8048539453373005,0.21701369349090227,0.05829300318889514,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND157,0.8274022988505747,1.8952938142358924,3.042763144018791,0.0852539184952978,0.0873437826541275,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND158,0.8928201811125485,2.2450279306916463,2.925180070236948,0.07689952565761105,0.03028029322984045,slide
PRAD,shipped,hoptimus0,slide_out,abs,MEND159,0.6266545643153527,1.8389029480006647,5.655480781536941,0.041436721991701245,0.3319087136929461,slide
