task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched,superseded_label_set
IDC,audited,virchow2,slide_out,abs,4,0.8338194026578819,0.08352723377073414,4.1038335801451,0.3235095694480163,6.816886256954265,0.10997882860864526,0.05620176873347284,slide,7015,True
IDC,audited,virchow2,slide_out,scaled,4,0.841395280775521,0.05822012861822835,26.19715534450505,32.11447343019791,28.981837362328953,0.10510303661057,0.05350168261390896,slide,7015,True
PRAD,shipped,virchow2,slide_out,abs,23,0.8961520312988173,0.10069307433461938,2.135340066902985,0.16188890119011662,2.9794661023943116,0.05852130502328058,0.04532666367790211,slide,39667,False
PRAD,shipped,virchow2,slide_out,scaled,23,0.9002400530439619,0.044783264009070574,1.9705313175652919,0.4568575775629307,2.6502703107955417,0.08512026825054275,0.014639678705495337,slide,39667,False
READ,shipped,virchow2,slide_out,abs,4,0.852363355263436,0.07910579243811647,1.657439114994839,0.2686352380167817,2.6784639619193102,0.09115910574589718,0.05647753899066679,slide,3819,False
READ,shipped,virchow2,slide_out,scaled,4,0.8743038295175593,0.05700279580936931,6.913695806201623,5.536065090729134,7.741864378232442,0.0908552083971156,0.03484096208532514,slide,3819,False
