task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched,superseded_label_set
IDC,shipped,conch_v15,donor,scaled,4,0.8416403598215025,0.06443667665384287,4.804690973434935,0.4166756965794239,7.524542966952944,0.10186260061104482,0.05649703956745262,donor,3005,False
IDC,shipped,conch_v15,patient,abs,4,0.8199453614634125,0.07201952339998659,4.019205295706888,0.2141269380962051,6.971031479797752,0.11490650071352271,0.06514813782306472,patient,3005,False
IDC,shipped,conch_v15,patient,scaled,4,0.8191205599574594,0.07599541905482678,4.8747883603299815,0.6919871504132299,7.933600708002208,0.11952888433956868,0.06135055570297197,patient,3005,False
IDC,shipped,conch_v15,random,abs,4,0.8750979465592683,0.0010126551057756472,2.4076253456454353,0.005469711302440853,3.5158529620858525,0.06753505485330293,0.05736699858742874,spot,3005,False
IDC,shipped,conch_v15,random,scaled,4,0.8970255868365571,0.001058117370256901,2.5687121677427958,0.006683241274967593,3.3433544706835017,0.0624495316062041,0.04052488155723883,spot,3005,False
LUNG,shipped,conch_v15,donor,abs,2,0.6549447108450048,0.005961047501236318,2.269256297607699,0.0337630942483249,7.6880527538558,0.19396672221759648,0.15108856693739858,block,1027,False
LUNG,shipped,conch_v15,donor,scaled,2,0.6911054708624651,0.03621203770651179,3.150216094269257,0.15911872273828645,8.360014716074005,0.17303360642019044,0.13586092271734457,block,1027,False
LUNG,shipped,conch_v15,patient,abs,2,0.6603327893883847,0.00804123667546752,2.3057364892902257,0.0017422979211695344,7.7059159494042575,0.1791432625258726,0.16052394808574272,block,1027,False
LUNG,shipped,conch_v15,patient,scaled,2,0.6942889070974828,0.03798567293704886,3.159355790473959,0.21753759668415967,8.522735468530168,0.1667690921102541,0.13894200079226307,block,1027,False
LUNG,shipped,conch_v15,random,abs,2,0.9005916887682368,0.0005992713458069852,2.328876743831034,0.0040026476564060005,3.014301960003915,0.048545898577549186,0.05086241265421407,spot,1027,False
LUNG,shipped,conch_v15,random,scaled,2,0.9024723300351418,0.0018080449696501347,3.1493896089542384,0.028117307677773963,3.9177427677583205,0.048362363791955965,0.04916530617290224,spot,1027,False
LYMPH_IDC,shipped,conch_v15,donor,abs,4,0.81233019422897,0.12555936375318957,2.421515165429354,0.4079184155643114,4.706398667170566,0.13948324938184975,0.048186556389180187,donor,9980,False
LYMPH_IDC,shipped,conch_v15,donor,scaled,4,0.8173586897014373,0.08197999339477924,2.730918522959053,0.41421441215726684,4.780440019253645,0.14461544619479913,0.03802586410376356,donor,9980,False
LYMPH_IDC,shipped,conch_v15,patient,abs,4,0.8046298648808422,0.11549473204740512,2.3179205762266166,0.3058574626880204,4.609260464059037,0.14001727677408687,0.05535285834507091,patient,9980,False
LYMPH_IDC,shipped,conch_v15,patient,scaled,4,0.8103243770626427,0.07070128521939165,2.629183114187427,0.4567483683661497,4.731347507471418,0.1443714067072941,0.04530421623006327,patient,9980,False
LYMPH_IDC,shipped,conch_v15,random,abs,4,0.9005738069723032,0.0009192300085920713,1.587253625764372,0.004882878045783771,2.1127872554173286,0.07021869552355348,0.02920749750414333,spot,9980,False
LYMPH_IDC,shipped,conch_v15,random,scaled,4,0.9005627763657408,0.0008858236848634655,1.520060855570283,0.006056452225610132,2.004347654813088,0.08502229664374351,0.01441492699051575,spot,9980,False
PAAD,shipped,conch_v15,donor,abs,3,0.9037931123696338,0.04101574285182699,3.2340780700269467,0.43390741724653326,4.105926887205277,0.05052599080677586,0.04568089682359033,donor,1951,False
PAAD,shipped,conch_v15,donor,scaled,3,0.8726608496176519,0.05971109527732486,4.549388300994884,1.0824834137096893,5.99073491989597,0.06904537846525016,0.05829377191709792,donor,1951,False
PAAD,shipped,conch_v15,patient,abs,3,0.8689758897521557,0.05978798892962162,3.2304514915117557,0.40369383497269246,4.452703118242346,0.08496439506091946,0.046059715186924866,patient,1951,False
PAAD,shipped,conch_v15,patient,scaled,3,0.8497468309530728,0.035570584382525014,7.261036769020514,5.887770082827743,8.953340014145374,0.09073666064991882,0.059516508397008304,patient,1951,False
PAAD,shipped,conch_v15,random,abs,3,0.8944410713722886,0.0015347116977617668,2.2131329998665845,0.015298825393174002,3.042852040960389,0.056647550967749094,0.04891137765996226,spot,1951,False
PAAD,shipped,conch_v15,random,scaled,3,0.9014461366466101,0.0014284270245305253,2.6033798032960815,0.013973041015608903,3.356587560134132,0.05546505086313617,0.0430888124902537,spot,1951,False
PRAD,shipped,conch_v15,donor,abs,2,0.8711941292222354,0.08502506308167096,2.2640156969586807,0.5645992198151084,3.342718443748351,0.08395061741616595,0.044855253361598596,slide,19299,False
PRAD,shipped,conch_v15,donor,scaled,2,0.8230662133448122,0.042294329272526084,1.961446632505019,0.0935962977957823,3.5902936975582307,0.15168044244668194,0.025253344208505783,slide,19299,False
PRAD,shipped,conch_v15,patient,abs,2,0.8723253048954609,0.08904441582691663,2.2015036104422903,0.5271179742302132,3.272461763838476,0.08322275593017653,0.04445193917436245,slide,19299,False
PRAD,shipped,conch_v15,patient,scaled,2,0.8457048621095531,0.025673469787788186,2.0657523461306013,0.1365521841739028,3.4830826324503135,0.1304719169826321,0.02382322090781475,slide,19299,False
PRAD,shipped,conch_v15,random,abs,2,0.9029699479467761,0.0013001637341297206,1.876575612738682,0.007427015667236854,2.491020936267635,0.06715263668738342,0.029877415365840466,spot,19299,False
PRAD,shipped,conch_v15,random,scaled,2,0.8966459444341088,0.0008766747891731217,1.718828663911468,0.005032401796720751,2.311122605458314,0.09175875396727218,0.011595301598618935,spot,19299,False
READ,shipped,conch_v15,donor,abs,2,0.8234633838841954,0.12723656243162307,1.721308099572712,0.5481195076208696,3.1837975918067194,0.115804293886367,0.06073232222943764,slide,2128,False
READ,shipped,conch_v15,donor,scaled,2,0.8518882718633013,0.04209280253528186,10.787666438722534,11.849984271833065,12.07638587307116,0.1178759369208934,0.030235791215805247,slide,2128,False
READ,shipped,conch_v15,patient,abs,2,0.8236283591735423,0.12700325213997202,1.7231686207871308,0.5454883332863555,3.207267319613072,0.11578077124549517,0.06059086958096252,slide,2128,False
READ,shipped,conch_v15,patient,scaled,2,0.8519412572058713,0.04201786994521245,10.950177294714765,11.620159215255992,12.230174769211434,0.11603193083827112,0.032026811955857624,slide,2128,False
READ,shipped,conch_v15,random,abs,2,0.8974989599437107,4.464026894791997e-05,1.4819670356572876,0.00204445308295013,2.084034848270871,0.07872963739676497,0.023771402659524297,spot,2128,False
READ,shipped,conch_v15,random,scaled,2,0.901962330657452,0.00037075586590755433,1.8122030570762262,0.014044555777780516,2.3965570597287527,0.09236503141303132,0.005672637929516654,spot,2128,False
SKCM,shipped,conch_v15,donor,abs,2,0.6908355540866525,0.01047484699875153,2.7207828884664846,0.19105920228166903,7.927737247813971,0.13006938937909085,0.1790950565342566,block,693,False
SKCM,shipped,conch_v15,donor,scaled,2,0.7933911921199277,0.03804210210124713,8.027807228038458,1.3374562544197688,11.910551668642611,0.09434112962491592,0.11226767825515646,block,693,False
SKCM,shipped,conch_v15,patient,abs,2,0.7077194762472312,0.0272502614227705,2.805156696603098,0.15988226116049625,7.756025943880721,0.1265648829416086,0.16571564081116025,block,693,False
SKCM,shipped,conch_v15,patient,scaled,2,0.7794229121327984,0.02381503415935086,8.467300585506841,0.5014270057828747,12.631869100406679,0.10092930030611524,0.11964778756108646,block,693,False
SKCM,shipped,conch_v15,random,abs,2,0.9030051580489851,0.003340647918294959,2.7517293718535516,0.035269969264612525,3.639989342214717,0.05016190819271388,0.04683293375830108,spot,693,False
SKCM,shipped,conch_v15,random,scaled,2,0.9017264769922755,0.0012336879443199328,5.166314153673481,0.01495082038073521,6.232207017604243,0.052473241520226976,0.04580028148749764,spot,693,False
