task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws
IDC,audited,phikon,slide_out,abs,NCBI783,slide,3,0.9024315030504715,0.03462043669065981,0.6005650150261461
IDC,audited,phikon,slide_out,abs,NCBI785,slide,3,0.6585353283458022,0.05555192023257774,0.24692792601051838
IDC,audited,phikon,slide_out,abs,TENX95,slide,3,0.8797654639175257,0.04761368101256583,0.642257516933353
IDC,audited,phikon,slide_out,abs,TENX99,slide,3,0.8735292134290256,0.04876383847956968,0.5743630567596676
IDC,audited,phikon,slide_out,scaled,NCBI783,slide,3,0.8933155851358846,0.05122237638718584,48.65508852046673
IDC,audited,phikon,slide_out,scaled,NCBI785,slide,3,0.6892834580216126,0.030870908426329644,0.7000524699101021
IDC,audited,phikon,slide_out,scaled,TENX95,slide,3,0.890631443298969,0.05728160964654003,82.62173721369622
IDC,audited,phikon,slide_out,scaled,TENX99,slide,3,0.8727203249682899,0.049108723610936524,14.62475339220153
PRAD,shipped,phikon,slide_out,abs,MEND139,slide,3,0.8646465724193119,0.045206454550256146,0.07672707070970419
PRAD,shipped,phikon,slide_out,abs,MEND140,slide,3,0.8965443583118002,0.03872332672665616,0.278345892800672
PRAD,shipped,phikon,slide_out,abs,MEND141,slide,3,0.9529208472686733,0.0222311778739936,0.2836503540736524
PRAD,shipped,phikon,slide_out,abs,MEND142,slide,3,0.9515026137248359,0.017474256871639476,0.26434689782310483
PRAD,shipped,phikon,slide_out,abs,MEND143,slide,3,0.9671348707197764,0.0071410854979863025,0.17970147125026
PRAD,shipped,phikon,slide_out,abs,MEND144,slide,3,0.9793928980526919,0.007399270235565605,0.26267288798631017
PRAD,shipped,phikon,slide_out,abs,MEND145,slide,3,0.9473812881993418,0.012555080816762132,0.1509150657279976
PRAD,shipped,phikon,slide_out,abs,MEND146,slide,3,0.9624236252545826,0.009483145272481267,0.12309868351216227
PRAD,shipped,phikon,slide_out,abs,MEND147,slide,3,0.9568336902212705,0.01853976707661303,0.231414460807852
PRAD,shipped,phikon,slide_out,abs,MEND148,slide,3,0.9807919983670136,0.006996784261498948,0.21933441658172276
PRAD,shipped,phikon,slide_out,abs,MEND149,slide,3,0.9467134882045741,0.02013374323347438,0.17204694968026885
PRAD,shipped,phikon,slide_out,abs,MEND150,slide,3,0.8984275652008376,0.030512910457663658,0.241856865176004
PRAD,shipped,phikon,slide_out,abs,MEND151,slide,3,0.9541897435897436,0.022537587713873757,0.13382330574913243
PRAD,shipped,phikon,slide_out,abs,MEND152,slide,3,0.9238697815271468,0.024370084229852932,0.19639991981252408
PRAD,shipped,phikon,slide_out,abs,MEND153,slide,3,0.9276007326007326,0.019063639008502765,0.15892758553393121
PRAD,shipped,phikon,slide_out,abs,MEND154,slide,3,0.8450974658869397,0.04670905591525943,0.38537004905818
PRAD,shipped,phikon,slide_out,abs,MEND156,slide,3,0.7047364471956481,0.04600241075490257,0.18447305109567075
PRAD,shipped,phikon,slide_out,abs,MEND157,slide,3,0.818601880877743,0.05381137240838277,0.2537987019126514
PRAD,shipped,phikon,slide_out,abs,MEND158,slide,3,0.8963691246226823,0.021110749372161723,0.13678023147409546
PRAD,shipped,phikon,slide_out,abs,MEND159,slide,3,0.6752264868603043,0.06815204521284479,0.25265844566737483
PRAD,shipped,phikon,slide_out,abs,MEND160,slide,3,0.8735049440222277,0.06395830936914669,0.39555173525673115
PRAD,shipped,phikon,slide_out,abs,MEND161,slide,3,0.759087087087087,0.023738829842951087,0.036561407717066244
PRAD,shipped,phikon,slide_out,abs,MEND162,slide,3,0.9470039606490354,0.02127033760809451,0.19060126561585547
PRAD,shipped,phikon,slide_out,scaled,MEND139,slide,3,0.8651338134613674,0.05385534971755931,0.2368478043434921
PRAD,shipped,phikon,slide_out,scaled,MEND140,slide,3,0.8809198966408268,0.014261457358288423,0.06446037409167245
PRAD,shipped,phikon,slide_out,scaled,MEND141,slide,3,0.9186399108138238,0.044069703065165534,0.3525616982799809
PRAD,shipped,phikon,slide_out,scaled,MEND142,slide,3,0.9399110221332444,0.015147594460322673,0.21535604672954942
PRAD,shipped,phikon,slide_out,scaled,MEND143,slide,3,0.9179280223619847,0.014062294474228765,0.03802783898908419
PRAD,shipped,phikon,slide_out,scaled,MEND144,slide,3,0.9243986254295532,0.012203012312534841,0.13174241822598332
PRAD,shipped,phikon,slide_out,scaled,MEND145,slide,3,0.8955900329102021,0.039654275027464325,0.23534852373784967
PRAD,shipped,phikon,slide_out,scaled,MEND146,slide,3,0.9174270196877122,0.0034274984925825812,0.05108311997437696
PRAD,shipped,phikon,slide_out,scaled,MEND147,slide,3,0.9165453247680229,0.013730535576978982,0.06681180473779137
PRAD,shipped,phikon,slide_out,scaled,MEND148,slide,3,0.93473361910594,0.01097210972225794,0.051492873224738715
PRAD,shipped,phikon,slide_out,scaled,MEND149,slide,3,0.8978390059427337,0.004754223760969227,0.0832769947120125
PRAD,shipped,phikon,slide_out,scaled,MEND150,slide,3,0.8705158956786598,0.03687881979413583,0.14083924718966442
PRAD,shipped,phikon,slide_out,scaled,MEND151,slide,3,0.9441820512820512,0.006471669408349474,0.037429027616479434
PRAD,shipped,phikon,slide_out,scaled,MEND152,slide,3,0.933969284014709,0.015246768621710954,0.08619834761396818
PRAD,shipped,phikon,slide_out,scaled,MEND153,slide,3,0.8995128205128204,0.02155453631289632,0.13293064716561595
PRAD,shipped,phikon,slide_out,scaled,MEND154,slide,3,0.9091179337231968,0.018821028860929106,0.12141445084461247
PRAD,shipped,phikon,slide_out,scaled,MEND156,slide,3,0.8207146876758582,0.019123752920451355,0.13298537855974893
PRAD,shipped,phikon,slide_out,scaled,MEND157,slide,3,0.9201003134796238,0.03291857097344923,0.1491907395848932
PRAD,shipped,phikon,slide_out,scaled,MEND158,slide,3,0.8490987494609746,0.017936974878998313,0.0362162433238881
PRAD,shipped,phikon,slide_out,scaled,MEND159,slide,3,0.9425328492392807,0.03348700694260124,0.6510453176222849
PRAD,shipped,phikon,slide_out,scaled,MEND160,slide,3,0.9568358257742912,0.005337808781813745,0.123327719962792
PRAD,shipped,phikon,slide_out,scaled,MEND161,slide,3,0.8007927927927927,0.07550551818051539,0.3313383669675266
PRAD,shipped,phikon,slide_out,scaled,MEND162,slide,3,0.8829181039989779,0.029128704592985447,0.08535456017703974
READ,shipped,phikon,slide_out,abs,ZEN36,slide,3,0.7742637492607924,0.04060820925667103,0.2534695707326876
READ,shipped,phikon,slide_out,abs,ZEN40,slide,3,0.6859179197994987,0.05650194699584712,0.03130503754108768
READ,shipped,phikon,slide_out,abs,ZEN48,slide,3,0.938722571628232,0.020288452225241227,0.21161779267531683
READ,shipped,phikon,slide_out,abs,ZEN49,slide,3,0.9199576335300348,0.032786301658720096,0.2578986235061461
READ,shipped,phikon,slide_out,scaled,ZEN36,slide,3,0.7927459097181155,0.024822028807748933,6.752350198922867
READ,shipped,phikon,slide_out,scaled,ZEN40,slide,3,0.8477788220551378,0.03933457893575013,0.13058934703541175
READ,shipped,phikon,slide_out,scaled,ZEN48,slide,3,0.9315555555555556,0.0256606363286969,4.257734519906542
READ,shipped,phikon,slide_out,scaled,ZEN49,slide,3,0.9006536541080346,0.03699603829367202,1.9587123218292126
