task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws,superseded_label_set
IDC,audited,conch_v1,slide_out,abs,NCBI783,slide,3,0.8847210205213534,0.03619213552746461,0.4880069408623176,True
IDC,audited,conch_v1,slide_out,abs,NCBI785,slide,3,0.7183042394014963,0.043807311354455064,0.17172956918228446,True
IDC,audited,conch_v1,slide_out,abs,TENX95,slide,3,0.8782568728522336,0.034037566980017156,0.39585182427423854,True
IDC,audited,conch_v1,slide_out,abs,TENX99,slide,3,0.8746752725462806,0.0417431117574257,0.37270661276565753,True
IDC,audited,conch_v1,slide_out,scaled,NCBI783,slide,3,0.8617592900721021,0.04808117068403828,11.508665342452522,True
IDC,audited,conch_v1,slide_out,scaled,NCBI785,slide,3,0.7897689110556941,0.020309326348260024,0.38093106843820224,True
IDC,audited,conch_v1,slide_out,scaled,TENX95,slide,3,0.8669862542955326,0.02081767199267322,1.1824278557111871,True
IDC,audited,conch_v1,slide_out,scaled,TENX99,slide,3,0.8771773999325658,0.0268778104890061,2.892606918305357,True
PRAD,shipped,conch_v1,slide_out,abs,MEND139,slide,3,0.8529599004178893,0.026489116096083006,0.0913139394205475,False
PRAD,shipped,conch_v1,slide_out,abs,MEND140,slide,3,0.890322136089578,0.046728708842886636,0.2727637983121867,False
PRAD,shipped,conch_v1,slide_out,abs,MEND141,slide,3,0.9420772946859902,0.022611557667094263,0.2692195841522936,False
PRAD,shipped,conch_v1,slide_out,abs,MEND142,slide,3,0.9509843176509843,0.016546892052123938,0.26152916900902423,False
PRAD,shipped,conch_v1,slide_out,abs,MEND143,slide,3,0.9592994409503843,0.011076597752695663,0.17433943684374176,False
PRAD,shipped,conch_v1,slide_out,abs,MEND144,slide,3,0.9746129929635083,0.012244664835842864,0.2197479316339872,False
PRAD,shipped,conch_v1,slide_out,abs,MEND145,slide,3,0.9430042313117065,0.011715521628040968,0.15108199877417158,False
PRAD,shipped,conch_v1,slide_out,abs,MEND146,slide,3,0.9656076035302105,0.009085605305335956,0.1659358211241174,False
PRAD,shipped,conch_v1,slide_out,abs,MEND147,slide,3,0.9557544610992149,0.017326042374097517,0.21703762347551417,False
PRAD,shipped,conch_v1,slide_out,abs,MEND148,slide,3,0.9788201673810981,0.008566179746376296,0.20758320394224114,False
PRAD,shipped,conch_v1,slide_out,abs,MEND149,slide,3,0.950455609580407,0.019060758748938277,0.1730980991150767,False
PRAD,shipped,conch_v1,slide_out,abs,MEND150,slide,3,0.8886046068913003,0.022560531205692635,0.21120323529611082,False
PRAD,shipped,conch_v1,slide_out,abs,MEND151,slide,3,0.951,0.01822557050186201,0.07853332687058763,False
PRAD,shipped,conch_v1,slide_out,abs,MEND152,slide,3,0.918825438027255,0.024973023297392365,0.18552984424154434,False
PRAD,shipped,conch_v1,slide_out,abs,MEND153,slide,3,0.9109194139194138,0.01080304923999225,0.11250782055478624,False
PRAD,shipped,conch_v1,slide_out,abs,MEND154,slide,3,0.8492860623781676,0.041425950259139775,0.3522525879558105,False
PRAD,shipped,conch_v1,slide_out,abs,MEND156,slide,3,0.7199024573250797,0.0403415220413693,0.21398117800294297,False
PRAD,shipped,conch_v1,slide_out,abs,MEND157,slide,3,0.8326917450365726,0.05438415104965396,0.24466043460781578,False
PRAD,shipped,conch_v1,slide_out,abs,MEND158,slide,3,0.8991354031910306,0.015366850714150093,0.1359147916000144,False
PRAD,shipped,conch_v1,slide_out,abs,MEND159,slide,3,0.6877351313969572,0.07239235410823174,0.24158054093619527,False
PRAD,shipped,conch_v1,slide_out,abs,MEND160,slide,3,0.873161722644439,0.05670686416260854,0.4086730373684771,False
PRAD,shipped,conch_v1,slide_out,abs,MEND161,slide,3,0.7663495495495495,0.03331362417079887,0.07625650345361618,False
PRAD,shipped,conch_v1,slide_out,abs,MEND162,slide,3,0.9597981346620671,0.012097983678948713,0.16708033336491412,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND139,slide,3,0.9152058326664889,0.0386304578814566,0.3629392567364898,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND140,slide,3,0.8630663221360896,0.005301079617810459,0.032267238778854776,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND141,slide,3,0.873623188405797,0.04293807730143024,0.2430656808151276,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND142,slide,3,0.9264041819597376,0.03237925087246371,0.3435363971772544,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND143,slide,3,0.8733682739343117,0.023135171857015604,0.13598196912417196,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND144,slide,3,0.9073424971363115,0.0053736226360955,0.05504648962542158,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND145,slide,3,0.8948707099200752,0.026859763002630183,0.1674662395852498,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND146,slide,3,0.9306042090970807,0.0035549828644746515,0.0334560647383037,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND147,slide,3,0.9224039971448965,0.010372620476897054,0.0717588435806321,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND148,slide,3,0.8989548887528067,0.029486347152553504,0.12430495451594112,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND149,slide,3,0.9014118494507474,0.017682334148685402,0.06881252460129862,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND150,slide,3,0.8625471159337521,0.03337576727966342,0.2312921609561865,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND151,slide,3,0.9261128205128205,0.00813426288864682,0.06609409661587293,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND152,slide,3,0.9177244213714038,0.008827137326701553,0.05775556177799439,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND153,slide,3,0.8729304029304029,0.018306143270922417,0.03607776129249853,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND154,slide,3,0.919546783625731,0.027670094640728993,0.16653662822029228,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND156,slide,3,0.8065559932470455,0.014761624506696588,0.09930351362311371,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND157,slide,3,0.9091222570532915,0.028665701933669182,0.20459549226948606,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND158,slide,3,0.8979366106080207,0.004973870226898921,0.038266317437963555,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND159,slide,3,0.9678336791147993,0.0065937871430474275,0.31527607145903935,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND160,slide,3,0.9478957260766526,0.0026982648890554054,0.009415306134263115,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND161,slide,3,0.8339963963963964,0.04705080369556577,0.20984283498706355,False
PRAD,shipped,conch_v1,slide_out,scaled,MEND162,slide,3,0.9074434649290916,0.005457254650995067,0.04758685576212501,False
READ,shipped,conch_v1,slide_out,abs,ZEN36,slide,3,0.784261778040607,0.044306799815730075,0.2571721200207891,False
READ,shipped,conch_v1,slide_out,abs,ZEN40,slide,3,0.7546992481203008,0.04871818838542666,0.02119540766288944,False
READ,shipped,conch_v1,slide_out,abs,ZEN48,slide,3,0.9384374563242487,0.018557410105714784,0.18325768973742895,False
READ,shipped,conch_v1,slide_out,abs,ZEN49,slide,3,0.9149220759570283,0.03413835366903779,0.24064420307271842,False
READ,shipped,conch_v1,slide_out,scaled,ZEN36,slide,3,0.8204454957618766,0.017440071116201224,0.34704244380365973,False
READ,shipped,conch_v1,slide_out,scaled,ZEN40,slide,3,0.8455733082706768,0.03285373922083023,0.11416549626454736,False
READ,shipped,conch_v1,slide_out,scaled,ZEN48,slide,3,0.9268986722571628,0.03104826795119499,0.431995373540583,False
READ,shipped,conch_v1,slide_out,scaled,ZEN49,slide,3,0.9075624148887881,0.021960887263790987,0.08419616755594253,False
