task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes
IDC,audited,hoptimus0,slide_out,abs,NCBI783,-1,0,slide,NCBI783,0.8629816971713811,3.7845987808977,5.800525092980418,0.06881198003327788,0.0682063227953411,3005,50
IDC,audited,hoptimus0,slide_out,abs,NCBI783,-1,1,slide,NCBI783,0.9085790349417637,4.645048031585166,6.117101600843614,0.039514143094841934,0.05190682196339434,3005,50
IDC,audited,hoptimus0,slide_out,abs,NCBI783,-1,2,slide,NCBI783,0.9131114808652246,4.631187287874488,5.988048936183642,0.04007986688851913,0.04680865224625624,3005,50
IDC,audited,hoptimus0,slide_out,abs,NCBI785,-1,0,slide,NCBI785,0.7114463840399003,3.7519861049853223,7.853907829144291,0.25308229426433915,0.035471321695760595,4010,50
IDC,audited,hoptimus0,slide_out,abs,NCBI785,-1,1,slide,NCBI785,0.6187630922693267,3.5538278003086674,9.624994178067675,0.352214463840399,0.02902244389027431,4010,50
IDC,audited,hoptimus0,slide_out,abs,NCBI785,-1,2,slide,NCBI785,0.6186832917705736,3.56039451559996,9.739168860466494,0.35512219451371574,0.026194513715710722,4010,50
IDC,audited,hoptimus0,slide_out,abs,TENX95,-1,0,slide,TENX95,0.8973788659793814,5.004446107789882,7.774651072367882,0.08904381443298968,0.013577319587628868,7760,50
IDC,audited,hoptimus0,slide_out,abs,TENX95,-1,1,slide,TENX95,0.8994175257731959,5.042472663259611,7.830143072465827,0.08661855670103093,0.013963917525773195,7760,50
IDC,audited,hoptimus0,slide_out,abs,TENX95,-1,2,slide,TENX95,0.8246443298969072,3.6314312086799014,6.702544414055312,0.1423582474226804,0.03299742268041237,7760,50
IDC,audited,hoptimus0,slide_out,abs,TENX99,-1,0,slide,TENX99,0.9214267135494437,4.707880888898282,6.269970830235979,0.02008959106016088,0.058483695390395454,20761,50
IDC,audited,hoptimus0,slide_out,abs,TENX99,-1,1,slide,TENX99,0.8544309040990318,3.757012992827647,5.675622447909749,0.07614084099995183,0.06942825490101633,20761,50
IDC,audited,hoptimus0,slide_out,abs,TENX99,-1,2,slide,TENX99,0.8404441019218727,3.758442480337814,6.481302914941685,0.032244111555320074,0.12731178652280717,20761,50
IDC,audited,hoptimus0,slide_out,scaled,NCBI783,-1,0,slide,NCBI783,0.8323727121464226,3.851085430545281,6.150012635360695,0.08588352745424294,0.08174376039933444,3005,50
IDC,audited,hoptimus0,slide_out,scaled,NCBI783,-1,1,slide,NCBI783,0.9095640599001663,6.317487108097357,7.681909928613818,0.05432945091514143,0.03610648918469218,3005,50
IDC,audited,hoptimus0,slide_out,scaled,NCBI783,-1,2,slide,NCBI783,0.9232013311148087,6.356680713769029,7.57703791719172,0.04276206322795341,0.034036605657237935,3005,50
