task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes
CCRCC,shipped,conch_v1,donor,abs,INT1,-1,0,donor,INT1,0.6888929889298894,1.8896940732194187,3.5594807732199842,0.012343173431734317,0.2987638376383764,1084,50
CCRCC,shipped,conch_v1,donor,abs,INT1,-1,1,donor,INT1,0.9473247232472325,2.1946781581582333,2.4748259486359405,0.04476014760147601,0.007915129151291512,1084,50
CCRCC,shipped,conch_v1,donor,abs,INT1,-1,2,donor,INT1,0.8049261992619927,2.1063099449663434,2.9133587630591826,0.01662361623616236,0.17845018450184502,1084,50
CCRCC,shipped,conch_v1,donor,abs,INT10,-1,0,donor,INT10,0.830993444276349,2.137507799531177,3.491118421811808,0.1610186585980837,0.007987897125567323,1983,50
CCRCC,shipped,conch_v1,donor,abs,INT10,-1,1,donor,INT10,0.8040242057488654,2.2837580314619728,3.999894691127974,0.19146747352496216,0.0045083207261724665,1983,50
CCRCC,shipped,conch_v1,donor,abs,INT10,-1,2,donor,INT10,0.8093292990418558,2.124644417025526,3.8136940504670043,0.1843368633383762,0.006333837619768028,1983,50
CCRCC,shipped,conch_v1,donor,abs,INT11,-1,0,donor,INT11,0.7663516330785268,1.9623511385868093,3.4480926774845106,0.06134815844336344,0.1723002084781098,1439,50
CCRCC,shipped,conch_v1,donor,abs,INT11,-1,1,donor,INT11,0.921917998610146,2.385139239972548,2.833323391765974,0.06154273801250869,0.01653926337734538,1439,50
CCRCC,shipped,conch_v1,donor,abs,INT11,-1,2,donor,INT11,0.799638637943016,1.946116563960825,3.095598911262333,0.07502432244614315,0.12533703961084086,1439,50
CCRCC,shipped,conch_v1,donor,abs,INT12,-1,0,donor,INT12,0.8289179875947622,2.1968607264599394,3.1477385473987245,0.016981392143349414,0.15410062026188837,1451,50
CCRCC,shipped,conch_v1,donor,abs,INT12,-1,1,donor,INT12,0.796802205375603,2.0260053125715505,3.114676064862822,0.02490696071674707,0.17829083390764988,1451,50
CCRCC,shipped,conch_v1,donor,abs,INT12,-1,2,donor,INT12,0.7903239145416954,2.1655143168744004,3.240017662785769,0.01604410751206065,0.19363197794624398,1451,50
CCRCC,shipped,conch_v1,donor,abs,INT13,-1,0,donor,INT13,0.9096490020646938,2.1398261788263575,2.667446525433645,0.08335856847900894,0.0069924294562973156,4359,50
CCRCC,shipped,conch_v1,donor,abs,INT13,-1,1,donor,INT13,0.9230282174810737,2.2353748609604387,2.6592124010140457,0.06797889424179858,0.008992888277127782,4359,50
CCRCC,shipped,conch_v1,donor,abs,INT13,-1,2,donor,INT13,0.8971920165175499,2.1483307735993757,2.7600365280419434,0.09151640284468915,0.011291580637760954,4359,50
CCRCC,shipped,conch_v1,donor,abs,INT14,-1,0,donor,INT14,0.9704252520824199,2.2705556411587717,2.375449830990812,0.02465146865409908,0.004923279263480929,4562,50
CCRCC,shipped,conch_v1,donor,abs,INT14,-1,1,donor,INT14,0.9738798772468216,2.3219367494985357,2.4132511418433285,0.020276194651468654,0.005843928101709777,4562,50
CCRCC,shipped,conch_v1,donor,abs,INT14,-1,2,donor,INT14,0.9476282332310391,2.0310050477003845,2.252162804589487,0.04772468215694871,0.004647084612012275,4562,50
CCRCC,shipped,conch_v1,donor,abs,INT15,-1,0,donor,INT15,0.9293117408906884,2.0486463240636876,2.342399529366547,0.04089878542510122,0.029789473684210525,4940,50
CCRCC,shipped,conch_v1,donor,abs,INT15,-1,1,donor,INT15,0.9462874493927126,2.2128057840658713,2.449328972820167,0.029566801619433196,0.02414574898785425,4940,50
CCRCC,shipped,conch_v1,donor,abs,INT15,-1,2,donor,INT15,0.9104331983805668,1.9909939686838587,2.410209947266003,0.04763967611336033,0.04192712550607288,4940,50
