encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,n_units_in_pool,n_cal_units,n_cal_spots,n_cal_slides,n_pool_spots,n_train_natural,n_train_matched,n_match_target,n_train_buffer_dropped,n_blocks_total,n_test,n_test_slides,test_slides,cal_slides,cal_shares_donor_with_test,cal_shares_session_with_test,cal_shares_resolution_group_with_test,cal_shares_exact_session_with_test,cal_status,size_match,superseded_label_set
uni_v1,CCRCC,shipped,donor,INT19,-1,2,donor,23,6,16547,6,69272,52725,35996,35996,0,,4948,1,INT19,INT12;INT17;INT2;INT21;INT3;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT2,-1,0,donor,23,6,17105,6,71640,54535,35996,35996,0,,2580,1,INT2,INT10;INT15;INT24;INT4;INT7;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT2,-1,1,donor,23,6,17025,6,71640,54615,35996,35996,0,,2580,1,INT2,INT1;INT10;INT15;INT19;INT7;INT9,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT2,-1,2,donor,23,6,17316,6,71640,54324,35996,35996,0,,2580,1,INT2,INT10;INT13;INT18;INT3;INT6;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT20,-1,0,donor,23,6,12289,6,69360,57071,35996,35996,0,,4860,1,INT20,INT1;INT16;INT2;INT4;INT7;INT9,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT20,-1,1,donor,23,6,22582,6,69360,46778,35996,35996,0,,4860,1,INT20,INT13;INT16;INT17;INT18;INT24;INT3,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT20,-1,2,donor,23,6,23616,6,69360,45744,35996,35996,0,,4860,1,INT20,INT13;INT16;INT18;INT19;INT24;INT6,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT21,-1,0,donor,23,6,13913,6,69245,55332,35996,35996,0,,4975,1,INT21,INT1;INT11;INT12;INT13;INT16;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT21,-1,1,donor,23,6,10996,6,69245,58249,35996,35996,0,,4975,1,INT21,INT1;INT11;INT12;INT22;INT3;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT21,-1,2,donor,23,6,15758,6,69245,53487,35996,35996,0,,4975,1,INT21,INT11;INT12;INT2;INT22;INT24;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT22,-1,0,donor,23,6,17587,6,70391,52804,35996,35996,0,,3829,1,INT22,INT11;INT13;INT16;INT20;INT4;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT22,-1,1,donor,23,6,21427,6,70391,48964,35996,35996,0,,3829,1,INT22,INT14;INT16;INT19;INT23;INT3;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT22,-1,2,donor,23,6,23361,6,70391,47030,35996,35996,0,,3829,1,INT22,INT16;INT17;INT19;INT20;INT23;INT3,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT23,-1,0,donor,23,6,21452,6,69465,48013,35996,35996,0,,4755,1,INT23,INT13;INT16;INT20;INT21;INT6;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT23,-1,1,donor,23,6,17479,6,69465,51986,35996,35996,0,,4755,1,INT23,INT11;INT13;INT16;INT18;INT5;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT23,-1,2,donor,23,6,13269,6,69465,56196,35996,35996,0,,4755,1,INT23,INT1;INT10;INT12;INT13;INT16;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT24,-1,0,donor,23,6,18859,6,69710,50851,35996,35996,0,,4510,1,INT24,INT15;INT2;INT21;INT22;INT4;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT24,-1,1,donor,23,6,24159,6,69710,45551,35996,35996,0,,4510,1,INT24,INT10;INT13;INT14;INT17;INT18;INT23,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT24,-1,2,donor,23,6,17964,6,69710,51746,35996,35996,0,,4510,1,INT24,INT12;INT18;INT19;INT2;INT7;INT9,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT3,-1,0,donor,23,6,20344,6,72213,51869,35996,35996,0,,2007,1,INT3,INT13;INT15;INT16;INT21;INT5;INT6,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT3,-1,1,donor,23,6,19219,6,72213,52994,35996,35996,0,,2007,1,INT3,INT11;INT18;INT21;INT23;INT5;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT3,-1,2,donor,23,6,17234,6,72213,54979,35996,35996,0,,2007,1,INT3,INT1;INT10;INT16;INT18;INT20;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT4,-1,0,donor,23,6,13610,6,72871,59261,35996,35996,0,,1349,1,INT4,INT1;INT10;INT12;INT17;INT22;INT6,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT4,-1,1,donor,23,6,20622,6,72871,52249,35996,35996,0,,1349,1,INT4,INT10;INT13;INT15;INT16;INT19;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT4,-1,2,donor,23,6,18248,6,72871,54623,35996,35996,0,,1349,1,INT4,INT10;INT12;INT13;INT19;INT22;INT6,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT5,-1,0,donor,23,6,24596,6,73034,48438,35996,35996,0,,1186,1,INT5,INT1;INT13;INT15;INT19;INT23;INT24,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT5,-1,1,donor,23,6,17266,6,73034,55768,35996,35996,0,,1186,1,INT5,INT10;INT11;INT15;INT19;INT3;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT5,-1,2,donor,23,6,22330,6,73034,50704,35996,35996,0,,1186,1,INT5,INT12;INT15;INT20;INT21;INT23;INT4,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT6,-1,0,donor,23,6,17592,6,72542,54950,35996,35996,0,,1678,1,INT6,INT10;INT12;INT20;INT21;INT7;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT6,-1,1,donor,23,6,19422,6,72542,53120,35996,35996,0,,1678,1,INT6,INT12;INT15;INT2;INT23;INT24;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT6,-1,2,donor,23,6,19847,6,72542,52695,35996,35996,0,,1678,1,INT6,INT12;INT13;INT15;INT2;INT24;INT3,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT7,-1,0,donor,23,6,18917,6,71846,52929,35996,35996,0,,2374,1,INT7,INT10;INT11;INT13;INT19;INT24;INT6,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT7,-1,1,donor,23,6,24820,6,71846,47026,35996,35996,0,,2374,1,INT7,INT15;INT18;INT19;INT22;INT24;INT6,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT7,-1,2,donor,23,6,22623,6,71846,49223,35996,35996,0,,2374,1,INT7,INT10;INT12;INT13;INT15;INT18;INT21,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT8,-1,0,donor,23,6,22774,6,72271,49497,35996,35996,0,,1949,1,INT8,INT12;INT13;INT20;INT21;INT23;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT8,-1,1,donor,23,6,18471,6,72271,53800,35996,35996,0,,1949,1,INT8,INT1;INT13;INT20;INT21;INT3;INT5,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT8,-1,2,donor,23,6,21619,6,72271,50652,35996,35996,0,,1949,1,INT8,INT1;INT15;INT16;INT17;INT21;INT22,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT9,-1,0,donor,23,6,12609,6,72524,59915,35996,35996,0,,1696,1,INT9,INT1;INT12;INT13;INT2;INT5;INT8,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT9,-1,1,donor,23,6,20533,6,72524,51991,35996,35996,0,,1696,1,INT9,INT16;INT18;INT20;INT22;INT4;INT7,False,True,True,,ok,task,False
uni_v1,CCRCC,shipped,donor,INT9,-1,2,donor,23,6,17614,6,72524,54910,35996,35996,0,,1696,1,INT9,INT10;INT11;INT15;INT16;INT20;INT5,False,True,True,,ok,task,False
uni_v1,COAD,shipped,random,0,0,0,spot,5079,1016,1016,4,5079,4063,3389,3389,0,,10572,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,0,1,0,spot,5079,1016,1016,4,5079,4063,3389,3389,0,,10572,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,0,2,0,spot,5079,1016,1016,4,5079,4063,3389,3389,0,,10572,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,0,3,0,spot,5079,1016,1016,4,5079,4063,3389,3389,0,,10572,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,0,4,0,spot,5079,1016,1016,4,5079,4063,3389,3389,0,,10572,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,1,0,0,spot,10572,2115,2115,4,10572,8457,3389,3389,0,,5079,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,1,1,0,spot,10572,2115,2115,4,10572,8457,3389,3389,0,,5079,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,1,2,0,spot,10572,2115,2115,4,10572,8457,3389,3389,0,,5079,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,1,3,0,spot,10572,2115,2115,4,10572,8457,3389,3389,0,,5079,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,random,1,4,0,spot,10572,2115,2115,4,10572,8457,3389,3389,0,,5079,4,TENX111;TENX147;TENX148;TENX149,TENX111;TENX147;TENX148;TENX149,True,True,True,,ok,task,False
uni_v1,COAD,shipped,patient,0,-1,0,block,35,7,1075,1,5079,3596,3389,3389,408,35.0,10572,3,TENX147;TENX148;TENX149,TENX111,False,True,True,,ok,task,False
uni_v1,COAD,shipped,patient,0,-1,1,block,35,8,1143,1,5079,3414,3389,3389,522,35.0,10572,3,TENX147;TENX148;TENX149,TENX111,False,True,True,,ok,task,False
uni_v1,COAD,shipped,patient,0,-1,2,block,35,8,1163,1,5079,3389,3389,3389,527,35.0,10572,3,TENX147;TENX148;TENX149,TENX111,False,True,True,,ok,task,False
uni_v1,COAD,shipped,patient,1,-1,0,slide,3,1,3620,1,10572,6952,3389,3389,0,,5079,1,TENX111,TENX149,False,True,True,,ok,task,False
uni_v1,COAD,shipped,patient,1,-1,1,slide,3,1,3417,1,10572,7155,3389,3389,0,,5079,1,TENX111,TENX147,False,True,True,,ok,task,False
uni_v1,COAD,shipped,patient,1,-1,2,slide,3,1,3620,1,10572,6952,3389,3389,0,,5079,1,TENX111,TENX149,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P1,-1,0,donor,3,1,3535,1,12031,8496,3389,3389,0,,3620,1,TENX149,TENX148,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P1,-1,1,donor,3,1,3417,1,12031,8614,3389,3389,0,,3620,1,TENX149,TENX147,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P1,-1,2,donor,3,1,3535,1,12031,8496,3389,3389,0,,3620,1,TENX149,TENX148,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P2,-1,0,donor,3,1,3620,1,12116,8496,3389,3389,0,,3535,1,TENX148,TENX149,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P2,-1,1,donor,3,1,3417,1,12116,8699,3389,3389,0,,3535,1,TENX148,TENX147,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P2,-1,2,donor,3,1,3417,1,12116,8699,3389,3389,0,,3535,1,TENX148,TENX147,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P5,-1,0,donor,3,1,3535,1,12234,8699,3389,3389,0,,3417,1,TENX147,TENX148,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P5,-1,1,donor,3,1,3620,1,12234,8614,3389,3389,0,,3417,1,TENX147,TENX149,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_Oliveira_P5,-1,2,donor,3,1,3535,1,12234,8699,3389,3389,0,,3417,1,TENX147,TENX148,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_donor_TENX111,-1,0,donor,3,1,3620,1,10572,6952,3389,3389,0,,5079,1,TENX111,TENX149,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_donor_TENX111,-1,1,donor,3,1,3417,1,10572,7155,3389,3389,0,,5079,1,TENX111,TENX147,False,True,True,,ok,task,False
uni_v1,COAD,shipped,donor,COAD_donor_TENX111,-1,2,donor,3,1,3417,1,10572,7155,3389,3389,0,,5079,1,TENX111,TENX147,False,True,True,,ok,task,False
uni_v1,HCC,shipped,random,0,0,0,spot,1941,389,389,2,1941,1552,1203,1203,0,,2255,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,0,1,0,spot,1941,389,389,2,1941,1552,1203,1203,0,,2255,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,0,2,0,spot,1941,389,389,2,1941,1552,1203,1203,0,,2255,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,0,3,0,spot,1941,389,389,2,1941,1552,1203,1203,0,,2255,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,0,4,0,spot,1941,389,389,2,1941,1552,1203,1203,0,,2255,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,1,0,0,spot,2255,451,451,2,2255,1804,1203,1203,0,,1941,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,1,1,0,spot,2255,451,451,2,2255,1804,1203,1203,0,,1941,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,1,2,0,spot,2255,451,451,2,2255,1804,1203,1203,0,,1941,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,1,3,0,spot,2255,451,451,2,2255,1804,1203,1203,0,,1941,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,random,1,4,0,spot,2255,451,451,2,2255,1804,1203,1203,0,,1941,2,NCBI642;NCBI643,NCBI642;NCBI643,True,True,True,,ok,task,False
uni_v1,HCC,shipped,patient,0,-1,0,block,32,6,407,1,1941,1321,1203,1203,213,32.0,2255,1,NCBI643,NCBI642,False,True,True,,ok,task,False
uni_v1,HCC,shipped,patient,0,-1,1,block,32,6,400,1,1941,1226,1203,1203,315,32.0,2255,1,NCBI643,NCBI642,False,True,True,,ok,task,False
uni_v1,HCC,shipped,patient,0,-1,2,block,32,8,421,1,1941,1215,1203,1203,305,32.0,2255,1,NCBI643,NCBI642,False,True,True,,ok,task,False
uni_v1,HCC,shipped,patient,1,-1,0,block,31,5,471,1,2255,1474,1203,1203,310,31.0,1941,1,NCBI642,NCBI643,False,True,True,,ok,task,False
uni_v1,HCC,shipped,patient,1,-1,1,block,31,7,497,1,2255,1461,1203,1203,297,31.0,1941,1,NCBI642,NCBI643,False,True,True,,ok,task,False
uni_v1,HCC,shipped,patient,1,-1,2,block,31,6,457,1,2255,1468,1203,1203,330,31.0,1941,1,NCBI642,NCBI643,False,True,True,,ok,task,False
uni_v1,HCC,shipped,donor,CHC20,-1,0,block,31,6,513,1,2255,1415,1203,1203,327,31.0,1941,1,NCBI642,NCBI643,False,True,True,,ok,task,False
uni_v1,HCC,shipped,donor,CHC20,-1,1,block,31,7,452,1,2255,1497,1203,1203,306,31.0,1941,1,NCBI642,NCBI643,False,True,True,,ok,task,False
uni_v1,HCC,shipped,donor,CHC20,-1,2,block,31,6,483,1,2255,1482,1203,1203,290,31.0,1941,1,NCBI642,NCBI643,False,True,True,,ok,task,False
uni_v1,HCC,shipped,donor,CHC23,-1,0,block,32,8,401,1,1941,1211,1203,1203,329,32.0,2255,1,NCBI643,NCBI642,False,True,True,,ok,task,False
uni_v1,HCC,shipped,donor,CHC23,-1,1,block,32,6,430,1,1941,1203,1203,1203,308,32.0,2255,1,NCBI643,NCBI642,False,True,True,,ok,task,False
uni_v1,HCC,shipped,donor,CHC23,-1,2,block,32,7,408,1,1941,1324,1203,1203,209,32.0,2255,1,NCBI643,NCBI642,False,True,True,,ok,task,False
uni_v1,IDC,shipped,random,0,0,0,spot,14775,2955,2955,4,14775,11820,7015,7015,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,0,1,0,spot,14775,2955,2955,4,14775,11820,7015,7015,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,0,2,0,spot,14775,2955,2955,4,14775,11820,7015,7015,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,0,3,0,spot,14775,2955,2955,4,14775,11820,7015,7015,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,0,4,0,spot,14775,2955,2955,4,14775,11820,7015,7015,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,1,0,0,spot,27776,5556,5556,4,27776,22220,7015,7015,0,,7760,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,1,1,0,spot,27776,5556,5556,4,27776,22220,7015,7015,0,,7760,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,1,2,0,spot,27776,5556,5556,4,27776,22220,7015,7015,0,,7760,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,1,3,0,spot,27776,5556,5556,4,27776,22220,7015,7015,0,,7760,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,1,4,0,spot,27776,5556,5556,4,27776,22220,7015,7015,0,,7760,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,2,0,0,spot,31526,6306,6306,4,31526,25220,7015,7015,0,,4010,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,2,1,0,spot,31526,6306,6306,4,31526,25220,7015,7015,0,,4010,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,2,2,0,spot,31526,6306,6306,4,31526,25220,7015,7015,0,,4010,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,2,3,0,spot,31526,6306,6306,4,31526,25220,7015,7015,0,,4010,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,2,4,0,spot,31526,6306,6306,4,31526,25220,7015,7015,0,,4010,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,3,0,0,spot,32531,6507,6507,4,32531,26024,7015,7015,0,,3005,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,3,1,0,spot,32531,6507,6507,4,32531,26024,7015,7015,0,,3005,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,3,2,0,spot,32531,6507,6507,4,32531,26024,7015,7015,0,,3005,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,3,3,0,spot,32531,6507,6507,4,32531,26024,7015,7015,0,,3005,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,random,3,4,0,spot,32531,6507,6507,4,32531,26024,7015,7015,0,,3005,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,False
uni_v1,IDC,shipped,patient,0,-1,0,patient,3,1,3005,1,14775,11770,7015,7015,0,,20761,1,TENX99,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,0,-1,1,patient,3,1,3005,1,14775,11770,7015,7015,0,,20761,1,TENX99,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,0,-1,2,patient,3,1,7760,1,14775,7015,7015,7015,0,,20761,1,TENX99,TENX95,False,True,True,,ok,task,False
uni_v1,IDC,shipped,patient,1,-1,0,patient,3,1,3005,1,27776,24771,7015,7015,0,,7760,1,TENX95,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,1,-1,1,patient,3,1,3005,1,27776,24771,7015,7015,0,,7760,1,TENX95,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,1,-1,2,patient,3,1,4010,1,27776,23766,7015,7015,0,,7760,1,TENX95,NCBI785,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,2,-1,0,patient,3,1,7760,1,31526,23766,7015,7015,0,,4010,1,NCBI785,TENX95,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,2,-1,1,patient,3,1,3005,1,31526,28521,7015,7015,0,,4010,1,NCBI785,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,2,-1,2,patient,3,1,3005,1,31526,28521,7015,7015,0,,4010,1,NCBI785,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,3,-1,0,patient,3,1,4010,1,32531,28521,7015,7015,0,,3005,1,NCBI783,NCBI785,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,3,-1,1,patient,3,1,20761,1,32531,11770,7015,7015,0,,3005,1,NCBI783,TENX99,False,False,False,,ok,task,False
uni_v1,IDC,shipped,patient,3,-1,2,patient,3,1,7760,1,32531,24771,7015,7015,0,,3005,1,NCBI783,TENX95,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,IDC_shipped_patient_1,-1,0,donor,3,1,4010,1,14775,10765,7015,7015,0,,20761,1,TENX99,NCBI785,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,IDC_shipped_patient_1,-1,1,donor,3,1,7760,1,14775,7015,7015,7015,0,,20761,1,TENX99,TENX95,False,True,True,,ok,task,False
uni_v1,IDC,shipped,donor,IDC_shipped_patient_1,-1,2,donor,3,1,3005,1,14775,11770,7015,7015,0,,20761,1,TENX99,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,IDC_shipped_patient_2,-1,0,donor,3,1,4010,1,27776,23766,7015,7015,0,,7760,1,TENX95,NCBI785,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,IDC_shipped_patient_2,-1,1,donor,3,1,3005,1,27776,24771,7015,7015,0,,7760,1,TENX95,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,IDC_shipped_patient_2,-1,2,donor,3,1,4010,1,27776,23766,7015,7015,0,,7760,1,TENX95,NCBI785,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,NCBI783,-1,0,donor,3,1,4010,1,32531,28521,7015,7015,0,,3005,1,NCBI783,NCBI785,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,NCBI783,-1,1,donor,3,1,7760,1,32531,24771,7015,7015,0,,3005,1,NCBI783,TENX95,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,NCBI783,-1,2,donor,3,1,7760,1,32531,24771,7015,7015,0,,3005,1,NCBI783,TENX95,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,NCBI785,-1,0,donor,3,1,3005,1,31526,28521,7015,7015,0,,4010,1,NCBI785,NCBI783,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,NCBI785,-1,1,donor,3,1,20761,1,31526,10765,7015,7015,0,,4010,1,NCBI785,TENX99,False,False,False,,ok,task,False
uni_v1,IDC,shipped,donor,NCBI785,-1,2,donor,3,1,20761,1,31526,10765,7015,7015,0,,4010,1,NCBI785,TENX99,False,False,False,,ok,task,False
uni_v1,IDC,audited,random,0,0,0,spot,14775,2955,2955,4,14775,11820,3005,3005,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,True
uni_v1,IDC,audited,random,0,1,0,spot,14775,2955,2955,4,14775,11820,3005,3005,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,True
uni_v1,IDC,audited,random,0,2,0,spot,14775,2955,2955,4,14775,11820,3005,3005,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,True
uni_v1,IDC,audited,random,0,3,0,spot,14775,2955,2955,4,14775,11820,3005,3005,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,True
uni_v1,IDC,audited,random,0,4,0,spot,14775,2955,2955,4,14775,11820,3005,3005,0,,20761,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,True
uni_v1,IDC,audited,random,1,0,0,spot,27776,5556,5556,4,27776,22220,3005,3005,0,,7760,4,NCBI783;NCBI785;TENX95;TENX99,NCBI783;NCBI785;TENX95;TENX99,True,True,True,,ok,task,True
