task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
IDC,audited,uni_v2,slide_out,abs,4,0.8394629403968962,0.07602705753899307,4.029617549262658,0.3426445705527708,6.6127157642028065,0.10769175565157828,0.05284530395152556,slide,7015
IDC,audited,uni_v2,slide_out,scaled,4,0.8433160670127753,0.0472337161965646,4.676773531169849,0.48049058070999345,7.32065888029696,0.1054613020677633,0.0512226309194614,slide,7015
PRAD,shipped,uni_v2,slide_out,abs,23,0.8971856821783323,0.08958454715663745,2.0725075591209783,0.13701213759346503,2.8562383963900433,0.059568714282485453,0.04324560353918226,slide,39667
PRAD,shipped,uni_v2,slide_out,scaled,23,0.9012435429774898,0.04126897862314169,1.8941804689121537,0.41913008138015595,2.566726847912191,0.08398884840175881,0.014767608620751351,slide,39667
READ,shipped,uni_v2,slide_out,abs,4,0.8477901542569249,0.0842272232447175,1.6179202982215581,0.27568483103680214,2.6665095328546475,0.0909612077576454,0.06124863798542969,slide,3819
READ,shipped,uni_v2,slide_out,scaled,4,0.8735613034371814,0.046269645655860565,3.313622032293261,1.0994099168437745,4.127397677033404,0.09427679348515408,0.032161903077664436,slide,3819
