task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws
IDC,audited,virchow,slide_out,abs,NCBI783,slide,3,0.8953499722684416,0.039356610521981,0.5197021432439464
IDC,audited,virchow,slide_out,abs,NCBI785,slide,3,0.670423940149626,0.03555909939021375,0.03383121695281677
IDC,audited,virchow,slide_out,abs,TENX95,slide,3,0.8755266323024055,0.04269935771664111,0.6455274186035738
IDC,audited,virchow,slide_out,abs,TENX99,slide,3,0.8712875102355379,0.04703892679625984,0.46146885398488285
IDC,audited,virchow,slide_out,scaled,NCBI783,slide,3,0.8780521353300056,0.05638012171525363,1.2505188048162406
IDC,audited,virchow,slide_out,scaled,NCBI785,slide,3,0.7223657522859517,0.018426165321864644,0.3286912055717907
IDC,audited,virchow,slide_out,scaled,TENX95,slide,3,0.8889682130584192,0.03588237468498453,1.342984229760725
IDC,audited,virchow,slide_out,scaled,TENX99,slide,3,0.8723365926496797,0.05442690565040017,0.7144057927640365
PRAD,shipped,virchow,slide_out,abs,MEND139,slide,3,0.8307495332088557,0.04134834801219869,0.06900133066847729
PRAD,shipped,virchow,slide_out,abs,MEND140,slide,3,0.8867183462532301,0.04934619795657283,0.3422590990173816
PRAD,shipped,virchow,slide_out,abs,MEND141,slide,3,0.9507246376811594,0.02144509435281961,0.376136680633201
PRAD,shipped,virchow,slide_out,abs,MEND142,slide,3,0.9572038705372039,0.01962191089288,0.4068636752155257
PRAD,shipped,virchow,slide_out,abs,MEND143,slide,3,0.9724109014675052,0.008249076306455392,0.1816869724812923
PRAD,shipped,virchow,slide_out,abs,MEND144,slide,3,0.9789854360988381,0.0069917141869671705,0.2172672694896665
PRAD,shipped,virchow,slide_out,abs,MEND145,slide,3,0.947945463093559,0.013308253264979746,0.15701168133803053
PRAD,shipped,virchow,slide_out,abs,MEND146,slide,3,0.9640801086218601,0.009371359812268288,0.14787183228276235
PRAD,shipped,virchow,slide_out,abs,MEND147,slide,3,0.9631720199857244,0.015611251388170079,0.25233046705837875
PRAD,shipped,virchow,slide_out,abs,MEND148,slide,3,0.9801020616452337,0.009433408965766887,0.28547020906634113
PRAD,shipped,virchow,slide_out,abs,MEND149,slide,3,0.9481145326850351,0.023893002234001964,0.22313047984488008
PRAD,shipped,virchow,slide_out,abs,MEND150,slide,3,0.9055206548638873,0.026684490667105668,0.25539754136848963
PRAD,shipped,virchow,slide_out,abs,MEND151,slide,3,0.9568,0.020204002474171562,0.1772643808430443
PRAD,shipped,virchow,slide_out,abs,MEND152,slide,3,0.9271555267142548,0.02525807548516267,0.2221975025080409
PRAD,shipped,virchow,slide_out,abs,MEND153,slide,3,0.9228205128205129,0.012484137179533802,0.09019004374110878
PRAD,shipped,virchow,slide_out,abs,MEND154,slide,3,0.8434502923976609,0.04281044456590913,0.3887250023925951
PRAD,shipped,virchow,slide_out,abs,MEND156,slide,3,0.7247458262990057,0.042170459773434234,0.20757804308077657
PRAD,shipped,virchow,slide_out,abs,MEND157,slide,3,0.8250344827586207,0.053532425139052556,0.2386364300859475
