task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
CCRCC,shipped,uni_v1,donor,abs,24,0.8621805720729382,0.14264158941064933,2.1261168847474834,0.1176792711363886,3.482818294180932,0.09490754358589504,0.042911884341166766,donor,35996
CCRCC,shipped,uni_v1,donor,scaled,24,0.8713234696558249,0.12378109417510061,2.1413643052452933,0.2578471261351479,3.312689024605396,0.1019433615442263,0.02673316879994878,donor,35996
CCRCC,shipped,uni_v1,patient,abs,6,0.8543229987472644,0.09477315990844612,2.241522008693675,0.23949780306895374,3.703232601541348,0.08889201555268554,0.05678498570005016,patient,35996
CCRCC,shipped,uni_v1,patient,scaled,6,0.8728351337792369,0.055900089815682945,2.283356378701252,0.1637648199286098,3.490888234744818,0.0956536936522161,0.03151117256854702,patient,35996
CCRCC,shipped,uni_v1,random,abs,6,0.8821303812865633,0.0006919829146319267,1.6290349786462628,0.0013979150602529886,2.2183022019194834,0.07677108195062417,0.04109853676281262,spot,35996
CCRCC,shipped,uni_v1,random,scaled,6,0.9004730844461517,0.0005250074055445034,1.6105898995975434,0.001617141462285612,2.0884474198449916,0.07850985639492564,0.02101705915892268,spot,35996
COAD,shipped,uni_v1,donor,abs,4,0.860580928502249,0.03754996983501445,3.3851029198047398,0.2496612525094907,5.435182418312722,0.07969768007862231,0.059721391419128675,donor,3389
COAD,shipped,uni_v1,donor,scaled,4,0.8586354000316889,0.04661258205804095,4.019089793706731,0.5268113440757327,5.9662368164185775,0.08497525156590513,0.05638934840240592,donor,3389
COAD,shipped,uni_v1,patient,abs,2,0.7189616278113746,0.14226426697015399,2.5362025472630347,0.9212214815335841,8.842986076136544,0.18725563906619608,0.09378273312242934,block;slide,3389
COAD,shipped,uni_v1,patient,scaled,2,0.6835629202636504,0.16721558174069934,2.695403699488698,1.3599824611097258,9.573651496696069,0.21442701380538098,0.1020100659309687,block;slide,3389
COAD,shipped,uni_v1,random,abs,2,0.8961115890578597,0.001329142246034391,2.200782765124937,0.008587288679480042,3.051067027616024,0.056462513691702146,0.04742589725043822,spot,3389
COAD,shipped,uni_v1,random,scaled,2,0.8998821583781822,0.0002702830767232693,2.3425512204743493,0.0003440473314582192,3.013676925377262,0.06223634470641726,0.03788149691540044,spot,3389
HCC,shipped,uni_v1,donor,abs,2,0.7575049374127294,0.07075894776687551,1.574429192843028,0.18451729701872135,3.863818204393848,0.1503793999862157,0.09211566260105485,block,1203
HCC,shipped,uni_v1,donor,scaled,2,0.7693237520909704,0.020316346844945054,3.373891684930765,0.15976378524854423,5.900306655884289,0.16159674857673123,0.06907949933229837,block,1203
HCC,shipped,uni_v1,patient,abs,2,0.7697634535120116,0.046423365948257904,1.60032005519024,0.1488612548412745,3.7413333967144924,0.1407088459138069,0.08952770057418151,block,1203
HCC,shipped,uni_v1,patient,scaled,2,0.7740104448564508,0.0036083161411966085,3.3300873333222665,0.8330132218386782,5.712164025887423,0.15099640198874942,0.07499315315479978,block,1203
HCC,shipped,uni_v1,random,abs,2,0.9019500622485861,0.0016787359285798736,1.6003365749519192,0.006963532678936753,2.152015222300088,0.07162491893737845,0.026425018814035348,spot,1203
HCC,shipped,uni_v1,random,scaled,2,0.8974866416532917,0.0017977950165361397,2.130782964487198,0.003154777954709818,2.779395940379114,0.08503075318517164,0.017482605161536602,spot,1203
IDC,audited,uni_v1,donor,abs,3,0.8229801578052963,0.10133169058876303,4.597963641744259,0.827922598983889,7.44449425817552,0.12035145123586562,0.056668390958837946,donor,3005
IDC,audited,uni_v1,donor,scaled,3,0.8088529684515672,0.06950281065191768,18.073030344062644,22.42703772598473,21.36934171093026,0.12788005557032658,0.06326697597810625,donor,3005
IDC,audited,uni_v1,patient,abs,4,0.8138393097448833,0.08717299110746281,4.066419767062324,0.21739624357730603,7.205328768128951,0.12781441535776,0.058346274897356734,patient,3005
IDC,audited,uni_v1,patient,scaled,4,0.8321062571064771,0.058045416698290546,12.851436999679006,7.337799762013383,15.847903183778243,0.11815302628071105,0.049740716612811944,patient,3005
IDC,audited,uni_v1,random,abs,4,0.8785766299137836,0.0009655415059225003,2.239249291422004,0.0036829918500928855,3.2056993759735857,0.06368647936161627,0.0577368907246001,spot,3005
IDC,audited,uni_v1,random,scaled,4,0.8958879111740683,0.0009987199261271538,2.454656481974089,0.007170492883843016,3.1735540376795663,0.059863446845927794,0.04424864198000389,spot,3005
IDC,shipped,uni_v1,donor,abs,4,0.8210786831932116,0.10381267348232832,4.17735894955058,0.39489635376787663,7.296465360179014,0.13008745220692639,0.048833864599861984,donor,3005
IDC,shipped,uni_v1,donor,scaled,4,0.8282893919826703,0.0872310967008295,14.166974739992098,15.836119428989754,17.163655865034464,0.1280437857070486,0.04366682231028117,donor,3005
IDC,shipped,uni_v1,patient,abs,4,0.8128340518262765,0.0806968475883698,4.0031931635782065,0.20352398771939023,7.137454970098435,0.12789942997371484,0.0592665182000087,patient,3005
IDC,shipped,uni_v1,patient,scaled,4,0.8224348541467821,0.06482009811459148,12.424164924938381,12.234036776678003,15.435471968863558,0.12643353939371377,0.05113160645950413,patient,3005
IDC,shipped,uni_v1,random,abs,4,0.8796286926558137,0.0008649109937298099,2.1882889925495324,0.003651301232856927,3.130506614212252,0.0631004641482754,0.057270843195910866,spot,3005
IDC,shipped,uni_v1,random,scaled,4,0.8975826394777993,0.00015707464837246254,2.286017818910736,0.004563731756817354,2.9517204337980196,0.059686670672131056,0.04273068985006973,spot,3005
LUNG,shipped,uni_v1,donor,abs,2,0.6203715383696706,0.016725448942432206,2.0726013601343194,0.02203348561241935,8.110845091009326,0.2187760765568348,0.16085238507349459,block,1027
LUNG,shipped,uni_v1,donor,scaled,2,0.638221769951026,0.01958138664758338,2.546370579420691,0.05271978197929517,8.83018533517631,0.20393872177352546,0.15783950827544851,block,1027
LUNG,shipped,uni_v1,patient,abs,2,0.6313988741790363,0.013851573368294103,2.1259630860714376,0.012985460773170596,7.943560075666455,0.21317355922923398,0.15542756659172968,block,1027
LUNG,shipped,uni_v1,patient,scaled,2,0.6566179408056694,0.03634571757507519,2.7218256905889966,0.1436332691827121,8.563148672497217,0.19670514230878242,0.14667691688554826,block,1027
LUNG,shipped,uni_v1,random,abs,2,0.8996847436132023,0.0016462041342819038,2.0871073090019863,0.01216702350826632,2.721586820733095,0.04853707299304005,0.05177818339375771,spot,1027
LUNG,shipped,uni_v1,random,scaled,2,0.9017187340411023,0.0016166943726609142,2.6134660332221618,0.024983925516835426,3.264040914163243,0.04794499584460985,0.050336270114287845,spot,1027
LYMPH_IDC,shipped,uni_v1,donor,abs,4,0.8198780542854132,0.1377703333611365,2.419507651405117,0.4403538313397564,4.75509751505359,0.1451567163971309,0.03496522931745591,donor,9980
LYMPH_IDC,shipped,uni_v1,donor,scaled,4,0.8153405095305657,0.1059386418136428,2.904055930248049,0.7506530479802377,5.069996380163907,0.15223907409834886,0.03242041637108548,donor,9980
LYMPH_IDC,shipped,uni_v1,patient,abs,4,0.8030137744582725,0.12887504457852528,2.2812487376183075,0.32661425381036024,4.71032205327479,0.14772730006074408,0.049258925480983415,patient,9980
LYMPH_IDC,shipped,uni_v1,patient,scaled,4,0.7945902205892432,0.10122867786933991,2.5102333699407304,0.2538013307125172,4.892803207611909,0.1593020002814447,0.04610777912931206,patient,9980
LYMPH_IDC,shipped,uni_v1,random,abs,4,0.900156749646208,0.0003655421294090681,1.5066818409905083,0.002085934147739754,2.006204023093961,0.06919159327314252,0.030651657080649684,spot,9980
LYMPH_IDC,shipped,uni_v1,random,scaled,4,0.9001324605166408,0.0005674484336903948,1.4311073598085202,0.0029285302002074647,1.8856311326054171,0.08351493818889423,0.016352601294464975,spot,9980
PAAD,shipped,uni_v1,donor,abs,3,0.892457075350728,0.018555571303123422,3.1343527222074985,0.30209413212756614,4.096696825355172,0.0660066612411368,0.04153626340813518,donor,1951
PAAD,shipped,uni_v1,donor,scaled,3,0.8751524089479044,0.014290435466062882,37.5669330451334,29.667334653374784,38.95995803751058,0.0741977557484152,0.050649835303680446,donor,1951
PAAD,shipped,uni_v1,patient,abs,3,0.8752990316379745,0.05551426891026972,3.2279580437321265,0.3001655446927695,4.386667343902547,0.0894800273679604,0.03522094099406509,patient,1951
PAAD,shipped,uni_v1,patient,scaled,3,0.8523502910562418,0.048026578249861,21.59660599820653,20.35674104376574,23.47499703003434,0.0945825837015931,0.053067125242165024,patient,1951
PAAD,shipped,uni_v1,random,abs,3,0.8923852875234145,0.0011747546771127368,2.048928937121706,0.011372487416177586,2.862346972206107,0.05725692360297235,0.05035778887361323,spot,1951
PAAD,shipped,uni_v1,random,scaled,3,0.9014043241707214,0.0007214607664083049,2.367323876582893,0.0004597727664966353,3.0521389889706096,0.05446399098400567,0.044131684845273,spot,1951
PRAD,shipped,uni_v1,donor,abs,2,0.8681403569404271,0.06467702573445092,2.3129693156488584,0.5370922822508085,3.4694083883285103,0.09171469972654503,0.04014494333302788,slide,19299
PRAD,shipped,uni_v1,donor,scaled,2,0.8357386162326597,0.010442193490860844,2.0567605585524076,0.229151148329706,3.5565555450785897,0.13666057513896104,0.027600808628379284,slide,19299
PRAD,shipped,uni_v1,patient,abs,2,0.8711430336507102,0.10499778553455058,2.266645160336107,0.5650213302904972,3.3579342448591607,0.0763827076064006,0.0524742587428891,slide,19299
PRAD,shipped,uni_v1,patient,scaled,2,0.8764329889649957,0.04566996365465442,2.4147621074706764,0.6674099351515845,3.5231764957446936,0.09248407026791186,0.03108294076709244,slide,19299
PRAD,shipped,uni_v1,random,abs,2,0.9033154493735363,0.00038539815203160726,1.8449949806234982,0.0009354503841493823,2.4236093723347425,0.06476719846968138,0.031917352156782305,spot,19299
PRAD,shipped,uni_v1,random,scaled,2,0.8968451054615425,6.073478659855145e-05,1.666720977292655,0.00236238080769867,2.2172258065439996,0.0899672641821392,0.013187630356318394,spot,19299
READ,shipped,uni_v1,donor,abs,2,0.8297633826693535,0.11523315577989372,1.6610893522771515,0.4921837064217012,3.0731406570020128,0.11675868573638917,0.05347793159425734,slide,2128
READ,shipped,uni_v1,donor,scaled,2,0.8454716791409673,0.06397124213168896,9.58032042031219,7.6288474583916255,10.92837699871683,0.11802662107279666,0.03650169978623608,slide,2128
READ,shipped,uni_v1,patient,abs,2,0.8307028362893585,0.113904567729262,1.662265907208451,0.4905198064809803,3.0826583982842446,0.11795905322815231,0.05133811048248915,slide,2128
READ,shipped,uni_v1,patient,scaled,2,0.8429004512115933,0.06760750754136209,9.730865648195682,7.415944355368245,11.106844410436276,0.12021398907144495,0.036885559716961766,slide,2128
READ,shipped,uni_v1,random,abs,2,0.8973984971169396,0.0010504635354173172,1.4371687652562606,0.005005295034455226,2.003686835389166,0.07726443729631757,0.025337065586742778,spot,2128
READ,shipped,uni_v1,random,scaled,2,0.9019940213270149,0.0006259959018036789,1.661099828247602,0.0006551956929806357,2.2087312669491634,0.09129334869234967,0.006712629980635407,spot,2128
SKCM,shipped,uni_v1,donor,abs,2,0.6768080471008491,0.021269135674662418,2.382030615292758,0.007416717017800401,7.401989647071613,0.15308139869774048,0.17011055420141058,block,693
SKCM,shipped,uni_v1,donor,scaled,2,0.7307638206818879,0.07219192388177025,4.464777736675212,1.0366205287939094,9.244689801112662,0.12015375061136424,0.14908242870674787,block,693
SKCM,shipped,uni_v1,patient,abs,2,0.6911108682682743,0.041109922434102886,2.473223614481993,0.0638516967529386,7.4308224297705285,0.15238342840482316,0.15650570332690245,block,693
SKCM,shipped,uni_v1,patient,scaled,2,0.7022749694632537,0.060959789190869716,5.5832132939863515,2.4805380495147333,10.946629330379848,0.13959839273580077,0.15812663780094557,block,693
SKCM,shipped,uni_v1,random,abs,2,0.9014780937251159,0.0006191877939732309,2.296546100447368,0.00041061977228626687,3.0916007426896686,0.0508465602298364,0.04767534604504777,spot,693
SKCM,shipped,uni_v1,random,scaled,2,0.9003634420409852,0.0020800521876674083,3.378451100824508,0.025884938406337113,4.203562779381562,0.05251819958518271,0.0471183583738321,spot,693
