task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit,superseded_label_set
CCRCC,shipped,hoptimus0,donor,abs,INT1,0.7575461254612547,2.0120503025588445,3.4203815742701487,0.027060270602706025,0.21539360393603935,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT10,0.8118440073962011,2.0827806829682802,3.651377116636794,0.17941166582618928,0.008744326777609682,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT11,0.7897567755385685,2.0161141857000096,3.3868946727551514,0.059921241602965025,0.1503219828584665,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT12,0.815860326211808,2.1033395451440686,3.0963322317807713,0.016963014013324146,0.16717665977486793,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT13,0.8976386021258698,2.121428345670897,2.7579481290530707,0.09343580331880401,0.008925594555326145,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT14,0.9651395586730965,2.1372797801001746,2.270398628140349,0.03175800087680842,0.0031024404500949875,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT15,0.9195060728744938,2.0491498473506096,2.456977936189469,0.061122807017543856,0.019371120107962214,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT16,0.9160677895612395,1.9713683387357275,2.6865444073111084,0.0717051362029528,0.012227074235807859,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT17,0.9427466294746628,1.9732452181966875,2.2447517129908845,0.03750069735006973,0.019752673175267316,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT18,0.873482536453035,2.2352787763740976,3.186356999050213,0.09551983723296031,0.030997626314004743,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT19,0.9759350579358662,2.0811602547729806,2.170087443453129,0.02009970358393964,0.003965238480194018,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT2,0.9212222222222222,2.102066518306397,2.5187102966829475,0.04244186046511628,0.0363359173126615,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT20,0.9658244170096021,2.0447961006029916,2.171435787674432,0.018111111111111113,0.016064471879286692,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT21,0.9339671691792294,2.3164378871189153,2.7450296438848967,0.05795242881072027,0.008080402010050251,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT22,0.8689892922434056,1.9261223606646787,2.6774011934268223,0.08572473230608514,0.045285975450509275,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT23,0.8598247458815281,2.2608229418311443,3.39164587770351,0.12959691552751487,0.010578338590956887,donor,False
CCRCC,shipped,hoptimus0,donor,abs,INT24,0.9190022172949002,2.1280060982319267,2.87566017224295,0.07466371027346637,0.006334072431633408,donor,False
