task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched,superseded_label_set
CCRCC,shipped,uni_v2,donor,abs,24,0.8653727123020528,0.14273478650780974,2.0871553941897996,0.12224481824725947,3.4205195216402378,0.09668556109801553,0.03794172659993166,donor,35996,False
CCRCC,shipped,uni_v2,donor,scaled,24,0.8733688085750564,0.12905155982339755,2.104919817557964,0.23857712894295327,3.277465962593992,0.1032979096718011,0.023333281753142535,donor,35996,False
CCRCC,shipped,uni_v2,patient,abs,6,0.8590642075202876,0.09746955178666605,2.1966424768076203,0.21963493057675082,3.6075440160848147,0.08873027484642902,0.05220551763328348,patient,35996,False
CCRCC,shipped,uni_v2,patient,scaled,6,0.874795243985054,0.058843731818592274,2.2166841442056637,0.14536929139417126,3.406043086139134,0.09476709087859747,0.03043766513634853,patient,35996,False
CCRCC,shipped,uni_v2,random,abs,6,0.8830176250299325,0.0008983382512906427,1.6009846945508859,0.0007228513058259128,2.1872060920507406,0.07607325495965488,0.04090912001041257,spot,35996,False
CCRCC,shipped,uni_v2,random,scaled,6,0.8988063234062474,0.0004543586565167943,1.5822025815904297,0.0019539322990997235,2.067005358125789,0.07937181953512641,0.021821857058626076,spot,35996,False
COAD,shipped,uni_v2,donor,abs,4,0.8720924184005598,0.016822129617069404,3.2725297598314516,0.16209336662656199,5.025012134565579,0.07420218994129854,0.05370539165814165,donor,3389,False
COAD,shipped,uni_v2,donor,scaled,4,0.8821007037368086,0.02788972723988794,3.8431412847927806,0.4026175683696515,5.281464451275607,0.0723040648907331,0.045595231372458266,donor,3389,False
COAD,shipped,uni_v2,patient,abs,2,0.7456008906327694,0.17360190599075997,2.510123526852123,0.8979950722394607,8.177492942369557,0.1776650737385771,0.07673403562865355,block;slide,3389,False
COAD,shipped,uni_v2,patient,scaled,2,0.7520287552828926,0.21486522048124576,2.8513563867947083,1.384736490030062,8.387018897550117,0.1848457752442606,0.06312546947284685,block;slide,3389,False
COAD,shipped,uni_v2,random,abs,2,0.896467435139279,0.0009373164885774198,2.162696115909169,0.007070165253374584,3.0069582360784572,0.05617140334887343,0.04736116151184759,spot,3389,False
COAD,shipped,uni_v2,random,scaled,2,0.8989973164480538,8.874556186299536e-05,2.293184971241652,0.0025125435677123163,2.9612320890370945,0.06274053511489183,0.03826214843705435,spot,3389,False
HCC,shipped,uni_v2,donor,abs,2,0.762563676498083,0.07412094416676322,1.5527343436011234,0.20195846304103338,3.853933822370744,0.1547771734763856,0.08265915002553145,block,1203,False
HCC,shipped,uni_v2,donor,scaled,2,0.7681895830929646,0.028029760808783475,3.626965125962494,0.7131815244919486,6.050513340065502,0.15965647503039593,0.07215394187663951,block,1203,False
HCC,shipped,uni_v2,patient,abs,2,0.7668378039070541,0.04364886926139396,1.579477507956508,0.1373853595472828,3.803152516302309,0.15034782552406106,0.08281437056888483,block,1203,False
HCC,shipped,uni_v2,patient,scaled,2,0.760137013822014,0.036668560946175925,2.6455285314730705,0.3684551218692919,5.114889436526724,0.1598428884921138,0.08002009768587218,block,1203,False
HCC,shipped,uni_v2,random,abs,2,0.9027833142043387,0.0005705668963298939,1.5867162298148392,0.0006162409248244513,2.1264485027509656,0.07139197047591847,0.025824715319742838,spot,1203,False
HCC,shipped,uni_v2,random,scaled,2,0.8986449086151056,0.0015758674178103296,2.0285076941461657,0.04916245491828493,2.650700288383355,0.08555731134074804,0.015797780044146333,spot,1203,False
IDC,audited,uni_v2,donor,abs,3,0.8274910763859101,0.08388768506850289,4.340233113258165,0.5525324574989894,7.10539594605454,0.11474451862955022,0.05776440498453974,donor,3005,True
IDC,audited,uni_v2,donor,scaled,3,0.8074546826102927,0.068365360942048,5.6384337498283585,0.9025441496430404,8.971130238819692,0.12476522925217469,0.06778008813753252,donor,3005,True
IDC,audited,uni_v2,patient,abs,4,0.8204021867792218,0.07475152963495203,3.9073852898588646,0.17070516181376288,6.834434195709562,0.11755892130700668,0.06203889191377143,patient,3005,True
IDC,audited,uni_v2,patient,scaled,4,0.8264839567161736,0.05648407305150653,5.024095974329977,0.6463015154358094,8.04501148797491,0.11476521129415312,0.058750831989673284,patient,3005,True
IDC,audited,uni_v2,random,abs,4,0.8796858165272499,0.0006663624315220873,2.168525229196162,0.004141629908673109,3.1141471325433914,0.062115808962986206,0.058198374509763895,spot,3005,True
IDC,audited,uni_v2,random,scaled,4,0.8945874528497963,0.0007604657318998131,2.3651102264706294,0.0059015473972700285,3.0845787087407777,0.058858404711652934,0.0465541424385507,spot,3005,True
IDC,shipped,uni_v2,donor,abs,4,0.8314080051422856,0.07597197115676316,3.962183543545342,0.2971822823808153,6.711064997887223,0.11388071293791929,0.05471128191979508,donor,3005,False
IDC,shipped,uni_v2,donor,scaled,4,0.8314248845206468,0.05062777550064948,5.056579452852393,0.8745773567167086,7.876875128277795,0.11533077153889384,0.05324434394045943,donor,3005,False
IDC,shipped,uni_v2,patient,abs,4,0.8200353340714218,0.06817182213697229,3.8565314377268427,0.18731853421718886,6.759389953146059,0.11641317031542484,0.06355149561315332,patient,3005,False
IDC,shipped,uni_v2,patient,scaled,4,0.8217123977167267,0.05782546353580784,5.447708762220055,2.248576495636063,8.39351251870157,0.11739836878801062,0.06088923349526272,patient,3005,False
IDC,shipped,uni_v2,random,abs,4,0.8801715514576326,0.0004081151856994797,2.1171065406425416,0.0012046906069798481,3.0426036013344566,0.06185562221470239,0.05797282632766501,spot,3005,False
IDC,shipped,uni_v2,random,scaled,4,0.8971105506543169,0.0004260976765738019,2.210870289585027,0.0059988208429079155,2.874097767031128,0.0582338618484373,0.04465558749724574,spot,3005,False
LUNG,shipped,uni_v2,donor,abs,2,0.6177021931893971,0.015548785694424788,2.0587232241920645,0.0008703643074934668,8.204447288477404,0.23247406957449082,0.14982373723611206,block,1027,False
LUNG,shipped,uni_v2,donor,scaled,2,0.6555357111318008,0.02784675078878096,2.586432689837461,0.06763388995041128,8.438693752638853,0.21111441220724325,0.133349876660956,block,1027,False
LUNG,shipped,uni_v2,patient,abs,2,0.622860618469822,0.003840315620879707,2.0897541617560593,0.040434522047118296,8.237115286919517,0.22420377666423608,0.15293560486594185,block,1027,False
LUNG,shipped,uni_v2,patient,scaled,2,0.6524696278129756,0.024267907299459237,2.596088047976483,0.07841455723055277,8.729604469559655,0.20715558633775133,0.1403747858492732,block,1027,False
LUNG,shipped,uni_v2,random,abs,2,0.8992439974166635,0.000496946103766666,2.057106219695055,0.006282461623880017,2.6881716379015437,0.04911651063946247,0.05163949194387403,spot,1027,False
LUNG,shipped,uni_v2,random,scaled,2,0.9023187108176289,0.001111374679728995,2.5200490018598263,0.02382217304721326,3.145257035117644,0.048167412853494976,0.04951387632887598,spot,1027,False
LYMPH_IDC,shipped,uni_v2,donor,abs,4,0.8158296701613788,0.13740796978206776,2.4012926130455168,0.4424272685787202,4.768595438983847,0.14493039116529244,0.03923993867332881,donor,9980,False
LYMPH_IDC,shipped,uni_v2,donor,scaled,4,0.8083108389086799,0.10672410375045768,2.680665857134915,0.6776823168336789,4.915434880334002,0.15298350817603273,0.038705652915287284,donor,9980,False
LYMPH_IDC,shipped,uni_v2,patient,abs,4,0.8046374096978046,0.12951073275231817,2.2809888435204213,0.33566956530164793,4.669243660127142,0.14509236135742876,0.050270228944766585,patient,9980,False
LYMPH_IDC,shipped,uni_v2,patient,scaled,4,0.7930657185685817,0.09739435571760947,2.4052738038365757,0.3933260745887442,4.774190444019634,0.15600086521754775,0.050933416213870555,patient,9980,False
LYMPH_IDC,shipped,uni_v2,random,abs,4,0.9003375794646522,0.0004890193633310232,1.4924170475980703,0.0022775802620177985,1.99502013760661,0.06888680211671519,0.03077561841863257,spot,9980,False
LYMPH_IDC,shipped,uni_v2,random,scaled,4,0.9004836699645953,0.0006516405811904577,1.4135039852199427,0.0021772460442997473,1.8707668727807583,0.0833889143498506,0.016127415685554227,spot,9980,False
PAAD,shipped,uni_v2,donor,abs,3,0.8952998811091227,0.03492745610233178,3.1423361285657685,0.5880210706471372,4.127339650310427,0.07047908395981213,0.03422103493106502,donor,1951,False
PAAD,shipped,uni_v2,donor,scaled,3,0.8829074932559439,0.057497488071926256,13.377024651977429,16.347278128969837,14.633627285901914,0.07385739212479897,0.043235114619257185,donor,1951,False
PAAD,shipped,uni_v2,patient,abs,3,0.8683197841566734,0.045608864338385326,3.183848812516201,0.48651121619916177,4.423139929935971,0.09423681163784092,0.03744340420548567,patient,1951,False
PAAD,shipped,uni_v2,patient,scaled,3,0.8516709848701435,0.05188226439057488,26.425240461307144,39.20905335623848,28.117889236223036,0.10243712799185017,0.04589188713800635,patient,1951,False
PAAD,shipped,uni_v2,random,abs,3,0.8929673164919537,0.000513709339241427,2.0091166160989222,0.005489614144099368,2.822122463651341,0.05684229781717595,0.05019038569087022,spot,1951,False
PAAD,shipped,uni_v2,random,scaled,3,0.9023786432207775,0.0016268986528422491,2.323143669473331,0.018610463537059477,3.005301129533849,0.0541787191396437,0.043442637639578695,spot,1951,False
PRAD,shipped,uni_v2,donor,abs,2,0.8833089767377327,0.08516341852023722,2.2653524195191377,0.4462067997068825,3.23944467769525,0.0694786819920355,0.04721234127023194,slide,19299,False
PRAD,shipped,uni_v2,donor,scaled,2,0.8549833945089014,0.037105172814615395,1.9333390393575427,0.1947936609235081,3.1446665621061207,0.10518465173417851,0.03983195375692008,slide,19299,False
PRAD,shipped,uni_v2,patient,abs,2,0.886992560991237,0.09541206401716153,2.2474223313031376,0.5204734646401452,3.2145862568783006,0.07079075295542946,0.0422166860533334,slide,19299,False
PRAD,shipped,uni_v2,patient,scaled,2,0.8828036750912611,0.0524702530284367,2.155859143168726,0.40111210116239404,3.1786562629871518,0.08824436024375165,0.028951964664987263,slide,19299,False
PRAD,shipped,uni_v2,random,abs,2,0.9040820755298465,0.00043329562805848515,1.8250485608391007,0.00045511484542595706,2.3985663229103436,0.06355625453662805,0.032361669933525405,spot,19299,False
PRAD,shipped,uni_v2,random,scaled,2,0.8986794478067552,6.249103920005753e-05,1.6475363679924717,0.0007908688291910882,2.1830593803776503,0.08704874381915628,0.014271808374088415,spot,19299,False
READ,shipped,uni_v2,donor,abs,2,0.8323830147255298,0.08682834539475091,1.6587650367206925,0.49391842881381554,3.1144453577418227,0.11654545299746288,0.05107153227700734,slide,2128,False
READ,shipped,uni_v2,donor,scaled,2,0.8385741173682721,0.03160422358110178,4.970475670300598,0.11174612552380482,6.306358027145487,0.13003184504255158,0.03139403758917634,slide,2128,False
READ,shipped,uni_v2,patient,abs,2,0.8307801751124522,0.08909510291387411,1.662701333525467,0.48835166448697737,3.1375579895456003,0.11714426392928683,0.05207556095826103,slide,2128,False
READ,shipped,uni_v2,patient,scaled,2,0.8374251776031288,0.033229069779317076,4.888971668723841,0.0035179388937220677,6.252585707726911,0.13084505256979667,0.031729769827074455,slide,2128,False
READ,shipped,uni_v2,random,abs,2,0.8978120561369487,0.00018239676231851127,1.4360822125290258,0.002280491271358142,2.003888275786169,0.07718673528667669,0.02500120857637461,spot,2128,False
READ,shipped,uni_v2,random,scaled,2,0.9024684583524711,0.0014763271852205563,1.6598904791642892,0.020043964095718115,2.20016941468199,0.09144311994976012,0.006088421697768806,spot,2128,False
SKCM,shipped,uni_v2,donor,abs,2,0.6801415122208436,0.021878173982418595,2.2857945072181787,0.07201525398881477,7.21536675658151,0.14624864085750766,0.1736098469216487,block,693,False
SKCM,shipped,uni_v2,donor,scaled,2,0.7154999060464757,0.08481057165150267,3.6754560272051107,0.8474913671019279,8.398295492504916,0.1197227134607044,0.16477738049281992,block,693,False
SKCM,shipped,uni_v2,patient,abs,2,0.6862637978043158,0.06103732307025429,2.384494448509514,0.08903345503336649,7.19095005823532,0.13171896005812828,0.18201724213755596,block,693,False
SKCM,shipped,uni_v2,patient,scaled,2,0.7088157783875502,0.05231620551822406,3.714643605186054,0.5494957389985705,8.75889912981773,0.12004766234895065,0.17113655926349913,block,693,False
SKCM,shipped,uni_v2,random,abs,2,0.8998869101662084,0.002451570024996185,2.1843086544198154,0.013570420491107148,2.9555800752021986,0.052098061221526076,0.04801502861226546,spot,693,False
SKCM,shipped,uni_v2,random,scaled,2,0.8993190826946942,0.001574909075363513,3.0782340266477464,0.020601650425564364,3.848573592329635,0.052926205722053976,0.04775471158325194,spot,693,False
