encoder,task,label_set,design,fold,repeat,cal_draw,n_T,n_C,n_E,overlap_T_C,overlap_T_E,overlap_C_E,disjoint,scaler_pca_fit_rows_equal_T,n_samples_seen,pca_n_samples,max_abs_scaler_mean_minus_T,max_abs_scaler_var_minus_T,max_abs_pca_mean_minus_T
hoptimus0,IDC,shipped,donor,IDC_shipped_patient_2,-1,1,7015,3005,7760,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,IDC_shipped_patient_2,-1,2,7015,4010,7760,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,NCBI783,-1,0,7015,4010,3005,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,NCBI783,-1,1,7015,7760,3005,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,NCBI783,-1,2,7015,7760,3005,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,NCBI785,-1,0,7015,3005,4010,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,NCBI785,-1,1,7015,20761,4010,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,shipped,donor,NCBI785,-1,2,7015,20761,4010,0,0,0,True,True,7015,7015,0.0,0.0,0.0
hoptimus0,IDC,audited,random,0,0,0,3005,2955,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,0,1,0,3005,2955,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,0,2,0,3005,2955,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,0,3,0,3005,2955,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,0,4,0,3005,2955,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,1,0,0,3005,5556,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,1,1,0,3005,5556,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,1,2,0,3005,5556,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,1,3,0,3005,5556,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,1,4,0,3005,5556,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,2,0,0,3005,6306,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,2,1,0,3005,6306,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,2,2,0,3005,6306,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,2,3,0,3005,6306,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,2,4,0,3005,6306,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,3,0,0,3005,6507,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,3,1,0,3005,6507,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,3,2,0,3005,6507,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,3,3,0,3005,6507,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,random,3,4,0,3005,6507,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,0,-1,0,3005,3005,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,0,-1,1,3005,3005,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,0,-1,2,3005,7760,20761,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,1,-1,0,3005,3005,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,1,-1,1,3005,3005,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,1,-1,2,3005,4010,7760,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,2,-1,0,3005,7760,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,2,-1,1,3005,3005,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,2,-1,2,3005,3005,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,3,-1,0,3005,4010,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,3,-1,1,3005,20761,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,patient,3,-1,2,3005,7760,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,donor,IDC_JanesickSample1,-1,0,3005,4010,28521,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,donor,NCBI783,-1,0,3005,28521,3005,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,IDC,audited,donor,NCBI785,-1,0,3005,3005,4010,0,0,0,True,True,3005,3005,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,0,0,0,1027,389,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,0,1,0,1027,389,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,0,2,0,1027,389,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,0,3,0,1027,389,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,0,4,0,1027,389,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,1,0,0,1027,653,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,1,1,0,1027,653,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,1,2,0,1027,653,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,1,3,0,1027,653,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,random,1,4,0,1027,653,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,patient,0,-1,0,1027,478,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,patient,0,-1,1,1027,390,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,patient,0,-1,2,1027,423,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,patient,1,-1,0,1027,684,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,patient,1,-1,1,1027,703,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,patient,1,-1,2,1027,748,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_1,-1,0,1027,453,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_1,-1,1,1027,428,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_1,-1,2,1027,430,3262,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_2,-1,0,1027,682,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_2,-1,1,1027,731,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_2,-1,2,1027,674,1944,0,0,0,True,True,1027,1027,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,0,0,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,0,1,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,0,2,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,0,3,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,0,4,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,1,0,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,1,1,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,1,2,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,1,3,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,1,4,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,2,0,0,9980,2996,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,2,1,0,9980,2996,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,2,2,0,9980,2996,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,2,3,0,9980,2996,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,2,4,0,9980,2996,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,3,0,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,3,1,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,3,2,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,3,3,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,random,3,4,0,9980,2995,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,0,-1,0,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,0,-1,1,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,0,-1,2,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,1,-1,0,9980,4988,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,1,-1,1,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,1,-1,2,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,2,-1,0,9980,4992,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,2,-1,1,9980,4992,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,2,-1,2,9980,4992,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,3,-1,0,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,3,-1,1,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,patient,3,-1,2,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_3,-1,0,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_3,-1,1,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_3,-1,2,9980,4988,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_6,-1,0,9980,4988,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_6,-1,1,9980,4988,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_6,-1,2,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,0,9980,4992,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,1,9980,4992,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,-1,2,9980,4992,4988,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_8,-1,0,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_8,-1,1,9980,4988,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,LYMPH_IDC,shipped,donor,Patient_8,-1,2,9980,4992,4992,0,0,0,True,True,9980,9980,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,0,0,0,1951,1113,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,0,1,0,1951,1113,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,0,2,0,1951,1113,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,0,3,0,1951,1113,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,0,4,0,1951,1113,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,1,0,0,1951,793,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,1,1,0,1951,793,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,1,2,0,1951,793,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,1,3,0,1951,793,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,1,4,0,1951,793,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,2,0,0,1951,1124,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,2,1,0,1951,1124,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,2,2,0,1951,1124,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,2,3,0,1951,1124,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,random,2,4,0,1951,1124,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,patient,0,-1,0,1951,1951,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,patient,1,-1,0,1951,2010,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,patient,2,-1,0,1951,2010,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,donor,TENX116,-1,0,1951,3610,2010,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,donor,TENX126,-1,0,1951,2010,1951,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PAAD,shipped,donor,TENX140,-1,0,1951,2010,3610,0,0,0,True,True,1951,1951,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,0,0,0,19299,7364,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,0,1,0,19299,7364,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,0,2,0,19299,7364,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,0,3,0,19299,7364,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,0,4,0,19299,7364,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,1,0,0,19299,5179,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,1,1,0,19299,5179,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,1,2,0,19299,5179,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,1,3,0,19299,5179,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,random,1,4,0,19299,5179,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,patient,0,-1,0,19299,7216,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,patient,0,-1,1,19299,11236,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,patient,0,-1,2,19299,7471,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,patient,1,-1,0,19299,6290,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,patient,1,-1,1,19299,5384,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,patient,1,-1,2,19299,5828,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,donor,PRAD_patient1,-1,0,19299,12280,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,donor,PRAD_patient1,-1,1,19299,10917,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,donor,PRAD_patient1,-1,2,19299,9866,25891,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,donor,PRAD_patient2,-1,0,19299,6163,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,donor,PRAD_patient2,-1,1,19299,5799,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,PRAD,shipped,donor,PRAD_patient2,-1,2,19299,6592,36819,0,0,0,True,True,19299,19299,0.0,0.0,0.0
hoptimus0,READ,shipped,random,0,0,0,2128,764,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,0,1,0,2128,764,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,0,2,0,2128,764,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,0,3,0,2128,764,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,0,4,0,2128,764,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,1,0,0,2128,918,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,1,1,0,2128,918,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,1,2,0,2128,918,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,1,3,0,2128,918,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,random,1,4,0,2128,918,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,patient,0,-1,0,2128,1691,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,patient,1,-1,0,2128,2385,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,donor,READ_specimen1,-1,0,2128,1691,4588,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,READ,shipped,donor,READ_specimen7,-1,0,2128,2385,3819,0,0,0,True,True,2128,2128,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,0,0,0,693,349,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,0,1,0,693,349,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,0,2,0,693,349,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,0,3,0,693,349,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,0,4,0,693,349,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,1,0,0,693,259,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,1,1,0,693,259,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,1,2,0,693,259,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,1,3,0,693,259,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,random,1,4,0,693,259,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,patient,0,-1,0,693,351,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,patient,0,-1,1,693,364,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,patient,0,-1,2,693,378,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,patient,1,-1,0,693,306,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,patient,1,-1,1,693,285,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,patient,1,-1,2,693,262,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,-1,0,693,413,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,-1,1,693,360,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,-1,2,693,429,1293,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,-1,0,693,274,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,-1,1,693,299,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,-1,2,693,287,1741,0,0,0,True,True,693,693,0.0,0.0,0.0
