task,label_set,encoder,design,score,fold,repeat,cal_draw,calibration_unit,slide,coverage,width_mean,interval_score,miss_above,miss_below,n_test,n_genes
CCRCC,shipped,hoptimus0,donor,abs,INT1,-1,0,donor,INT1,0.6101660516605166,1.759071148640593,4.176547162796762,0.014188191881918819,0.37564575645756454,1084,50
CCRCC,shipped,hoptimus0,donor,abs,INT1,-1,1,donor,INT1,0.9435055350553506,2.1801172709977212,2.491002737398799,0.0512730627306273,0.005221402214022139,1084,50
CCRCC,shipped,hoptimus0,donor,abs,INT1,-1,2,donor,INT1,0.7189667896678966,2.0969624880382196,3.5935948226148855,0.015719557195571957,0.2653136531365314,1084,50
CCRCC,shipped,hoptimus0,donor,abs,INT10,-1,0,donor,INT10,0.8283610690872416,2.048432552404659,3.3752076491642713,0.15805345436207766,0.013585476550680787,1983,50
CCRCC,shipped,hoptimus0,donor,abs,INT10,-1,1,donor,INT10,0.7913262733232476,2.1452098291716335,3.997209110308442,0.20319717599596573,0.005476550680786687,1983,50
CCRCC,shipped,hoptimus0,donor,abs,INT10,-1,2,donor,INT10,0.815844679778114,2.0546996673285487,3.581714590437669,0.17698436712052446,0.0071709531013615735,1983,50
CCRCC,shipped,hoptimus0,donor,abs,INT11,-1,0,donor,INT11,0.7250034746351633,1.8760078150434334,3.8394170924541133,0.058276580958999305,0.2167199444058374,1439,50
CCRCC,shipped,hoptimus0,donor,abs,INT11,-1,1,donor,INT11,0.916872828353023,2.313434611481045,2.769648381677709,0.05396803335649757,0.0291591382904795,1439,50
CCRCC,shipped,hoptimus0,donor,abs,INT11,-1,2,donor,INT11,0.7273940236275191,1.8589001305755506,3.551618544133632,0.06751911049339819,0.20508686587908267,1439,50
CCRCC,shipped,hoptimus0,donor,abs,INT12,-1,0,donor,INT12,0.8501998621640249,2.1427029967527282,2.9713967258282628,0.013480358373535492,0.1363197794624397,1451,50
CCRCC,shipped,hoptimus0,donor,abs,INT12,-1,1,donor,INT12,0.8733287388008271,2.0657728096554817,2.6830502119588515,0.02838042729152309,0.0982908339076499,1451,50
CCRCC,shipped,hoptimus0,donor,abs,INT12,-1,2,donor,INT12,0.7240523776705721,2.101542829023996,3.6345497575552006,0.009028256374913852,0.26691936595451415,1451,50
CCRCC,shipped,hoptimus0,donor,abs,INT13,-1,0,donor,INT13,0.8974856618490479,2.086791736475726,2.7266836481293693,0.09655884377150724,0.005955494379444827,4359,50
CCRCC,shipped,hoptimus0,donor,abs,INT13,-1,1,donor,INT13,0.9100619408121129,2.194044388399664,2.7450871308197513,0.08299151181463639,0.006946547373250745,4359,50
CCRCC,shipped,hoptimus0,donor,abs,INT13,-1,2,donor,INT13,0.8853682037164488,2.0834489121373014,2.8020736082100903,0.10075705437026841,0.013874741913282862,4359,50
CCRCC,shipped,hoptimus0,donor,abs,INT14,-1,0,donor,INT14,0.9696054362121876,2.14981001802032,2.2611983712952357,0.027821131082858396,0.002573432704953968,4562,50
CCRCC,shipped,hoptimus0,donor,abs,INT14,-1,1,donor,INT14,0.978478737395879,2.2761012520502493,2.343073200559078,0.01807540552389303,0.00344585708022797,4562,50
CCRCC,shipped,hoptimus0,donor,abs,INT14,-1,2,donor,INT14,0.9473345024112231,1.985928070229955,2.2069243125667346,0.04937746602367382,0.003288031565103025,4562,50
CCRCC,shipped,hoptimus0,donor,abs,INT15,-1,0,donor,INT15,0.910093117408907,1.9830380150876303,2.490453787227575,0.0802995951417004,0.009607287449392713,4940,50
