task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit
IDC,audited,conch_v15,slide_out,abs,NCBI783,0.8940765391014974,4.397101230881504,5.983522039847366,0.05379700499168053,0.05212645590682197,slide
IDC,audited,conch_v15,slide_out,abs,NCBI785,0.7418553615960101,3.870103766438573,7.707538758964167,0.22729509559434746,0.03084954280964256,slide
IDC,audited,conch_v15,slide_out,abs,TENX95,0.8919914089347079,4.647230558995816,7.000821213850945,0.08604209621993127,0.021966494845360826,slide
IDC,audited,conch_v15,slide_out,abs,TENX99,0.8404787823322576,4.0007220084337645,6.7216557211319055,0.029845062055456548,0.12967615561228585,slide
IDC,audited,conch_v15,slide_out,scaled,NCBI783,0.9044370493621742,5.409706512779574,6.783262326294882,0.052894065446478095,0.042668885191347754,slide
IDC,audited,conch_v15,slide_out,scaled,NCBI785,0.772852867830424,4.8490479379241265,8.179722063331864,0.20588861180382376,0.021258520365752282,slide
IDC,audited,conch_v15,slide_out,scaled,TENX95,0.903548969072165,5.711463019677883,7.81664315780649,0.07578006872852233,0.020670962199312713,slide
IDC,audited,conch_v15,slide_out,scaled,TENX99,0.8339367082510476,4.231071930509316,7.450285030987243,0.036774079604386424,0.12928921214456593,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND139,0.8742971459055747,2.1399005137270812,2.7047790831732548,0.046090513025695744,0.07961234106872944,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND140,0.88299052540913,1.9982094100680323,2.6518152511354365,0.10693540051679588,0.010074074074074074,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND141,0.9370680044593088,2.029237935993169,2.368355087075026,0.06022296544035675,0.002709030100334448,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND142,0.9508530752975197,2.1088405082024466,2.3183854994852124,0.03230341452563675,0.016843510176843508,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND143,0.9652585604472397,1.9543270562608708,2.0896408258385963,0.03283018867924528,0.0019112508735150242,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND144,0.975868106692849,2.0967760655668854,2.1966696479818046,0.021628211422025857,0.0025036818851251843,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND145,0.9435072872590503,2.100802312893036,2.426679143651675,0.05456981664315938,0.001922896097790315,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND146,0.956612355736592,1.9417907650780393,2.175986427006817,0.039032586558044806,0.004355057705363204,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND147,0.9547780157030692,2.2165750584411277,2.4270223858150195,0.036202712348322626,0.009019271948608137,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND148,0.9779138599714227,2.081214674839473,2.201183551476889,0.014807103490508268,0.007279036538068994,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND149,0.9445200792364488,1.9711333253271632,2.231637363478102,0.04526562218620565,0.01021429857734558,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND150,0.9014277555682467,2.2217661445855503,2.9220047274362013,0.08695983247667999,0.011612411955073293,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND151,0.9514897435897436,2.1133800422776994,2.291299697902719,0.02833076923076923,0.02017948717948718,slide
PRAD,shipped,conch_v15,slide_out,abs,MEND152,0.9228834090417477,2.1605060178401163,2.5376749393614895,0.04734587929915638,0.02977071165909583,slide
