task,label_set,encoder,design,score,fold,coverage,width_mean,interval_score,miss_above,miss_below,calibration_unit,superseded_label_set
CCRCC,shipped,gigapath,donor,abs,INT1,0.8424354243542437,2.044920964023212,2.7835001031979183,0.025830258302583026,0.13173431734317345,donor,False
CCRCC,shipped,gigapath,donor,abs,INT10,0.7875441250630358,2.1224067989432713,4.03677421875561,0.20665658093797276,0.005799293998991427,donor,False
CCRCC,shipped,gigapath,donor,abs,INT11,0.808126013435256,1.9860134416438548,3.1282647221085256,0.07191104933981932,0.11996293722492472,donor,False
CCRCC,shipped,gigapath,donor,abs,INT12,0.8822467263955892,2.140349997996694,2.7443640565759395,0.027015851137146798,0.09073742246726396,donor,False
CCRCC,shipped,gigapath,donor,abs,INT13,0.9087925365144911,2.1432872907788227,2.7065865581058497,0.08676913665213733,0.004438326833371568,donor,False
CCRCC,shipped,gigapath,donor,abs,INT14,0.9681616250182669,2.1553713508782324,2.2692302235826696,0.026783574455648107,0.005054800526085051,donor,False
CCRCC,shipped,gigapath,donor,abs,INT15,0.918910931174089,2.0527701574883612,2.38396009619222,0.03595816464237517,0.04513090418353577,donor,False
CCRCC,shipped,gigapath,donor,abs,INT16,0.9313745061343314,1.9641123873879256,2.5000765330320993,0.04541692659596589,0.023208567269702638,donor,False
CCRCC,shipped,gigapath,donor,abs,INT17,0.9461645746164574,2.0106165476868534,2.297123516985718,0.04576104137610413,0.008074384007438401,donor,False
CCRCC,shipped,gigapath,donor,abs,INT18,0.8797504238724992,2.2575030063225245,3.191665955616197,0.09888640217022719,0.021363173957273652,donor,False
CCRCC,shipped,gigapath,donor,abs,INT19,0.9801199137698733,2.086569209672397,2.1557238173585085,0.013671517111290757,0.006208569118835893,donor,False
CCRCC,shipped,gigapath,donor,abs,INT2,0.9286899224806202,2.1450888064484173,2.48242816868436,0.03412403100775194,0.03718604651162791,donor,False
CCRCC,shipped,gigapath,donor,abs,INT20,0.9612565157750342,2.007569527760637,2.158810492349444,0.016895747599451304,0.0218477366255144,donor,False
CCRCC,shipped,gigapath,donor,abs,INT21,0.9239597989949749,2.2811101716168607,2.7773561268805587,0.061562479061976545,0.014477721943048576,donor,False
CCRCC,shipped,gigapath,donor,abs,INT22,0.8748463480456167,1.9676304126134443,2.848145118686796,0.1062975537564203,0.018856098197962915,donor,False
CCRCC,shipped,gigapath,donor,abs,INT23,0.8680392569225376,2.276953097498778,3.371884997233028,0.12396074307746231,0.008,donor,False
CCRCC,shipped,gigapath,donor,abs,INT24,0.9137915742793791,2.0927978295418335,2.916068570651779,0.08028085735402808,0.005927568366592757,donor,False
CCRCC,shipped,gigapath,donor,abs,INT3,0.9633516027238,2.3790312620409115,2.5351103642122186,0.031021425012456402,0.0056269722637435635,donor,False
CCRCC,shipped,gigapath,donor,abs,INT4,0.8614974054855448,2.043242966955471,2.7977502426873357,0.010560909315542377,0.12794168519891277,donor,False
CCRCC,shipped,gigapath,donor,abs,INT5,0.2528386734120292,1.9399276986848324,18.06887459522034,0.7442608206857785,0.0029005059021922426,donor,False
CCRCC,shipped,gigapath,donor,abs,INT6,0.8900516487882401,2.209786426187895,2.7819574593114322,0.04868494239173619,0.06126340882002384,donor,False
CCRCC,shipped,gigapath,donor,abs,INT7,0.8344903117101937,1.9692616845020219,3.1172741317122945,0.10346812693063745,0.06204156135916877,donor,False
CCRCC,shipped,gigapath,donor,abs,INT8,0.7665777321703438,2.0401996780667173,3.9770617287496957,0.20943389772532925,0.02398837010432701,donor,False
CCRCC,shipped,gigapath,donor,abs,INT9,0.9258883647798742,2.283269347514691,2.650948513603019,0.04159591194968554,0.03251572327044026,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT1,0.8952275522755228,2.3835234873335067,2.788581086745669,0.017650676506765068,0.08712177121771218,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT10,0.7845083207261725,2.021278993054673,3.9472626306855587,0.21393847705496719,0.0015532022188603127,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT11,0.85045170257123,2.1575826067089916,3.0210674244845688,0.07264767199444058,0.0769006254343294,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT12,0.9146749368251781,2.377882862142869,2.814744623661928,0.02294509533654951,0.06237996783827246,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT13,0.870181234228034,1.925725503923373,2.8308189906850143,0.12541255639672708,0.00440620937523897,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT14,0.9483574455648108,1.9773368958208006,2.1984800697466547,0.047445564810755514,0.004196989624433728,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT15,0.9201268556005399,2.136104898661284,2.483425818222418,0.04321322537112011,0.036659919028340086,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT16,0.906261176959867,1.7766813074787742,2.4376360853040078,0.07017051362029529,0.023568309419837803,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT17,0.8926527196652719,1.5954450903226578,2.256367297416596,0.09563179916317992,0.011715481171548118,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT18,0.8846592065106815,2.3175941272823435,3.2677183196422064,0.10365547643268906,0.011685317056629367,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT19,0.956286715171113,1.737097842606499,1.9233716251448252,0.03710051199137699,0.006612772837510105,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT2,0.9343049095607235,2.191862490060714,2.5148568772947817,0.03897932816537468,0.026715762273901808,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT20,0.9533196159122085,1.8527699110047882,2.045126883001801,0.028790123456790124,0.01789026063100137,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT21,0.9240308207705192,2.272191889624863,2.7274134139897934,0.06306197654941374,0.012907202680067002,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT22,0.8668181422477583,1.921040922125895,2.885272554363563,0.11834769739705754,0.014834160355184122,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT23,0.8656515948124781,2.2977770333097705,3.4045433677191195,0.12988853838065195,0.004459866806869962,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT24,0.8642601626016261,1.7398400155507534,2.931678280086139,0.12833850702143385,0.007401330376940133,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT3,0.9456867629961799,2.294014258205646,2.5917457083747455,0.05402757017106793,0.00028566683275203455,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT4,0.9342871262663701,2.286839469826276,2.5863739102819947,0.012058314801087225,0.05365455893254262,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT5,0.29908375491849354,2.3144758759276858,15.632148078675,0.7000505902192243,0.000865654862282181,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT6,0.9299404052443384,2.4561441294554007,2.83006993408319,0.04475963448549861,0.025299960270162892,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT7,0.8814855377702893,2.1749195769740273,3.0205619057187683,0.0921763549564729,0.026338107273237852,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT8,0.8454865743116128,2.442726765378476,3.6341836558411167,0.1473713015221481,0.007142124166239098,donor,False
CCRCC,shipped,gigapath,donor,scaled,INT9,0.9521069182389937,2.523181886771555,2.769919679343742,0.035412735849056604,0.012480345911949684,donor,False
CCRCC,shipped,gigapath,patient,abs,0,0.9497383568443474,2.5293061403258363,2.884052987939518,0.04481560728003774,0.005446035875614842,patient,False
CCRCC,shipped,gigapath,patient,abs,1,0.811147882879998,2.0018054901829827,3.256168905545341,0.08364273336255966,0.10520938375744238,patient,False
CCRCC,shipped,gigapath,patient,abs,2,0.8280689250988308,2.3219091407655994,3.7062626698569487,0.13639278925040876,0.03553828565076047,patient,False
CCRCC,shipped,gigapath,patient,abs,3,0.7108411429621398,1.9286578978356357,6.647317617132416,0.2065042564917027,0.08265460054615746,patient,False
CCRCC,shipped,gigapath,patient,abs,4,0.8943280520310246,2.1938287431848242,2.851956919999338,0.0411785240617768,0.06449342390719863,patient,False
CCRCC,shipped,gigapath,patient,abs,5,0.9487585686945655,2.416080961077762,2.7887311096306173,0.04147021241323256,0.009771218892201802,patient,False
CCRCC,shipped,gigapath,patient,scaled,0,0.9200822656973139,2.3357421864033587,2.9135796292543126,0.07463222470424406,0.005285509598442047,patient,False
CCRCC,shipped,gigapath,patient,scaled,1,0.8554912621880564,2.1713810564298033,3.0675233768397057,0.07648385158569466,0.0680248862262489,patient,False
CCRCC,shipped,gigapath,patient,scaled,2,0.8370041165779938,2.3383600693130826,3.6874737024307436,0.1401616123367083,0.02283427108529799,patient,False
CCRCC,shipped,gigapath,patient,scaled,3,0.7731819052989733,2.2590948742441475,5.985183674108789,0.19038732251917886,0.03643077218184773,patient,False
CCRCC,shipped,gigapath,patient,scaled,4,0.9059616070719269,2.2442624309176624,2.812520679887257,0.04581628005746876,0.04822211287060443,patient,False
CCRCC,shipped,gigapath,patient,scaled,5,0.9161341719158083,2.0621294900459977,2.6408288679626977,0.07561346247921386,0.008252365604977833,patient,False
CCRCC,shipped,gigapath,random,abs,0,0.8829738638764969,1.617011843557404,2.196247287297658,0.07577073487578297,0.041255401247720105,spot,False
CCRCC,shipped,gigapath,random,abs,1,0.884022580757558,1.6194408701629377,2.195202548029788,0.07501758702642333,0.04095983221601858,spot,False
CCRCC,shipped,gigapath,random,abs,2,0.8825203415808192,1.6163765859427666,2.205064390433127,0.07690322356121679,0.04057643485796403,spot,False
CCRCC,shipped,gigapath,random,abs,3,0.8824396314842451,1.6190862808268953,2.214956923537007,0.07711308235370255,0.04044728616205243,spot,False
CCRCC,shipped,gigapath,random,abs,4,0.882648475217582,1.6176170369364988,2.2058385295833487,0.07704376356208202,0.040307761220335844,spot,False
CCRCC,shipped,gigapath,random,abs,5,0.8831765529337001,1.6194020252709695,2.201958776482161,0.07608989407148423,0.040733552994815694,spot,False
CCRCC,shipped,gigapath,random,scaled,0,0.8994977125769953,1.5977504012106845,2.077994582965299,0.07881997244212584,0.021682314980878876,spot,False
CCRCC,shipped,gigapath,random,scaled,1,0.9006396215994178,1.5993830048393438,2.073986353819701,0.07793059837113825,0.021429780029443953,spot,False
CCRCC,shipped,gigapath,random,scaled,2,0.8995129646245894,1.6004694190685278,2.08408057015388,0.07946640712191452,0.02102062825349601,spot,False
CCRCC,shipped,gigapath,random,scaled,3,0.8991257299507943,1.6012748394568301,2.088410994408796,0.07941103870136887,0.02146323134783674,spot,False
CCRCC,shipped,gigapath,random,scaled,4,0.8997097916596187,1.59974467636289,2.0813318957889484,0.07951428046527367,0.020775927875107552,spot,False
