task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched,superseded_label_set
CCRCC,shipped,virchow2,donor,abs,24,0.8617493196114893,0.14381336100698022,2.1009780801843436,0.1217083137261776,3.4610427205146514,0.09548033838666177,0.04277034200184892,donor,35996,False
CCRCC,shipped,virchow2,donor,scaled,24,0.8731614639728119,0.12420923285406123,2.12935703419394,0.2704530675944444,3.2811710595217876,0.10033373660414946,0.026504799423038666,donor,35996,False
CCRCC,shipped,virchow2,patient,abs,6,0.8536078442469549,0.09598046311041519,2.210840721567769,0.23454320448270427,3.6471419791520074,0.08886207485705423,0.05753008089599074,patient,35996,False
CCRCC,shipped,virchow2,patient,scaled,6,0.8657221462221393,0.05449275861137077,2.200770257166896,0.12910667485898442,3.4247867162910866,0.09646189115960352,0.03781596261825716,patient,35996,False
CCRCC,shipped,virchow2,random,abs,6,0.8833234920413683,0.0008312935562047109,1.602110791708719,0.0014105989170040477,2.1780051140068486,0.07484765263327332,0.04182885532535835,spot,35996,False
CCRCC,shipped,virchow2,random,scaled,6,0.8988975509956759,0.0005914561359085795,1.5790988845851341,0.0019320473464864763,2.056168585630131,0.07856656267271338,0.02253588633161066,spot,35996,False
COAD,shipped,virchow2,donor,abs,4,0.8679292194222258,0.02818708941896189,3.270137202267702,0.16594760910679998,5.1018785784740315,0.0770508151312741,0.055019965446500146,donor,3389,False
COAD,shipped,virchow2,donor,scaled,4,0.8723086717472417,0.02918069977596572,4.177012216306869,0.33744169742845986,5.77555988703003,0.07596020338646789,0.05173112486629037,donor,3389,False
COAD,shipped,virchow2,patient,abs,2,0.7266246001149494,0.15567959975500292,2.5120029391886964,0.8825682446427263,8.456070186994525,0.18488304157460522,0.08849235831044541,block;slide,3389,False
COAD,shipped,virchow2,patient,scaled,2,0.688376961858634,0.1952389003949669,2.691034284241352,1.326002342548824,9.446377996547616,0.2128068497100276,0.0988161884313383,block;slide,3389,False
COAD,shipped,virchow2,random,abs,2,0.8960190485050974,0.000662485603096538,2.1347628493940896,0.002933003702676493,2.9696471004507705,0.05605768319861198,0.047923268296290664,spot,3389,False
COAD,shipped,virchow2,random,scaled,2,0.8997623232760144,0.0003891805227309482,2.2624308450172417,0.004514748692716568,2.923650957484591,0.06158518445920729,0.03865249226477832,spot,3389,False
HCC,shipped,virchow2,donor,abs,2,0.7404731965487422,0.07463894627033557,1.571991344915642,0.19152886843693612,4.060433398624751,0.17352773789083964,0.08599906556041814,block,1203,False
HCC,shipped,virchow2,donor,scaled,2,0.7215243839609957,0.004880770326245019,3.964554298370711,1.147926680446757,6.815629900012427,0.19961065626674251,0.07886495977226177,block,1203,False
HCC,shipped,virchow2,patient,abs,2,0.7643120723577617,0.05002347631387795,1.611806290891423,0.12798954890113295,3.8037335218300923,0.15154996262622455,0.08413796501601378,block,1203,False
HCC,shipped,virchow2,patient,scaled,2,0.7332443551890908,0.0015013736756396296,3.311055691629516,0.9490641531615868,5.999949590999773,0.17935077620552797,0.0874048686053813,block,1203,False
HCC,shipped,virchow2,random,abs,2,0.902570049063143,0.00044774646226960883,1.5925064093923442,0.0060261868850963836,2.1369007320712257,0.07044765520335879,0.026982295733498307,spot,1203,False
HCC,shipped,virchow2,random,scaled,2,0.8984419355325928,0.002366715726247235,2.217962196878849,0.05519515545539241,2.8530628136795917,0.08357474530281726,0.017983319164589992,spot,1203,False
IDC,audited,virchow2,donor,abs,3,0.8269859139245371,0.09222274977142111,4.673854352787488,0.8764201925855916,7.6129210453973615,0.1085018526141474,0.06451223346131545,donor,3005,True
IDC,audited,virchow2,donor,scaled,3,0.8253061537717219,0.11981524823883907,72.38591707788723,86.38628300310516,75.73651905613046,0.11920233425070592,0.055491511977572246,donor,3005,True
IDC,audited,virchow2,patient,abs,4,0.8181287380961387,0.07358287551759328,3.997230428872035,0.18451677577700942,7.002641368065661,0.11347685375106753,0.06839440815279374,patient,3005,True
IDC,audited,virchow2,patient,scaled,4,0.8236705495069672,0.06118794987198202,28.796989556572164,21.037066226949708,31.93370729740487,0.11110210335087048,0.06522734714216244,patient,3005,True
IDC,audited,virchow2,random,abs,4,0.8795403996133749,0.0005856116116803553,2.1442489057316987,0.004338676659195694,3.091501922852938,0.06282278377506567,0.057636816611559366,spot,3005,True
IDC,audited,virchow2,random,scaled,4,0.8910090065488685,0.0005240288452656669,2.3213103477033536,0.0037271396118419018,3.069881216303361,0.06103683466773098,0.04795415878340054,spot,3005,True
IDC,shipped,virchow2,donor,abs,4,0.8285519735224902,0.08576221191518182,4.057224083688339,0.32386183859396667,6.898968694605802,0.11444226274715583,0.057005763730353876,donor,3005,False
IDC,shipped,virchow2,donor,scaled,4,0.8252351832902579,0.066464769329417,18.767701837501964,26.842190926129074,21.80634805444423,0.11444540873599543,0.0603194079737466,donor,3005,False
IDC,shipped,virchow2,patient,abs,4,0.8132262412811665,0.08268437798264927,3.9171943252097767,0.19132342077988407,7.00541231854602,0.11933677042079324,0.06743698829804025,patient,3005,False
IDC,shipped,virchow2,patient,scaled,4,0.8054313840461967,0.08785385028968357,4.847417314583807,0.9034155344054428,8.159116542487478,0.12863509076245044,0.0659335251913528,patient,3005,False
IDC,shipped,virchow2,random,abs,4,0.8806649725250378,0.00058954932694554,2.0933314260098044,0.0022453121144114696,3.0076459652869882,0.0623953326201212,0.05693969485484101,spot,3005,False
IDC,shipped,virchow2,random,scaled,4,0.8957617248220398,0.0008249285575421272,2.1695123490866637,0.0065907125634543946,2.8315894062187557,0.05957134085642221,0.04466693432153807,spot,3005,False
LUNG,shipped,virchow2,donor,abs,2,0.5852484022274198,0.006956776898913903,2.040745544737864,0.011655633104240701,8.87311905500221,0.22381468045809963,0.1909369173144805,block,1027,False
LUNG,shipped,virchow2,donor,scaled,2,0.5951834368658006,0.012316218158388724,2.4995373340962415,0.07472558033164585,9.612107391006795,0.21429853704670904,0.19051802608749044,block,1027,False
LUNG,shipped,virchow2,patient,abs,2,0.5977247920309438,0.018432059135936766,2.089135750204398,0.033681128907200895,8.707845732176509,0.21475956140417277,0.18751564656488356,block,1027,False
LUNG,shipped,virchow2,patient,scaled,2,0.599091915762755,0.022861166535851466,2.5846426279069483,0.16753766396201036,9.65021794610098,0.21526652881962055,0.1856415554176244,block,1027,False
LUNG,shipped,virchow2,random,abs,2,0.9002885299306587,0.0006072733104096745,2.049881045639827,0.0011502590604881538,2.6790760239061346,0.04859432244136329,0.05111714762797806,spot,1027,False
LUNG,shipped,virchow2,random,scaled,2,0.9014139165883805,0.0017620867046568677,2.5714345636572475,0.030370059507565612,3.2302085594996766,0.04843571819740283,0.05015036521421678,spot,1027,False
LYMPH_IDC,shipped,virchow2,donor,abs,4,0.817167272501011,0.13680210549766264,2.4781386482003307,0.4683009570258667,4.832877485556192,0.14357031635540685,0.039262411143582206,donor,9980,False
LYMPH_IDC,shipped,virchow2,donor,scaled,4,0.8117685471306348,0.08947499508089929,3.746823116500319,1.1062903102043558,5.914430123078853,0.14809185367531646,0.04013959919404862,donor,9980,False
LYMPH_IDC,shipped,virchow2,patient,abs,4,0.8059279517101728,0.12817345472709768,2.3818605291982617,0.3792369083112338,4.762824346207624,0.14380886884934097,0.05026317944048622,patient,9980,False
LYMPH_IDC,shipped,virchow2,patient,scaled,4,0.8000433660978657,0.08056482220569401,3.2041613896676897,0.7773925979620744,5.513935345271313,0.1508939060583006,0.049062727843833746,patient,9980,False
LYMPH_IDC,shipped,virchow2,random,abs,4,0.9002012716584682,0.0004921387026986128,1.495156909748637,0.0022734237711516583,1.9961911118655522,0.06876776027274112,0.03103096806879074,spot,9980,False
LYMPH_IDC,shipped,virchow2,random,scaled,4,0.9003005146199603,0.00038728674335352053,1.4155903718375633,0.0030545209826423883,1.8656272371795968,0.08302567193655705,0.016673813443482628,spot,9980,False
PAAD,shipped,virchow2,donor,abs,3,0.890743326261204,0.03622180384431785,3.2744668757315396,0.36704093547951677,4.3547755968349025,0.0704325147539072,0.03882415898488873,donor,1951,False
PAAD,shipped,virchow2,donor,scaled,3,0.8726735002555325,0.04167193924060505,37.47312550371685,11.815512880127097,39.03019380680681,0.07602246552505627,0.0513040342194113,donor,1951,False
PAAD,shipped,virchow2,patient,abs,3,0.8764190175127883,0.04498943226362365,3.326139705212611,0.25578419484068676,4.489923388600479,0.08280700315250876,0.04077397933470297,patient,1951,False
PAAD,shipped,virchow2,patient,scaled,3,0.8696992156899782,0.04105513095945566,41.63518246619646,14.612876032684245,43.262695228093094,0.07426735418614176,0.05603343012388007,patient,1951,False
PAAD,shipped,virchow2,random,abs,3,0.8929206818742674,0.0010220904588814257,2.0035506023336698,0.007086819482792759,2.8066455827197454,0.0572057747818927,0.04987354334383979,spot,1951,False
PAAD,shipped,virchow2,random,scaled,3,0.9021546421228495,0.0020509160294634042,2.3225055655197266,0.02439063265314478,2.998189085812163,0.054844005369277304,0.04300135250787337,spot,1951,False
PRAD,shipped,virchow2,donor,abs,2,0.8738116189269659,0.09404414947529322,2.3654129625937053,0.6320380296467397,3.4095686489608172,0.07163642409391524,0.0545519569791189,slide,19299,False
PRAD,shipped,virchow2,donor,scaled,2,0.8437768540681705,0.04706821145645179,51.83647031200428,70.71267898169326,53.148527279952084,0.11085287519159487,0.045370270740234704,slide,19299,False
