task,label_set,encoder,design,score,n_folds,coverage_mean,coverage_sd,width_mean,width_sd,interval_score_mean,miss_above_mean,miss_below_mean,calibration_unit,n_train_matched
IDC,audited,virchow,slide_out,abs,4,0.8281470137390028,0.10567045672083647,4.214225917351701,0.4324482510160326,7.046230775433845,0.11954362926309717,0.05230935699790017,slide,7015
IDC,audited,virchow,slide_out,scaled,4,0.8404306733310141,0.07901177219182176,5.216320002385282,0.5267027129548593,7.907080632858873,0.11110324514239593,0.048466081526590016,slide,7015
PRAD,shipped,virchow,slide_out,abs,23,0.8982868927201876,0.08676165993490707,2.1033916359724825,0.13792447332898486,2.880028081719268,0.06021831190805177,0.04149479537176064,slide,39667
PRAD,shipped,virchow,slide_out,scaled,23,0.900090454237901,0.04472999486153631,1.9397427516605186,0.41900734648817073,2.628747364326754,0.08475856213127952,0.015150983630819478,slide,39667
READ,shipped,virchow,slide_out,abs,4,0.8502568485852678,0.0839804418833396,1.6544989823331862,0.2600147740131022,2.6671335811577435,0.0863667808979545,0.06337637051677761,slide,3819
READ,shipped,virchow,slide_out,scaled,4,0.8782697350066639,0.03911181082437382,5.495842272540298,3.7211995354815732,6.319371873512532,0.09052275895929716,0.031207506034038886,slide,3819
