task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws
IDC,audited,hoptimus0,slide_out,abs,NCBI783,slide,3,0.8948907376594565,0.027726808600423192,0.492828085876137
IDC,audited,hoptimus0,slide_out,abs,NCBI785,slide,3,0.6496309226932668,0.05353377474223874,0.11255900125804547
IDC,audited,hoptimus0,slide_out,abs,TENX95,slide,3,0.8738135738831615,0.042594013066082244,0.8039127148558379
IDC,audited,hoptimus0,slide_out,abs,TENX99,slide,3,0.872100573190116,0.04328635756040019,0.5485716438871309
IDC,audited,hoptimus0,slide_out,scaled,NCBI783,slide,3,0.8883793677204658,0.04898012753135261,1.4354256684035305
IDC,audited,hoptimus0,slide_out,scaled,NCBI785,slide,3,0.6542394014962594,0.05168988878839314,0.12796018535792564
IDC,audited,hoptimus0,slide_out,scaled,TENX95,slide,3,0.869266323024055,0.03560587301707155,1.240624728891714
IDC,audited,hoptimus0,slide_out,scaled,TENX99,slide,3,0.8825197887063885,0.025434054638056314,0.9527751277197276
PRAD,shipped,hoptimus0,slide_out,abs,MEND139,slide,3,0.8505432559793723,0.029246893528560785,0.03908392573269039
PRAD,shipped,hoptimus0,slide_out,abs,MEND140,slide,3,0.8982497846683893,0.04752701183022089,0.35333225064546614
PRAD,shipped,hoptimus0,slide_out,abs,MEND141,slide,3,0.9525901151988109,0.020175096383226163,0.3028333849349976
PRAD,shipped,hoptimus0,slide_out,abs,MEND142,slide,3,0.9591435880324769,0.01897158422538719,0.40300668759206343
PRAD,shipped,hoptimus0,slide_out,abs,MEND143,slide,3,0.9731114605171208,0.006299409544657562,0.1822891796498685
PRAD,shipped,hoptimus0,slide_out,abs,MEND144,slide,3,0.9750777286859761,0.011312934172222937,0.27235635005868514
PRAD,shipped,hoptimus0,slide_out,abs,MEND145,slide,3,0.9508321579689704,0.008670243463786344,0.15039832155015692
PRAD,shipped,hoptimus0,slide_out,abs,MEND146,slide,3,0.9639952477936186,0.01155705933215589,0.1434613536741211
PRAD,shipped,hoptimus0,slide_out,abs,MEND147,slide,3,0.9619471805852963,0.01618910829495442,0.24402903779226023
PRAD,shipped,hoptimus0,slide_out,abs,MEND148,slide,3,0.9781220657276996,0.00772159638008553,0.22326008789579868
PRAD,shipped,hoptimus0,slide_out,abs,MEND149,slide,3,0.9500522240230507,0.020548247901670567,0.18009793045401093
PRAD,shipped,hoptimus0,slide_out,abs,MEND150,slide,3,0.9097353893013516,0.03122303224358395,0.2636189439681692
PRAD,shipped,hoptimus0,slide_out,abs,MEND151,slide,3,0.9577051282051282,0.019012441167092473,0.1612570490251446
PRAD,shipped,hoptimus0,slide_out,abs,MEND152,slide,3,0.9165671641791046,0.02812920946387524,0.19949429510653433
PRAD,shipped,hoptimus0,slide_out,abs,MEND153,slide,3,0.9448754578754578,0.015172049300680772,0.14358013365411934
PRAD,shipped,hoptimus0,slide_out,abs,MEND154,slide,3,0.8417373294346978,0.05857250756555323,0.42123260639307286
PRAD,shipped,hoptimus0,slide_out,abs,MEND156,slide,3,0.7246933033202025,0.04332864332485029,0.22033751397431708
