encoder,task,design,fold,repeat,grid,n_train,n_test,n_eval_samples,pearson_pooled,pearson_within,test_resolution_group,train_has_same_resolution_group,test_resolution_uncertain,test_slides
uni_v2,CCRCC,patient,0,,,55849,18371,4,0.22047241032123566,0.18657349195447748,0.40-0.50,True,False,INT13;INT14;INT15;INT24
uni_v2,CCRCC,blocked,1,0.0,6.0,66161,8059,24,0.6555391550064087,0.20765582141320918,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,blocked_buffered,1,0.0,6.0,60798,8059,24,0.6495716571807861,0.20462612472457598,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,blocked_matched,1,0.0,6.0,60798,8059,24,0.6552540063858032,0.20768675352956048,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,random_matched,1,0.0,6.0,60798,6569,24,0.6627591848373413,0.2595255523138197,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,blocked,1,0.0,10.0,67186,7034,24,0.6372841000556946,0.23898356102843535,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,blocked_buffered,1,0.0,10.0,58999,7034,24,0.6323116421699524,0.23388564388661812,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,blocked_matched,1,0.0,10.0,58999,7034,24,0.6366792917251587,0.23832955014537827,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,random_matched,1,0.0,10.0,58999,6569,24,0.6627475619316101,0.25964195304395005,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,random,1,1.0,,67651,6569,24,0.6587167978286743,0.25114554286525775,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
uni_v2,CCRCC,blocked,1,1.0,4.0,64890,9330,24,0.6287416219711304,0.2017221714416034,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
