encoder,task,design,fold,repeat,grid,n_train,n_test,n_eval_samples,pearson_pooled,pearson_within,test_resolution_group,train_has_same_resolution_group,test_resolution_uncertain,test_slides
resnet50,CCRCC,patient,0,,,55849,18371,4,0.1407928317785263,0.11839915849137468,0.40-0.50,True,False,INT13;INT14;INT15;INT24
resnet50,CCRCC,blocked_buffered,4,4.0,10.0,44277,15146,24,0.5682485103607178,0.19000964526596364,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,4,4.0,10.0,44277,15146,24,0.5765491127967834,0.19328267292808352,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,4,4.0,10.0,44277,14748,24,0.5765108466148376,0.20128654664183462,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,patient,5,,,57566,16654,4,0.29434069991111755,0.1447253766423091,0.40-0.50,True,False,INT16;INT17;INT18;INT19
resnet50,CCRCC,random,5,0.0,,57566,16654,24,0.5748740434646606,0.20303789022213703,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,0.0,4.0,55076,19144,24,0.5595644116401672,0.19371959608285882,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,0.0,4.0,48696,19144,24,0.5544136166572571,0.1924132937133618,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,0.0,4.0,48696,19144,24,0.5586580038070679,0.19340899438638492,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,0.0,4.0,48696,16654,24,0.5742939114570618,0.20281950449663175,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,0.0,6.0,56241,17979,24,0.5603744387626648,0.18797897100671737,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,0.0,6.0,46301,17979,24,0.553705096244812,0.18729761378354548,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,0.0,6.0,46301,17979,24,0.5599262118339539,0.1893040887185392,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,0.0,6.0,46301,16654,24,0.573910653591156,0.20333096143605264,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,0.0,10.0,57118,17102,24,0.5571531057357788,0.2059802587564142,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,0.0,10.0,41054,17102,24,0.550538182258606,0.2044035796338964,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,0.0,10.0,41054,17102,24,0.556257963180542,0.2061764774939123,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,0.0,10.0,41054,16654,24,0.5735868811607361,0.20233112073473117,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random,5,1.0,,57566,16654,24,0.580295205116272,0.20093814783671404,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,1.0,4.0,55271,18949,24,0.5852798223495483,0.16852380588308735,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,1.0,4.0,49409,18949,24,0.5771076083183289,0.16630715198624482,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,1.0,4.0,49409,18949,24,0.584983766078949,0.16819400204071522,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,1.0,4.0,49409,16654,24,0.5800929069519043,0.20073354724241654,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,1.0,6.0,56509,17711,24,0.5597695112228394,0.1975908153909404,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,1.0,6.0,47206,17711,24,0.5506783723831177,0.19340757898740168,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,1.0,6.0,47206,17711,24,0.5596435070037842,0.197487270833517,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,1.0,6.0,47206,16654,24,0.5797057747840881,0.2011790129627722,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,1.0,10.0,57190,17030,24,0.5726238489151001,0.1961957321758867,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,1.0,10.0,41468,17030,24,0.5619708895683289,0.19296028644632315,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,1.0,10.0,41468,17030,24,0.5722010135650635,0.19658718269332895,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,1.0,10.0,41468,16654,24,0.5793296694755554,0.2007808635303081,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random,5,2.0,,57566,16654,24,0.5742387175559998,0.20826808806098898,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,2.0,4.0,55061,19159,24,0.5447107553482056,0.1665458688633468,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,2.0,4.0,49356,19159,24,0.5375357270240784,0.16301620379002998,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,2.0,4.0,49356,19159,24,0.5448163747787476,0.16697691428916492,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,2.0,4.0,49356,16654,24,0.5739171504974365,0.20782736785239342,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,2.0,6.0,56385,17835,24,0.5618341565132141,0.18808641190699896,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,2.0,6.0,46770,17835,24,0.5556168556213379,0.18470760266493016,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,2.0,6.0,46770,17835,24,0.5609843730926514,0.18762823556070848,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,2.0,6.0,46770,16654,24,0.5733629465103149,0.20814231176006914,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,2.0,10.0,57024,17196,24,0.5486838817596436,0.17744314790795515,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,2.0,10.0,41217,17196,24,0.5390700697898865,0.17292689166412556,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,2.0,10.0,41217,17196,24,0.5475931167602539,0.17753912218215798,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,2.0,10.0,41217,16654,24,0.5731626749038696,0.2078085338466796,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random,5,3.0,,57566,16654,24,0.5678384900093079,0.1982568578124968,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,3.0,4.0,55080,19140,24,0.5391094088554382,0.18933459401625444,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,3.0,4.0,49216,19140,24,0.5305106043815613,0.18686447371437678,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,3.0,4.0,49216,19140,24,0.5383434891700745,0.1894279682812339,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,3.0,4.0,49216,16654,24,0.5674707293510437,0.1981308576799711,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,3.0,6.0,56201,18019,24,0.5528649091720581,0.19903343870892057,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,3.0,6.0,47357,18019,24,0.5440719723701477,0.19541734753448206,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,3.0,6.0,47357,18019,24,0.5523360967636108,0.1983100812189514,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,3.0,6.0,47357,16654,24,0.5670167803764343,0.1973765419914465,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,3.0,10.0,57024,17196,24,0.5706002116203308,0.18308954904542893,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,3.0,10.0,41060,17196,24,0.5621991753578186,0.1814033211613423,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,3.0,10.0,41060,17196,24,0.5705705285072327,0.18455524090193043,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,3.0,10.0,41060,16654,24,0.5673426985740662,0.19823046360015725,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random,5,4.0,,57566,16654,24,0.5799930691719055,0.20236907934380724,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,4.0,4.0,55308,18912,24,0.5829695463180542,0.154638896768253,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,4.0,4.0,49315,18912,24,0.5782241821289062,0.15239491145212317,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,4.0,4.0,49315,18912,24,0.5822762250900269,0.15384217893518629,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,4.0,4.0,49315,16654,24,0.5791767239570618,0.20266246622166362,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,4.0,6.0,56333,17887,24,0.5577231049537659,0.1818215319551382,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,4.0,6.0,46874,17887,24,0.5487567186355591,0.1803414733114793,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,4.0,6.0,46874,17887,24,0.5577676296234131,0.1821554580119118,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,4.0,6.0,46874,16654,24,0.5791181325912476,0.20130517495674818,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked,5,4.0,10.0,57101,17119,24,0.5859683752059937,0.1887254131521149,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_buffered,5,4.0,10.0,41810,17119,24,0.5745147466659546,0.1844923918698138,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,blocked_matched,5,4.0,10.0,41810,17119,24,0.5847836136817932,0.18830181273803345,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,CCRCC,random_matched,5,4.0,10.0,41810,16654,24,0.5785816311836243,0.20029260003306262,0.40-0.50,True,False,INT1;INT10;INT11;INT12;INT13;INT14;INT15;INT16;INT17;INT18;INT19;INT2;INT20;INT21;INT22;INT23;INT24;INT3;INT4;INT5;INT6;INT7;INT8;INT9
resnet50,COAD,patient,0,,,5079,10572,3,0.21240685880184174,0.24042542109265921,0.23-0.30,True,True,TENX147;TENX148;TENX149
resnet50,COAD,random,0,0.0,,5079,10572,4,0.6719799041748047,0.5512017301470041,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,0.0,4.0,4623,11028,4,0.6194534301757812,0.5013975940831006,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,0.0,4.0,3410,11028,4,0.5874969959259033,0.47073187594971383,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,0.0,4.0,3410,11028,4,0.6144804954528809,0.494818217062857,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,0.0,4.0,3410,10572,4,0.6630009412765503,0.5413447761908173,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,0.0,6.0,4887,10764,4,0.6283937692642212,0.5142843629280105,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,0.0,6.0,3021,10764,4,0.6034368276596069,0.49046794145833694,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,0.0,6.0,3021,10764,4,0.6183059811592102,0.5042880627978593,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,0.0,6.0,3021,10572,4,0.6604647636413574,0.5383193836477584,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,0.0,10.0,5042,10609,4,0.6513315439224243,0.5322767866589129,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,0.0,10.0,1782,10609,4,0.6057876944541931,0.48709631974808876,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,0.0,10.0,1782,10609,4,0.6230494976043701,0.5021166169038043,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,0.0,10.0,1782,10572,4,0.6424994468688965,0.5193495254591107,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random,0,1.0,,5079,10572,4,0.6723242402076721,0.5520535051263868,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,1.0,4.0,4547,11104,4,0.6017845273017883,0.4923132850602269,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,1.0,4.0,3359,11104,4,0.5852260589599609,0.47507833315059544,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,1.0,4.0,3359,11104,4,0.5906450152397156,0.483673551492393,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,1.0,4.0,3359,10572,4,0.6628080010414124,0.541328741684556,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,1.0,6.0,4862,10789,4,0.614378035068512,0.49994946497026826,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,1.0,6.0,2919,10789,4,0.5882516503334045,0.47670919665135436,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,1.0,6.0,2919,10789,4,0.6023219227790833,0.48574606496142225,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,1.0,6.0,2919,10572,4,0.658629834651947,0.5372286928165704,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,1.0,10.0,4986,10665,4,0.6511094570159912,0.5318488944787532,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,1.0,10.0,1835,10665,4,0.6109175682067871,0.4896025452576578,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,1.0,10.0,1835,10665,4,0.6258308291435242,0.5075208535650745,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,1.0,10.0,1835,10572,4,0.6425837874412537,0.5205399725399912,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random,0,2.0,,5079,10572,4,0.6710883378982544,0.552959309220314,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,2.0,4.0,4502,11149,4,0.626105010509491,0.5051350844278931,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,2.0,4.0,3124,11149,4,0.6061012744903564,0.4866978504974395,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,2.0,4.0,3124,11149,4,0.6187669038772583,0.4969463032484055,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,random_matched,0,2.0,4.0,3124,10572,4,0.6600614786148071,0.5404841444082558,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked,0,2.0,6.0,4818,10833,4,0.6308300495147705,0.5136132913827895,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_buffered,0,2.0,6.0,2912,10833,4,0.6105911731719971,0.4946605544164777,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
resnet50,COAD,blocked_matched,0,2.0,6.0,2912,10833,4,0.6190164089202881,0.5004743066243827,0.23-0.30,True,True,TENX111;TENX147;TENX148;TENX149
